"w","period","period_label","ratio_mean","ratio_median","ratio_q05","ratio_q25","ratio_q75","ratio_q95","n_valid"
1429.82252371756,"pre_whaling","Pre-Whaling (1920-1929)",0.935911631671227,0.979526018210677,0.678638457171077,0.939828041711959,0.993354275249322,1.01034879300469,2111
2051.05572403526,"pre_whaling","Pre-Whaling (1920-1929)",0.922661076511322,0.969819111925579,0.672744201726198,0.924710136244012,0.983320256276648,0.996666171914437,2111
2942.20402414699,"pre_whaling","Pre-Whaling (1920-1929)",0.914916914239114,0.969700070005156,0.613616392713227,0.909290395298331,0.991559397945444,1.00549651020717,2111
4220.54087476266,"pre_whaling","Pre-Whaling (1920-1929)",0.987797262365041,0.997088573799455,0.931891281227653,0.985454825232398,1.00131262868453,1.00839642555745,2111
6054.29301617067,"pre_whaling","Pre-Whaling (1920-1929)",1.01171412787965,1.00759767151049,0.989608933794472,1.00189620026748,1.01712779520178,1.05101201276829,2111
8684.77880283868,"pre_whaling","Pre-Whaling (1920-1929)",0.939720219592431,0.980060480997042,0.715841869263742,0.925931067826436,0.995567067186496,1.00871568915175,2111
12458.1652478298,"pre_whaling","Pre-Whaling (1920-1929)",0.941772613834964,0.979444722357943,0.733540059732652,0.92915301898605,0.994481392183745,1.00668465968657,2111
17871.0229547244,"pre_whaling","Pre-Whaling (1920-1929)",0.940566701445969,0.976977967571523,0.732332310465219,0.929383935067132,0.993235703856252,1.00399426114344,2111
25635.6738809449,"pre_whaling","Pre-Whaling (1920-1929)",0.899904616054322,0.953473094513551,0.582402620875043,0.879689057286716,0.982440091521537,1.00075860564511,2111
36773.9315760001,"pre_whaling","Pre-Whaling (1920-1929)",0.877575850120202,0.935446278784902,0.442677199620733,0.829068283034056,0.970725277971113,1.00902431947219,2111
52751.5699347979,"pre_whaling","Pre-Whaling (1920-1929)",0.871971472993105,0.927378602219049,0.431456558056753,0.821735201991509,0.965757810962133,1.02107279792471,2111
75671.2163026369,"pre_whaling","Pre-Whaling (1920-1929)",0.86795134780761,0.924764928913431,0.421402520758187,0.816432553778764,0.965227444250094,1.03455092450064,2111
108549.05330397,"pre_whaling","Pre-Whaling (1920-1929)",0.867628708713563,0.933246724386276,0.412833902735062,0.817644306050242,0.974106100794282,1.02622258228708,2111
155711.742838438,"pre_whaling","Pre-Whaling (1920-1929)",0.840017182885153,0.921012284653204,0.308177647175743,0.772656980684807,0.979492810638804,1.01865427787416,2111
223365.806700198,"pre_whaling","Pre-Whaling (1920-1929)",0.827536166933004,0.899474579739797,0.288383751601874,0.729862859067684,0.973639559294983,1.02446345902875,2111
