"predator","prey","median_g_yr","q25_g_yr","q75_g_yr","q05_g_yr","q95_g_yr","mean_g_yr","median_tonnes","q25_tonnes","q75_tonnes","scenario"
"toothfishes","shelf and coastal fishes",367316690121.199,263405918633.503,465407497529.488,39974179643.0437,618106243785.847,363930533963.24,367316.690121199,263405.918633503,465407.497529488,"Exploited"
"leopard seals","shelf and coastal fishes",82788194.8760879,64498791.0776321,97239056.9844936,35826757.2172204,120421761.846167,81462155.6427782,82.7881948760879,64.4987910776321,97.2390569844935,"Exploited"
"medium divers","shelf and coastal fishes",70952545290.0828,47038532493.6536,104517628287.415,29003612925.2909,160859696059.701,80040994226.4271,70952.5452900828,47038.5324936536,104517.628287415,"Exploited"
"large divers","shelf and coastal fishes",1265373728.25746,779220517.243695,2430003461.73991,420231494.231897,9838523466.39564,3067862026.8787,1265.37372825746,779.220517243695,2430.00346173991,"Exploited"
"minke whales","shelf and coastal fishes",1036419.45313064,592406.619285495,2275670.51336677,291928.565978675,92112788.1320515,72688483.3925535,1.03641945313064,0.592406619285495,2.27567051336677,"Exploited"
"orca","shelf and coastal fishes",24173631.0818934,15976647.8225003,36758354.0074565,7669932.37690416,70736292.6566781,30451728.182635,24.1736310818934,15.9766478225003,36.7583540074565,"Exploited"
"sperm whales","shelf and coastal fishes",55168375.9438022,21253971.4635241,367220801.694541,11390312.9564391,5381823539.77608,2439785178.14801,55.1683759438022,21.2539714635241,367.220801694541,"Exploited"
"baleen whales","shelf and coastal fishes",29073277666.6189,7831995760.48505,68687508826.7946,673319260.144539,622578730612.55,112076223099.602,29073.2776666189,7831.99576048505,68687.5088267946,"Exploited"
"mesozooplankton","flying birds",1.83490938048911e-06,1.30365231052868e-06,2.55469207730158e-06,7.6265552816793e-07,3.4447288628548e-06,1.93315851071174e-06,1.83490938048911e-12,1.30365231052868e-12,2.55469207730158e-12,"Exploited"
"other krill","flying birds",0.00488928943112629,0.00437931893389114,0.00511707468253499,0.00196832002105801,0.00531281298028577,0.00449971783349898,4.88928943112629e-09,4.37931893389114e-09,5.11707468253499e-09,"Exploited"
"other macrozooplankton","flying birds",1.97404769982226e-07,1.32897230676765e-07,2.64926792064996e-07,4.85772624546982e-08,4.14545400324209e-07,2.06269374525466e-07,1.97404769982226e-13,1.32897230676765e-13,2.64926792064996e-13,"Exploited"
"antarctic krill","flying birds",4.54775581347815e-06,3.65615342202264e-06,4.82156424249437e-06,6.76563653473865e-07,5.4038340654206e-06,1.16255662220091e-05,4.54775581347815e-12,3.65615342202264e-12,4.82156424249437e-12,"Exploited"
"salps","flying birds",4.38753878045873e-05,4.22282462044634e-05,4.51062436939111e-05,3.52277081715216e-05,4.72839644927632e-05,4.34196927220144e-05,4.38753878045873e-11,4.22282462044634e-11,4.51062436939111e-11,"Exploited"
"mesopelagic fishes","flying birds",469.686152687668,318.779518853302,1159.25386187582,56.8621624541567,1792.87936122671,745.758440940019,0.000469686152687668,0.000318779518853302,0.00115925386187582,"Exploited"
"bathypelagic fishes","flying birds",1401.73416874197,865.946078613265,2541.69368897687,432.30209360721,3793.28360560896,1799.2454607758,0.00140173416874197,0.000865946078613265,0.00254169368897687,"Exploited"
"shelf and coastal fishes","flying birds",43557.8188788832,38438.7227007512,49510.8637896685,28917.9512912278,63150.8005688979,45106.7753920829,0.0435578188788832,0.0384387227007512,0.0495108637896685,"Exploited"
"flying birds","flying birds",0,0,0,0,0,0,0,0,0,"Exploited"
"small divers","flying birds",0,0,0,0,0,0,0,0,0,"Exploited"
"squids","flying birds",16944443.7593798,14255069.9920992,20111134.680803,11203274.0892523,30033708.6343501,18231253.1022315,16.9444437593798,14.2550699920992,20.111134680803,"Exploited"
"toothfishes","flying birds",69846754.4443446,53158491.4455429,84033001.9293008,7654305.70386481,101155434.928017,65788779.4752795,69.8467544443446,53.1584914455429,84.0330019293008,"Exploited"
"leopard seals","flying birds",0,0,0,0,0,0,0,0,0,"Exploited"
"medium divers","flying birds",0,0,0,0,0,0,0,0,0,"Exploited"
"large divers","flying birds",0,0,0,0,0,0,0,0,0,"Exploited"
"minke whales","flying birds",0,0,0,0,0,0,0,0,0,"Exploited"
"orca","flying birds",0,0,0,0,0,0,0,0,0,"Exploited"
"sperm whales","flying birds",0,0,0,0,0,0,0,0,0,"Exploited"
"baleen whales","flying birds",0,0,0,0,0,0,0,0,0,"Exploited"
"mesozooplankton","small divers",0.0101059506871928,0.00346426082248366,0.0536761109730918,0.000690532152682613,0.237862414632961,0.0635374054426912,1.01059506871928e-08,3.46426082248366e-09,5.36761109730918e-08,"Exploited"
"other krill","small divers",0.165093652522442,0.144738022975056,0.183248390569517,0.0470398857328246,0.19898087341137,0.153278519885579,1.65093652522442e-07,1.44738022975056e-07,1.83248390569517e-07,"Exploited"
"other macrozooplankton","small divers",137.635410096727,75.2438682907337,212.837673456212,30.6779372222435,484.450072867607,188.096699739559,0.000137635410096727,7.52438682907337e-05,0.000212837673456212,"Exploited"
"antarctic krill","small divers",0.00084932487824899,0.000330902452722713,0.0021660985642881,4.30952434152444e-05,0.00726032030770909,0.00241370056148651,8.4932487824899e-10,3.30902452722713e-10,2.1660985642881e-09,"Exploited"
"salps","small divers",0.00149337365993729,0.00137000421939919,0.00165050260810503,0.00074499292778392,0.00177708972940213,0.00146713682164954,1.49337365993729e-09,1.37000421939919e-09,1.65050260810503e-09,"Exploited"
"mesopelagic fishes","small divers",23587.1037869011,12019.8824782826,46804.2202047343,4674.65719875309,103550.619142978,37383.671338969,0.0235871037869011,0.0120198824782826,0.0468042202047343,"Exploited"
"bathypelagic fishes","small divers",44210.7995625104,26344.141584629,75266.8890090512,12001.1350754931,163558.960006014,63079.8178080624,0.0442107995625103,0.026344141584629,0.0752668890090512,"Exploited"
"shelf and coastal fishes","small divers",833510.088647878,494094.172447387,1075048.28192191,385794.354186009,1977215.74068073,900807.07877568,0.833510088647878,0.494094172447387,1.07504828192191,"Exploited"
"flying birds","small divers",0,0,0,0,0,0,0,0,0,"Exploited"
"small divers","small divers",0,0,0,0,0,0,0,0,0,"Exploited"
"squids","small divers",167691963.400612,138127341.860474,197993056.623147,107201379.79913,286785726.401684,176930019.344804,167.691963400612,138.127341860474,197.993056623147,"Exploited"
"toothfishes","small divers",773495853.639317,578126347.567734,916314391.440024,71628505.8505355,1148626394.28215,726584392.889903,773.495853639317,578.126347567734,916.314391440024,"Exploited"
"leopard seals","small divers",45661516.7343306,33960525.1855417,53988190.695261,14533412.1007817,67060594.2338219,44137064.8912631,45.6615167343306,33.9605251855417,53.988190695261,"Exploited"
"medium divers","small divers",0,0,0,0,0,0,0,0,0,"Exploited"
"large divers","small divers",0,0,0,0,0,0,0,0,0,"Exploited"
"minke whales","small divers",0,0,0,0,0,0,0,0,0,"Exploited"
"orca","small divers",22458466.894942,14335552.9522395,34845547.7657453,5797286.64803825,67033210.6981674,28497720.4754615,22.458466894942,14.3355529522395,34.8455477657453,"Exploited"
"sperm whales","small divers",0,0,0,0,0,0,0,0,0,"Exploited"
"baleen whales","small divers",0,0,0,0,0,0,0,0,0,"Exploited"
"mesozooplankton","squids",0.000362622689292962,0.000246760827020433,0.000578153651834332,0.000146917986578778,0.000881359078398153,0.000430641989670086,3.62622689292962e-10,2.46760827020433e-10,5.78153651834332e-10,"Exploited"
"other krill","squids",62.0617999219851,51.7526784636553,75.233648787579,27.4431749753452,114.56481411909,65.2305377088523,6.20617999219851e-05,5.17526784636553e-05,7.5233648787579e-05,"Exploited"
"other macrozooplankton","squids",1055.86235501555,741.887984824847,1811.00597714892,277.609278234032,2820.92361352374,1288.28876728763,0.00105586235501555,0.000741887984824847,0.00181100597714892,"Exploited"
"antarctic krill","squids",0.090963125249853,0.0736708999329974,0.111535883521206,0.0143723852308782,0.184261807656592,0.399471124248141,9.0963125249853e-08,7.36708999329974e-08,1.11535883521206e-07,"Exploited"
"salps","squids",0.585337744165082,0.489850798948829,0.692908153106703,0.401712858250938,1.32519240056001,0.647807647717035,5.85337744165082e-07,4.89850798948829e-07,6.92908153106703e-07,"Exploited"
"mesopelagic fishes","squids",413950.18175686,280261.523171471,996377.946652006,44103.7351149663,1395949.28539105,619611.354732728,0.413950181756859,0.280261523171471,0.996377946652006,"Exploited"
"bathypelagic fishes","squids",918029.927582728,582824.364799751,1651806.32175885,312818.616064751,2371366.12755093,1139808.1292746,0.918029927582728,0.582824364799751,1.65180632175885,"Exploited"
"shelf and coastal fishes","squids",5568065.84303609,5134790.21342394,6027305.61779197,3591345.52093525,6775219.75521472,5503603.34862411,5.56806584303609,5.13479021342394,6.02730561779197,"Exploited"
"flying birds","squids",529827.737886044,466356.783934534,608982.469448761,253039.226021787,703430.906023008,526485.078714443,0.529827737886044,0.466356783934534,0.608982469448761,"Exploited"
"small divers","squids",58199.5809888887,50624.1780122968,136337.72723522,9885.07898936961,202774.592655844,91613.1263124806,0.0581995809888887,0.0506241780122968,0.13633772723522,"Exploited"
"squids","squids",3718679156.9812,3041311232.12548,4454954994.38584,2557384395.06118,8641171130.96613,4170308968.39337,3718.6791569812,3041.31123212548,4454.95499438584,"Exploited"
"toothfishes","squids",71044707799.8651,54167083161.7279,83018920201.1499,14991411768.6614,95161268196.805,66114924996.377,71044.7077998651,54167.0831617279,83018.9202011499,"Exploited"
"leopard seals","squids",4101335.04827976,3409376.83288045,4934405.0001813,2180976.00220828,7010825.94264466,4301272.31866118,4.10133504827976,3.40937683288045,4.9344050001813,"Exploited"
"medium divers","squids",8914581757.02611,6188319499.31617,12654855933.4624,3562286007.78313,18350062113.2967,9650017928.76561,8914.58175702611,6188.31949931617,12654.8559334624,"Exploited"
"large divers","squids",91991072.5900901,58708779.4540381,169969954.740361,31048259.2289372,587528646.464528,205297924.967229,91.9910725900901,58.7087794540381,169.969954740361,"Exploited"
"minke whales","squids",406.177323217941,238.278626037913,879.700729746209,122.685422653985,33680.2034408144,27397.6157472245,0.000406177323217941,0.000238278626037913,0.000879700729746209,"Exploited"
"orca","squids",24145850.3378596,14576162.4430315,44068258.0009395,5157920.39102855,88439573.9762431,36289937.6833482,24.1458503378596,14.5761624430315,44.0682580009395,"Exploited"
"sperm whales","squids",8361267.60057055,3043832.59513454,57947561.8011006,1711604.57099209,835586968.6357,288858084.775036,8.36126760057055,3.04383259513454,57.9475618011006,"Exploited"
"baleen whales","squids",18212201.0106972,5334698.79141905,44206851.539356,410013.347697985,399112015.96516,70373800.7231773,18.2122010106972,5.33469879141905,44.206851539356,"Exploited"
"mesozooplankton","toothfishes",0.0111239806342017,0.00784379509034522,0.0145607491876284,0.00177484763613219,0.0222692090231,0.0114043760494062,1.11239806342017e-08,7.84379509034522e-09,1.45607491876284e-08,"Exploited"
"other krill","toothfishes",41635.0456823784,27014.9174710221,55863.3220756699,5424.05206734436,73940.9038625241,41497.3848211791,0.0416350456823784,0.0270149174710221,0.0558633220756699,"Exploited"
"other macrozooplankton","toothfishes",17631.80829644,12334.8752393516,30399.6458456189,5082.99343498886,49448.2466091712,22382.2071394568,0.01763180829644,0.0123348752393516,0.0303996458456189,"Exploited"
"antarctic krill","toothfishes",104.993318926173,61.2200511829405,141.281221459916,5.07515797122324,199.446783663787,471.543948924323,0.000104993318926173,6.12200511829405e-05,0.000141281221459916,"Exploited"
"salps","toothfishes",401.954070236606,286.697159122958,521.521028496095,70.8693433381443,684.056147690978,406.817196057649,0.000401954070236606,0.000286697159122958,0.000521521028496095,"Exploited"
"mesopelagic fishes","toothfishes",6275350.06090147,4121377.67270302,13311678.6079737,795781.841474445,18230317.3674953,8474121.04815736,6.27535006090147,4.12137767270302,13.3116786079737,"Exploited"
"bathypelagic fishes","toothfishes",11806735.5815912,7493895.97788292,19066912.8628125,3823248.07740703,28128912.6477741,13751412.4390212,11.8067355815912,7.49389597788292,19.0669128628125,"Exploited"
"shelf and coastal fishes","toothfishes",38630116.638375,34881942.3872087,41666832.907291,22482279.5180031,45339243.7577396,37342457.6570275,38.630116638375,34.8819423872087,41.666832907291,"Exploited"
"flying birds","toothfishes",2166305.95481102,1881233.92117762,2505440.58572623,922267.549793869,2958993.63534512,2128635.21196667,2.16630595481102,1.88123392117762,2.50544058572623,"Exploited"
"small divers","toothfishes",266743.037697729,219287.057200296,583128.261348702,40132.2689753194,888161.156237975,397611.597133683,0.266743037697729,0.219287057200296,0.583128261348702,"Exploited"
"squids","toothfishes",3029271654.8879,2586000796.52737,3435471511.21555,2089918401.72118,4098029785.97984,3032827204.60433,3029.2716548879,2586.00079652737,3435.47151121555,"Exploited"
"toothfishes","toothfishes",64020883840.0889,39308570754.4019,87353623519.2073,2696706283.45109,121937482862.422,64128399038.8275,64020.8838400889,39308.5707544019,87353.6235192072,"Exploited"
"leopard seals","toothfishes",18579644.2081215,13968539.327333,22169086.717304,3448254.4998903,28320172.3624666,17879785.146176,18.5796442081215,13.968539327333,22.169086717304,"Exploited"
"medium divers","toothfishes",14453009478.2206,9544193411.47954,19400106115.5404,3585076000.6108,26448891658.313,14713412973.8468,14453.0094782206,9544.19341147954,19400.1061155404,"Exploited"
"large divers","toothfishes",106036608.219446,63295252.4683596,187189276.839404,27990899.8878665,709158378.260332,225484998.145303,106.036608219446,63.2952524683596,187.189276839404,"Exploited"
"minke whales","toothfishes",5749.1110991314,3304.05680318603,12278.8130727626,1839.93216371639,468537.349928271,365283.858261296,0.0057491110991314,0.00330405680318603,0.0122788130727626,"Exploited"
"orca","toothfishes",1074745363.61832,526328722.227969,1934979768.46089,96375599.1849297,4328415630.50675,1485027457.11301,1074.74536361832,526.328722227969,1934.97976846089,"Exploited"
"sperm whales","toothfishes",10362075.5283156,3834235.94164627,68226910.320086,1800605.34570749,1137101812.99125,349826789.330729,10.3620755283156,3.83423594164627,68.226910320086,"Exploited"
"baleen whales","toothfishes",106373282.705441,30524077.7900039,248307904.441751,2440887.91150312,1801623402.85731,335050386.385961,106.373282705441,30.5240777900039,248.307904441751,"Exploited"
"mesozooplankton","leopard seals",0.00019721614717741,0.000158257358155987,0.000228974645903695,0.00010143349082244,0.000273561792594506,0.000193329070985781,1.9721614717741e-10,1.58257358155987e-10,2.28974645903695e-10,"Exploited"
"other krill","leopard seals",276.654512133705,210.822606178358,335.289597444834,98.0340028091846,409.628509072658,271.655386925309,0.000276654512133705,0.000210822606178358,0.000335289597444834,"Exploited"
"other macrozooplankton","leopard seals",5.67743728104112e-07,3.88276140715469e-07,7.88090319368241e-07,1.45070816497463e-07,1.1954956997779e-06,6.05422777899642e-07,5.67743728104112e-13,3.88276140715469e-13,7.88090319368241e-13,"Exploited"
"antarctic krill","leopard seals",0.851554636215142,0.621570640790818,1.05472359051749,0.128809723496038,1.46369135915875,2.7307500593949,8.51554636215142e-07,6.21570640790818e-07,1.05472359051749e-06,"Exploited"
"salps","leopard seals",2.70576760873748,2.21255861428281,3.1101741234161,1.52405135841834,3.88822035384569,2.74012096648161,2.70576760873748e-06,2.21255861428281e-06,3.1101741234161e-06,"Exploited"
"mesopelagic fishes","leopard seals",2.89228626988253e-08,1.98525431865944e-08,5.07318808656855e-08,4.53716600172195e-09,7.76356101050143e-08,3.58983645056861e-08,2.89228626988253e-14,1.98525431865944e-14,5.07318808656855e-14,"Exploited"
"bathypelagic fishes","leopard seals",9.08180384982332e-09,6.28598766917482e-09,1.29000758491515e-08,3.6484131282175e-09,1.9022892374131e-08,9.96627805425964e-09,9.08180384982332e-15,6.28598766917482e-15,1.29000758491515e-14,"Exploited"
"shelf and coastal fishes","leopard seals",1.49491963502397e-08,1.20969772230713e-08,1.74901960967922e-08,7.95753231432527e-09,2.13734698981569e-08,1.49459666288485e-08,1.49491963502396e-14,1.20969772230713e-14,1.74901960967922e-14,"Exploited"
"flying birds","leopard seals",0,0,0,0,0,0,0,0,0,"Exploited"
"small divers","leopard seals",9.94217463793725e-09,7.18644229423726e-09,2.04184665783305e-08,1.15622475347361e-09,3.22689357659315e-08,1.39079848110722e-08,9.94217463793725e-15,7.18644229423726e-15,2.04184665783305e-14,"Exploited"
"squids","leopard seals",1.60999085441476e-08,1.30283702028281e-08,1.90072049816413e-08,8.68367741533258e-09,2.75077881644915e-08,1.69727765417687e-08,1.60999085441476e-14,1.30283702028281e-14,1.90072049816413e-14,"Exploited"
"toothfishes","leopard seals",45556.4212705316,28865.2245097673,63507.2692964432,2482.82893618182,94916.1256176,49636.382417221,0.0455564212705316,0.0288652245097673,0.0635072692964432,"Exploited"
"leopard seals","leopard seals",157450.37659968,124454.214744575,183493.419092486,75211.3899665767,228176.326256902,169578.44996294,0.15745037659968,0.124454214744575,0.183493419092486,"Exploited"
"medium divers","leopard seals",7381381.82011601,4317509.703701,12128488.5601396,2179651.65385156,20703137.1793483,8947403.85031834,7.38138182011601,4.317509703701,12.1284885601396,"Exploited"
"large divers","leopard seals",37603.461944308,20086.3471141713,80044.4883432189,9608.3166101264,325014.55061493,106055.83253848,0.037603461944308,0.0200863471141713,0.0800444883432189,"Exploited"
"minke whales","leopard seals",8.60154407283091e-10,6.07869391505832e-10,1.37815040980672e-09,3.1776002135822e-10,2.71259129587679e-08,2.28292286683475e-08,8.60154407283091e-16,6.07869391505832e-16,1.37815040980672e-15,"Exploited"
"orca","leopard seals",127098021.092444,84437954.0939424,171514319.392202,32233064.3518717,252571257.565766,138704401.661998,127.098021092444,84.4379540939424,171.514319392202,"Exploited"
"sperm whales","leopard seals",2680.46185020957,908.91491599785,18150.8369548937,438.967692873379,280478.964617659,105063.224300644,0.00268046185020957,0.00090891491599785,0.0181508369548937,"Exploited"
"baleen whales","leopard seals",1.13461566220756e-07,3.10050585242045e-08,2.94302761409896e-07,3.02077262701879e-09,2.77531443415146e-06,4.84335286034192e-07,1.13461566220756e-13,3.10050585242045e-14,2.94302761409896e-13,"Exploited"
"mesozooplankton","medium divers",1.82813523985487,1.2596097924841,2.5239326536708,0.778812932187021,3.77005394140512,1.97925025910124,1.82813523985487e-06,1.2596097924841e-06,2.5239326536708e-06,"Exploited"
"other krill","medium divers",324963.086809201,214680.241771306,462670.125505473,110092.7066162,709057.116631588,359871.959075855,0.324963086809201,0.214680241771306,0.462670125505473,"Exploited"
"other macrozooplankton","medium divers",0.000386082207286257,0.000234509846775891,0.000604618268343137,9.52806423482743e-05,0.00100907757837125,0.000455551695493956,3.86082207286257e-10,2.34509846775891e-10,6.04618268343137e-10,"Exploited"
"antarctic krill","medium divers",1319.75790139509,846.378659408296,1870.84409575663,198.569462987353,3384.35442070219,5281.49217305314,0.00131975790139509,0.000846378659408296,0.00187084409575663,"Exploited"
"salps","medium divers",3376.73288355359,2355.62526440043,4690.28043203237,1512.04844218583,6953.51702443733,3736.97215799534,0.00337673288355359,0.00235562526440043,0.00469028043203237,"Exploited"
"mesopelagic fishes","medium divers",5.27151329983447e-05,3.12931920817759e-05,9.40214833748398e-05,7.57016698632461e-06,0.000176442685413154,6.80133543454734e-05,5.27151329983447e-11,3.12931920817759e-11,9.40214833748398e-11,"Exploited"
"bathypelagic fishes","medium divers",1.45929045262296e-05,9.15883927852792e-06,2.28586828320131e-05,4.87478773590961e-06,3.8682206955734e-05,1.73856641288195e-05,1.45929045262296e-11,9.15883927852792e-12,2.28586828320131e-11,"Exploited"
"shelf and coastal fishes","medium divers",7.57451264589562e-06,5.27098446740781e-06,1.04863271559907e-05,3.31093844640873e-06,1.58357581042493e-05,8.29415354337261e-06,7.57451264589562e-12,5.27098446740781e-12,1.04863271559907e-11,"Exploited"
"flying birds","medium divers",0,0,0,0,0,0,0,0,0,"Exploited"
"small divers","medium divers",0,0,0,0,0,0,0,0,0,"Exploited"
"squids","medium divers",911905.326151351,760575.942713177,1118437.88014682,607799.888932946,2193093.31078687,1060711.13278476,0.911905326151351,0.760575942713177,1.11843788014682,"Exploited"
"toothfishes","medium divers",33431282.1434873,24480983.5774641,41420605.186646,4409033.79815706,53041972.3732654,32650230.8828738,33.4312821434873,24.4809835774641,41.420605186646,"Exploited"
"leopard seals","medium divers",256825.018438995,200160.739325944,305040.751224688,125862.761774449,400804.113764298,260496.426368087,0.256825018438995,0.200160739325944,0.305040751224688,"Exploited"
"medium divers","medium divers",0,0,0,0,0,0,0,0,0,"Exploited"
"large divers","medium divers",0,0,0,0,0,0,0,0,0,"Exploited"
"minke whales","medium divers",0,0,0,0,0,0,0,0,0,"Exploited"
"orca","medium divers",14410422603.2833,10126958272.0628,17320727305.5046,4683423600.10873,22569561396.7443,13951983250.148,14410.4226032833,10126.9582720628,17320.7273055046,"Exploited"
"sperm whales","medium divers",0,0,0,0,0,0,0,0,0,"Exploited"
"baleen whales","medium divers",0,0,0,0,0,0,0,0,0,"Exploited"
"mesozooplankton","large divers",0.903010604216811,0.557241154219022,1.52942446865947,0.32348157900611,6.40088886663574,2.13591928857476,9.0301060421681e-07,5.57241154219022e-07,1.52942446865947e-06,"Exploited"
"other krill","large divers",41231.6020223662,25200.342690335,74238.1751731148,12578.5851923947,321238.031933747,101228.307197061,0.0412316020223662,0.025200342690335,0.0742381751731147,"Exploited"
"other macrozooplankton","large divers",1.40083931417765e-05,7.93110108471091e-06,2.64430659641936e-05,3.24341882307371e-06,0.000123164076776336,3.76136551365165e-05,1.40083931417765e-11,7.93110108471091e-12,2.64430659641936e-11,"Exploited"
"antarctic krill","large divers",202.326556905832,119.570720550217,361.637734072086,36.6831411369821,1963.1875185407,1433.65744892748,0.000202326556905832,0.000119570720550217,0.000361637734072086,"Exploited"
"salps","large divers",449.510578295631,276.977305531742,793.381131924839,165.795346592263,3228.57376016957,1048.04341080453,0.000449510578295631,0.000276977305531742,0.000793381131924839,"Exploited"
"mesopelagic fishes","large divers",2.06102602191594e-06,1.10417709064237e-06,4.29674765879941e-06,2.62504263687569e-07,1.45701972303684e-05,5.74382233174851e-06,2.06102602191594e-12,1.10417709064237e-12,4.29674765879941e-12,"Exploited"
"bathypelagic fishes","large divers",5.38692525893784e-07,3.17537958001085e-07,9.74313217847346e-07,1.68419104155633e-07,3.82590413439862e-06,1.23995736613125e-06,5.38692525893784e-13,3.17537958001085e-13,9.74313217847346e-13,"Exploited"
"shelf and coastal fishes","large divers",2.80657490015596e-07,1.82677742328484e-07,4.82854039810298e-07,1.0918315248396e-07,1.86636408031125e-06,6.47637475064426e-07,2.80657490015596e-13,1.82677742328484e-13,4.82854039810298e-13,"Exploited"
"flying birds","large divers",0,0,0,0,0,0,0,0,0,"Exploited"
"small divers","large divers",0,0,0,0,0,0,0,0,0,"Exploited"
"squids","large divers",8.7885149269947e-07,5.91414135746529e-07,1.5595332517266e-06,3.26378209072123e-07,5.56760586825748e-06,1.9094409633577e-06,8.7885149269947e-13,5.91414135746529e-13,1.5595332517266e-12,"Exploited"
"toothfishes","large divers",284146.607218933,201720.558510312,373447.433323416,26533.2634345554,527476.578108927,295223.221442079,0.284146607218933,0.201720558510312,0.373447433323416,"Exploited"
"leopard seals","large divers",5931.88637836163,4668.27535850438,7184.92082350553,2801.05087124433,9911.76848491551,6094.60307974644,0.00593188637836163,0.00466827535850438,0.00718492082350553,"Exploited"
"medium divers","large divers",0,0,0,0,0,0,0,0,0,"Exploited"
"large divers","large divers",0,0,0,0,0,0,0,0,0,"Exploited"
"minke whales","large divers",0,0,0,0,0,0,0,0,0,"Exploited"
"orca","large divers",968393720.735815,784350186.34473,1165794806.36624,378338609.651376,2747264079.44416,1250573882.50995,968.393720735815,784.35018634473,1165.79480636624,"Exploited"
"sperm whales","large divers",0,0,0,0,0,0,0,0,0,"Exploited"
"baleen whales","large divers",0,0,0,0,0,0,0,0,0,"Exploited"
"mesozooplankton","minke whales",2.88530367447377,1.66537331605186,6.35742218676754,0.969643254964157,244.77342228345,200.38731199618,2.88530367447377e-06,1.66537331605186e-06,6.35742218676754e-06,"Exploited"
"other krill","minke whales",20267.4949530432,11899.5621060699,43300.8072813549,5379.50943319024,1899698.36235189,1431179.50139441,0.0202674949530432,0.0118995621060699,0.0433008072813549,"Exploited"
"other macrozooplankton","minke whales",3.62119646291303e-07,2.04899532629958e-07,7.50789821440416e-07,8.36263781949144e-08,3.05185366991854e-05,2.68771604660436e-05,3.62119646291303e-13,2.04899532629958e-13,7.50789821440416e-13,"Exploited"
"antarctic krill","minke whales",125.522629963228,74.2681696024921,281.681430911821,26.8436773817038,12602.1460866206,169390.185239554,0.000125522629963228,7.42681696024921e-05,0.000281681430911821,"Exploited"
"salps","minke whales",221.447620607216,132.124963779434,487.461260558974,87.637408881084,20650.4927379382,23918.7279542617,0.000221447620607216,0.000132124963779434,0.000487461260558974,"Exploited"
"mesopelagic fishes","minke whales",2.08407752456764e-08,1.01776950223298e-08,4.42986541795602e-08,2.32953068369165e-09,1.96325848913166e-06,1.47674674175366e-06,2.08407752456764e-14,1.01776950223298e-14,4.42986541795602e-14,"Exploited"
"bathypelagic fishes","minke whales",5.49164554447351e-09,3.15108960549871e-09,1.06583049046524e-08,1.58015501387736e-09,3.62715234789747e-07,2.82156768493546e-07,5.49164554447351e-15,3.15108960549871e-15,1.06583049046524e-14,"Exploited"
"shelf and coastal fishes","minke whales",1.07462175787907e-08,6.92181729273702e-09,2.04383498224313e-08,4.57116583318514e-09,7.99259967749465e-07,5.55095382882737e-07,1.07462175787907e-14,6.92181729273702e-15,2.04383498224313e-14,"Exploited"
"flying birds","minke whales",0,0,0,0,0,0,0,0,0,"Exploited"
"small divers","minke whales",0,0,0,0,0,0,0,0,0,"Exploited"
"squids","minke whales",1.16693595945814e-08,7.29891214266512e-09,2.39545919249291e-08,4.87052163776131e-09,8.06867479668277e-07,6.14220654479164e-07,1.16693595945814e-14,7.29891214266512e-15,2.39545919249291e-14,"Exploited"
"toothfishes","minke whales",2.32873628595157e-08,1.47623326179427e-08,4.92699069815725e-08,2.51389091764284e-09,1.6731444059472e-06,1.23215261128932e-06,2.32873628595157e-14,1.47623326179427e-14,4.92699069815725e-14,"Exploited"
"leopard seals","minke whales",1.25201270223182e-09,7.80724537708874e-10,2.43143688604668e-09,4.05219518456102e-10,8.22944262551672e-08,7.29235184143793e-08,1.25201270223182e-15,7.80724537708874e-16,2.43143688604668e-15,"Exploited"
"medium divers","minke whales",0,0,0,0,0,0,0,0,0,"Exploited"
"large divers","minke whales",0,0,0,0,0,0,0,0,0,"Exploited"
"minke whales","minke whales",0,0,0,0,0,0,0,0,0,"Exploited"
"orca","minke whales",1002125099.83957,583659523.224947,1936195726.24173,311564675.792346,12250733535.4774,2893556682.35967,1002.12509983957,583.659523224947,1936.19572624173,"Exploited"
"sperm whales","minke whales",0,0,0,0,0,0,0,0,0,"Exploited"
"baleen whales","minke whales",0,0,0,0,0,0,0,0,0,"Exploited"
"mesozooplankton","orca",40.2123379162759,31.2372505440252,47.9626859488553,17.0596173223696,69.9230866190085,41.1798641407771,4.02123379162759e-05,3.12372505440252e-05,4.79626859488553e-05,"Exploited"
"other krill","orca",134831.229289981,92640.5053246079,172375.172538382,44130.1274694215,251316.797980464,140862.157311343,0.134831229289981,0.0926405053246079,0.172375172538382,"Exploited"
"other macrozooplankton","orca",1.1615948767561e-06,7.62364020157355e-07,1.61356632681673e-06,3.49323132780871e-07,2.7564390579809e-06,1.2943484453389e-06,1.1615948767561e-12,7.62364020157355e-13,1.61356632681673e-12,"Exploited"
"antarctic krill","orca",964.306184908043,628.864069223227,1242.85585396928,137.536743360808,2018.73253545206,2473.2187690962,0.000964306184908043,0.000628864069223227,0.00124285585396928,"Exploited"
"salps","orca",1537.11240718868,1191.13072656627,1809.27703890854,669.353580031934,2732.49780632146,1593.20471498142,0.00153711240718868,0.00119113072656627,0.00180927703890854,"Exploited"
"mesopelagic fishes","orca",3.29329296170389e-08,1.92609745725346e-08,6.01088166943229e-08,5.69423117326809e-09,1.08101441265854e-07,4.36772823557644e-08,3.29329296170389e-14,1.92609745725346e-14,6.01088166943228e-14,"Exploited"
