"predator","prey","median_g_yr","q25_g_yr","q75_g_yr","q05_g_yr","q95_g_yr","mean_g_yr","median_tonnes","q25_tonnes","q75_tonnes","scenario"
"orca","bathypelagic fishes",1361384.94082714,678710.280746189,2449069.20576703,302248.459429716,6049533.30747381,1945601.69288645,1.36138494082714,0.678710280746189,2.44906920576703,"Unexploited"
"sperm whales","bathypelagic fishes",7911988449.22622,5019189552.2846,25328667299.7528,2188016994.96126,587503090407.232,98008020226.4268,7911.98844922622,5019.1895522846,25328.6672997528,"Unexploited"
"baleen whales","bathypelagic fishes",398514869300.531,229666312280.765,948994674082.408,40835626604.232,3705499516415.04,943882939423.415,398514.869300531,229666.312280765,948994.674082408,"Unexploited"
"mesozooplankton","shelf and coastal fishes",0.00440076684635379,0.00345704911041461,0.00598271348523194,0.00205192134860427,0.00857728950926494,0.00478042265213165,4.40076684635379e-09,3.45704911041461e-09,5.98271348523194e-09,"Unexploited"
"other krill","shelf and coastal fishes",2.16988133808291,1.67296630716385,2.5986840348765,0.685354088037595,3.05433512366411,2.08454803021637,2.16988133808291e-06,1.67296630716385e-06,2.5986840348765e-06,"Unexploited"
"other macrozooplankton","shelf and coastal fishes",3133586.81898666,2213321.20372455,5137140.21189043,673681.25812935,8155959.00893926,3836772.99735669,3.13358681898666,2.21332120372455,5.13714021189043,"Unexploited"
"antarctic krill","shelf and coastal fishes",1.78656781952446,0.528703286092169,5.03449183094299,0.0884011696007715,8.93014263061303,3.28055283378073,1.78656781952446e-06,5.28703286092169e-07,5.03449183094299e-06,"Unexploited"
"salps","shelf and coastal fishes",0.0201674360116263,0.0170280347078678,0.0237711110045955,0.00901226129765589,0.0277319287111587,0.0205448649576106,2.01674360116263e-08,1.70280347078678e-08,2.37711110045955e-08,"Unexploited"
"mesopelagic fishes","shelf and coastal fishes",281404876.663824,187004514.791895,649627146.719779,29615019.7796465,913988140.05407,403005655.85841,281.404876663824,187.004514791895,649.627146719779,"Unexploited"
"bathypelagic fishes","shelf and coastal fishes",516787428.479277,315754137.76389,868401987.682379,177345199.090271,1289844751.66611,611458121.516986,516.787428479277,315.75413776389,868.401987682379,"Unexploited"
"shelf and coastal fishes","shelf and coastal fishes",250770111446.419,221056886800.003,266938292484.928,137258472370.44,286050956183.347,238486104140.287,250770.111446419,221056.886800003,266938.292484928,"Unexploited"
"flying birds","shelf and coastal fishes",1061362429.28915,912747269.303841,1252185304.5659,462546759.490653,1403384615.24541,1041578872.07016,1061.36242928915,912.747269303841,1252.18530456589,"Unexploited"
