"time","median","q05","q25","q75","q95"
17155,60.0932547314555,41.2089845083686,49.5613215807646,72.7373838233449,101.375202244833
17520,60.1495146789923,41.0844532888696,49.7099304006233,72.5727576635447,100.702600487629
17885,59.713511929275,41.1840844188515,49.5343018906766,71.9019723911278,99.5844523518753
18250,60.3704930130956,41.6875950339374,50.0039397315558,72.4980840395197,99.7815338197852
18615,61.5696934908244,42.5909630848737,51.2605074987725,73.8126798423738,100.810037274556
18980,61.2437460392394,42.5159061110523,51.0077709893404,73.1072745528509,99.6002643746017
19345,60.0188361034147,41.6431570849956,50.0996328534305,71.9111358688092,98.2643905117335
19710,60.2261950553051,41.6209706221652,50.1248178048516,72.4574152114779,99.0357186245687
20075,59.6842481970727,41.1012930222814,49.6832982190373,71.9759547970529,98.9536001603838
20440,59.1363705271925,40.6766570967249,49.0263299208225,71.4771845427519,98.7533623443714
20805,58.5805175404366,40.2341566922771,48.4944486249966,71.0734715108306,98.9587385684661
21170,57.9752876428216,39.603722845272,47.8072817908217,70.4870794885985,98.8146183390605
21535,61.0888241124066,41.756108240278,50.5059456636497,73.785519879366,102.782728001822
21900,59.4145311707803,40.5027642312889,49.2042544384473,71.9453037194841,100.451062219795
22265,61.6047218820169,42.5211438827367,51.2176232179176,73.8909098209393,102.330122920699
22630,62.2337724769118,43.1474742336756,52.0236195294344,74.3854231689847,101.554941068909
22995,61.0369040142325,42.4825466312932,51.0627291859091,73.0158509968082,99.435594314716
23360,58.4091809337796,40.3602111375202,48.6285536241526,70.3713287910305,96.724261120573
23725,59.3195425280995,40.7448444717117,49.1769083842651,71.5714609973844,98.7355454842458
24090,57.8295382162238,39.4750567492299,47.7800634170688,70.328954700827,98.1944745950989
24455,59.9830039235845,41.0941066010514,49.5165313421325,72.4001590008743,101.016615981384
24820,60.1017286801208,41.0288307244573,49.6194245086168,72.3626717680621,100.405870040993
25185,59.5351151193623,41.1111254733501,49.4059031557529,71.6868602715057,99.3331158379965
25550,60.2555908336669,41.608008203457,49.9173645872262,72.2734527974489,99.5327696330737
25915,61.4317280468404,42.5262279844155,51.2266106498546,73.561772570674,100.638139367747
26280,61.1098424591429,42.4301709455356,50.9895022596571,72.8976327626712,99.6270249528113
26645,59.9749155496664,41.5247122366041,50.0789923153844,71.7128890932256,97.9703938428104
27010,60.09106013754,41.4709155043606,50.1172892002029,72.2862091604785,98.7194301801902
27375,59.6069196426653,40.9500071918262,49.5414010443459,71.8285422588181,98.6485076089417
27740,59.0315839090495,40.5411471803563,48.9674725030128,71.2971470142239,98.6992635614873
28105,58.5326334637045,40.1072863452017,48.4061387952204,70.9229062051759,99.0521874233704
28470,57.8691858853728,39.4868725713113,47.7021114794343,70.3944175085488,99.0347094138819
28835,60.9127702824898,41.6765403564489,50.4900833553557,73.6338301161693,103.230873766724
29200,59.346889881651,40.4474563048251,49.1637478311854,71.8773421315538,100.428865202724
29565,61.534795676067,42.4692778197353,51.1616538402771,73.6856680511522,102.366059388931
29930,62.0593809969688,42.9988674368143,51.8754581176704,74.0891817364583,101.581179605976
30295,60.973285317224,42.4262605890082,50.9933874661577,72.9245480673955,99.8483893029737
30660,58.3576849781925,40.2577384743576,48.5213435325354,70.1816014244466,97.124298831392
31025,59.1887611199466,40.6480449096169,49.1428107816098,71.4784410277098,99.2703834898049
31390,57.659992216177,39.3868345423961,47.6832469354342,70.2048324451765,98.4068300602077
31755,59.8445671902615,40.9400427072543,49.371938812936,72.3442641454981,101.567379355985
32120,59.9779348845416,40.9683708797707,49.5313972420679,72.2830307299691,101.078627362471
32485,59.4898259937684,40.9626816831518,49.3661877325317,71.6529794389383,100.055264242249
32850,60.0359679754806,41.1217308356863,49.8822595572586,72.0980281830012,100.920972346998
33215,61.0514077954561,42.1476731938668,50.9732048788488,72.9376673209928,100.566491456478
33580,60.5391769277889,41.9116676158647,50.7503841887651,72.3095682622196,99.1371957842999
33945,59.2375118196335,40.9969453832145,49.5875232960316,71.0300810841315,97.3700809477798
34310,59.2047595278789,41.1208916399305,49.5346556335654,71.2632330644462,98.3983529667845
34675,58.544378498853,40.5444914086651,49.0405384528086,70.7645203404388,97.4554212691637
35040,57.855533150217,40.0728152828905,48.4356118104112,70.2791405165761,96.9978772496523
35405,57.0977066415915,39.5645485821745,47.8073112872336,69.8854480529201,96.8718849676379
