"year","scenario","n","slope_median","slope_q25","slope_q75","slope_q05","slope_q95","intercept_median","intercept_q25","intercept_q75","intercept_q05","intercept_q95","r_squared_median"
1847,"Climate-Only",2111,-2.0765860132436,-2.08601595180714,-2.0680374107017,-2.09724852072648,-2.05644413024888,11.4563428698019,11.4224356714938,11.4794474618966,11.3609845833321,11.5090872020192,0.98681966761417
1847,"Fished",2111,-2.0765860132436,-2.08601595180714,-2.0680374107017,-2.09724852072648,-2.05644413024888,11.4563428698019,11.4224356714938,11.4794474618966,11.3609845833321,11.5090872020192,0.98681966761417
1848,"Climate-Only",2111,-2.08004829987383,-2.08879167962142,-2.07206314368454,-2.09956097637724,-2.06165292977963,11.4757292536658,11.446006907794,11.4968441852439,11.3865871781156,11.5243783306965,0.986859600494542
1848,"Fished",2111,-2.08004829987383,-2.08879167962142,-2.07206314368454,-2.09956097637724,-2.06165292977963,11.4757292536658,11.446006907794,11.4968441852439,11.3865871781156,11.5243783306965,0.986859600494542
1849,"Climate-Only",2111,-2.07822699079601,-2.08739177258328,-2.07063211436473,-2.09807942980004,-2.05971835125356,11.4683301941073,11.4375011250291,11.4886342165243,11.3792398782351,11.5172602060367,0.986794390856602
1849,"Fished",2111,-2.07822699079601,-2.08739177258328,-2.07063211436473,-2.09807942980004,-2.05971835125356,11.4683301941073,11.4375011250291,11.4886342165243,11.3792398782351,11.5172602060367,0.986794390856602
1850,"Climate-Only",2111,-2.07884151749377,-2.08759425823294,-2.07106201667021,-2.09830472201571,-2.0606925213852,11.4700908951118,11.4398210500869,11.49115130629,11.3808479902856,11.518572882768,0.986831346533879
1850,"Fished",2111,-2.07884151749377,-2.08759425823294,-2.07106201667021,-2.09830472201571,-2.0606925213852,11.4700908951118,11.4398210500869,11.49115130629,11.3808479902856,11.518572882768,0.986831346533879
1851,"Climate-Only",2111,-2.07976772702463,-2.08849187516393,-2.07205315131011,-2.09930196465057,-2.06184727677548,11.4752281635169,11.4450522071329,11.4965697605938,11.3869668360595,11.5246136541386,0.986836792319168
1851,"Fished",2111,-2.07976772702463,-2.08849187516393,-2.07205315131011,-2.09930196465057,-2.06184727677548,11.4752281635169,11.4450522071329,11.4965697605938,11.3869668360595,11.5246136541386,0.986836792319168
1852,"Climate-Only",2111,-2.0808517853379,-2.08926349389943,-2.07316902840131,-2.09991902289771,-2.06358055582929,11.4821293138861,11.4522372686486,11.5031789720881,11.3963762363045,11.5305865911687,0.986800953405796
1852,"Fished",2111,-2.0808517853379,-2.08926349389943,-2.07316902840131,-2.09991902289771,-2.06358055582929,11.4821293138861,11.4522372686486,11.5031789720881,11.3963762363045,11.5305865911687,0.986800953405796
1853,"Climate-Only",2111,-2.07981495057847,-2.08828992991651,-2.07226381176475,-2.09892942981634,-2.06263742080622,11.4772049181316,11.4478923532515,11.498687406179,11.3905477239165,11.5256015474758,0.986774616732007
1853,"Fished",2111,-2.07981495057847,-2.08828992991651,-2.07226381176475,-2.09892942981634,-2.06263742080622,11.4772049181316,11.4478923532515,11.498687406179,11.3905477239165,11.5256015474758,0.986774616732007
1854,"Climate-Only",2111,-2.07911547476368,-2.08790736680417,-2.07144287152988,-2.09862620523835,-2.06130301404449,11.4735355551503,11.4432822116906,11.495010801362,11.3849926288139,11.5229737307991,0.986820328290045
1854,"Fished",2111,-2.07911547476368,-2.08790736680417,-2.07144287152988,-2.09862620523835,-2.06130301404449,11.4735355551503,11.4432822116906,11.495010801362,11.3849926288139,11.5229737307991,0.986820328290045
1855,"Climate-Only",2111,-2.07986923292846,-2.08856566077035,-2.07220296781019,-2.09940489698436,-2.06212103398502,11.4773048020547,11.4471303220701,11.4989807318521,11.3889492991105,11.5270742475689,0.986848509849946
1855,"Fished",2111,-2.07986923292846,-2.08856566077035,-2.07220296781019,-2.09940489698436,-2.06212103398502,11.4773048020547,11.4471303220701,11.4989807318521,11.3889492991105,11.5270742475689,0.986848509849946
1856,"Climate-Only",2111,-2.07841031900611,-2.08727521032286,-2.07075768669488,-2.09807974745826,-2.06049729800573,11.4702624252613,11.4398871718444,11.4905020847077,11.3819331073232,11.5187214798536,0.986815559216649
1856,"Fished",2111,-2.07841031900611,-2.08727521032286,-2.07075768669488,-2.09807974745826,-2.06049729800573,11.4702624252613,11.4398871718444,11.4905020847077,11.3819331073232,11.5187214798536,0.986815559216649
1857,"Climate-Only",2111,-2.07872107151834,-2.08761050372798,-2.07102441598282,-2.09871842863193,-2.06043563142727,11.4696472243175,11.4397449966742,11.4913824083317,11.3793473273434,11.5203941121218,0.986864726516743
1857,"Fished",2111,-2.07872107151834,-2.08761050372798,-2.07102441598282,-2.09871842863193,-2.06043563142727,11.4696472243175,11.4397449966742,11.4913824083317,11.3793473273434,11.5203941121218,0.986864726516743
1858,"Climate-Only",2111,-2.07818198279934,-2.0872992987069,-2.07047133707945,-2.09832047558489,-2.05962802206108,11.4658561123547,11.4350640218721,11.4868590871255,11.3751608067179,11.51618011044,0.986862295817071
1858,"Fished",2111,-2.07818198279934,-2.0872992987069,-2.07047133707945,-2.09832047558489,-2.05962802206108,11.4658561123547,11.4350640218721,11.4868590871255,11.3751608067179,11.51618011044,0.986862295817071
1859,"Climate-Only",2111,-2.07748926665819,-2.08688623731102,-2.06946635734793,-2.09788108282938,-2.0579960599497,11.459807068056,11.4281973295843,11.4823865173902,11.3677280330204,11.5118756276334,0.986866441417129
1859,"Fished",2111,-2.07748926665819,-2.08688623731102,-2.06946635734793,-2.09788108282938,-2.0579960599497,11.459807068056,11.4281973295843,11.4823865173902,11.3677280330204,11.5118756276334,0.986866441417129
1860,"Climate-Only",2111,-2.08114815007554,-2.0899314144377,-2.07335234537559,-2.10084557004854,-2.06322609909128,11.4813966501669,11.4513859291354,11.502401362711,11.3932554247702,11.5302778127238,0.986850400801407
1860,"Fished",2111,-2.08114815007554,-2.0899314144377,-2.07335234537559,-2.10084557004854,-2.06322609909128,11.4813966501669,11.4513859291354,11.502401362711,11.3932554247702,11.5302778127238,0.986850400801407
1861,"Climate-Only",2111,-2.07732400481763,-2.08671285054019,-2.06927524138171,-2.09759168163847,-2.05805625986689,11.4606456452574,11.4280032937946,11.4825021197784,11.3709475765961,11.5119960103147,0.986781021828338
1861,"Fished",2111,-2.07732400481763,-2.08671285054019,-2.06927524138171,-2.09759168163847,-2.05805625986689,11.4606456452574,11.4280032937946,11.4825021197784,11.3709475765961,11.5119960103147,0.986781021828338
1862,"Climate-Only",2111,-2.08148295624998,-2.08991729485484,-2.07402570796115,-2.10080341775698,-2.06404492849418,11.4856243722056,11.455170536516,11.5062424052594,11.3969887330689,11.5336497053041,0.986827260687308
1862,"Fished",2111,-2.08148295624998,-2.08991729485484,-2.07402570796115,-2.10080341775698,-2.06404492849418,11.4856243722056,11.455170536516,11.5062424052594,11.3969887330689,11.5336497053041,0.986827260687308
1863,"Climate-Only",2111,-2.08073430687329,-2.08921917945217,-2.07311019085234,-2.0998812383576,-2.06364407651992,11.4821533625176,11.452333821196,11.5031480032829,11.397291036711,11.5307818598738,0.986758947067685
1863,"Fished",2111,-2.08073430687329,-2.08921917945217,-2.07311019085234,-2.0998812383576,-2.06364407651992,11.4821533625176,11.452333821196,11.5031480032829,11.397291036711,11.5307818598738,0.986758947067685
1864,"Climate-Only",2111,-2.07959480028493,-2.08849643676575,-2.0719780232568,-2.09903167212052,-2.0621971990473,11.4766487948623,11.4467397386026,11.4977662787897,11.3888932070943,11.5257849567663,0.986781424692711
1864,"Fished",2111,-2.07959480028493,-2.08849643676575,-2.0719780232568,-2.09903167212052,-2.0621971990473,11.4766487948623,11.4467397386026,11.4977662787897,11.3888932070943,11.5257849567663,0.986781424692711
1865,"Climate-Only",2111,-2.07750382499434,-2.08648807307254,-2.0696517199377,-2.09751795777462,-2.05901030002079,11.4625246286412,11.4307980861545,11.4849914483586,11.3720045825632,11.5141449071126,0.98683137712247
1865,"Fished",2111,-2.07750382499434,-2.08648807307254,-2.0696517199377,-2.09751795777462,-2.05901030002079,11.4625246286412,11.4307980861545,11.4849914483586,11.3720045825632,11.5141449071126,0.98683137712247
1866,"Climate-Only",2111,-2.07932361314588,-2.08827588354798,-2.07166722287368,-2.09915172423796,-2.06128322158531,11.4731789240746,11.4433101893428,11.494588972566,11.3845821045557,11.522978661312,0.986872029349624
1866,"Fished",2111,-2.07932361314588,-2.08827588354798,-2.07166722287368,-2.09915172423796,-2.06128322158531,11.4731789240746,11.4433101893428,11.494588972566,11.3845821045557,11.522978661312,0.986872029349624
1867,"Climate-Only",2111,-2.07655237610141,-2.08601627874569,-2.06796722128375,-2.09692789023399,-2.05645857460741,11.4567784037828,11.4227676840382,11.4797403206158,11.3623121563131,11.5093460435192,0.986823202950239
1867,"Fished",2111,-2.07655237610141,-2.08601627874569,-2.06796722128375,-2.09692789023399,-2.05645857460741,11.4567784037828,11.4227676840382,11.4797403206158,11.3623121563131,11.5093460435192,0.986823202950239
1868,"Climate-Only",2111,-2.07993580515722,-2.08881686321373,-2.07205561510263,-2.09954939669605,-2.06166193019392,11.4760508356071,11.4459390158235,11.4970010687838,11.3876698957156,11.5250776044549,0.986865310768742
1868,"Fished",2111,-2.07993580515722,-2.08881686321373,-2.07205561510263,-2.09954939669605,-2.06166193019392,11.4760508356071,11.4459390158235,11.4970010687838,11.3876698957156,11.5250776044549,0.986865310768742
1869,"Climate-Only",2111,-2.0781444714833,-2.08733486922675,-2.07067944766797,-2.09800261957004,-2.05979262985327,11.4684369281678,11.437988304833,11.4890366642255,11.3799902302579,11.5175363383863,0.986798258900021
1869,"Fished",2111,-2.0781444714833,-2.08733486922675,-2.07067944766797,-2.09800261957004,-2.05979262985327,11.4684369281678,11.437988304833,11.4890366642255,11.3799902302579,11.5175363383863,0.986798258900021
1870,"Climate-Only",2111,-2.07876642652601,-2.08768890935632,-2.07106527017664,-2.09838790541377,-2.0607293437541,11.4703627836599,11.4407207898927,11.49135321662,11.3821752426079,11.5195683606318,0.986840167734829
1870,"Fished",2111,-2.07876642652601,-2.08768890935632,-2.07106527017664,-2.09838790541377,-2.0607293437541,11.4703627836599,11.4407207898927,11.49135321662,11.3821752426079,11.5195683606318,0.986840167734829
1871,"Climate-Only",2111,-2.07968348082342,-2.08845448955898,-2.07199301853906,-2.09929690172048,-2.06193269367766,11.4757263277541,11.4453832068345,11.4968453048013,11.388519754136,11.5249440704548,0.986844729615315
1871,"Fished",2111,-2.07968348082342,-2.08845448955898,-2.07199301853906,-2.09929690172048,-2.06193269367766,11.4757263277541,11.4453832068345,11.4968453048013,11.388519754136,11.5249440704548,0.986844729615315
1872,"Climate-Only",2111,-2.08077635592393,-2.0891629775604,-2.07317624510772,-2.09981926021237,-2.06366636883639,11.4824944462757,11.4528513878675,11.5032253365387,11.3981167644795,11.5310413382372,0.986814121744577
1872,"Fished",2111,-2.08077635592393,-2.0891629775604,-2.07317624510772,-2.09981926021237,-2.06366636883639,11.4824944462757,11.4528513878675,11.5032253365387,11.3981167644795,11.5310413382372,0.986814121744577
1873,"Climate-Only",2111,-2.07972668938461,-2.08829280138402,-2.07226361295702,-2.09886089721626,-2.06272375348166,11.4776176305268,11.4481418622892,11.4987325812581,11.3931550760856,11.5262896829289,0.98679598882111
1873,"Fished",2111,-2.07972668938461,-2.08829280138402,-2.07226361295702,-2.09886089721626,-2.06272375348166,11.4776176305268,11.4481418622892,11.4987325812581,11.3931550760856,11.5262896829289,0.98679598882111
1874,"Climate-Only",2111,-2.07894152977282,-2.08793052065653,-2.07146454664156,-2.09855585709287,-2.06155156861855,11.4738872924489,11.4436163858817,11.4953802296077,11.3856250380093,11.523720368831,0.986832677566526
1874,"Fished",2111,-2.07894152977282,-2.08793052065653,-2.07146454664156,-2.09855585709287,-2.06155156861855,11.4738872924489,11.4436163858817,11.4953802296077,11.3856250380093,11.523720368831,0.986832677566526
1875,"Climate-Only",2111,-2.07974132053784,-2.08854187159253,-2.07210936620957,-2.09924840276715,-2.06221930228774,11.4774653279616,11.4475736825407,11.4991908639875,11.3905174273684,11.5278026861605,0.986860174856807
1875,"Fished",2111,-2.07974132053784,-2.08854187159253,-2.07210936620957,-2.09924840276715,-2.06221930228774,11.4774653279616,11.4475736825407,11.4991908639875,11.3905174273684,11.5278026861605,0.986860174856807
1876,"Climate-Only",2111,-2.07814903349915,-2.08731113624408,-2.07081794293291,-2.09782383172351,-2.06047579908009,11.470632453205,11.4404852024926,11.4909465091491,11.3827664675381,11.5198568049473,0.986831475697101
1876,"Fished",2111,-2.07814903349915,-2.08731113624408,-2.07081794293291,-2.09782383172351,-2.06047579908009,11.470632453205,11.4404852024926,11.4909465091491,11.3827664675381,11.5198568049473,0.986831475697101
1877,"Climate-Only",2111,-2.07863343260831,-2.08780748548845,-2.07095210684999,-2.09834644317153,-2.06016945350213,11.4708577643329,11.4400619185464,11.4917344682507,11.3823774899518,11.5216841826531,0.986879292721355
1877,"Fished",2111,-2.07863343260831,-2.08780748548845,-2.07095210684999,-2.09834644317153,-2.06016945350213,11.4708577643329,11.4400619185464,11.4917344682507,11.3823774899518,11.5216841826531,0.986879292721355
1878,"Climate-Only",2111,-2.07807430350742,-2.08737401136054,-2.07045201137035,-2.09800487958326,-2.05960538030979,11.4661610547896,11.4357860222599,11.4873623114439,11.3780398313554,11.5177358550338,0.986875920845716
1878,"Fished",2111,-2.07807430350742,-2.08737401136054,-2.07045201137035,-2.09800487958326,-2.05960538030979,11.4661610547896,11.4357860222599,11.4873623114439,11.3780398313554,11.5177358550338,0.986875920845716
1879,"Climate-Only",2111,-2.07736026100948,-2.08690739733085,-2.06941522293257,-2.09779986974655,-2.05808297770892,11.4606527036939,11.429550242258,11.4828046422955,11.3691725017979,11.5129375506187,0.986880683485427
1879,"Fished",2111,-2.07736026100948,-2.08690739733085,-2.06941522293257,-2.09779986974655,-2.05808297770892,11.4606527036939,11.429550242258,11.4828046422955,11.3691725017979,11.5129375506187,0.986880683485427
1880,"Climate-Only",2111,-2.081093184906,-2.08988705103006,-2.07335986261924,-2.10075920788943,-2.06329268420941,11.4818049764478,11.4516648083766,11.502632793895,11.3943478978802,11.531287440455,0.986862885015232
1880,"Fished",2111,-2.081093184906,-2.08988705103006,-2.07335986261924,-2.10075920788943,-2.06329268420941,11.4818049764478,11.4516648083766,11.502632793895,11.3943478978802,11.531287440455,0.986862885015232
1881,"Climate-Only",2111,-2.07728169432404,-2.08675667777139,-2.06924399369236,-2.09746519527392,-2.05807244148216,11.460970732361,11.4287085665587,11.4828404782633,11.3720668339696,11.5126576283415,0.986785656062702
1881,"Fished",2111,-2.07728169432404,-2.08675667777139,-2.06924399369236,-2.09746519527392,-2.05807244148216,11.460970732361,11.4287085665587,11.4828404782633,11.3720668339696,11.5126576283415,0.986785656062702
1882,"Climate-Only",2111,-2.08144748471062,-2.08991163758087,-2.07398268274021,-2.10071498783237,-2.06420461463817,11.4858316001934,11.4555543994288,11.5062778690888,11.3977908764667,11.5339360227722,0.986838578369549
1882,"Fished",2111,-2.08144748471062,-2.08991163758087,-2.07398268274021,-2.10071498783237,-2.06420461463817,11.4858316001934,11.4555543994288,11.5062778690888,11.3977908764667,11.5339360227722,0.986838578369549
1883,"Climate-Only",2111,-2.08068162281004,-2.08915583068892,-2.07310537053144,-2.09984491010084,-2.06371425029511,11.4820816121464,11.4526764315293,11.503010763687,11.3996651764415,11.5312499167902,0.9867686463543
1883,"Fished",2111,-2.08068162281004,-2.08915583068892,-2.07310537053144,-2.09984491010084,-2.06371425029511,11.4820816121464,11.4526764315293,11.503010763687,11.3996651764415,11.5312499167902,0.9867686463543
1884,"Climate-Only",2111,-2.07964245320027,-2.08847800409407,-2.07207771405583,-2.09874526662927,-2.0622977122498,11.4766398683311,11.4470050229964,11.4978694105757,11.3905185016514,11.5264745055265,0.986796451479459
1884,"Fished",2111,-2.07964245320027,-2.08847800409407,-2.07207771405583,-2.09874526662927,-2.0622977122498,11.4766398683311,11.4470050229964,11.4978694105757,11.3905185016514,11.5264745055265,0.986796451479459
1885,"Climate-Only",2111,-2.07739903563281,-2.08657802002253,-2.06958763885335,-2.09728862830361,-2.05897372605586,11.4626933431329,11.4322761795662,11.4851559005357,11.3746542442987,11.5146830228201,0.986841951297299
1885,"Fished",2111,-2.07739903563281,-2.08657802002253,-2.06958763885335,-2.09728862830361,-2.05897372605586,11.4626933431329,11.4322761795662,11.4851559005357,11.3746542442987,11.5146830228201,0.986841951297299
1886,"Climate-Only",2111,-2.07922361610593,-2.08825876413943,-2.07164764199103,-2.09891480625402,-2.06151352202459,11.4733976199678,11.4436783482811,11.4948990326565,11.3867400233758,11.523848217277,0.986885513876803
1886,"Fished",2111,-2.07922361610593,-2.08825876413943,-2.07164764199103,-2.09891480625402,-2.06151352202459,11.4733976199678,11.4436783482811,11.4948990326565,11.3867400233758,11.523848217277,0.986885513876803
1887,"Climate-Only",2111,-2.07651826117572,-2.08598871631261,-2.06807777576381,-2.09701383924962,-2.0564976378064,11.4569312286666,11.4238019070948,11.4804667929314,11.3639936380431,11.5097912593936,0.986819722602137
1887,"Fished",2111,-2.07651826117572,-2.08598871631261,-2.06807777576381,-2.09701383924962,-2.0564976378064,11.4569312286666,11.4238019070948,11.4804667929314,11.3639936380431,11.5097912593936,0.986819722602137
1888,"Climate-Only",2111,-2.07995765887364,-2.08881211225748,-2.07209329755932,-2.09932120962812,-2.06187552150283,11.4762372856398,11.446470085022,11.4970922527834,11.3892359035661,11.526078121625,0.986872969155265
1888,"Fished",2111,-2.07995765887364,-2.08881211225748,-2.07209329755932,-2.09932120962812,-2.06187552150283,11.4762372856398,11.446470085022,11.4970922527834,11.3892359035661,11.526078121625,0.986872969155265
