"year","scenario","n","slope_median","slope_q25","slope_q75","slope_q05","slope_q95","intercept_median","intercept_q25","intercept_q75","intercept_q05","intercept_q95","r_squared_median"
1948,"Climate-Only",2111,-2.07984392323663,-2.0886949089722,-2.07220846878097,-2.09914398470193,-2.06118967712011,11.4773163866155,11.4485418348697,11.4975301035812,11.3904303025169,11.5249259003287,0.986872362400809
1948,"Fished",2111,-2.08363396049178,-2.09237030293561,-2.07489405038897,-2.10214546266792,-2.06544770507158,11.4732148585009,11.4456310490432,11.4934123501369,11.3901972205058,11.5220636741924,0.986909168533702
1949,"Climate-Only",2111,-2.07810669307673,-2.08740279068331,-2.07045033109457,-2.09776594036355,-2.05938402124848,11.4696608067793,11.4402936013093,11.4900622174957,11.3833910024609,11.5167540089304,0.986806355598195
1949,"Fished",2111,-2.08287950760751,-2.09215576659049,-2.0745304040879,-2.10224069944815,-2.06425574679487,11.4613929614186,11.433455428932,11.4834058241635,11.3816418863793,11.5117397577602,0.986794790650654
1950,"Climate-Only",2111,-2.07873932166158,-2.08766502219775,-2.07107606524827,-2.09795252665811,-2.06027300752434,11.4710723433538,11.4420859348528,11.4919398273138,11.3846158449377,11.5194216602339,0.986843713222346
1950,"Fished",2111,-2.08369634286148,-2.09265780571449,-2.07524011170128,-2.10263864560946,-2.06531073423732,11.4637476960554,11.4349940286314,11.4848338678559,11.3818178066512,11.5136786113898,0.986819688345255
1951,"Climate-Only",2111,-2.07971002163618,-2.08836144942009,-2.07209689927411,-2.09888127155833,-2.0616949487837,11.4766464072764,11.4475511489435,11.4974566439716,11.3905673766104,11.5256112725927,0.986844380123826
1951,"Fished",2111,-2.08498105177422,-2.0938569304812,-2.0765523723179,-2.10384676702543,-2.0666701075308,11.4683717212178,11.4403458640251,11.4892687382709,11.3863153202932,11.5188265411914,0.986794961064633
1952,"Climate-Only",2111,-2.08047317877615,-2.08908848720903,-2.07302368215552,-2.0994873623887,-2.06319960793438,11.4832568002879,11.4546961394051,11.5038456457116,11.3974743150607,11.5319850199798,0.986808602777702
1952,"Fished",2111,-2.08662916188995,-2.09528407534501,-2.07845814812557,-2.10541838676252,-2.06832902978179,11.472784316974,11.4459265371044,11.4939419306365,11.39175340691,11.5226712049467,0.986715880660911
1953,"Climate-Only",2111,-2.07968317791455,-2.08819441100508,-2.07215214509242,-2.09849982565689,-2.06218744427769,11.4782871851993,11.449794010369,11.4992921786401,11.3949419958,11.5271723411546,0.986786193533576
1953,"Fished",2111,-2.08594721861749,-2.09459214670671,-2.0776226624873,-2.10468338033008,-2.0677850167011,11.4677971863845,11.4401498957459,11.4890825035383,11.3890780128891,11.5179370928534,0.98670100019827
1954,"Climate-Only",2111,-2.07907788146026,-2.08791293191731,-2.07158371648648,-2.09811808951825,-2.06112841493828,11.4747162546477,11.4455744906591,11.4955931146441,11.3880102314397,11.5238888065653,0.986829248651249
1954,"Fished",2111,-2.08553874468959,-2.09444149157978,-2.0770582432708,-2.10450136645184,-2.06688065532512,11.463920281598,11.4352919616079,11.4856795971525,11.3823201907192,11.5155105228852,0.986749022663755
1955,"Climate-Only",2111,-2.07976754120504,-2.08851637372511,-2.0722048482701,-2.09900914831177,-2.06194545114053,11.4787017179207,11.4497316525691,11.4994436978898,11.3929839486009,11.5281972946094,0.986851254396765
1955,"Fished",2111,-2.08658040821231,-2.095555757047,-2.07801012672757,-2.10568095370486,-2.06785152699808,11.4665747583881,11.4384059023686,11.4886506848126,11.3845185634131,11.5191693691056,0.986733953795323
1956,"Climate-Only",2111,-2.07828385974969,-2.08735635743761,-2.07073977678775,-2.09758226579813,-2.05998015565296,11.4714292353595,11.4427443764392,11.4919470219791,11.3857548485486,11.5194561293764,0.986822787842754
1956,"Fished",2111,-2.0854560016495,-2.09439057371683,-2.07653549484828,-2.10455696841994,-2.06635568476201,11.459134916497,11.4299750898515,11.4803602573437,11.3771561887812,11.509976611159,0.986710228545578
1957,"Climate-Only",2111,-2.07844962758171,-2.08771617804441,-2.07091899494132,-2.09801608062228,-2.06000866337247,11.4718243011974,11.4421189587598,11.4927386850348,11.3833502164645,11.5213708593643,0.986876530991195
1957,"Fished",2111,-2.08603403732461,-2.09529145195237,-2.07698028679681,-2.10541474535408,-2.06638408808366,11.458360599595,11.4287628884216,11.4803341462605,11.3745697973106,11.5106999263314,0.986750561267734
1958,"Climate-Only",2111,-2.07801796716179,-2.08732853034731,-2.07035078704981,-2.09773336631521,-2.05922789466159,11.4675458014738,11.4376780889551,11.4883465291625,11.3801608640157,11.5172857120764,0.986884249874182
1958,"Fished",2111,-2.08559187851892,-2.09497499865589,-2.07651147861522,-2.10521141654369,-2.06588391548253,11.4538127986135,11.4241625923796,11.4758274472381,11.3697187327046,11.5064142867342,0.98674770166169
1959,"Climate-Only",2111,-2.07727201614989,-2.08692507171636,-2.06923236368272,-2.09742670190751,-2.05741264180569,11.4621712477198,11.4309737601928,11.4835563122729,11.3702431427871,11.5122831887428,0.986887037633554
1959,"Fished",2111,-2.08507469421044,-2.09483333041329,-2.07577118437333,-2.10516938448636,-2.06478682017757,11.4474038186609,11.4171609973563,11.4709247077334,11.3597883905536,11.501130232194,0.986741223287954
1960,"Climate-Only",2111,-2.08087371991743,-2.08983891824086,-2.07325007593675,-2.10037189249164,-2.06271904585128,11.4832814338238,11.454344965149,11.502865339189,11.395509709726,11.5313104340398,0.986863139805066
1960,"Fished",2111,-2.08894832713532,-2.09810845668981,-2.08003103822,-2.10814310972561,-2.06968733370042,11.4682855407246,11.440686197397,11.4889441558514,11.3832749517873,11.518625778819,0.986672213044593
1961,"Climate-Only",2111,-2.07708428086491,-2.08670131593618,-2.06905320797985,-2.09723645712092,-2.05725279010935,11.4621514926973,11.4303931532537,11.4838095867048,11.3727825371125,11.5118939457858,0.98678496892963
1961,"Fished",2111,-2.08514476094372,-2.09490034958677,-2.07582187714478,-2.10513251684203,-2.06482102254327,11.4469028986155,11.4164709846044,11.4698814676964,11.3614134992394,11.4999488354707,0.986665052808851
1962,"Climate-Only",2111,-2.08139747579172,-2.09006673222288,-2.07359441431843,-2.10022894136684,-2.06342797358618,11.4860956264139,11.4582572192537,11.5070034912567,11.3982225182538,11.5344680250853,0.986827592135223
1962,"Fished",2111,-2.08926731297677,-2.09833733728783,-2.08091339909963,-2.10817877603156,-2.06986564875557,11.4712230551623,11.4453430622512,11.492221839617,11.3867730614819,11.5224779716894,0.98664890670073
1963,"Climate-Only",2111,-2.08059717978293,-2.0892111467871,-2.07295978773236,-2.09952415926312,-2.0631015070562,11.4828012149742,11.4547543097979,11.5037645379872,11.3983169020835,11.5319212802282,0.986760672850527
1963,"Fished",2111,-2.08843816711977,-2.09742383320912,-2.08014200989198,-2.10729644690307,-2.06957230838008,11.4677355829442,11.4410653456822,11.4892722440145,11.3870800205525,11.5195133947544,0.98658796711431
1964,"Climate-Only",2111,-2.07963936504742,-2.08842255232182,-2.07209010911018,-2.09852371799689,-2.06164092527862,11.4779885950916,11.4486554647311,11.4985793464384,11.3927235558885,11.5264736774325,0.986795981200219
1964,"Fished",2111,-2.08770630808925,-2.09668445519007,-2.079050543782,-2.10649894790324,-2.06840123361895,11.4623667770316,11.4342996463115,11.4843775193852,11.382209783438,11.5152655261936,0.986628382880232
1965,"Climate-Only",2111,-2.07728916765386,-2.08648515883038,-2.06959536708363,-2.09692841804449,-2.05866431764404,11.4641022516977,11.4333989260055,11.4860247849351,11.3748720504918,11.5144009816668,0.986844675724905
1965,"Fished",2111,-2.08551670265806,-2.09505102306828,-2.07647740224808,-2.10523016549917,-2.06588039203199,11.4492332142873,11.4184362857023,11.472030900652,11.362407448167,11.502970171878,0.986672409221776
1966,"Climate-Only",2111,-2.07932091756781,-2.08819312179418,-2.07162156460256,-2.09866409856974,-2.06088990425954,11.4748117623463,11.4459806095733,11.4953999460414,11.3884416348222,11.5233998268542,0.986871433046476
1966,"Fished",2111,-2.08749315980006,-2.0966333749261,-2.07868350204664,-2.10667378799712,-2.06771292879181,11.4590246941031,11.4316015505648,11.4809983683947,11.3757570797863,11.5116167852592,0.986670287818026
1967,"Climate-Only",2111,-2.07628396093601,-2.08595321307739,-2.0676550431383,-2.09677856159351,-2.05590972635082,11.4583440904245,11.4251241437144,11.4808455753625,11.3631229375,11.5096382976709,0.986826993547367
1967,"Fished",2111,-2.08440629606804,-2.09442123276064,-2.07496459971558,-2.10491210871118,-2.06329419890842,11.4426875467257,11.4108339811184,11.4668727704109,11.3484503783768,11.4970801638553,0.986667873877008
1968,"Climate-Only",2111,-2.07975746460078,-2.08878582594149,-2.07221107772845,-2.09915746857511,-2.06131506602682,11.4775871279755,11.4490723959142,11.4975196886002,11.3907368729091,11.5252515618472,0.986865321682085
1968,"Fished",2111,-2.08817534607949,-2.09735514356137,-2.07928948423817,-2.10736357901168,-2.06825743216403,11.4615668447684,11.434978598308,11.482857915204,11.3768166194521,11.5128379357673,0.986659575551409
1969,"Climate-Only",2111,-2.07812571403381,-2.08746907141735,-2.07048426440382,-2.09770905218685,-2.05910594700247,11.4696944612635,11.4407642782043,11.4901695201471,11.3847468445883,11.5176701222275,0.986804296447941
1969,"Fished",2111,-2.08665873771623,-2.0959005506306,-2.07772349054503,-2.10603803819551,-2.06669344948535,11.4536850204568,11.4251447736527,11.4758550056254,11.371611149747,11.5056712579995,0.986604924721262
1970,"Climate-Only",2111,-2.07874037048976,-2.08768674107025,-2.07095174927956,-2.09787809572456,-2.06034652872266,11.4717131029335,11.4427120272706,11.4920525926138,11.3856250947139,11.5197216681966,0.98683634296426
1970,"Fished",2111,-2.08711711178299,-2.09621949380066,-2.07828532768199,-2.1061780516866,-2.0673145740239,11.4553169299806,11.4274888192448,11.4773334600964,11.372746644652,11.5079821562484,0.986630082468029
1971,"Climate-Only",2111,-2.07968539365395,-2.08843869751263,-2.07210028516325,-2.09882544623728,-2.06150638144087,11.4772877325613,11.4489414638012,11.4977127628729,11.3915143876858,11.525374639561,0.986832396541511
1971,"Fished",2111,-2.08807309681854,-2.09710340555916,-2.07946049428926,-2.10706630456133,-2.06835741382418,11.4606052918913,11.4340139368999,11.4824102811761,11.376932359608,11.5133210470245,0.986616010809523
1972,"Climate-Only",2111,-2.08058388793031,-2.08912695237787,-2.07300564487947,-2.09948497861819,-2.0628175042934,11.4838744920699,11.45531532535,11.5040018693158,11.3983846575638,11.5314552746754,0.98679521706884
1972,"Fished",2111,-2.08889579071215,-2.0978388135989,-2.08054422151223,-2.10772302850872,-2.06964403951739,11.4673012158459,11.4409477281962,11.4882626506963,11.3866228069411,11.5190021510821,0.986585467703632
1973,"Climate-Only",2111,-2.0796841207453,-2.08827274439529,-2.07215914705944,-2.0984306669115,-2.06202087675775,11.4787134593873,11.4508065499574,11.4993293976809,11.395592585149,11.5266267515026,0.986778108338491
1973,"Fished",2111,-2.08848516078752,-2.09715423139893,-2.08001402265023,-2.10709436518003,-2.06903942189363,11.4613819773978,11.4352299324105,11.4831452896691,11.3817494630634,11.5131805733612,0.986573754665108
1974,"Climate-Only",2111,-2.07916128109315,-2.08795486174132,-2.07152863573868,-2.09797229706315,-2.06090990254365,11.4751168303716,11.4463307592514,11.4956695997921,11.3881531154384,11.5238509499796,0.986823679157705
1974,"Fished",2111,-2.08866853256777,-2.09746964334198,-2.07991592814475,-2.10743577533694,-2.06852685728616,11.4557068126731,11.4279587475597,11.4786183838943,11.3736825198655,11.5083973691407,0.986603281707552
1975,"Climate-Only",2111,-2.07982328941611,-2.08856718998457,-2.07221549781234,-2.09875459744359,-2.0616164991576,11.4792181875739,11.4505642435416,11.4995483394282,11.393261646451,11.5280930694667,0.986841579733708
1975,"Fished",2111,-2.08969809355645,-2.09836377947752,-2.08093764768573,-2.10857128473424,-2.06927978370775,11.4585366577912,11.4318092611561,11.4815315643173,11.3750913528975,11.5111709129601,0.986594799934074
1976,"Climate-Only",2111,-2.07826380334715,-2.08741621188747,-2.07052144844845,-2.0973004994368,-2.05972188890215,11.4716548147854,11.443374028656,11.4920545347899,11.3859544163918,11.5193642964965,0.986813730344041
1976,"Fished",2111,-2.08833245548398,-2.09727142735257,-2.07956122000186,-2.10757100034297,-2.06804557971013,11.4508966560675,11.4236116995829,11.4743493687411,11.3690382964951,11.5034356134413,0.986594587229966
1977,"Climate-Only",2111,-2.078513934484,-2.08772044436696,-2.07073840709812,-2.09796956919241,-2.05946649158578,11.4720701920171,11.4425543443859,11.4925895723658,11.3829938715208,11.5212737155397,0.986874417654313
1977,"Fished",2111,-2.08888791153157,-2.09794506216963,-2.08004537033323,-2.10819041522239,-2.0682107230937,11.450865532048,11.4231173419349,11.4748093468218,11.3676297248594,11.5048229533849,0.986657656073466
1978,"Climate-Only",2111,-2.07800033304004,-2.08736367433819,-2.070248709997,-2.09754940798248,-2.05896464281551,11.4678200619467,11.4383328121009,11.4882759058232,11.3801197056585,11.5172303276207,0.986879830174829
1978,"Fished",2111,-2.08893249040093,-2.09794773498242,-2.08007615223408,-2.10832462579758,-2.06795034163705,11.4460110141331,11.4183453632515,11.4693585436581,11.3625032030601,11.5003956403138,0.986688030757457
1979,"Climate-Only",2111,-2.07725832810002,-2.0869245849355,-2.06926186751546,-2.09732489969913,-2.05712697869268,11.4621414583523,11.4308469528798,11.483432089606,11.370035052115,11.512379784792,0.986881045372319
1979,"Fished",2111,-2.08908636247618,-2.0981076322173,-2.07991628043325,-2.10848947719207,-2.06767362706593,11.4386451005117,11.4100014835987,11.4629891111038,11.354739334689,11.4945768428391,0.986704492595117
1980,"Climate-Only",2111,-2.08089746442355,-2.08987535854912,-2.07322456422336,-2.10033663960447,-2.06255313217077,11.4831875969088,11.4547367794225,11.5028642187761,11.3952148262938,11.5315136152731,0.986848948143078
1980,"Fished",2111,-2.09272903931359,-2.10157406306056,-2.08418639656668,-2.11191017026055,-2.0727748117387,11.4589339979503,11.4342889798125,11.4808652641046,11.3726037757102,11.5109832336198,0.986678593144779
1981,"Climate-Only",2111,-2.07708672242875,-2.08670539612715,-2.06901001143532,-2.09709129515645,-2.05711087304255,11.4622898057317,11.4303448981087,11.483263215616,11.3720120761621,11.511751859424,0.986786462917979
1981,"Fished",2111,-2.08989408665678,-2.09897778989944,-2.08092712948861,-2.10949458761567,-2.06849546193148,11.4367991188355,11.4083196706283,11.4604270171841,11.3540941504806,11.4909617155179,0.986630605080393
1982,"Climate-Only",2111,-2.07861701193576,-2.08804128190331,-2.07069250795125,-2.09823468680054,-2.05897371888255,11.4692682297541,11.4388637499088,11.4905908561454,11.3794327326528,11.5189884817311,0.986872310752264
1982,"Fished",2111,-2.09131558966811,-2.10031149892334,-2.08240541514669,-2.11075566964864,-2.06990885019974,11.4430612484443,11.4156705786418,11.4665227416882,11.3580632283098,11.4976094018305,0.986666793867757
1983,"Climate-Only",2111,-2.07961517341705,-2.08906088592128,-2.07164062403904,-2.09931526356464,-2.0606008258132,11.4759832091761,11.4465795061741,11.496917450378,11.3879767842881,11.5255885529572,0.98686034590399
1983,"Fished",2111,-2.0919884131142,-2.10100949803,-2.08324936730022,-2.11146805532735,-2.07099581604954,11.4497546856944,11.4227479593649,11.4720546172493,11.3636534425645,11.503980763072,0.986648864959532
1984,"Climate-Only",2111,-2.0800767170849,-2.08903478065441,-2.07235002986955,-2.09935960893562,-2.06137561811474,11.4794657006936,11.4509565505767,11.4996286596179,11.3945917331383,11.5267109422546,0.986792974813578
1984,"Fished",2111,-2.09203938472735,-2.10085181318054,-2.08351841870269,-2.11112490406092,-2.07133381641748,11.4529574564235,11.4277356612853,11.474737719348,11.37076001414,11.5052871710452,0.98660041859424
1985,"Climate-Only",2111,-2.0778417200874,-2.08732613099069,-2.06979556808719,-2.09750577464141,-2.05808537954538,11.4664042212218,11.4355681122018,11.4879578058004,11.3750486034329,11.5168307785944,0.986808983000829
1985,"Fished",2111,-2.08999918387515,-2.09897097639259,-2.08099722215459,-2.10949308892431,-2.06869351209266,11.4409396819772,11.4119280000756,11.4646060044831,11.3569377820069,11.4956150096746,0.986640663361728
1986,"Climate-Only",2111,-2.08015648678251,-2.08931913271115,-2.07222384559811,-2.09950644680652,-2.06120908994172,11.4783085983711,11.4483688650748,11.4993477779584,11.3896537513075,11.5280490697539,0.986878560601552
1986,"Fished",2111,-2.09197925886873,-2.10084832522708,-2.08338452903556,-2.11128535515537,-2.07069981200783,11.4525829958146,11.4259079380994,11.4747862805244,11.3653223572918,11.5063849036789,0.986665800293556
1987,"Climate-Only",2111,-2.07706854558283,-2.08687457695966,-2.06848613100155,-2.09744356951235,-2.05647735392409,11.4613401314232,11.4276107603542,11.483733602848,11.3675998410971,11.5133233571766,0.986837319531828
1987,"Fished",2111,-2.08898638818463,-2.09817945782424,-2.07932622844831,-2.10896911636368,-2.06644229048231,11.4360988827069,11.4048212653212,11.4602960952892,11.3441278452508,11.492371355696,0.986663941980587
1988,"Climate-Only",2111,-2.07859548809937,-2.0880457313742,-2.07061160939387,-2.09828798883392,-2.05890752996615,11.4681020575824,11.438360954178,11.4894960422348,11.3782546736325,11.5177631463442,0.986883378888223
1988,"Fished",2111,-2.09032251719537,-2.09932031311086,-2.08139825623132,-2.10981931719292,-2.06863642914117,11.4430172571047,11.4153817175822,11.4657059733168,11.3564533914131,11.4968484335782,0.98667035017144
1989,"Climate-Only",2111,-2.07949144098291,-2.08878815571342,-2.07171567741435,-2.09913485643835,-2.06053321084288,11.4739281328586,11.4443570125373,11.4942494395898,11.3864670503315,11.5218532061484,0.98685047463473
1989,"Fished",2111,-2.09101611612533,-2.09986190636384,-2.08236861855666,-2.11025444632631,-2.06947215023305,11.4493371338784,11.4223153297353,11.4706882020852,11.3618890528863,11.5016378128553,0.986635914649808
1990,"Climate-Only",2111,-2.08139118385658,-2.09018721416948,-2.07380975640745,-2.10060384382986,-2.06316529663509,11.4877132995822,11.4586937067623,11.5074889742985,11.3997343712503,11.534803428246,0.986790378989188
1990,"Fished",2111,-2.09270859206517,-2.10124488538638,-2.08426282419738,-2.11133497527254,-2.07159326554476,11.4624840522198,11.4361509204583,11.4839237697958,11.3750160839025,11.5135465666001,0.986579527800417
1991,"Climate-Only",2111,-2.07761366907935,-2.08707149598859,-2.06970546687846,-2.09734976013419,-2.05832845388047,11.46597783119,11.4351377511563,11.4872968142965,11.3775916863035,11.5155279310348,0.98677309765584
1991,"Fished",2111,-2.08882091026694,-2.09776067598461,-2.07977990434859,-2.10820672135429,-2.06747094562864,11.442252399641,11.4136208270221,11.465618753574,11.3538598855155,11.4956850660987,0.986590128343701
1992,"Climate-Only",2111,-2.07982402448835,-2.08885520370988,-2.07206148880705,-2.09912721147575,-2.06143649440388,11.4772026169021,11.4471538096844,11.4981397787904,11.3882876339402,11.526197635536,0.986857454412241
1992,"Fished",2111,-2.09083598864389,-2.09946436060033,-2.08224147850327,-2.10948217011071,-2.06995243604571,11.4532366721828,11.4270175360009,11.4754285921592,11.3651081827752,11.5060154071991,0.986645197060543
1993,"Climate-Only",2111,-2.08060708931117,-2.08928761659599,-2.07304583485096,-2.09951050370907,-2.0629238613696,11.4841863536513,11.4562900032154,11.5045565854522,11.3965950947283,11.5316047938344,0.986779826560423
1993,"Fished",2111,-2.09159502560734,-2.09999514545924,-2.08338043942296,-2.11005934380834,-2.07114830682586,11.4599298305096,11.4342752334155,11.4810025930087,11.373905658538,11.5102253125733,0.986564841728083
1994,"Climate-Only",2111,-2.08164218699942,-2.08996865104372,-2.07414426197289,-2.10015562700986,-2.06422431208687,11.4911108490904,11.4635114349613,11.5112800596158,11.4040881571175,11.5383596570681,0.986754967674966
1994,"Fished",2111,-2.09233081290907,-2.10058195653692,-2.08431668308962,-2.11057416811627,-2.07245012114003,11.4669271699758,11.4417087424632,11.4880923514907,11.3815119436854,11.5172429142407,0.986536805567023
1995,"Climate-Only",2111,-2.0799850610112,-2.08867629463497,-2.07244279367755,-2.09878328904246,-2.06208645081175,11.4817346038709,11.4523182416905,11.5025648702007,11.3956915655815,11.5296937189733,0.98678447696995
1995,"Fished",2111,-2.09072493032657,-2.09896559165892,-2.08235043435476,-2.10897873785214,-2.0703813605978,11.4588099415675,11.4318700310952,11.4802959224558,11.3742798177867,11.509556570079,0.986579908258599
1996,"Climate-Only",2111,-2.07963516449396,-2.08826389890605,-2.0720932399035,-2.09829606135034,-2.06182605457018,11.4808732428991,11.4521059803756,11.5011624882159,11.3943115688086,11.5284138613886,0.986797929014493
1996,"Fished",2111,-2.09028620931968,-2.09853690914001,-2.08211617486222,-2.1082909736977,-2.07003058308427,11.4577766601532,11.4315336959732,11.478874702014,11.3724505589587,11.5078716088091,0.986588995651575
1997,"Climate-Only",2111,-2.08107591701055,-2.08948694658325,-2.07349314994283,-2.09959271354348,-2.06382915454801,11.4880002240902,11.4603538026862,11.5085968350182,11.4023877967836,11.5362671301841,0.986797960706157
1997,"Fished",2111,-2.09169408466638,-2.09989256066206,-2.08363260716107,-2.10967542929413,-2.07176060106742,11.4649812724995,11.4400373230536,11.4864780751818,11.379294610676,11.5157615132044,0.986595888265745
1998,"Climate-Only",2111,-2.07959768719067,-2.08812852949715,-2.07219548416661,-2.09816962194624,-2.06201294978429,11.4814416836954,11.4535754124113,11.5017883613239,11.3956791912166,11.5282951264174,0.986767886271094
1998,"Fished",2111,-2.09008913144306,-2.09821985971569,-2.08217473025817,-2.10811953942892,-2.06998364461055,11.4587957028466,11.4329371332479,11.4798266504493,11.3733478987173,11.5081964037708,0.986580263139014
1999,"Climate-Only",2111,-2.0813046461426,-2.08946156862481,-2.07366405266151,-2.0995174855052,-2.06402800299176,11.4890780805189,11.4617850556247,11.5095778769239,11.4029248034271,11.5369103189201,0.986806837376239
1999,"Fished",2111,-2.09162904355561,-2.09974268203497,-2.0835900224132,-2.10936980341467,-2.0718578778282,11.4665103061409,11.4417326880276,11.4878718103687,11.379430630982,11.5168594206032,0.986596638481326
2000,"Climate-Only",2111,-2.07913563706945,-2.08781980968437,-2.07161394169553,-2.098075677168,-2.0611221692627,11.4772843202248,11.44751093338,11.497492971414,11.389528673759,11.5249422576563,0.986834326036998
2000,"Fished",2111,-2.08949298016902,-2.09781055187508,-2.08142785312267,-2.1077540528427,-2.0694599925383,11.4546241410752,11.4273447474584,11.4764548317197,11.3661351717225,11.5062003256615,0.986649555278464
2001,"Climate-Only",2111,-2.07714196663786,-2.0866113643646,-2.06904893359265,-2.0971044720391,-2.05736631586768,11.4647555889445,11.4328090569988,11.4862911165236,11.3698032444444,11.5153157628483,0.986883325375851
2001,"Fished",2111,-2.08755033744489,-2.09647530255429,-2.07889803558335,-2.10678069266307,-2.06643597395416,11.4431108654308,11.4123691251279,11.4661077397617,11.3473943659564,11.4963998046692,0.986724682777609
2002,"Climate-Only",2111,-2.08029538441113,-2.08929672597044,-2.07260364540971,-2.09979730162806,-2.06183526365123,11.481657457958,11.4529970701803,11.5020190952901,11.3929351895794,11.5307035381391,0.986891463517717
2002,"Fished",2111,-2.09059554760709,-2.09931765972852,-2.08248737040984,-2.10921807265566,-2.0700640420326,11.4600333501631,11.4334306341836,11.4811167318029,11.3710266352272,11.5118988292593,0.98669358547514
2003,"Climate-Only",2111,-2.07511885076405,-2.08519388965285,-2.06606565767118,-2.09617897579998,-2.05182326224501,11.4503618925759,11.4143824610637,11.4750691187535,11.3447663582213,11.5049158825127,0.986847439327835
2003,"Fished",2111,-2.08558599007196,-2.09518624311452,-2.07581196510436,-2.10567548118244,-2.06076642842869,11.4300004734645,11.394595063732,11.4548482144815,11.3209786590106,11.4855185885435,0.986699126093841
2004,"Climate-Only",2111,-2.07973794922872,-2.08868457477306,-2.07188264046176,-2.09899125336907,-2.06082253267655,11.4759117531538,11.4478399493176,11.496340543847,11.3857590406481,11.523943344304,0.986888349588891
2004,"Fished",2111,-2.08984614247362,-2.09870215901277,-2.08161137036722,-2.10827680058859,-2.06899653520045,11.4546054366593,11.4293142353594,11.4756730044837,11.3633846022207,11.5056715948696,0.986704013532992
2005,"Climate-Only",2111,-2.08140485128032,-2.09016884493777,-2.07373462109929,-2.10066250127264,-2.06317731903489,11.4874996047079,11.4598499282571,11.5069016674948,11.400481357902,11.5340893801584,0.986791943617675
2005,"Fished",2111,-2.09146756260206,-2.09996713876649,-2.08333298386376,-2.10998862767009,-2.07118895270336,11.4657499898161,11.4400862818133,11.4863134965398,11.3778050634608,11.5160966878679,0.986620448296958
2006,"Climate-Only",2111,-2.0772484235777,-2.08669318633969,-2.06905830601182,-2.09692658638334,-2.0572978112834,11.4628102544612,11.4311505937885,11.4841562113318,11.3728637424925,11.5128097650065,0.986780010347955
2006,"Fished",2111,-2.08731187368111,-2.09613318060979,-2.07863424180451,-2.10636233807568,-2.06659352537469,11.4422994901493,11.4110860920543,11.4642862057221,11.348470073457,11.4945964357447,0.986657393901612
2007,"Climate-Only",2111,-2.08005048218777,-2.08911432882178,-2.07224161006576,-2.0992269424526,-2.06150954683564,11.4767329253383,11.4469545200826,11.4978479704148,11.3868748545937,11.5261714143842,0.98688241007405
2007,"Fished",2111,-2.09040586590981,-2.09907911766943,-2.08222997552339,-2.10896430688578,-2.07018564133977,11.4549337842493,11.4280526704416,11.4761344237179,11.3649449355354,11.5068941771121,0.986725487144738
2008,"Climate-Only",2111,-2.07665726864058,-2.08656190817134,-2.06792838760114,-2.09737480175181,-2.05514726059976,11.4569155297832,11.4221442070718,11.479874977279,11.3587951833342,11.5100669313753,0.986852727625363
2008,"Fished",2111,-2.08706370068195,-2.09629965668488,-2.07789056644872,-2.10690285095762,-2.0646092154195,11.4359437793946,11.4017497902562,11.4589949472518,11.3340004162352,11.4900906377053,0.986738555282272
2009,"Climate-Only",2111,-2.07987077723343,-2.08919161391231,-2.07166735767041,-2.09950954577631,-2.05989611820255,11.4742334083443,11.4444548966846,11.4950710115212,11.3814150592431,11.5234935156002,0.986882968947176
2009,"Fished",2111,-2.09012023859865,-2.09903528782436,-2.08166846512932,-2.1092825228575,-2.06914617257319,11.4522033786448,11.4246132692783,11.4735210439898,11.3594498704894,11.5038589888978,0.986731527472672
2010,"Climate-Only",2111,-2.08035742943752,-2.08946882888375,-2.07263993566378,-2.09972897979252,-2.06142348545158,11.4798845324559,11.4514695711857,11.49984252863,11.3920169164897,11.5267542759328,0.986797776977939
2010,"Fished",2111,-2.09046720018277,-2.09913414523644,-2.08242887426332,-2.10904921140957,-2.07002881412265,11.4582307908681,11.4318865086885,11.4786147693894,11.3685021913897,11.5077050129698,0.986644530066475
