"Year","Species","n","min_t","q05_t","q25_t","median_t","q75_t","q95_t","max_t","ObsBiomass_t"
1862,"medium divers",2111,6116.1500693477,167047.561111675,275496.140894039,407507.241232056,576081.853884876,800621.883446205,1223545.57660248,NA
1862,"large divers",2111,37.898631927404,6250.22466544215,10904.0341164729,18086.0300553351,34537.3083609635,150193.195393903,2076245.50894148,NA
1862,"minke whales",2111,0.347490910958367,8006.56916308618,14115.5501828969,25591.7596469949,53725.0915821426,14146100.4843069,149922951.854424,NA
1862,"orca",2111,5456.78147595165,7360.33286078384,8510.82874713817,8989.32132827485,9906.69253296683,16717.0212288641,249464.721716642,NA
1862,"sperm whales",2111,11569.059336066,15000.467625562,19989.3159523067,23425.7933108935,95405.0754410077,2304523.34296225,11497734.9277457,NA
1862,"baleen whales",2111,115591.190797579,179939.999635145,789681.006319759,795259.36706648,2927903.05390938,16761495.1284012,98095245.1497451,NA
1863,"mesozooplankton",2111,6.34417494707677e-133,9798023.25144713,13628882.3735349,18076931.6810166,21050720.8437942,25222203.5370616,29650569.4811346,NA
1863,"other krill",2111,61.5408035083355,1549944.16542423,5777669.79530089,12118637.3057624,31023993.38325,76425877.7674422,124128773.654417,NA
1863,"other macrozooplankton",2111,1533396.75227259,8594482.47340563,16141322.7476266,20092801.0233869,24179342.9819424,29861649.046186,39510012.8806446,NA
1863,"antarctic krill",2111,56948.4091679538,1622248.55852831,7604299.10951539,14317134.4708031,25082506.2358522,37265280.2370382,884730269.746994,NA
1863,"salps",2111,110023.869821779,480927.799650819,864949.428090963,1119099.73831845,1617353.11502194,2116981.72746656,2903563.19153779,NA
1863,"mesopelagic fishes",2111,6312.28910434613,505850.81483099,1351112.43138172,1861036.95094878,2714903.18496189,3667384.13065877,10105591.0490645,NA
1863,"bathypelagic fishes",2111,318457.852289036,1053970.63915236,1753972.36351912,2463622.05049332,3378962.20785304,4653564.67380176,14003201.6310646,NA
1863,"shelf and coastal fishes",2111,1538377.74224492,2902012.7455909,4242683.24346503,4964371.62687237,5603957.1335306,6308349.34566002,24047769.6655239,NA
1863,"flying birds",2111,3943.59620566107,5425.84744030428,5941.6833244408,6010.99101931985,6093.58016766608,6240.04235863166,6542.643084747,NA
1863,"small divers",2111,11066.2216288181,22185.9163267963,35080.331712224,37450.6743957152,40093.5019833109,42331.2567459311,47217.9909188001,NA
1863,"squids",2111,53456.0457272499,98523.7196714301,124608.746774129,143344.0504473,168331.193660331,303333.461726639,436019.05107971,NA
1863,"toothfishes",2111,1118.00156360633,205116.890237852,731205.334934205,1092949.6336845,1406060.9787837,1852855.8723064,4845602.50125835,NA
1863,"leopard seals",2111,3.30384458112817,1933.04348336115,2739.37553111108,3380.03790681362,3842.64090267873,4733.43427801769,16212.2675149422,NA
1863,"medium divers",2111,5179.8591352914,167239.906162059,275733.969039447,407423.609142413,575556.80952785,800203.714051934,1220498.06113098,NA
1863,"large divers",2111,28.7633209030693,6254.41258559723,10895.1666465088,18085.2504492464,34482.3923684732,149567.477062061,2064023.90696055,NA
1863,"minke whales",2111,0.171588462219858,8012.28561381698,14110.2954829143,25520.6309561019,53503.7398946519,14095835.0157254,149425127.40753,NA
1863,"orca",2111,5465.02857671961,7364.17144826306,8512.39516851393,8989.90810869361,9904.62453556577,16696.2437346443,248810.000254266,NA
1863,"sperm whales",2111,11575.6621786703,15005.1962884348,19985.3391853923,23413.6878012869,95263.0982151814,2300390.34742896,11476990.6479516,NA
1863,"baleen whales",2111,115673.538807596,179965.014430777,788925.476191557,794510.048536789,2924420.66366166,16740307.538414,97970035.3083771,NA
1864,"mesozooplankton",2111,5.31817731732078e-135,9071728.75625224,12997985.3265537,17538571.7429359,20618328.1646593,24906182.8938901,29215270.3320018,NA
1864,"other krill",2111,51.9890343969485,1512141.04290264,5456419.74533392,11521710.8325346,30101579.505363,73918926.1379974,121700835.064376,NA
1864,"other macrozooplankton",2111,1605408.89431435,8539098.89448014,15868354.6130452,19271279.5759266,23560617.524436,28722916.0433809,38905545.4465254,NA
1864,"antarctic krill",2111,57316.3101039307,1629198.60390897,7668762.45986773,14364727.1954403,24961889.3137936,37068087.3715852,841092635.253442,NA
1864,"salps",2111,112030.944754251,481811.845539386,868465.905761324,1119867.46864908,1624604.14004259,2120808.56102901,2914544.10892708,NA
1864,"mesopelagic fishes",2111,6525.12711311492,516686.157414539,1374920.29790349,1896151.60414148,2755934.39873657,3710232.21268546,10483943.732276,NA
1864,"bathypelagic fishes",2111,328583.74756638,1082843.8231534,1792890.02233718,2508580.17319971,3438928.23913437,4701137.05188013,14921960.3757938,NA
1864,"shelf and coastal fishes",2111,1553047.76867707,2918233.67813932,4249719.81632604,4972686.40525718,5611291.50856147,6316444.60297609,24046663.2978644,NA
1864,"flying birds",2111,3942.76445157989,5425.58482476951,5940.9115356619,6010.60151885324,6093.15114812707,6240.00553831809,6541.81943866241,NA
1864,"small divers",2111,11069.5799958353,22190.2097089944,35111.5220847255,37468.9355679908,40093.9106326975,42330.4551940693,47210.1584246409,NA
1864,"squids",2111,53825.6102159615,99150.0951011209,124806.6920754,143522.142103087,168570.883695058,303540.294997138,436123.752550281,NA
1864,"toothfishes",2111,1104.15500665494,206269.673693748,731296.415047996,1092955.97418953,1405942.71631964,1852483.30109559,4862826.86645545,NA
1864,"leopard seals",2111,2.45316510867763,1933.04322427545,2739.54706209358,3382.45457350687,3842.07216247377,4735.92347582687,16102.7430530759,NA
1864,"medium divers",2111,4378.89128010336,167502.447915635,275745.466570224,407242.678952533,575082.617740175,799529.817746938,1217483.25260376,NA
1864,"large divers",2111,21.6280174506435,6260.62109452203,10886.0000891363,18086.4234049021,34402.7057697845,148697.755883844,2051865.10660941,NA
1864,"minke whales",2111,0.0826122654669288,8020.13901760275,14102.1524551645,25496.5315766381,53287.6365649745,14045734.5778572,148928932.804904,NA
1864,"orca",2111,5472.84404086575,7367.57223661403,8513.86154531197,8990.326886713,9902.18110807887,16674.7590857461,248157.020336866,NA
1864,"sperm whales",2111,11581.6261790365,15009.2342570207,19980.9098441909,23401.2973680131,95121.2184628705,2296263.98148729,11456283.4341325,NA
1864,"baleen whales",2111,115750.216919498,179987.033367018,788170.205872727,793761.844857473,2920941.71834444,16719146.2075383,97844978.9217354,NA
1865,"mesozooplankton",2111,4.27489579620072e-137,7545834.64534293,11744666.3512535,16567498.7413616,19564399.4433246,23805940.8618412,27931295.2254075,NA
1865,"other krill",2111,38.3078414701692,1388331.65210254,4996309.19611714,10778513.1582174,29475510.1737239,73624888.0209702,121456475.415597,NA
1865,"other macrozooplankton",2111,1540661.39985629,7831086.17387312,14658334.5171686,17780816.5483453,21834012.7863537,26804803.4124551,36996606.5136169,NA
1865,"antarctic krill",2111,55442.1768230732,1576029.79831986,7396851.5168679,13930826.5590326,24530610.0540642,36568942.8385622,773234235.850602,NA
1865,"salps",2111,110728.100622533,470274.830133738,847586.71146106,1095403.83054388,1605863.83281052,2108490.48600999,2911270.95969506,NA
1865,"mesopelagic fishes",2111,6431.40840411886,509932.007456399,1368831.42575559,1882610.55257886,2757762.43210826,3718456.05938611,10692475.9893377,NA
1865,"bathypelagic fishes",2111,331414.391271414,1073322.18924228,1790006.77013355,2516191.41279892,3451197.8121421,4712470.53017505,15601386.420494,NA
1865,"shelf and coastal fishes",2111,1554164.5866097,2921013.99612745,4257306.44103638,4979275.79952799,5618137.59129804,6328739.21138002,24071179.9444341,NA
1865,"flying birds",2111,3940.89087545271,5424.64075036962,5939.12351160822,6008.93688519147,6091.37258212305,6239.37504734788,6540.84944554777,NA
1865,"small divers",2111,11037.3322013532,22155.7731504099,35092.2442708544,37414.4854308842,40080.0427253738,42324.388625006,47198.3747364487,NA
1865,"squids",2111,54306.3187001388,99684.1797501528,125101.778348887,143872.797817477,168957.37759973,303817.949472399,436216.864973953,NA
1865,"toothfishes",2111,1082.59108610289,206674.787392598,731336.013800991,1093175.2341003,1405877.71929276,1852788.80983567,4880137.61645606,NA
1865,"leopard seals",2111,1.79387158888108,1934.1568083867,2738.99483913986,3385.77384110773,3842.54012817028,4737.22799179222,15994.3336639594,NA
1865,"medium divers",2111,3672.2567744294,167769.579904681,275925.880572289,407343.838039423,574619.354666663,798883.699897636,1214486.92314533,NA
1865,"large divers",2111,15.9987556070538,6267.15659918539,10877.5475724281,18080.2295472966,34194.1127353782,147793.832635108,2039766.06138635,NA
1865,"minke whales",2111,0.0381453098898556,8016.82884122671,14104.7776657296,25486.6310377026,53071.935281116,13995797.5851714,148434361.377021,NA
1865,"orca",2111,5480.54086821501,7370.8702406731,8515.38307866989,8990.71141130077,9899.67778174571,16653.189136324,247505.807505923,NA
1865,"sperm whales",2111,11587.3386812797,15013.0529343007,19976.3779991393,23390.9076048707,94979.5058311317,2292144.7372067,11435613.4961274,NA
1865,"baleen whales",2111,115820.77569037,180005.702119606,787415.19294727,793014.610666519,2917466.1654059,16698010.8977117,97720075.0774168,NA
1866,"mesozooplankton",2111,3.73135073511335e-139,8636088.54165587,12411378.2843926,17073174.137745,20257953.6878903,24733517.8049564,29146986.983718,NA
1866,"other krill",2111,27.7548115688392,1342373.72613566,5077287.78321807,11166742.9874793,30139547.4332031,76333355.0510662,123770236.435739,NA
1866,"other macrozooplankton",2111,1505042.24088138,7543273.32968272,14553095.4699006,18146537.7321211,22131082.8100595,27780326.2725424,37701632.6634538,NA
1866,"antarctic krill",2111,54224.0327783458,1548964.21841608,7282069.16322815,13776937.2986854,24413058.0926441,36436704.2266097,720892123.237909,NA
1866,"salps",2111,109828.362175886,465362.688657638,841651.263341701,1090756.43020502,1599957.41618312,2104973.29567227,2908824.84176702,NA
1866,"mesopelagic fishes",2111,6261.30764892513,509616.293059923,1363094.61734613,1871918.1437079,2751279.73396024,3701619.35259978,10726321.567698,NA
1866,"bathypelagic fishes",2111,329895.945850046,1069608.66987248,1788110.55920457,2511991.17356342,3452402.83878315,4710336.11741625,15998466.2621473,NA
1866,"shelf and coastal fishes",2111,1562164.78426649,2927289.41264618,4263854.2867835,4985771.61420433,5625192.58310954,6334306.08885029,24106229.5146439,NA
1866,"flying birds",2111,3942.12596224601,5425.83041814978,5940.98379436962,6010.58027219063,6092.9141791206,6239.4469784802,6540.21376100647,NA
1866,"small divers",2111,11045.4774066927,22166.5222767162,35102.9577675789,37418.5498313307,40081.336785796,42323.1566365543,47188.2579218323,NA
1866,"squids",2111,54608.2640109403,100074.317071119,125544.928099977,144036.014238189,169211.444278934,303974.541685427,436444.138989785,NA
1866,"toothfishes",2111,1063.94830018078,207133.173320188,731792.53251238,1093205.34524014,1405956.45139209,1852713.92312606,4897549.71821353,NA
1866,"leopard seals",2111,1.28086589651872,1936.13621183919,2741.23463308017,3386.40819835629,3843.12601850037,4734.80945052206,15887.1409631475,NA
1866,"medium divers",2111,3042.10426176127,167139.37289566,276150.365669634,407292.104521916,574116.525738698,798726.284555484,1211490.44519349,NA
1866,"large divers",2111,11.5843322581439,6276.11825070879,10876.5741128883,18080.8921748249,34073.3098856511,146890.980490472,2027726.86787618,NA
1866,"minke whales",2111,0.0164187265279608,8013.91191829784,14115.5838407044,25489.9051435983,52855.3317249965,13946027.2173397,147941437.416352,NA
1866,"orca",2111,5488.59535600679,7374.54128604795,8516.98513159703,8991.25240325825,9897.54787555016,16632.3486803001,246856.409375793,NA
1866,"sperm whales",2111,11594.148109597,15017.7040342023,19972.3217140257,23380.7517190007,94838.2916828794,2288034.13372057,11414981.4468746,NA
1866,"baleen whales",2111,115902.320026723,180033.284102603,786662.385777586,792268.232276147,2913996.89251239,16676904.2218506,97595344.3202114,NA
1867,"mesozooplankton",2111,3.3593677877663e-141,6594917.31471519,11066223.1425328,16096845.3661879,19317074.677911,23751324.6905088,28006063.3070137,NA
1867,"other krill",2111,19.793643404813,1218241.30778381,4786328.62933238,10822405.2851573,30291760.1329939,76769289.738684,126449295.479398,NA
1867,"other macrozooplankton",2111,1405769.14214333,7257582.64856738,14229759.1676267,17849660.9045855,21637322.2984537,26857290.7344783,37404407.0962308,NA
1867,"antarctic krill",2111,51397.0009534544,1481600.99630501,7043300.27674937,13476033.5324054,24421219.8864401,36489123.856573,661202408.789282,NA
1867,"salps",2111,105869.340404033,447705.56086868,820985.118288259,1071512.58850383,1587715.67232461,2101443.037731,2905892.3631731,NA
1867,"mesopelagic fishes",2111,5962.45944898653,498156.240139286,1344407.99497053,1855355.69255736,2735815.56713864,3687548.41585229,10606270.4567383,NA
1867,"bathypelagic fishes",2111,324545.62084098,1062478.50981617,1778597.71231828,2493674.32394669,3443477.58899374,4702960.94922476,16114056.9789916,NA
1867,"shelf and coastal fishes",2111,1573160.87737699,2933905.88716233,4270507.11379959,4992187.75217901,5632677.57089728,6339425.37398692,24143436.011102,NA
1867,"flying birds",2111,3940.1070761991,5424.98332252104,5938.94606422569,6008.31282018356,6090.27286968534,6237.95963589245,6539.2078700447,NA
1867,"small divers",2111,11010.3433186424,22108.6532901255,35021.3467936443,37341.4558077013,40063.8051396694,42316.5403619796,47178.0263037319,NA
1867,"squids",2111,55373.2793672147,100556.169351009,126111.667337853,144583.493131782,169992.58472779,304371.388684762,436752.876632994,NA
1867,"toothfishes",2111,1039.48100833731,207376.989296356,732593.147486486,1092895.32310515,1405899.38323886,1852557.28303044,4914982.37969023,NA
1867,"leopard seals",2111,0.917873902514256,1937.57213811726,2742.09943856239,3387.61707357259,3843.92459808754,4731.91664713137,15781.0608054952,NA
1867,"medium divers",2111,2533.31791422776,167520.040380709,276505.845519891,407375.635834508,573688.497026564,798559.917265472,1208534.34143616,NA
1867,"large divers",2111,8.39303288689199,6285.97138501584,10875.557215867,18082.9368349209,34020.3470605968,146002.597196222,2015748.26756305,NA
1867,"minke whales",2111,0.00714029344784306,8011.22441607201,14118.0680853495,25487.8756649213,52687.4335104806,13896418.8252898,147450116.178956,NA
1867,"orca",2111,5495.93051813371,7377.4935532675,8518.1427732828,8991.31432421642,9894.44966583349,16610.4077885241,246208.691088299,NA
1867,"sperm whales",2111,11599.3954084259,15021.0165278825,19967.526567362,23370.5923807429,94696.9172093583,2283929.34833672,11394385.8079133,NA
1867,"baleen whales",2111,115971.5911343,180060.138457836,785909.118541779,791523.007499177,2910529.96900408,16655822.7662803,97470758.5668606,NA
1868,"mesozooplankton",2111,3.11294855409939e-143,9045533.04799351,12761872.5313713,17419934.4823606,20556507.4476351,24977207.649424,29485778.4430646,NA
1868,"other krill",2111,16.0568696430889,1264408.22006448,5110402.13401929,11333698.9526263,30951702.7201419,79971858.7162405,129012702.577833,NA
1868,"other macrozooplankton",2111,1382918.63668252,7469346.46075551,14677021.9676884,18347240.3421897,22373424.3778424,28052178.0349666,37768578.1063863,NA
1868,"antarctic krill",2111,50646.6749438644,1481868.63862189,7071246.11767421,13542297.0034229,24465752.1908351,36719795.57523,651970164.858622,NA
1868,"salps",2111,105099.181189433,451666.722603745,828926.329439818,1082804.53818157,1591115.40720069,2103261.2742739,2900603.9906398,NA
1868,"mesopelagic fishes",2111,5729.3237324118,495718.804706672,1339742.07771339,1843607.92241647,2721341.68556476,3670035.23418336,10363164.8212707,NA
1868,"bathypelagic fishes",2111,317621.841244359,1056002.24853297,1766705.93582975,2480190.14597991,3424147.3410964,4677364.15913851,15954189.5194289,NA
1868,"shelf and coastal fishes",2111,1574445.05540896,2935291.3547498,4270507.19142695,4993234.3327715,5632626.00435441,6339313.98571436,24149098.5475938,NA
1868,"flying birds",2111,3942.02065918654,5426.3487915492,5941.53427783576,6010.32038257545,6093.00128751932,6238.9296298057,6538.55699931992,NA
1868,"small divers",2111,11019.5074013345,22129.0835193199,35038.3051251236,37359.9597536239,40077.6709200953,42323.955164092,47166.6675091786,NA
1868,"squids",2111,55293.8397668281,100713.569433725,126244.534996878,144581.308222407,169962.143088302,304259.495300662,436954.340471117,NA
