"w","dw","n_mean","n_median","n_q05","n_q25","n_q75","n_q95","n_density_mean","n_density_median","n_density_q05","n_density_q95","biomass_mean","biomass_median","biomass_q05","biomass_q95","biomass_density_mean","biomass_density_median","biomass_density_q05","biomass_density_q95","n_sims","period","scenario"
0.000127055212400501,5.52032961485229e-05,8753513.60186396,8591689.77302904,5284698.55679267,6929420.49777748,10650761.3342653,12483732.8199856,158568676376.006,155637260317.09,95731576291.6465,226141076547.286,1112.1795299355,1091.61896899142,671.448497605915,1586.12332499438,20146976.8570198,19774525.1670199,12163195.7591699,28732402.5131935,2112,"peak_whaling","fished"
0.000182258508549024,7.91881752265693e-05,4792470.46452301,4830905.47715376,2847573.38295918,3896579.68817728,5826861.06270919,6444691.38641802,60520026516.7247,61005389546.2525,35959578242.7344,81384516917.8199,873.468519129214,880.473627207357,518.99447776204,1174.59984014729,11030289.7702856,11118751.3121522,6553939.09857272,14833020.6724247,2112,"peak_whaling","fished"
0.000261446683775594,0.00011359407015919,2532872.80874254,2620498.63855338,1468162.3499824,2077990.24874695,3049079.3718456,3441928.54238871,22297579488.0225,23068973889.9314,12924639005.5831,30300248398.2238,662.211196271111,685.120678888239,383.846177647082,899.88080320009,5829628.21336619,6031306.72162831,3379104.00700638,7921899.46129235,2112,"peak_whaling","fished"
0.000375040753934783,0.000162948732413795,1288628.45352392,1351743.41839432,624911.384842762,964449.33710525,1587717.55167999,1890823.74532086,7908183355.8027,8295513554.29806,3835018386.37107,11603795361.3488,483.288186751425,506.958870760988,234.367236913859,709.135963002925,2965891.04801475,3111155.65768016,1438288.18697836,4351896.16082519,2112,"peak_whaling","fished"
0.000537989486348578,0.000233747143297641,629324.518127167,597689.499254447,240280.780759238,403492.028757382,869775.5445159,1042066.87753205,2692330307.22355,2556991674.09024,1027951731.81337,4458094600.98998,338.569974253801,321.550666699839,129.268533820097,560.621024184332,1448445.39906391,1375634.6373414,553027.224189404,2398408.02447997,2112,"peak_whaling","fished"
0.000771736629646219,0.000335306241358541,293586.6860811,248608.491892817,79578.2550562411,152939.479618743,446045.821589353,565671.013630958,875577755.104087,741437113.98137,237330073.946189,1687027987.72567,226.571599625231,191.860279634792,61.4134543502307,436.549041548116,675715.425717231,572194.179438602,183156.31138092,1301941.29336625,2112,"peak_whaling","fished"
0.00110704287100476,0.000480991014084091,129445.480715523,92227.5454741014,24320.7130772699,53421.6055153853,205905.405433717,300197.176843701,269122451.20008,191744840.908769,50563757.6693228,624122214.456209,143.301696609904,102.099846727371,26.9240720299438,332.331144520574,297930.091028374,212269.759179994,55976.2474590361,690930.04814945,2112,"peak_whaling","fished"
0.00158803388508885,0.000689973305275457,52713.7358772917,29304.2098218335,7362.04762943457,16413.1121663082,83335.5504733697,148600.580079493,76399674.4138484,42471512.4451581,10670047.0484078,215371491.829191,83.7111987827631,46.536078172825,11.6911810991801,235.982756510095,121325.271778947,67446.2009138839,16944.3962683639,342017.226906893,2112,"peak_whaling","fished"
0.00227800719036431,0.000989754793858809,18778.4981670098,8089.2967255308,2563.82061839451,4847.77090140187,27407.2870167603,63450.7996519082,18972879.2257698,8173031.11409305,2590359.38426608,64107595.1797406,42.7775538486914,18.4274761057496,5.84040180350696,144.541377841412,43220.3552982171,18618.2236449752,5900.8573029858,146037.562776413,2112,"peak_whaling","fished"
0.00326776198422312,0.00141978616343049,4893.16842086163,2162.29886542574,956.724374665487,1585.76061891493,5911.33294323504,17561.0124164351,3446412.24636163,1522975.02336633,673851.034266914,12368772.7551903,15.9897097480927,7.065878030967,3.12634754091151,57.3852087788968,11262.0549206215,4976.7198842778,2201.98479280685,40418.2054009054,2112,"peak_whaling","fished"
0.0046875481476536,0.00203665873848369,682.817553780269,679.251916717297,287.791898391053,490.782772461823,875.507674180402,1103.81686353093,335263.606454086,333512.877676801,141305.901157165,541974.383176603,3.20074015940806,3.18402606399832,1.34903838021269,5.17419469399324,1571.56429740952,1563.35767197251,662.378215221793,2540.53101593519,2112,"peak_whaling","fished"
0.00672420688613729,0.00292155179694075,450.650970664152,444.467564965657,197.891322240399,324.618582961626,566.02165944671,731.52547408417,154250.549703087,152134.069788211,67735.0038591195,250389.356385936,3.03027036018435,2.98869186100674,1.33066219171571,4.91892863022162,1037.21260850396,1022.98095968598,455.464179382027,1683.6698344258,2112,"peak_whaling","fished"
0.00964575868307804,0.00419091561140109,312.605871478941,306.356567165476,139.64089293399,227.857259483303,381.759127522155,521.572916546083,74591.3066415651,73100.1517501461,33319.9009195285,124453.21378631,3.01532079919917,2.95504151785437,1.3469423555308,5.03096648863272,719.489743720013,705.106423478294,321.395723613842,1200.44566751626,2112,"peak_whaling","fished"
0.0138366742944791,0.00601179608736596,225.161601025353,220.168724114341,103.722045099347,164.244222978846,269.511264676893,389.836652801536,37453.2997715174,36622.7864210222,17253.0876949276,64845.2886851559,3.11548773701126,3.04640292540117,1.43516815519695,5.39404279286481,518.229110191976,506.737567463958,238.725355008799,897.243139067975,2112,"peak_whaling","fished"
0.0198484703818451,0.00862381769218825,154.018648773005,148.158597455503,69.8909920382684,111.664603325992,180.597793009682,280.062503613875,17859.6828307862,17180.1634431245,8104.41437109438,32475.4666216524,3.05703458842279,2.94072153341127,1.38722928542934,5.55881230804539,354.487385696007,340.999965256115,160.860228606866,644.588337376467,2112,"peak_whaling","fished"
0.0284722880740333,0.0123707175871103,106.323956810948,100.840110520222,45.8741345452535,75.2257683473442,124.789838368539,203.452512316181,8594.80915817954,8151.51666102967,3708.28403625123,16446.2983560605,3.0272863274924,2.87114867614913,1.30614157391942,5.79275854005211,244.713882293028,232.092330613119,105.583331340484,468.263744545254,2112,"peak_whaling","fished"
0.0408430056611436,0.0177455807952277,74.3632559218494,69.3796246406787,30.5167630251665,50.5539433157986,87.1814052795523,149.927291129391,4190.5225182513,3909.68463874324,1719.68240303374,8448.71142057581,3.03721888259717,2.83367240196726,1.24639632499665,6.12348120035764,171.153534936088,159.683271833477,70.2369981224761,345.070768379947,2112,"peak_whaling","fished"
0.0585885864563713,0.0254557292689366,52.5631346818068,47.4551443919776,20.3316582848412,34.1953962271771,61.8809689040327,112.025490971117,2064.88425951124,1864.22254458397,798.706572891302,4400.79676317976,3.07959976072293,2.78032983000896,1.19120311922282,6.56341516307871,120.978649960775,109.222163727274,46.7950890991141,257.836461636477,2112,"peak_whaling","fished"
0.0840443157253079,0.0365158041368622,37.4344540760279,32.0192089709704,13.6291375945315,23.0754028826147,44.644896883121,84.0290804117354,1025.15759849414,876.858930751232,373.239421031209,2301.17020281936,3.14615307737023,2.69103250803085,1.14545154305847,7.06216656423118,86.1586688760397,73.6950088226125,31.368651742278,193.400275063422,2112,"peak_whaling","fished"
0.12056011986217,0.0523812905799883,26.7808705605629,21.5675934715078,9.15138530417811,15.3976988300963,32.4999916176335,64.3872561149378,511.267864232316,411.742307848891,174.707136896591,1229.20331671889,3.22870496479473,2.60019165406354,1.10329210917662,7.76253531481315,61.6385149935237,49.6397019865889,21.0627133650295,148.192899198607,2112,"peak_whaling","fished"
0.172941410442158,0.0751400569611266,19.2009596978115,13.8960403401041,6.01933074786058,9.94602936750496,24.1046688861354,50.1964283001355,255.535602105612,184.935185067708,80.1081472559257,668.03819866818,3.32064105198256,2.40320081597873,1.04099154945286,8.6810411093841,44.1926874463308,31.9829517459911,13.8540159743479,115.531468306914,2112,"peak_whaling","fished"
0.248081467403285,0.10778711439917,13.8013059542005,9.05057377201372,3.80651958083363,6.08489768229652,18.1091366274628,39.6590033958139,128.042262112055,83.9671218815319,35.3151636172102,367.938260680623,3.42384823319976,2.24527962220285,0.944326963312545,9.83866375818537,31.7649122743945,20.8306868100009,8.7610376117446,91.2786636234613,2112,"peak_whaling","fished"
0.355868581802455,0.154618754634566,9.22902872060579,5.15094621598294,2.16107754884601,3.28311611045343,12.0119868736764,29.8935884959941,59.6889345177962,33.3138514028066,13.976813834477,193.337403128399,3.28432136221611,1.83305992482257,0.769059602472954,10.6381889430556,21.2414164761477,11.8553530530945,4.97390891739227,68.802707460673,2112,"peak_whaling","fished"
0.510487336437021,0.221797933992453,1.4928875999816,1.50975853822759,0.631758524827751,1.23520994556926,1.74088480614266,2.16239059471356,6.73084538304311,6.80690983478215,2.84835171119875,9.74937212348938,0.762100214514465,0.770712614842852,0.3225047266107,1.10387301503179,3.4360113315591,3.4748412709249,1.45404747828568,4.97693100725343,2112,"peak_whaling","fished"
0.732285270429473,0.318165306916286,0.815211262770391,0.796408996169219,0.318475291461352,0.630989794863385,0.970379720798292,1.31509813310998,2.56222550054738,2.50312959602087,1.00097428769991,4.13338005282897,0.596967200014968,0.583198577132242,0.233214764932882,0.963026992045739,1.87627999356963,1.83300493314216,0.732998726961278,3.02681332977365,2112,"peak_whaling","fished"
1.05045057734576,0.456402639569127,0.345353520240062,0.300758406415101,0.134630881420927,0.238084711215363,0.419898124812689,0.622415056848733,0.756686071242045,0.658976045140835,0.294982696743445,1.36374114189246,0.362776804724564,0.315931841660334,0.141423087117182,0.653816255815446,0.794861320405702,0.692221767075216,0.309864744101161,1.4325426698511,2112,"peak_whaling","fished"
1.50685321691489,0.654701706558075,0.0759550234523852,0.0671659773300562,0.0106725269049259,0.0438765161464169,0.0888210050157502,0.123172263562455,0.116014702102579,0.102590197424662,0.0163013580047529,0.188134935847352,0.114453071430072,0.101209269007028,0.0160819314992982,0.185602521583774,0.174817127072694,0.154588369013286,0.0245637537495432,0.283491733295658,2112,"peak_whaling","fished"
2.16155492347296,0.939158294471553,0.0599796534781928,0.0514333516197377,0.00711712152480188,0.0312523597653061,0.0752417844258436,0.106095186807579,0.0638653290198989,0.0547653701431432,0.00757819162828834,0.112968375440135,0.12964931528399,0.11117601442436,0.0153840490728909,0.229330573400706,0.138048416382183,0.11837835546873,0.0163806774251483,0.244187348129366,2112,"peak_whaling","fished"
3.10071321794452,1.34720635862047,0.0498814099164706,0.0395490299953135,0.00437410621120506,0.0204086416916562,0.0701613933061795,0.103215955238307,0.0370258124134365,0.0293563266995053,0.0032467974807394,0.0766148070619257,0.154667947057709,0.122630200063353,0.0135628489457767,0.320043076710188,0.114806425955477,0.0910255502274535,0.0100673878645176,0.237560544947182,2112,"peak_whaling","fished"
4.44791957656499,1.93254426159191,0.0415760458365288,0.0268568854861332,0.00182574125676069,0.0100224708438549,0.0677288413564811,0.107663857758129,0.0215136318804316,0.0138971644892678,0.000944734510378955,0.0557109401827841,0.18492690819246,0.119457266719336,0.00812075027768824,0.478880180610892,0.0956909044039845,0.0618134699905579,0.0042021031233711,0.247797781467847,2112,"peak_whaling","fished"
6.38046383815689,2.77220137740155,0.000158583166273185,0.000154756058808258,0.000117912905893952,0.000140860605776983,0.000173393261295681,0.000208736430602435,5.72047786881302e-05,5.58242485808569e-05,4.25340333697094e-05,7.52962725954954e-05,0.00101183415774648,0.000987415436961772,0.000752339032108356,0.00133183524716478,0.000364993021789383,0.000356184599362439,0.000271386861806389,0.000480425144443562,2112,"peak_whaling","fished"
9.15266521555844,3.97667501314384,0.000131339214161211,0.000130723134487982,9.06166034635169e-05,0.000117242855469512,0.000144196000143165,0.000172320113499413,3.30273944255198e-05,3.28724711111448e-05,2.27870276459625e-05,4.33327121099549e-05,0.00120210385689209,0.00119646508589692,0.000829383434472584,0.00157718830876716,0.000302288684118984,0.000300870722888424,0.00020856203530117,0.000396609806824593,2112,"peak_whaling","fished"
13.1293402287023,5.70447164808255,0.000117021181749927,0.000118647088915185,7.13605057557041e-05,0.000102679562697247,0.000131648482486982,0.000157260682943167,2.05139387079366e-05,2.07989619783747e-05,1.2509573218703e-05,2.75679664384041e-05,0.0015364109091596,0.00155775799751256,0.000936916358958907,0.00206472901095892,0.000269334480727244,0.000273076648217924,0.000164242442904214,0.000361949210783253,2112,"peak_whaling","fished"
18.8338118767848,8.18296609006824,0.0001163860940266,0.000118754873060324,4.82698326561575e-05,9.30501710038999e-05,0.000142768869133683,0.000170528812667621,1.42229715662465e-05,1.45124483901331e-05,5.89881860988562e-06,2.08394866593171e-05,0.00219199379997078,0.00223660693866961,0.000909104947569955,0.00321170757735346,0.000267872770807547,0.000273324722851315,0.000111097239993863,0.000392486971350346,2112,"peak_whaling","fished"
27.0167779668531,11.7383235752805,0.00010855374529928,8.29303623790867e-05,2.35868134964059e-05,5.54521368257308e-05,0.000164179954985899,0.000234326021439812,9.24780652050526e-06,7.06492386644785e-06,2.00938518563902e-06,1.99624776005727e-05,0.00293277243422096,0.00224051118710645,0.000637239703177972,0.00633073409309545,0.000249845935444907,0.000190871479452543,5.42871134102933e-05,0.000539321825002951,2112,"peak_whaling","fished"
38.7551015421336,16.838422503696,8.23929537083845e-06,7.72835194772076e-06,6.21011192142171e-06,6.96327461152835e-06,8.70455124682917e-06,1.20656578034611e-05,4.89315158176483e-07,4.58971257314894e-07,3.68806039880435e-07,7.16555116776096e-07,0.000319314728732475,0.000299513064487264,0.000240673518102713,0.000467605793345772,1.89634586412347e-05,1.77874776821594e-05,1.42931155249184e-05,2.7770166311193e-05,2112,"peak_whaling","fished"
55.5935240458296,24.1544263620455,6.40160243992429e-06,6.16105307246917e-06,5.01561708460586e-06,5.59224273380693e-06,6.80031367520644e-06,8.68046538378379e-06,2.650281295847e-07,2.55069318563914e-07,2.07647948637979e-07,3.59373692162015e-07,0.000355887639175772,0.000342514652131947,0.000278835828997709,0.000482577661042375,1.47338476948883e-05,1.41802022949363e-05,1.15438812256727e-05,1.99788499966475e-05,2112,"peak_whaling","fished"
79.747950407875,34.6491075842416,5.69536396254765e-06,5.5786133107302e-06,4.61732358753114e-06,5.11859316327846e-06,6.0969386992029e-06,7.05682265371126e-06,1.64372601767611e-07,1.61003087804413e-07,1.33259524110546e-07,2.03665350876763e-07,0.000454193602840048,0.000444882977648824,0.000368222092475545,0.000562767143025335,1.31083780941768e-05,1.28396662617411e-05,1.06271739201448e-05,1.62418943015225e-05,2112,"peak_whaling","fished"
114.397057992117,49.7035466042292,4.45025642760076e-06,4.41247476501462e-06,3.42805226063501e-06,4.10034791989673e-06,4.74629145861614e-06,5.41653126827563e-06,8.95359935385796e-08,8.87758533641374e-08,6.89699728659469e-08,1.08976755952758e-07,0.000509096242628034,0.000504774131582129,0.00039215909325987,0.00061963524161304,1.02426542452147e-05,1.01556964455969e-05,7.88996198566044e-06,1.24666202705204e-05,2112,"peak_whaling","fished"
164.100604596346,71.2988794598087,3.42116843949451e-06,3.45549722868802e-06,2.06840524021516e-06,3.02063572034433e-06,3.80907553478749e-06,4.57273740542869e-06,4.79834811628846e-08,4.84649584238682e-08,2.90103470894115e-08,6.41347723845556e-08,0.000561415809346985,0.000567049184408701,0.000339426550469558,0.000750388972891174,7.87411826946673e-06,7.95312897909354e-06,4.76061549692226e-06,1.05245549239546e-05,2112,"peak_whaling","fished"
235.399484056154,102.277011592404,2.87209458741012e-06,2.63907884728457e-06,1.08820866332018e-06,2.07394644779491e-06,3.67796715501805e-06,4.94427891561878e-06,2.80815262657071e-08,2.58032455797777e-08,1.06398167718953e-08,4.83420354059895e-08,0.000676089584036815,0.000621237799034298,0.000256163757891008,0.00116388070576638,6.61037679445681e-06,6.07407069645393e-06,2.50460737855616e-06,1.13796901927943e-05,2112,"peak_whaling","fished"
337.676495648558,146.71460729154,7.26495542089856e-07,7.16200007992697e-07,3.12994013172251e-07,5.50662717967823e-07,8.89686419309836e-07,1.12680809283238e-06,4.95176012464948e-09,4.88158623885023e-09,2.13335276527914e-09,7.68027201676839e-09,0.000245320468757202,0.000241843908882443,0.000105690721526984,0.000380496608056072,1.6720930061839e-06,1.64839693434117e-06,7.20383085761622e-07,2.59344734025003e-06,2112,"peak_whaling","fished"
484.391102940098,210.45957109593,3.6475762145887e-07,3.36817884093329e-07,1.17055241998906e-07,2.22448136293264e-07,4.78360976124263e-07,6.92764380383253e-07,1.73314817453756e-09,1.60039233349859e-09,5.56188732065555e-10,3.29167439036299e-09,0.000176685346564269,0.000163151586365918,5.67005177767702e-05,0.000335568902291457,8.39521555822868e-07,7.75215807560261e-07,2.69412873368089e-07,1.5944577884676e-06,2112,"peak_whaling","fished"
694.850674036028,301.900621100849,1.32328444019387e-07,1.14055574292082e-07,4.71996431458815e-08,7.9866587534694e-08,1.6811404994765e-07,2.71490211680424e-07,4.38317892612692e-10,3.77791784184447e-10,1.56341656316482e-10,8.99270132967809e-10,9.19485085210099e-05,7.92515926744198e-05,3.27967038541758e-05,0.000188645156580327,3.04565483123981e-07,2.62508875885837e-07,1.08634105271417e-07,6.24858458033151e-07,2112,"peak_whaling","fished"
996.751295136877,433.071228580683,3.67177672505747e-08,3.71746862607375e-08,2.5414280391518e-08,3.25213741502948e-08,4.10623455556241e-08,4.52370447211768e-08,8.47845916038129e-11,8.58396582533806e-11,5.86838347003771e-11,1.04456361299811e-10,3.65984820615448e-05,3.70539166766972e-05,2.53317168952173e-05,4.50900829139978e-05,8.45091514887517e-08,8.5560790538164e-08,5.84931882411993e-08,1.04117013410872e-07,2112,"peak_whaling","fished"
1429.82252371756,621.233200317702,3.40062383132399e-08,3.43539169991394e-08,2.32843732785026e-08,3.00470279870198e-08,3.82866745530386e-08,4.20776098965693e-08,5.47398920338593e-11,5.529955092801e-11,3.74808900531956e-11,6.77323907914943e-11,4.86228854871775e-05,4.91200043032931e-05,3.32925213642504e-05,6.01635143743156e-05,7.82683305758795e-08,7.90685434683349e-08,5.35910208070406e-08,9.68452979389184e-08,2112,"peak_whaling","fished"
2051.05572403526,891.14830011173,3.91088431510928e-08,3.97113268416322e-08,2.49935662109164e-08,3.41007435324859e-08,4.47201368427913e-08,4.96124301330855e-08,4.388589771892e-11,4.45619733961826e-11,2.80464724084452e-11,5.56724735118333e-11,8.02144166054462e-05,8.1450144227565e-05,5.12631970409545e-05,0.000101757858807765,9.00124217208169e-08,9.13990906085473e-08,5.75248777723385e-08,1.14187345467647e-07,2112,"peak_whaling","fished"
2942.20402414699,1278.33685061567,3.01239712010947e-08,3.02285716464249e-08,1.64397215600991e-08,2.55659310599113e-08,3.54120960994605e-08,4.08012528170996e-08,2.35649713036016e-11,2.36467967201808e-11,1.28602422375459e-11,3.19174502381348e-11,8.8630869291149e-05,8.8938625142327e-05,4.83690149299796e-05,0.000120045610228709,6.9332953398365e-08,6.95737004683018e-08,3.78374564628127e-08,9.39076505311515e-08,2112,"peak_whaling","fished"
4220.54087476266,1833.75214140801,5.79607259768179e-11,5.82983154775621e-11,5.05001597088064e-11,5.61395480606174e-11,6.03411096536982e-11,6.30028644672203e-11,3.1607720949852e-14,3.1791818622117e-14,2.7539250571798e-14,3.435735018084e-14,2.44625613116078e-07,2.4605042340286e-07,2.1313798823306e-07,2.65906164711035e-07,1.33401678226942e-10,1.34178669977686e-10,1.16230532698605e-10,1.4500660078677e-10,2112,"peak_whaling","fished"
6054.29301617067,2630.48578666801,1.23677105317687e-10,1.27001222013457e-10,7.09993739032133e-11,1.18371337147821e-10,1.37351706341884e-10,1.45985504851414e-10,4.70168308623886e-14,4.82805201446564e-14,2.69909741626649e-14,5.54975455831416e-14,7.48777434985077e-07,7.68902611481215e-07,4.29851013574715e-07,8.83839022484064e-07,2.84653670732637e-10,2.92304415928881e-10,1.63411266372665e-10,3.35998402638628e-10,2112,"peak_whaling","fished"
8684.77880283868,3773.38644499111,9.05471014036755e-12,9.17297227183801e-12,6.06438263071847e-12,8.40426617537661e-12,9.87765552779864e-12,1.11742921948056e-11,2.39962438842886e-15,2.43096550156278e-15,1.60714592028296e-15,2.96134317481281e-15,7.86381546929125e-08,7.96652351454857e-08,5.26678217235668e-08,9.70462559901732e-08,2.08402070234017e-11,2.11123976584045e-11,1.39577068215421e-11,2.57186104325453e-11,2112,"peak_whaling","fished"
12458.1652478298,5412.8577068946,8.2113613290636e-12,8.26948720193960e-12,5.89993273640411e-12,7.59280880898232e-12,8.83749699190801e-12,1.01966190275311e-11,1.51701038041411e-15,1.52774886201172e-15,1.08998482056698e-15,1.88377740182292e-15,1.02298496347114e-07,1.03022638076577e-07,7.3502336981203e-08,1.27031164814148e-07,1.88991660018721e-11,1.9032947780126e-11,1.35792110122496e-11,2.34684101620374e-11,2112,"peak_whaling","fished"
17871.0229547244,7764.65092622054,1.13898240895332e-11,1.12937054865242e-11,8.76157639777822e-12,1.0487376594958e-11,1.21008203250562e-11,1.48409860379707e-11,1.46688166638255e-15,1.45450266777432e-15,1.12839282551533e-15,1.91135263890022e-15,2.0354780775432e-07,2.0183006999357e-07,1.56578332924266e-07,2.65223602155318e-07,2.62146759317868e-11,2.59934505635028e-11,2.01655340867308e-11,3.41578268843588e-11,2112,"peak_whaling","fished"
25635.6738809449,11138.2576950552,2.33072888902432e-11,2.09390626450571e-11,1.44362776260003e-11,1.78706245854335e-11,2.52321201406563e-11,4.7025959897009e-11,2.09254351338904e-15,1.8799226250936e-15,1.29609836845571e-15,4.22202118001689e-15,5.97498057039246e-07,5.36786981341359e-07,3.70083705274925e-07,1.20554217185812e-06,5.3643763090928e-11,4.81930833383093e-11,3.32263550913554e-11,1.08234358089355e-10,2112,"peak_whaling","fished"
36773.9315760001,15977.6383587978,9.59726234498775e-13,9.9372187155643e-13,3.55753632308623e-13,8.32306287347055e-13,1.13561819913637e-12,1.34158331458394e-12,6.00668392253552e-17,6.21945402218505e-17,2.22657206478036e-17,8.39663086907475e-17,3.52929068791502e-08,3.65430601101909e-08,1.30824597324308e-08,4.93352930140133e-08,2.20889383565981e-12,2.28713776651912e-12,8.18798087592662e-13,3.08777129048285e-12,2112,"peak_whaling","fished"
52751.5699347979,22919.646367839,7.44508330349907e-13,7.69675037637703e-13,2.7515223099854e-13,6.41116144850969e-13,8.81709750560785e-13,1.04780442427138e-12,3.2483412632169e-17,3.3581453451992e-17,1.20050818665613e-17,4.57164306750243e-17,3.92739832554927e-08,4.06015665750135e-08,1.45147121562352e-08,5.52733283649426e-08,1.71355101318676e-12,1.77147439028492e-12,6.3328691565688e-13,2.41161348992288e-12,2112,"peak_whaling","fished"
75671.2163026369,32877.8370013328,6.2861958406218e-13,6.51520398897775e-13,2.32127590032445e-13,5.37439060257177e-13,7.478546229596e-13,8.98645934729611e-13,1.91198582813309e-17,1.98164009046996e-17,7.06030600562424e-18,2.73328788232992e-17,4.75684085176428e-08,4.93013410305738e-08,1.75653770751549e-08,6.80016309064097e-08,1.44682293168235e-12,1.49953115919929e-12,5.34261942914398e-13,2.06831218561164e-12,2112,"peak_whaling","fished"
108549.05330397,47162.6895344688,6.50767827378893e-13,6.77145761972028e-13,2.27284414422483e-13,5.47469190132163e-13,7.81230213239852e-13,9.42946029859193e-13,1.37983612428057e-17,1.43576578998349e-17,4.81915719111761e-18,1.99934744851657e-17,7.06402315826599e-08,7.35035314108587e-08,2.46715080163076e-08,1.02355898857952e-07,1.49779905005275e-12,1.55851017268934e-12,5.23114950818834e-13,2.17027272762181e-12,2112,"peak_whaling","fished"
155711.742838438,67654.0638617596,2.68910894905391e-12,2.82398788024319e-12,5.93742267117659e-13,1.9665280794561e-12,3.48250872952453e-12,4.39502040694241e-12,3.97479293268868e-17,4.1741585339405e-17,8.77615080641538e-18,6.49631397741744e-17,4.18725841139625e-07,4.39728074587294e-07,9.24526432097363e-08,6.84356287375506e-07,6.18921934970863e-12,6.49965500203815e-12,1.36654973747991e-12,1.01155237144938e-11,2112,"peak_whaling","fished"
223365.806700198,97048.5865456401,8.41504485646129e-13,8.1973575548011e-13,6.11730074192766e-14,4.07539923641036e-13,1.19811304569891e-12,1.7838101766929e-12,8.6709607589224e-18,8.44665321420837e-18,6.30333831709214e-19,1.83805889419524e-17,1.87963328278183e-07,1.83100938303811e-07,1.36639581504839e-08,3.98442199117032e-07,1.93679614478246e-12,1.88669350910847e-12,1.40795024810155e-13,4.10559507664393e-12,2112,"peak_whaling","fished"
320414.393245838,139214.521832002,1.11374009107886e-15,1.05076898056499e-15,9.73088280025312e-16,1.00870085411083e-15,1.09322767171416e-15,1.64726501607722e-15,8.00017179546022e-21,7.54784031678111e-21,6.98984751892185e-21,1.18325659880875e-20,3.56858355516599e-10,3.36681505349279e-10,3.11791490818946e-10,5.27807420641477e-10,2.56337019170485e-15,2.41843667541789e-15,2.23964775165627e-15,3.7913244516144e-15,2112,"peak_whaling","fished"
459628.91507784,199700.827995044,2.51957481531928e-15,2.53450236470103e-15,1.7203050093823e-15,2.15726139271612e-15,2.81062234582872e-15,3.3232244549023e-15,1.26167469640227e-20,1.26914965258128e-20,8.61441099996336e-21,1.66410149034774e-20,1.15806943882265e-09,1.16493057214975e-09,7.90701925065358e-10,1.52745005076689e-09,5.79902171888538e-15,5.83337877887349e-15,3.95943238194777e-15,7.64869162587947e-15,2112,"peak_whaling","fished"
659329.743072884,286467.389874973,8.46738459125751e-16,7.85156149239296e-16,7.0621818847135e-16,7.37820225748756e-16,8.23177714611775e-16,1.40060990920858e-15,2.9557935355061e-21,2.7408220865278e-21,2.46526555354023e-21,4.88924728856527e-21,5.58279850705311e-10,5.1767680215004e-10,4.65630656758212e-10,9.23463771583828e-10,1.94884259234173e-15,1.80710552211886e-15,1.62542290402211e-15,3.22362615858953e-15,2112,"peak_whaling","fished"
945797.132947857,410932.524845698,1.14734291053411e-15,1.05567895228005e-15,9.31174789379067e-16,9.8746108064946e-16,1.12138662711609e-15,1.94293772622483e-15,2.79204696918291e-21,2.568983685768e-21,2.2660041079219e-21,4.72811862958375e-21,1.08515363529121e-09,9.98458126379867e-10,8.80702446068046e-10,1.83762493095967e-09,2.64071001850895e-15,2.42973740458919e-15,2.14318018852059e-15,4.47184104409766e-15,2112,"peak_whaling","fished"
1356729.65779355,589475.612040031,2.78325691411161e-14,2.54409787628978e-14,9.65080151399704e-15,1.68646439626168e-14,3.79138438753863e-14,5.12235840630764e-14,4.7215811091479e-20,4.31586621113176e-20,1.63718418826489e-20,8.68968673458841e-20,3.77612720063418e-08,3.45165304109194e-08,1.30935286355187e-08,6.9496555676857e-08,6.40590912245874e-14,5.85546368771155e-14,2.22121634348964e-14,1.17895557097513e-13,2112,"peak_whaling","fished"
1946205.26983358,845592.588029984,2.51457004754427e-17,2.34042617738306e-17,1.82459695226815e-17,2.02551485755642e-17,2.62223937851649e-17,4.38335974075081e-17,2.97373709649298e-23,2.76779410145453e-23,2.15777311449595e-23,5.18377266168205e-23,4.89386947789635e-11,4.55494976007939e-11,3.55104020382658e-11,8.5309178270256e-11,5.78750280829427e-17,5.38669546606513e-17,4.19946940653725e-17,1.00886856717849e-16,2112,"peak_whaling","fished"
2791797.85786357,1212987.96816498,7.95520570598347e-16,2.65131148543425e-16,8.33244177378155e-17,1.55585496653153e-16,5.68098748395847e-16,2.7656413348076e-15,6.55835500002376e-22,2.18576898948567e-22,6.86935236990597e-23,2.28002371613915e-21,2.22093262488287e-09,7.40192572556441e-10,2.32624930948162e-10,7.72111155413479e-09,1.83096014401752e-15,6.10222518263071e-16,1.91778432312135e-16,6.3653653265954e-15,2112,"peak_whaling","fished"
4004785.82602855,1740010.29779703,2.6994123150561e-18,2.44940755352555e-18,2.07484556238751e-18,2.32228387849795e-18,2.60842269804682e-18,4.57590998666735e-18,1.55137720648765e-24,1.40769715939421e-24,1.19243292123869e-24,2.6298177616884e-24,1.08105681779436e-11,9.8093526525264e-12,8.30931209944774e-12,1.83255394557879e-11,6.21293344736552e-18,5.6375256312826e-18,4.77543846146652e-18,1.05318568970478e-17,2112,"peak_whaling","fished"
