"w","n_unfished","n_density_unfished","biomass_unfished","biomass_density_unfished","n_mean","n_median","n_q05","n_q95","n_density_mean","biomass_mean","biomass_median","biomass_q05","biomass_q95","biomass_density_mean","period","n_ratio","n_ratio_median","biomass_ratio","biomass_ratio_median","n_diff","biomass_diff","log_n_ratio","log_biomass_ratio","period_label"
1429.82252371756,3.22066356575707e-08,5.18430689813423e-11,4.60497730763597e-05,7.41263877281664e-08,3.45244482251615e-08,3.46077290356915e-08,2.49344868392102e-08,4.21564313806581e-08,5.55740552943814e-11,4.93638336912566e-05,4.94829104699459e-05,3.56518909000418e-05,6.02762151076187e-05,7.94610359942316e-08,"post_whaling",1.07196692607804,1.07455275377565,1.07196692607804,1.07455275377565,2.3178125675908e-09,3.31406061489695e-06,0.0301813860625476,0.0301813860625476,"Post-Peak Whaling (1970-1980)"
2051.05572403526,3.38100312887604e-08,3.79398482660197e-11,6.93462582046234e-05,7.7816742955049e-08,4.00995720948372e-08,4.02342645192071e-08,2.84092999066304e-08,4.96984927298402e-08,4.4997641907424e-11,8.22464568764806e-05,8.25227185444685e-05,5.82690571893287e-05,0.000101934377989464,9.22926710023109e-08,"post_whaling",1.18602587949002,1.19000968013248,1.18602587949002,1.19000968013248,6.2895408060768e-09,1.29001986718572e-05,0.0740941655856528,0.0740941655856527,"Post-Peak Whaling (1970-1980)"
2942.20402414699,2.08370497399537e-08,1.63001244389679e-11,6.13068515962428e-05,4.79582917184279e-08,3.1858693949214e-08,3.16439468283022e-08,2.01744142787148e-08,4.13654515425058e-08,2.49219866687487e-11,9.37347775414447e-05,9.3102947698124e-05,5.93572428756432e-05,0.000121705597989018,7.33255694665301e-08,"post_whaling",1.52894456493651,1.51863854159867,1.52894456493651,1.51863854159867,1.10216442092602e-08,3.24279259452019e-05,0.18439173944854,0.18439173944854,"Post-Peak Whaling (1970-1980)"
4220.54087476266,6.53057362423939e-11,3.56131751765809e-14,2.75625529167493e-07,1.50306861512843e-10,5.80614052845588e-11,5.83616438362253e-11,5.11140249262776e-11,6.29623112277245e-11,3.16626243937076e-14,2.45050534249641e-07,2.46317703329129e-07,2.15728831474992e-07,2.65735008106139e-07,1.336334004559e-10,"post_whaling",0.889070526194722,0.893667956205344,0.889070526194722,0.893667956205343,-7.24433095783501e-12,-3.05749949178513e-08,-0.0510637869236833,-0.0510637869236834,"Post-Peak Whaling (1970-1980)"
6054.29301617067,9.81420251926514e-11,3.73094679659784e-14,5.94180577716716e-07,2.25882451343466e-10,1.23069992062128e-10,1.26215609951892e-10,7.05051544721983e-11,1.44962021994132e-10,4.67860319511626e-14,7.45101793441924e-07,7.6414628586346e-07,4.26858864325065e-07,8.77642557369052e-07,2.83256346496262e-10,"post_whaling",1.25399890434851,1.28605059559483,1.25399890434851,1.28605059559483,2.4927966869477e-11,1.50921215725208e-07,0.0982971570404666,0.0982971570404666,"Post-Peak Whaling (1970-1980)"
8684.77880283868,1.64200992469418e-11,4.35155515776505e-15,1.42604929880347e-07,3.77922939935413e-11,9.18921762930038e-12,9.30327249076828e-12,6.4839056885311e-12,1.12609653490563e-11,2.43527074771215e-15,7.98063224816194e-08,8.07968637248566e-08,5.63112866833601e-08,9.77989931629852e-08,2.11497877689036e-11,"post_whaling",0.55963228303945,0.566578334933085,0.55963228303945,0.566578334933085,-7.23088161764141e-12,-6.27986073987279e-08,-0.252097240675038,-0.252097240675038,"Post-Peak Whaling (1970-1980)"
12458.1652478298,1.50302174769227e-11,2.77676197875625e-15,1.87248933038322e-07,3.45933595852362e-11,8.32355305472043e-12,8.37988054778579e-12,6.22312182088607e-12,1.02009738248691e-11,1.53773727399454e-15,1.03696199404786e-07,1.0439793662139e-07,7.7528680001974e-08,1.27085417599006e-07,1.91573850671713e-11,"post_whaling",0.553787932044256,0.557535548680664,0.553787932044256,0.557535548680664,-6.70666442220223e-12,-8.35527336335362e-08,-0.256656512482992,-0.256656512482992,"Post-Peak Whaling (1970-1980)"
17871.0229547244,2.00486312722419e-11,2.58203896900754e-15,3.5828954967704e-07,4.61436776851266e-11,1.15460912303716e-11,1.14355827654934e-11,9.28819109088498e-12,1.45830392082278e-11,1.48700712241698e-15,2.06340461415312e-07,2.04365562102782e-07,1.65989476193072e-07,2.60613828439885e-07,2.65743384185525e-11,"post_whaling",0.575904213788277,0.570392193372639,0.575904213788277,0.570392193372639,-8.50254004187037e-12,-1.51949088261729e-07,-0.239649743803308,-0.239649743803308,"Post-Peak Whaling (1970-1980)"
25635.6738809449,2.98487413809906e-11,2.67983936071455e-15,7.65192599799739e-07,6.8699487904598e-11,2.47351765163241e-11,2.24825364585057e-11,1.57495999189148e-11,4.92786222594654e-11,2.22074019056906e-15,6.34102918560093e-07,5.76354972666706e-07,4.03751607276656e-07,1.26329068954593e-06,5.69301712997359e-11,"post_whaling",0.828684070815695,0.753215560131587,0.828684070815695,0.753215560131587,-5.11356486466641e-12,-1.31089681239646e-07,-0.0816110091994202,-0.0816110091994202,"Post-Peak Whaling (1970-1980)"
36773.9315760001,1.67892158383294e-12,1.05079458311088e-16,6.17405474453421e-08,3.86418480997511e-12,1.00350368071203e-12,1.03337899110957e-12,4.24201718281843e-13,1.36785785662477e-12,6.28067589325221e-17,3.69027756907684e-08,3.80014083111394e-08,1.55995649625182e-08,5.03015112252135e-08,2.3096514554949e-12,"post_whaling",0.597707296383109,0.615501641685012,0.597707296383108,0.615501641685012,-6.75417903120905e-13,-2.48377717545736e-08,-0.223511442577594,-0.223511442577594,"Post-Peak Whaling (1970-1980)"
52751.5699347979,1.32716369809874e-12,5.79050687257124e-17,7.00099686351808e-08,3.0545832824637e-12,7.85818025030533e-13,8.09674446581692e-13,3.32115375205627e-13,1.07426253627909e-12,3.42857831407555e-17,4.14531345034229e-08,4.27115981932729e-08,1.75196074415813e-08,5.66690353108595e-08,1.80862888711888e-12,"post_whaling",0.592103314878394,0.610078807717246,0.592103314878394,0.610078807717246,-5.41345673068209e-13,-2.85568341317578e-08,-0.227602507522349,-0.227602507522349,"Post-Peak Whaling (1970-1980)"
75671.2163026369,1.13670806101468e-12,3.45736874651639e-17,8.60160815579929e-08,2.61623298255619e-12,6.7354582867374e-13,6.94611532902308e-13,2.85183315628795e-13,9.27692476253231e-13,2.04863181433267e-17,5.09680320913094e-08,5.25620995525567e-08,2.15801683628497e-08,7.01996180328871e-08,1.55022461146831e-12,"post_whaling",0.592540733873656,0.611072936601033,0.592540733873656,0.611072936601033,-4.63162232340941e-13,-3.50480494666835e-08,-0.227281788965993,-0.227281788965993,"Post-Peak Whaling (1970-1980)"
108549.05330397,1.16663388212184e-12,2.47363730448241e-17,1.26637003456661e-07,2.68510987618949e-12,7.17149614591552e-13,7.37373761692401e-13,3.00958543019334e-13,1.00259457294063e-12,1.52058676396609e-17,7.78459117412196e-08,8.0041223762897e-08,3.26687649284907e-08,1.08830691740403e-07,1.65058253695066e-12,"post_whaling",0.614716943834359,0.632052414208378,0.614716943834359,0.632052414208378,-4.49484267530288e-13,-4.8791091715441e-08,-0.21132481597895,-0.21132481597895,"Post-Peak Whaling (1970-1980)"
155711.742838438,3.26598012645431e-12,4.8274707238989e-17,5.08551457565904e-07,7.51693879919835e-12,3.0966237480094e-12,3.18702483193661e-12,8.73214299704802e-13,4.65049963043848e-12,4.57714373867748e-17,4.8218068071744e-07,4.9625719105023e-07,1.35969720478481e-07,7.24137402525089e-07,7.12715028771517e-12,"post_whaling",0.94814531262051,0.975824931120012,0.94814531262051,0.975824931120012,-1.69356378444915e-13,-2.63707768484639e-08,-0.0231250976482273,-0.0231250976482273,"Post-Peak Whaling (1970-1980)"
223365.806700198,4.12111520583079e-13,4.24644536568568e-18,9.20516222454847e-08,9.48510694714699e-13,9.12841987195427e-13,8.84272714321024e-13,9.50494155022654e-14,1.80603735669716e-12,9.4060307283933e-18,2.03897686859718e-07,1.97516288177289e-07,2.12307893700458e-08,4.03406991109354e-07,2.10098564149442e-12,"post_whaling",2.21503632294454,2.14571219234518,2.21503632294454,2.14571219234518,5.00730466612348e-13,1.11846064614234e-07,0.345380852331115,0.345380852331115,"Post-Peak Whaling (1970-1980)"
320414.393245838,1.75388276759659e-15,1.25984182146823e-20,5.61969282803791e-10,4.03671452811475e-15,1.10955804082159e-15,1.04750776326879e-15,9.69457442282498e-16,1.63121656031424e-15,7.97013146488093e-21,3.55518366420891e-10,3.35636564388075e-10,3.10628118146609e-10,5.2266526442565e-10,2.55374483740938e-15,"post_whaling",0.63262953563428,0.597250729992766,0.63262953563428,0.597250729992766,-6.44324726774992e-16,-2.06450916382899e-10,-0.198850535999886,-0.198850535999886,"Post-Peak Whaling (1970-1980)"
459628.91507784,3.00979581520609e-15,1.50715239662441e-20,1.383389185149e-09,6.92730820917443e-15,2.5353546843181e-15,2.5437363915883e-15,1.70502815443211e-15,3.32605607938335e-15,1.26957645082024e-20,1.16532232289065e-09,1.16917479790975e-09,7.83680240798802e-10,1.52875154725502e-09,5.83534046698879e-15,"post_whaling",0.842367668766426,0.845152478030848,0.842367668766426,0.845152478030847,-4.7444113088799e-16,-2.1806686225835e-10,-0.0744983103242229,-0.0744983103242229,"Post-Peak Whaling (1970-1980)"
659329.743072884,1.5637652440006e-15,5.45878972361599e-21,1.03103693655322e-09,3.59914242596063e-15,8.36623006757369e-16,7.78695446200675e-16,7.04780683782863e-16,1.38465572639134e-15,2.92048252725208e-21,5.51610432094199e-10,5.13417068475516e-10,4.64682867161287e-10,9.12944704325999e-10,1.92556099434196e-15,"post_whaling",0.535005500324989,0.497961857886373,0.535005500324989,0.497961857886373,-7.27142237243229e-16,-4.7942650445902e-10,-0.271641753028281,-0.271641753028281,"Post-Peak Whaling (1970-1980)"
945797.132947857,2.1903622494751e-15,5.33022361833629e-21,2.07163833567077e-09,5.04131021619341e-15,1.13119633943286e-15,1.04493565762876e-15,9.27840161401053e-16,1.93597604645252e-15,2.75275445733485e-21,1.06988225463671e-09,9.88297149100268e-10,8.77548564486993e-10,1.83104059419052e-09,2.60354727345674e-15,"post_whaling",0.516442583734238,0.477060658746823,0.516442583734238,0.477060658746823,-1.05916591004224e-15,-1.00175608103406e-09,-0.286977954789985,-0.286977954789985,"Post-Peak Whaling (1970-1980)"
1356729.65779355,2.38027863796411e-14,4.03795948355954e-20,3.22939462193835e-08,5.47841938831397e-14,2.72789631113506e-14,2.52491748268775e-14,9.95246695361521e-15,5.04616960122215e-14,4.62766610766894e-20,3.70101782870256e-08,3.42563043224392e-08,1.350280708418e-08,6.84628795623437e-08,6.27849185464051e-14,"post_whaling",1.14604074818244,1.0607655097251,1.14604074818244,1.0607655097251,3.47617673170952e-15,4.71623206764218e-09,0.0592000595128441,0.0592000595128442,"Post-Peak Whaling (1970-1980)"
1946205.26983358,5.12444566175641e-17,6.06018280469448e-23,9.97322315188619e-11,1.17943597106513e-16,2.47698918490757e-17,2.31067762579583e-17,1.81635307126129e-17,4.35516146328291e-17,2.92929387032392e-23,4.82072940498792e-11,4.4970529722104e-11,3.53499591916713e-11,8.47603819081735e-11,5.70100716731564e-17,"post_whaling",0.483367245630736,0.450912699307234,0.483367245630736,0.450912699307234,-2.64745647684884e-17,-5.15249374689827e-11,-0.315722781987499,-0.315722781987499,"Post-Peak Whaling (1970-1980)"
2791797.85786357,2.26515959693257e-16,1.86742132352667e-22,6.32386771043546e-10,5.21346285075049e-16,6.83240975199685e-16,2.6182948925801e-16,8.62477786195235e-17,2.30355216364492e-15,5.63271024224006e-22,1.9074706909671e-09,7.30975007236026e-10,2.40786363595477e-10,6.43105199594087e-09,1.5725388388252e-15,"post_whaling",3.01630391132225,1.15589863783803,3.01630391132225,1.15589863783803,4.56725015506428e-16,1.27508391992355e-09,0.479475097264303,0.479475097264303,"Post-Peak Whaling (1970-1980)"
4004785.82602855,5.18500080767347e-18,2.97986788597633e-24,2.07648177425173e-11,1.19337326731957e-17,2.6817405523788e-18,2.42257867880438e-18,2.00746235725678e-18,4.58783912913404e-18,1.54122108114766e-24,1.07397965532526e-11,9.70190875531476e-12,8.03945679462780e-12,1.83733131164552e-11,6.17226034055655e-18,"post_whaling",0.5172112120812,0.467228216284773,0.5172112120812,0.467228216284773,-2.50326025529467e-18,-1.00250211892647e-11,-0.286332069073514,-0.286332069073514,"Post-Peak Whaling (1970-1980)"
5744796.12382558,9.20657058575598e-18,3.68850811388064e-24,5.28898710147775e-11,2.11897271153207e-17,5.0238812452953e-18,4.70364578524582e-18,3.54379330258035e-18,8.30543342852042e-18,2.01276105623024e-24,2.88611735045324e-11,2.70214860749287e-11,2.03583700283026e-11,4.77130217668555e-11,1.15629019140186e-17,"post_whaling",0.545684323874955,0.510900963766368,0.545684323874955,0.510900963766368,-4.18268934046068e-18,-2.40286975102451e-11,-0.263058522215375,-0.263058522215375,"Post-Peak Whaling (1970-1980)"
8240810.85430961,3.00803115242125e-17,8.4011716879457e-24,2.47886157709745e-10,6.92324668349415e-17,2.80171161360822e-15,2.1369766113939e-17,5.34405896423766e-18,1.32613798306813e-14,7.82493900273869e-22,2.30883754760679e-08,1.76104200545806e-10,4.40393791185603e-11,1.09284522851801e-07,6.44838422680796e-15,"post_whaling",93.1410438137598,0.71042369680041,93.1410438137598,0.71042369680041,2.77163130208401e-15,2.28404893183582e-08,1.9691411006787,1.9691411006787,"Post-Peak Whaling (1970-1980)"
11821300.8908807,7.42210336635731e-18,1.44507105902562e-24,8.77389171369281e-11,1.70826197974455e-17,8.36698070159835e-18,7.37507017478051e-18,5.99260915121335e-18,1.36408885539624e-17,1.62903708915061e-24,9.8908596421786e-11,8.71829236274404e-11,7.08404358979381e-11,1.6125304801536e-10,1.92573375932538e-17,"post_whaling",1.1273058712068,0.993663091275448,1.1273058712068,0.993663091275448,9.44877335241039e-19,1.11696792848579e-11,0.052041768889235,0.052041768889235,"Post-Peak Whaling (1970-1980)"
16957452.0303007,3.25706263133564e-20,4.42071980575192e-27,5.5231483330559e-13,7.49641440454382e-20,1.81591212022716e-20,1.81279389140476e-20,1.30285487833045e-20,2.62708816344907e-20,2.46468661614322e-27,3.07932426699937e-13,3.07403654543183e-13,2.20930991017318e-13,4.45487215110582e-13,4.17948050629728e-20,"post_whaling",0.557530611403227,0.556573236868147,0.557530611403227,0.556573236868147,-1.44115051110848e-20,-2.44382406605653e-13,-0.253731282542524,-0.253731282542524,"Post-Peak Whaling (1970-1980)"
24325172.1628858,2.78122843207959e-20,2.63152932725492e-27,6.76538604346491e-13,6.40124039371591e-20,1.52540541897834e-20,1.49021403228466e-20,1.05681055910081e-20,2.38221786705595e-20,1.4433007550529e-27,3.71057494348471e-13,3.62497128948728e-13,2.57070987936828e-13,5.79478597456387e-13,3.5108539349485e-20,"post_whaling",0.548464628573409,0.535811447594901,0.548464628573409,0.535811447594901,-1.25582301310125e-20,-3.0548110999802e-13,-0.260851375583752,-0.260851375583752,"Post-Peak Whaling (1970-1980)"
34894039.487579,3.88510120605999e-20,2.56258668349982e-27,1.35566874897498e-12,8.94190009243866e-20,1.77465335054275e-20,1.765890362728e-20,1.01297628760604e-20,2.80425571605624e-20,1.17054944072902e-27,6.1924824090603e-13,6.16190480477662e-13,3.53468345797064e-13,9.78518096893355e-13,4.08451984069621e-20,"post_whaling",0.45678432978133,0.454528793219998,0.45678432978133,0.454528793219998,-2.11044785551724e-20,-7.36420508068949e-13,-0.340288803199665,-0.340288803199665,"Post-Peak Whaling (1970-1980)"
50054897.1907571,7.67834412674821e-19,3.53059966195872e-26,3.84338725859635e-11,1.76723803101065e-18,2.35300642170777e-18,3.67038670886041e-20,1.10516517664741e-20,5.40143504396059e-18,1.08194208802496e-25,1.17779494527774e-10,1.83720829362329e-12,5.5318929295891e-13,2.70368275808e-10,5.41564999824424e-18,"post_whaling",3.0644711709532,0.04780180007919,3.0644711709532,0.04780180007919,1.58517200903295e-18,7.93456219418102e-11,0.486355540077153,0.486355540077153,"Post-Peak Whaling (1970-1980)"
71802885.8100286,3.29369756173799e-20,1.05576994772059e-27,2.36496989918243e-12,7.58073289978412e-20,1.82197336966715e-20,1.67917044479413e-20,1.43960933718735e-20,3.477617438912e-20,5.84019841890633e-28,1.30822945811123e-12,1.20569283703128e-12,1.03368104849114e-12,2.49702967857163e-12,4.19343100180641e-20,"post_whaling",0.553169602100851,0.509813185126833,0.553169602100851,0.509813185126833,-1.47172419207084e-20,-1.05674044107119e-12,-0.257141693354095,-0.257141693354095,"Post-Peak Whaling (1970-1980)"
103000000.000001,2.10042763247478e-18,4.69351245860388e-26,2.16344046144904e-10,4.83431783236202e-18,2.04621266123618e-17,5.69622919291624e-18,3.63906787407955e-20,1.11987200602514e-16,4.57236634577568e-25,2.10759904107327e-09,5.86711606870376e-10,3.74823991030196e-12,1.1534681662059e-08,4.70953733614897e-17,"post_whaling",9.74188603120437,2.71193784772522,9.74188603120437,2.71193784772522,1.8361698979887e-17,1.89125499492837e-09,0.988643044522492,0.988643044522492,"Post-Peak Whaling (1970-1980)"
3.16227766016838e-08,575494145270.47,41885951582789804032,18198.722791465,1324550089651.51,460887337161.957,475858726911.909,249348103978.181,618034706112.945,33544571822557552640,14574.5373016175,15047.974215097,7885.07938815544,19543.973443497,1060772500943.87,"peak_krill",0.800854953868123,0.826869796717506,0.800854953868123,0.826869796717506,-114606808108.513,-3624.18548984755,-0.0964461336520768,-0.0964461336520768,"Peak Krill Fishing (1977-1986)"
4.53623270600988e-08,398183356459.273,2.020297164336e+19,18062.5236455935,916453807271.999,313282861424.548,312360870449.666,178276933597.766,424400592619.462,15895302159265886208,14211.239622264,14169.4159661149,8087.05656913339,19251.7984869038,721047895267.714,"peak_krill",0.786780402401352,0.784464908898357,0.786780402401352,0.784464908898357,-84900495034.7253,-3851.28402332951,-0.104146466285684,-0.104146466285684,"Peak Krill Fishing (1977-1986)"
6.50714749759769e-08,270958600153.966,9583844654781523968,17631.6757694445,623634907627.266,209628297335.924,203200284004.548,124107988128.248,288106749726.309,7414583024020093952,13640.8225043512,13222.5421957133,8075.88984380613,18747.5311552256,482477853704.827,"peak_krill",0.773654341352543,0.749931110837905,0.773654341352543,0.749931110837905,-61330302818.0423,-3990.85326509333,-0.111453033081345,-0.111453033081345,"Peak Krill Fishing (1977-1986)"
9.33439073780173e-08,181389261636.15,4472528051222797312,16931.5824375318,417483244158.925,138017290798.973,133291409722.219,83478483533.963,192982172936.852,3403102251391261696,12883.0732089042,12441.9410033961,7792.20783505158,18013.710076226,317658861351.788,"peak_krill",0.760890085521285,0.734836277075699,0.760890085521285,0.734836277075699,-43371970837.1771,-4048.50922862753,-0.118678074765856,-0.118678074765856,"Peak Krill Fishing (1977-1986)"
1.33900223528244e-07,119558376716.254,2055067941735915520,16008.8933669804,275174056764.168,89402990008.3652,86176404261.9816,53804939611.5296,126776033260.551,1536732295199769344,11971.0803462135,11539.0397935397,7204.4934409075,16975.3391916119,205768797830.321,"peak_krill",0.747776880749593,0.720789346835167,0.747776880749593,0.720789346835167,-30155386707.8888,-4037.81302076696,-0.126227966191814,-0.126227966191814,"Peak Krill Fishing (1977-1986)"
1.92077558830971e-07,77702537450.1077,931077968756952704,14924.9137083887,178839183320.134,57001856989.1467,54868612856.0576,33117553145.1063,81943091882.6812,683030116679355008,10948.7775393074,10539.0292138332,6361.13876256694,15739.4290518873,131194757419.803,"peak_krill",0.733590676182837,0.706136693300247,0.733590676182837,0.706136693300247,-20700680460.961,-3976.13616908136,-0.134546197114585,-0.134546197114585,"Peak Krill Fishing (1977-1986)"
2.75531941876727e-07,49893945728.9374,416776644630289984,13747.3757545862,114835278223.85,35809275570.2089,34223616651.1375,19528757377.4308,52207348158.2251,299123861637930048,9866.59923505849,9429.69955393261,5380.79644264297,14384.7920182701,82418178458.7643,"peak_krill",0.717707831021275,0.68592724329855,0.717707831021275,0.68592724329855,-14084670158.7285,-3880.77651952767,-0.144052315087493,-0.144052315087493,"Peak Krill Fishing (1977-1986)"
3.95245813495413e-07,31725800858.7023,184745041963576736,12539.4899691913,73019704400.1382,22199005877.8573,20936677958.9514,11654852001.9382,32810117703.807,129268802093281008,8774.06413698317,8275.13431177723,4606.5314606747,12968.0616627215,51092952842.9365,"peak_krill",0.69971459433681,0.659925908638127,0.69971459433681,0.659925908638127,-9526794980.84501,-3765.4258322081,-0.15507906767162,-0.15507906767162,"Peak Krill Fishing (1977-1986)"
5.66973295442978e-07,20029464233.3854,81308173488919664,11356.1713423598,46099563069.4622,13609954836.4336,12764721579.7114,7043995946.10156,20432005407.3867,55248635516301440,7716.48094444288,7237.25625946105,3993.75759464818,11584.4014383348,31324500947.4054,"peak_krill",0.679496699354961,0.637297205305917,0.679496699354961,0.637297205305917,-6419509396.95179,-3639.69039791692,-0.167812648505304,-0.167812648505304,"Peak Krill Fishing (1977-1986)"
8.13313403379543e-07,12587646729.3316,35621654998128976,10237.7018019721,28971569460.5402,8273909456.44231,7762009669.55607,4225892036.71774,12598721487.0854,23414253234194084,6729.28145927329,6312.94650141157,3436.97463469741,10246.7090508924,19043125985.4929,"peak_krill",0.657303913460054,0.616637075734666,0.657303913460054,0.616637075734666,-4313737272.88928,-3508.42034269877,-0.182233782006796,-0.182233782006796,"Peak Krill Fishing (1977-1986)"
1.16668403509199e-06,7893355820.04633,15571695483812444,9209.05221854848,18167248520.278,5002505861.73131,4677072423.41418,2539998232.03356,7729133091.93377,9868742738929190,5836.343724336,5456.66572736632,2963.37538647543,9017.4561834603,11513704599.9387,"peak_krill",0.633761606061989,0.592532825080059,0.633761606061989,0.592532825080059,-2890849958.31502,-3372.70849421248,-0.198074074360737,-0.198074074360737,"Peak Krill Fishing (1977-1986)"
1.67358810525261e-06,4948033648.71108,6804740069275370,8280.97025887254,11388332039.2751,3017471440.13474,2794473483.92944,1496704631.1545,4726878191.07709,4149751249554981,5050.00431014896,4676.79758314814,2504.86706777667,7910.84711556459,6944974331.01238,"peak_krill",0.609832441402407,0.564764446308359,0.609832441402407,0.564764446308359,-1930562208.57634,-3230.96594872358,-0.214789476088558,-0.214789476088558,"Peak Krill Fishing (1977-1986)"
2.40073324207457e-06,3104224269.47993,2976025585501598,7452.4143945951,7144643552.37811,1821331250.67751,1678114793.69079,901629558.049499,2903337844.23881,1746113660337431,4372.53047833074,4028.70596923058,2164.57205204643,6970.13967563722,4191953108.81257,"peak_krill",0.586726696451815,0.540590707375641,0.586726696451815,0.540590707375641,-1282893018.80242,-3079.88391626437,-0.231564150648615,-0.231564150648615,"Peak Krill Fishing (1977-1986)"
3.44381038650601e-06,1949448172.48213,1302866564005701,6713.52986434912,4486825405.35423,1102981403.38445,1007555356.54027,549964639.829817,1786130892.1201,737150959679008,3798.45881309836,3469.82960183315,1893.97393885696,6151.09611794243,2538608131.36544,"peak_krill",0.565791601415126,0.516841314769298,0.565791601415126,0.516841314769298,-846466769.097674,-2915.07105125076,-0.247343503478777,-0.247343503478777,"Peak Krill Fishing (1977-1986)"
4.94008654120945e-06,1224395121.00654,570445961609252,6048.6178584069,2818052417.43315,671472205.557699,606484967.8275,337535455.73331,1103908993.96918,312839051235653,3317.13080547181,2996.08822701048,1667.45436204912,5453.40596382723,1545451986.57398,"peak_krill",0.548411369857227,0.49533435524386,0.548411369857227,0.49533435524386,-552922915.448836,-2731.48705293509,-0.260893549843381,-0.260893549843381,"Peak Krill Fishing (1977-1986)"
7.08646885155566e-06,767730983.558558,249348443755464,5440.50170136191,1766999979.85697,412098645.693438,370873271.780371,210147260.485963,688660307.436321,133843961202531,2920.32421647482,2628.18188834614,1489.20201567353,4880.16981795023,948481062.030564,"peak_krill",0.536774800703358,0.483077119098819,0.536774800703358,0.483077119098819,-355632337.86512,-2520.17748488709,-0.270207880641525,-0.270207880641525,"Peak Krill Fishing (1977-1986)"
1.01654172179288e-05,478777498.380181,108401676730534,4866.97302559074,1101948271.08892,254080920.989294,227776368.292915,131257649.479039,428975279.600628,57527344024441,2582.83856897176,2315.44181608208,1334.28876999908,4360.71269331803,584789453.447763,"peak_krill",0.530686846915134,0.475745767216582,0.530686846915134,0.475745767216582,-224696577.390887,-2284.13445661898,-0.275161676235259,-0.275161676235259,"Peak Krill Fishing (1977-1986)"
1.45821154906901e-05,295757325.942543,46681247557508.2,4312.76748411182,680711343.133078,157429169.74657,141620347.249414,80026325.736023,268299340.868463,24848040609957.1,2295.65033484794,2065.12425942259,1166.95312417827,3912.37197461995,362336997.891751,"peak_krill",0.532291699774004,0.478839693313048,0.532291699774004,0.478839693313048,-138328156.195973,-2017.11714926389,-0.273850305892723,-0.273850305892723,"Peak Krill Fishing (1977-1986)"
2.0917792907584e-05,180412273.734014,19850785545137.2,3773.82657995447,415234621.086044,98001231.923767,89101859.9403545,49427927.8541711,166607110.387144,10783088078287.3,2049.96947406947,1863.81425391289,1033.92315870456,3485.05303200928,225558403.325853,"peak_krill",0.543207121641028,0.49387914744492,0.543207121641028,0.49387914744492,-82411041.8102471,-1723.857105885,-0.26503454493314,-0.26503454493314,"Peak Krill Fishing (1977-1986)"
3.00062127750894e-05,114114071.30193,8752971054258.44,3424.13110411743,262643511.868278,64657770.5670938,59683609.4679469,32276752.4356412,108795055.286885,4959489988830.9,1940.13482119913,1790.87908488056,968.503101272736,3264.52757781588,148815511.860786,"peak_krill",0.566606465174821,0.523017089715716,0.566606465174821,0.523017089715716,-49456300.7348358,-1483.9962829183,-0.246718474337766,-0.246718474337766,"Peak Krill Fishing (1977-1986)"
4.30433941612213e-05,73580438.2063755,3934443712533.65,3167.15180427241,169351811.523725,44872161.9559892,41988925.256557,22664703.4933756,73628096.834471,2399374069781.44,1931.4501539378,1807.34586022404,975.565766012575,3169.20319338671,103277203.825816,"peak_krill",0.609838199524356,0.570653373098813,0.609838199524356,0.570653373098813,-28708276.2503863,-1235.70165033461,-0.214785375439571,-0.214785375439571,"Peak Krill Fishing (1977-1986)"
6.17450057694841e-05,39657095.4609089,1478245425795.73,2448.6275880348,91274272.3444705,26877467.2928123,25732545.1644941,14122333.968776,42484916.9836483,1001876022961.35,1659.54937306381,1588.8561496452,871.983592380652,2623.23144427141,61860840.8180562,"peak_krill",0.677746743185117,0.648876193917414,0.677746743185117,0.648876193917414,-12779628.1680966,-789.078214970987,-0.16893256068238,-0.16893256068238,"Peak Krill Fishing (1977-1986)"
8.85721447336123e-05,19957081.2427688,518593824575.477,1767.64148829497,45932967.2882567,15561130.9689356,14972496.5538577,8679318.60809322,23704240.7311662,404363059193.551,1378.28274439926,1326.1461317918,768.745863945167,2099.53544084124,35815303.4038174,"peak_krill",0.779729800146703,0.750234784922913,0.779729800146703,0.750234784922913,-4395950.27383317,-389.358743895714,-0.108055867354345,-0.108055867354345,"Peak Krill Fishing (1977-1986)"
0.000127055212400501,9409089.99363704,170444351154.724,1195.47392763699,21655843.238429,8767756.70079228,8613026.45323805,5170849.7771311,12640661.6753244,158826688123.892,1113.98918989508,1094.3299054273,656.983416724476,1606.06195404122,20179758.5944493,"peak_krill",0.931838967075619,0.915394204866004,0.931838967075619,0.915394204866004,-641333.292844756,-81.4847377419035,-0.0306591324453524,-0.0306591324453525,"Peak Krill Fishing (1977-1986)"
0.000182258508549024,4122923.4662032,52064887900.3322,751.437881811968,9489268.81648669,4787279.72407102,4832679.6602222,2793798.92903271,6500146.92138319,60454477077.8452,872.52246251617,880.796987167304,509.193625991363,1184.70708324083,11018342.8273193,"peak_krill",1.16113717931311,1.17214876769775,1.16113717931311,1.17214876769775,664356.25786783,121.084580704202,0.064883531279784,0.064883531279784,"Peak Krill Fishing (1977-1986)"
