"decade","start_year","end_year","metric_name","metric_category","comparison","n_sims","diff_median","diff_mean","diff_sd","diff_q05","diff_q25","diff_q75","diff_q95","z_median","value_median","value_q25","value_q75","n_valid","prop_outside_b0_90","prop_outside_b0_98","prop_below_b0_q05","prop_above_b0_q95","b0_median","b0_sd"
"1881-1890",1881,1890,"predator_prey_ratio","structural","climate",170,-0.000147718452263628,-0.00517864153866934,0.0186847162520738,-0.0255031893060563,-0.00125992920587045,-3.39555282425517e-05,-4.83057636726007e-06,-0.000758469232283597,0.00483744305690586,0.00355943801771463,0.0194116126957878,170,0.1,0.0176470588235294,NA,NA,0.00489835224617119,0.194758661229906
"1891-1900",1891,1900,"predator_prey_ratio","structural","climate",170,-0.000224453476200929,-0.00698127843533654,0.0247822063996495,-0.0350190366602557,-0.00161356384757698,-6.43242235446301e-05,-2.63531557072666e-05,-0.00115246980433886,0.00477878569753339,0.00352811016545186,0.0189927208711793,170,0.1,0.0176470588235294,NA,NA,0.00489835224617119,0.194758661229906
"1901-1910",1901,1910,"predator_prey_ratio","structural","climate",170,-0.000240785134956639,-0.00803869982980399,0.0286886057467518,-0.0402695605967633,-0.00191791721182362,-6.16229487340577e-05,-1.52761550890973e-05,-0.00123632568346935,0.00478332917601918,0.00353040489703137,0.0187688707110884,170,0.105882352941176,0.0176470588235294,NA,NA,0.00489835224617119,0.194758661229906
"1911-1920",1911,1920,"predator_prey_ratio","structural","climate",170,-0.000314770703572398,-0.00972546173465166,0.0342995972515415,-0.0493918899814386,-0.00226781287289872,-8.81072291266488e-05,-3.61266782893067e-05,-0.00161620901265501,0.0047294486084101,0.00350061806461929,0.0183659969157079,170,0.105882352941176,0.0176470588235294,NA,NA,0.00489835224617119,0.194758661229906
"1921-1930",1921,1930,"predator_prey_ratio","structural","climate",170,-0.00032797953222336,-0.0107124885964539,0.0378777401998409,-0.0544049202429298,-0.00255339283970411,-8.50103415860715e-05,-2.54603382081145e-05,-0.00168403053374962,0.00473141562301772,0.00349786997855354,0.0181521315458192,170,0.105882352941176,0.0176470588235294,NA,NA,0.00489835224617119,0.194758661229906
"1931-1940",1931,1940,"predator_prey_ratio","structural","climate",170,-0.000401475335292574,-0.0122948939025672,0.043058206886393,-0.06314940148242,-0.00289235661463727,-0.000110664864360239,-4.5520731530676e-05,-0.00206139913243009,0.00368109345363464,0.00297085553373521,0.0138878645244907,170,0.111764705882353,0.0176470588235294,NA,NA,0.00489835224617119,0.194758661229906
"1941-1950",1941,1950,"predator_prey_ratio","structural","climate",170,-0.000427312684756708,-0.0132191936059727,0.0463488585231939,-0.0679385641812068,-0.00316462053857514,-0.000107594742023073,-3.528860147375e-05,-0.00219406254930188,0.00235620382839334,0.00175271916039115,0.00660344952173579,170,0.111764705882353,0.0176470588235294,NA,NA,0.00489835224617119,0.194758661229906
"1951-1960",1951,1960,"predator_prey_ratio","structural","climate",170,-0.000484779946161039,-0.0147075345007802,0.0511468475582372,-0.0763230704496127,-0.00348875494584831,-0.000132147164558427,-5.46633706815519e-05,-0.00248913164169255,0.00162411118507292,0.00127523652358416,0.00286418939642603,170,0.117647058823529,0.0235294117647059,NA,NA,0.00489835224617119,0.194758661229906
"1961-1970",1961,1970,"predator_prey_ratio","structural","climate",170,-0.000509258401231253,-0.0155760512034366,0.0541843298438163,-0.0809000723339354,-0.00374839281574408,-0.000128987480931674,-4.46704422623877e-05,-0.00261481773398561,0.00152416435019432,0.00123413047513239,0.00223310926578423,170,0.117647058823529,0.0235294117647059,NA,NA,0.00489835224617119,0.194758661229906
"1971-1980",1971,1980,"predator_prey_ratio","structural","climate",170,-0.00056485945935304,-0.0169802129080528,0.0586409203350358,-0.088941420983593,-0.00405843732051261,-0.000152131170614388,-6.39149619516079e-05,-0.0029003046939527,0.00144582962311862,0.00118996026217462,0.00193988251123386,170,0.117647058823529,0.0235294117647059,NA,NA,0.00489835224617119,0.194758661229906
"1981-1990",1981,1990,"predator_prey_ratio","structural","climate",170,-0.000570740516273145,-0.0173435260608684,0.0600989481922567,-0.0912932839469121,-0.00422134773628815,-0.000122845656881049,-2.77027230427986e-05,-0.00293050133261804,0.00123266481912278,0.00101850842258865,0.00184082706262555,170,0.123529411764706,0.0294117647058824,NA,NA,0.00489835224617119,0.194758661229906
"1991-2000",1991,2000,"predator_prey_ratio","structural","climate",170,-0.000664812189415564,-0.0193973536171193,0.0661641253088541,-0.102630864230461,-0.0047346052766115,-0.000196529068736878,-9.05538265304665e-05,-0.00341351796740262,0.00122536629242159,0.00101606909719266,0.00177454540872528,170,0.135294117647059,0.0294117647058824,NA,NA,0.00489835224617119,0.194758661229906
"2001-2010",2001,2010,"predator_prey_ratio","structural","climate",170,-0.000625090421270956,-0.0193742870299308,0.0664777558513102,-0.103906840400252,-0.0046481969904774,-0.000138043389121285,-3.42282033899241e-05,-0.00320956417200392,0.00127343238674231,0.0010602522495669,0.0018699712174482,170,0.123529411764706,0.0294117647058824,NA,NA,0.00489835224617119,0.194758661229906
"1841-1850",1841,1850,"consumer_ltl_ratio","structural","climate",170,0.000169266247766073,0.00186598558928445,0.00655240325174934,-0.000208214099538664,-8.80948185119634e-06,0.000821685463783806,0.00639062160273261,0.000455722992703692,0.22375613832926,0.18860196045789,0.280266575786635,170,0.111764705882353,0.0235294117647059,NA,NA,0.223653310754052,0.371423541221517
"1851-1860",1851,1860,"consumer_ltl_ratio","structural","climate",170,-0.00016920509934415,-0.00186135785333052,0.00653303888780112,-0.00636864842593191,-0.000821331009297155,8.80223173895661e-06,0.00020817201126008,-0.000455558360107379,0.223415095025824,0.188563229402526,0.278402885268709,170,0.105882352941176,0.0235294117647059,NA,NA,0.223653310754052,0.371423541221517
"1861-1870",1861,1870,"consumer_ltl_ratio","structural","climate",170,-0.0014345787715187,-0.00637803743711828,0.0189313326698618,-0.018123882129344,-0.00335590010357663,-0.000965252121494196,-0.000337468825199092,-0.00386237976946949,0.221921252204192,0.187602453620946,0.275268845268923,170,0.105882352941176,0.0235294117647059,NA,NA,0.223653310754052,0.371423541221517
"1871-1880",1871,1880,"consumer_ltl_ratio","structural","climate",170,-0.000731314232199187,-0.00883948746918834,0.0305096725310505,-0.0286003617175306,-0.003969160694319,-0.000101742048331438,0.000363661215154211,-0.00196894959806285,0.222376406166441,0.188492497346993,0.273999248354455,170,0.1,0.0117647058823529,NA,NA,0.223653310754052,0.371423541221517
"1881-1890",1881,1890,"consumer_ltl_ratio","structural","climate",170,-0.0020769828336034,-0.0131904383150582,0.0421679811260386,-0.0397284591386735,-0.00640614929302089,-0.00108411809676424,-0.000304572559659326,-0.00559195259076131,0.221325457951409,0.187472847229011,0.271194781813349,170,0.1,0.0176470588235294,NA,NA,0.223653310754052,0.371423541221517
"1891-1900",1891,1900,"consumer_ltl_ratio","structural","climate",170,-0.0012554981033283,-0.015456079194868,0.0530079874749669,-0.0494827992845287,-0.00683648460427345,-0.000231842270670482,0.00051587207908406,-0.0033802329793079,0.222151874722212,0.188352000126588,0.270007513367125,170,0.1,0.0117647058823529,NA,NA,0.223653310754052,0.371423541221517
"1901-1910",1901,1910,"consumer_ltl_ratio","structural","climate",170,-0.00267886387689148,-0.0196093158168517,0.0639323746904724,-0.0599207049198682,-0.00929887849011933,-0.00122590203465211,-0.000301655487974172,-0.00721242349927898,0.221110239630195,0.18734591905327,0.266944637329933,170,0.1,0.0176470588235294,NA,NA,0.223653310754052,0.371423541221517
"1911-1920",1911,1920,"consumer_ltl_ratio","structural","climate",170,-0.00190058004477213,-0.0216902125138364,0.0740935342675272,-0.0689636767789802,-0.00969729742283607,-0.000403161078363898,0.000646460467491936,-0.00511701557343837,0.221625114962332,0.188219566585754,0.265423688071854,170,0.0941176470588235,0.0117647058823529,NA,NA,0.223653310754052,0.371423541221517
"1921-1930",1921,1930,"consumer_ltl_ratio","structural","climate",170,-0.00325834306519615,-0.0256745113455422,0.084354960491547,-0.0787640000030763,-0.0119829843583382,-0.00133779565980836,-0.000289083240193484,-0.00877258090448521,0.219918879215552,0.187126386198982,0.263035869162471,170,0.0941176470588235,0.0176470588235294,NA,NA,0.223653310754052,0.371423541221517
"1931-1940",1931,1940,"consumer_ltl_ratio","structural","climate",170,-0.00254741380722789,-0.0276025393056554,0.0939215317487922,-0.0871452357722407,-0.0121908857741545,-0.000519915460541517,0.000783261480792658,-0.00685851467262981,0.213177199798767,0.18473638699443,0.250070349759833,170,0.0941176470588235,0.0117647058823529,NA,NA,0.223653310754052,0.371423541221517
"1941-1950",1941,1950,"consumer_ltl_ratio","structural","climate",170,-0.00382798939087488,-0.0314593467637784,0.103635478658327,-0.0963511502007284,-0.014519693388623,-0.001446846352672,-0.000136142782062466,-0.0103062648594798,0.208019533435257,0.182474991145148,0.241488608542891,170,0.0941176470588235,0.0176470588235294,NA,NA,0.223653310754052,0.371423541221517
"1951-1960",1951,1960,"consumer_ltl_ratio","structural","climate",170,-0.00310697619220233,-0.0333067433028216,0.112805829807083,-0.104116634787054,-0.0146924654138883,-0.000639582296637263,0.000871357497592533,-0.00836504918881633,0.207494189136834,0.180577277244711,0.241586317338669,170,0.0941176470588235,0.0117647058823529,NA,NA,0.223653310754052,0.371423541221517
"1961-1970",1961,1970,"consumer_ltl_ratio","structural","climate",170,-0.00439534827921406,-0.0371663004019727,0.122361351538323,-0.112768809409042,-0.0169453746030761,-0.00162843193883411,6.04818754192428e-05,-0.0118337902459249,0.204864192083459,0.179178967599931,0.239574568109737,170,0.0941176470588235,0.0176470588235294,NA,NA,0.223653310754052,0.371423541221517
"1971-1980",1971,1980,"consumer_ltl_ratio","structural","climate",170,-0.0036021257618828,-0.0392386293985601,0.132206045154329,-0.119961069374719,-0.0172024119190856,-0.000756001966512404,0.000988464493571138,-0.00969816223828015,0.202783545023869,0.178032097872909,0.228446385472332,170,0.0941176470588235,0.0117647058823529,NA,NA,0.223653310754052,0.371423541221517
"1981-1990",1981,1990,"consumer_ltl_ratio","structural","climate",170,-0.00671182677477587,-0.0456427711835692,0.144813283920885,-0.127742180337652,-0.0215669087064037,-0.00336830758449867,-0.00172546860448346,-0.0180705475821549,0.195165385316996,0.171448168929155,0.219596796713247,170,0.0941176470588235,0.0176470588235294,NA,NA,0.223653310754052,0.371423541221517
"1991-2000",1991,2000,"consumer_ltl_ratio","structural","climate",170,-0.00891629953055514,-0.0519683686240651,0.16109954782739,-0.147385852029238,-0.0245290513955232,-0.00485563472771347,-0.000361316318365134,-0.0240057469196264,0.194131931119897,0.171182703337092,0.214971419060044,170,0.1,0.0176470588235294,NA,NA,0.223653310754052,0.371423541221517
"2001-2010",2001,2010,"consumer_ltl_ratio","structural","climate",170,-0.00578110721825766,-0.0496707667597384,0.162351768545744,-0.139308987904389,-0.0223760556112533,-0.00241331561519043,-0.000250066211172901,-0.0155647302248131,0.196293786159865,0.172702939040582,0.220416418750873,170,0.1,0.0235294117647059,NA,NA,0.223653310754052,0.371423541221517
