"decade","start_year","end_year","metric_name","metric_category","comparison","n_sims","ratio_median","ratio_mean","ratio_sd","ratio_q05","ratio_q25","ratio_q75","ratio_q95","n_valid","prop_below_075","prop_below_040","prop_below_020","prop_below_054"
"1921-1930",1921,1930,"seal_biomass","biomass","absolute",170,0.978189436256447,0.960761356445477,0.0904822816555055,0.764576480439737,0.926717804086071,0.996827775818497,1.09880842772821,170,0.0294117647058824,0,0,NA
"1931-1940",1931,1940,"seal_biomass","biomass","absolute",170,0.976989307594898,0.956932220000123,0.100793511378478,0.739417218110906,0.918288755675963,0.996652166486351,1.11201799060107,170,0.0647058823529412,0,0,NA
"1941-1950",1941,1950,"seal_biomass","biomass","absolute",170,0.975068315860321,0.953883176976724,0.11135135231933,0.715424687259601,0.910111908761864,0.997282068380971,1.12647816926237,170,0.0764705882352941,0,0,NA
"1951-1960",1951,1960,"seal_biomass","biomass","absolute",170,0.97244213144593,0.950606529186111,0.121117881280865,0.695119474509837,0.90196718322915,0.996881468964527,1.13939982493579,170,0.0882352941176471,0,0,NA
"1961-1970",1961,1970,"seal_biomass","biomass","absolute",170,0.969318768549109,0.947688812237636,0.130944744993338,0.675273122948629,0.894612005946224,0.996680891187219,1.15381447519685,170,0.1,0,0,NA
"1971-1980",1971,1980,"seal_biomass","biomass","absolute",170,0.964726454502328,0.944228139499967,0.140192335441986,0.654646312442366,0.88773710319299,0.996104072447764,1.16681945852492,170,0.1,0,0,NA
"1981-1990",1981,1990,"seal_biomass","biomass","absolute",170,0.967664227312271,0.945269713409711,0.153971324875823,0.641699905534784,0.876081202526115,0.999211756807855,1.19764716728666,170,0.1,0,0,NA
"1991-2000",1991,2000,"seal_biomass","biomass","absolute",170,0.966413802370928,0.951672644422207,0.172404777185816,0.630352625187656,0.869704209667,1.01526754110098,1.234455413882,170,0.1,0,0,NA
"2001-2010",2001,2010,"seal_biomass","biomass","absolute",170,0.965528757778073,0.956565119932169,0.191508960844399,0.615196789780463,0.862895684817312,1.0253724993921,1.27088424948277,170,0.0941176470588235,0,0,NA
"1841-1850",1841,1850,"fish_biomass","biomass","absolute",170,0.997905861850577,0.9961748800768,0.00533105870886438,0.988246754506133,0.996105254181362,0.998826748788402,0.999361520929932,170,0,0,0,NA
"1851-1860",1851,1860,"fish_biomass","biomass","absolute",170,1.00209413814942,1.0038251199232,0.00533105870886438,1.00063847907007,1.0011732512116,1.00389474581864,1.01175324549387,170,0,0,0,NA
"1861-1870",1861,1870,"fish_biomass","biomass","absolute",170,1.00070398594565,1.0040459856361,0.010378255009638,0.995544659384896,0.997929287302213,1.00546820125883,1.02389053038822,170,0,0,0,NA
"1871-1880",1871,1880,"fish_biomass","biomass","absolute",170,1.00701267819463,1.01496164414104,0.0219707680903005,1.00108600413163,1.00324536085697,1.01588670542114,1.05217493699627,170,0,0,0,NA
"1881-1890",1881,1890,"fish_biomass","biomass","absolute",170,1.00475993959491,1.0148132821986,0.027026454973873,0.995570902787701,0.99992259444917,1.01739505111567,1.06387441073131,170,0,0,0,NA
"1891-1900",1891,1900,"fish_biomass","biomass","absolute",170,1.0115296062051,1.02564374090245,0.038998828694913,1.00110301677459,1.00481602799405,1.02762900659457,1.093733666614,170,0,0,0,NA
"1901-1910",1901,1910,"fish_biomass","biomass","absolute",170,1.00946763991644,1.0253652172655,0.0437234645237812,0.996305573534511,1.00174995589448,1.02916536464546,1.10470337430183,170,0,0,0,NA
"1911-1920",1911,1920,"fish_biomass","biomass","absolute",170,1.01562975488639,1.03613527312401,0.0557747932409263,1.00139865871866,1.00667818947583,1.03931664693551,1.13531692006337,170,0,0,0,NA
"1921-1930",1921,1930,"fish_biomass","biomass","absolute",170,1.01357663702555,1.03570493906491,0.0601874301112241,0.9966987964316,1.00340437378213,1.04038731900063,1.14546750917802,170,0,0,0,NA
"1931-1940",1931,1940,"fish_biomass","biomass","absolute",170,1.03238311735693,1.08822488519896,0.181338996502393,1.00521373531519,1.01567934505474,1.08257353431533,1.32369610236988,170,0,0,0,NA
"1941-1950",1941,1950,"fish_biomass","biomass","absolute",170,1.04308771083879,1.15373219482506,0.364990366801176,1.00473568124864,1.0180519273897,1.13470177989227,1.69513342313189,170,0,0,0,NA
"1951-1960",1951,1960,"fish_biomass","biomass","absolute",170,1.05474404996358,1.18311718881288,0.418868604508178,1.01119289375857,1.02537239722773,1.16286469634572,1.83607940334489,170,0,0,0,NA
"1961-1970",1961,1970,"fish_biomass","biomass","absolute",170,1.05396041099181,1.19781012199916,0.460504728136447,1.00785951637175,1.02370610982456,1.1678019660923,1.92525981328766,170,0,0,0,NA
"1971-1980",1971,1980,"fish_biomass","biomass","absolute",170,1.06256607480033,1.21708646929546,0.480829493451416,1.01297731030632,1.02997302838853,1.19282540256553,1.97580526457785,170,0,0,0,NA
"1981-1990",1981,1990,"fish_biomass","biomass","absolute",170,1.05285290111538,1.21361614531085,0.483479344484972,0.995901848717337,1.01808699744305,1.17536977402035,2.05760598961777,170,0,0,0,NA
"1991-2000",1991,2000,"fish_biomass","biomass","absolute",170,1.08123538885682,1.26393607332514,0.566365646532458,1.01883885150346,1.03911918098388,1.21710922836648,2.11623995890346,170,0,0,0,NA
"2001-2010",2001,2010,"fish_biomass","biomass","absolute",170,1.05633785573241,1.24943745441105,0.604639178802433,0.999675538936019,1.02136156894442,1.19290157561759,2.08426464737702,170,0,0,0,NA
"1841-1850",1841,1850,"krill_biomass","biomass","absolute",170,1.00144635667251,1.00252563772403,0.00930858328144263,0.993559969774929,0.999935474960612,1.00287307925968,1.01659514641237,170,0,0,0,NA
"1851-1860",1851,1860,"krill_biomass","biomass","absolute",170,0.998553643327492,0.997474362275969,0.00930858328144264,0.983404853587634,0.997126920740315,1.00006452503939,1.00644003022507,170,0,0,0,NA
"1861-1870",1861,1870,"krill_biomass","biomass","absolute",170,1.00297379862075,0.997219974562846,0.0310669491455747,0.939655628656538,0.997311929954886,1.00731988373691,1.02632776079361,170,0,0,0,NA
"1871-1880",1871,1880,"krill_biomass","biomass","absolute",170,0.995960015170803,0.989206102247206,0.0483746333096717,0.914052368694169,0.988863622317824,0.999114826473478,1.03439748534428,170,0,0,0,NA
"1881-1890",1881,1890,"krill_biomass","biomass","absolute",170,1.00016528279771,0.99069030587114,0.0711416299778996,0.875243520659803,0.990522524543256,1.006249367218,1.05511908618739,170,0.0176470588235294,0,0,NA
"1891-1900",1891,1900,"krill_biomass","biomass","absolute",170,0.99395932453984,0.984534281265545,0.0952350228136142,0.853123017379808,0.980093663174693,0.998267359988709,1.06274588019762,170,0.0235294117647059,0,0,NA
"1901-1910",1901,1910,"krill_biomass","biomass","absolute",170,0.99771027164024,0.988070415206052,0.12695210005368,0.817471725016612,0.983747014288414,1.00539050559654,1.08635817937855,170,0.0352941176470588,0,0,NA
"1911-1920",1911,1920,"krill_biomass","biomass","absolute",170,0.992330829134319,0.984439643390125,0.171070025403363,0.79741025773165,0.972794782386747,0.99778648191035,1.09008933859592,170,0.0411764705882353,0,0,NA
