"decade","start_year","end_year","metric_name","metric_category","comparison","n_sims","diff_median","diff_mean","diff_sd","diff_q05","diff_q25","diff_q75","diff_q95","z_median","value_median","value_q25","value_q75","n_valid","prop_outside_b0_50","prop_outside_b0_90","prop_outside_b0_98","prop_below_b0_q05","prop_above_b0_q95","b0_median","b0_sd"
"1941-1950",1941,1950,"spectrum_slope","structural","climate",2111,-5.51677673232831e-05,0.00120859210775354,0.0144478992012223,-0.00181524506952935,-0.000563061247991548,0.000751217072765376,0.00374259256636011,-0.00469761403963241,-1.16384843648484,-1.17214743371937,-1.15484593850316,2111,0.503552818569398,0.105637138796779,0.0232117479867361,NA,NA,-1.15995027326598,0.0117437845803952
"1951-1960",1951,1960,"spectrum_slope","structural","climate",2111,-0.000507721583256737,0.00106805832923468,0.0176094582097567,-0.00243942257928043,-0.00111465235159292,0.000417295607964552,0.00369095576361833,-0.043233216667165,-1.1685724939078,-1.17680788102242,-1.1593753954385,2111,0.498342018000947,0.0994789199431549,0.0203694931312174,NA,NA,-1.15995027326598,0.0117437845803952
"1961-1970",1961,1970,"spectrum_slope","structural","climate",2111,-0.000121111963673926,0.00153821180487534,0.0181987049523702,-0.00224845131760765,-0.000743876013726386,0.000849310155803584,0.0044405228844735,-0.0103128563747761,-1.16964859896588,-1.17812181000364,-1.16002307058528,2111,0.502131691141639,0.104216011369019,0.0227380388441497,NA,NA,-1.15995027326598,0.0117437845803952
"1971-1980",1971,1980,"spectrum_slope","structural","climate",2111,-0.000572835606760247,0.00120491505916064,0.0187554217543047,-0.00283636558158784,-0.00128170036877384,0.000503907478703658,0.00432529668241866,-0.0487777686008074,-1.17192784940133,-1.18036289000023,-1.16282789202541,2111,0.498342018000947,0.098531501657982,0.0217906205589768,NA,NA,-1.15995027326598,0.0117437845803952
"1981-1990",1981,1990,"spectrum_slope","structural","climate",2111,-0.000395958090334325,0.0015933109520224,0.0200086164419796,-0.0029500111815034,-0.00116858590877267,0.000834720102828368,0.00494749864731669,-0.0337163959048881,-1.17385260114752,-1.18237048679102,-1.16486226229697,2111,0.512553292278541,0.108953102794884,0.0265277119848413,NA,NA,-1.15995027326598,0.0117437845803952
"1991-2000",1991,2000,"spectrum_slope","structural","climate",2111,-0.00153927576799151,0.000476370676540893,0.0221958315009721,-0.00510982872246879,-0.00285542707838549,-0.000471858150739246,0.00388677824132144,-0.131071526172333,-1.17406404954978,-1.18185727412512,-1.16570402518026,2111,0.481762198010422,0.0918995736617717,0.0232117479867361,NA,NA,-1.15995027326598,0.0117437845803952
"2001-2010",2001,2010,"spectrum_slope","structural","climate",2111,-7.75888123241142e-05,0.00243422265700239,0.0234920559171933,-0.00302072066341286,-0.0009679481684296,0.00122711423714339,0.00603303827513268,-0.00660679798688057,-1.17193928740208,-1.18003045377023,-1.16324987938228,2111,0.514921837991473,0.113216485078162,0.0307910942681194,NA,NA,-1.15995027326598,0.0117437845803952
"1841-1850",1841,1850,"spectrum_intercept","structural","climate",2111,-0.000893734468045082,-0.00107223501827299,0.000648286122252923,-0.00234621410629998,-0.00133453876959777,-0.000666465185804377,-0.000410474928339788,-0.0178957090347902,11.7227062815173,11.6854040195271,11.7503572032169,2111,0.502131691141639,0.101847465656087,0.0194220748460445,NA,NA,11.7239144996379,0.0499412717488655
"1851-1860",1851,1860,"spectrum_intercept","structural","climate",2111,0.000893734468045082,0.00107223501827299,0.000648286122252919,0.000410474928338012,0.000666465185804377,0.00133453876959777,0.00234621410629998,0.0178957090347902,11.7247991171145,11.6875948651696,11.7522879485145,2111,0.502131691141639,0.0994789199431549,0.0208432022738039,NA,NA,11.7239144996379,0.0499412717488655
"1861-1870",1861,1870,"spectrum_intercept","structural","climate",2111,-0.00136661305782404,-0.00133055210627264,0.00154365199695588,-0.00390637348193312,-0.00197466272484537,-0.000768238362272911,0.00112052275580066,-0.0273644024264377,11.72259296732,11.6848949234287,11.749917591584,2111,0.50071056371388,0.100426338228328,0.0184746565608716,NA,NA,11.7239144996379,0.0499412717488655
"1871-1880",1871,1880,"spectrum_intercept","structural","climate",2111,0.00120251844787234,0.00177310941954693,0.00244518954362438,-0.000470088230682286,0.000589470210162091,0.00233237297838862,0.00656658426746493,0.0240786508985858,11.7253251090136,11.6883991561943,11.7528480032673,2111,0.498815727143534,0.0980577925153956,0.0222643297015632,NA,NA,11.7239144996379,0.0499412717488655
"1881-1890",1881,1890,"spectrum_intercept","structural","climate",2111,-0.00128128908416691,-0.000733506922024747,0.0032996784099564,-0.00439068370479667,-0.00213867566726922,-5.88384261748232e-05,0.00525717274642812,-0.0256559162251614,11.7227271586744,11.6854716471459,11.7501024682572,2111,0.495499763145429,0.0980577925153956,0.0180009474182852,NA,NA,11.7239144996379,0.0499412717488655
"1891-1900",1891,1900,"spectrum_intercept","structural","climate",2111,0.00130908612698732,0.00235311498016281,0.00442470307421227,-0.00140146144437736,0.000419672354299294,0.00315871755818353,0.0106303604466795,0.0262125108381339,11.7258805979396,11.6890014766904,11.7530860216337,2111,0.49928943628612,0.100426338228328,0.0222643297015632,NA,NA,11.7239144996379,0.0499412717488655
"1901-1910",1901,1910,"spectrum_intercept","structural","climate",2111,-0.0011915555638673,-0.00017535783923903,0.00517642960115323,-0.00515716406709466,-0.0023466559016585,0.000681987894882496,0.00911513931660668,-0.0238591353832387,11.7235312202866,11.6860152219216,11.7505618680288,2111,0.493604926575083,0.0980577925153956,0.0184746565608716,NA,NA,11.7239144996379,0.0499412717488655
"1911-1920",1911,1920,"spectrum_intercept","structural","climate",2111,0.0013903171172327,0.00258635518287746,0.0150699361562006,-0.00234767512667755,0.000214204362333881,0.00399685905472147,0.0145318884810877,0.0278390411086054,11.726445643302,11.6898872053076,11.7532436776857,2111,0.495973472288015,0.103268593083847,0.0236854571293226,NA,NA,11.7239144996379,0.0499412717488655
