"decade","start_year","end_year","metric_name","metric_category","comparison","n_sims","ratio_median","ratio_mean","ratio_sd","ratio_q05","ratio_q25","ratio_q75","ratio_q95","n_valid","prop_below_090","prop_below_075","prop_below_040","prop_below_020","prop_below_054"
"1871-1880",1871,1880,"whale_biomass","biomass","absolute",2111,0.969733894976958,0.963376103034006,0.0227911559618959,0.917394160395004,0.961322487375404,0.974900617882603,0.993029858294194,2111,0.00947418285172904,0,0,0,0
"1881-1890",1881,1890,"whale_biomass","biomass","absolute",2111,0.957906095147137,0.949329166774402,0.0312375434924391,0.886268140353006,0.946329833159806,0.965124584040519,0.990257831682465,2111,0.142586451918522,0,0,0,0
"1891-1900",1891,1900,"whale_biomass","biomass","absolute",2111,0.946267135737177,0.935618831827612,0.0393626315593773,0.856105951738889,0.931703904739828,0.955453109933951,0.987714207854924,2111,0.172430127901468,0.000947418285172904,0,0,0
"1901-1910",1901,1910,"whale_biomass","biomass","absolute",2111,0.934784839048833,0.922212015242136,0.0471303125067747,0.826900741345651,0.917242815686098,0.945941475762753,0.985048700785443,2111,0.189009947891994,0.00189483657034581,0,0,0
"1911-1920",1911,1920,"whale_biomass","biomass","absolute",2111,0.923443963301878,0.90912527879221,0.0546014760772952,0.798628133387063,0.903028289318889,0.936524968758617,0.98260759782206,2111,0.233538607295121,0.00757934628138323,0,0,0
"1921-1930",1921,1930,"whale_biomass","biomass","absolute",2111,0.912280598782684,0.896326278627215,0.0617380105098191,0.771305915694554,0.889059918369733,0.927308002804902,0.980041383824046,2111,0.284225485551871,0.01468498342018,0,0,0.000947418285172904
"1931-1940",1931,1940,"whale_biomass","biomass","absolute",2111,0.737804032868232,0.696622267849386,0.184273062176774,0.286098393261915,0.612771481601912,0.833084569737609,0.910474907037816,2111,0.927996210326859,0.550923732828044,0.0876361913784936,0.0274751302700142,0.16816674561819
"1941-1950",1941,1950,"whale_biomass","biomass","absolute",2111,0.636093023852801,0.565332638950605,0.247360827174947,0.085631857135212,0.390639257483836,0.754736732295522,0.881846478893118,2111,0.980577925153955,0.746091899573662,0.263855992420654,0.111795357650403,0.394126006631928
"1951-1960",1951,1960,"whale_biomass","biomass","absolute",2111,0.563784297927775,0.50189162626716,0.262238220598633,0.0493184250826524,0.283660915661883,0.70546640928944,0.861083821774667,2111,0.988630980577925,0.809568924680246,0.35386072951208,0.187115111321649,0.480341070582662
"1961-1970",1961,1970,"whale_biomass","biomass","absolute",2111,0.516530760271968,0.467744967574932,0.264048876070725,0.0356279696798807,0.236682732696183,0.672111575630651,0.847688150580541,2111,0.989104689720512,0.839886309805779,0.39791567977262,0.22169587873046,0.519658929417338
"1971-1980",1971,1980,"whale_biomass","biomass","absolute",2111,0.399762473060297,0.415203955183094,0.260634679179925,0.0281113608248862,0.198278331581913,0.640600250915352,0.8273011001234,2111,0.994789199431549,0.861676930364756,0.500236854571293,0.252013263855992,0.637612505921364
"1981-1990",1981,1990,"whale_biomass","biomass","absolute",2111,0.351613310587438,0.380995879452099,0.272121350337487,0.0152817762557508,0.114857781875851,0.62677806548285,0.813041216883653,2111,0.996210326859308,0.876361913784936,0.540502131691142,0.338702036949313,0.659403126480341
"1991-2000",1991,2000,"whale_biomass","biomass","absolute",2111,0.34752130988921,0.377132252485848,0.27069741370703,0.0169909684902042,0.114208492557281,0.621384981670856,0.806521881927644,2111,0.995262908574135,0.882046423495974,0.54476551397442,0.344386546660351,0.661297963050687
"2001-2010",2001,2010,"whale_biomass","biomass","absolute",2111,0.343147184829934,0.372693053248067,0.269064847115672,0.0155607773345245,0.113350136800638,0.615604217465926,0.803841660979465,2111,0.995262908574135,0.892941733775462,0.550450023685457,0.350544765513974,0.667929891046897
