"w","n_valid","ratio_median","ratio_mean","ratio_sd","ratio_q05","ratio_q25","ratio_q75","ratio_q95"
114.397057992117,212,1.00056283414808,1.05841657802147,0.189390683425229,0.934593428863039,0.990636937728833,1.03262717842019,1.43418442617424
164.100604596346,212,1.02593140660267,1.15205000421606,0.373997290635962,0.993063932085286,1.00571365702825,1.11965425159131,1.69785148119995
235.399484056154,212,1.13399886552505,1.36351243272612,0.837085385525481,1.00581662782796,1.0351780468399,1.34152492035955,2.31824526085611
337.676495648558,212,1.12986712926227,1.32634357896958,0.665767651412708,1.00645781235514,1.04391049776308,1.32609418088562,2.09910630483174
484.391102940098,212,1.1591560253947,1.45601829695549,1.08071096598281,1.01256994153543,1.05991555752034,1.3997187477308,2.297486882507
694.850674036028,212,1.16203452087115,1.47021999790691,1.13539341847329,1.01489148395132,1.06553128720822,1.44973782060607,2.11058036986388
996.751295136877,212,1.02278598367608,1.10246064604879,0.257616822226203,0.958690709937781,1.00398321547792,1.0817324558936,1.50644223635934
1429.82252371756,212,1.02403064829424,1.10226274745054,0.246545997918471,0.971161312255503,1.00435013810101,1.07972925043205,1.49417415611684
2051.05572403526,212,1.02677784575825,1.11137435386427,0.252203029294456,0.998951458242199,1.0063364822516,1.08572731172083,1.52274774426123
2942.20402414699,212,1.04647273070508,1.15262651316634,0.325146201384882,1.00186188180175,1.01548238055454,1.1352368939422,1.6855344812101
4220.54087476266,212,1.00955138273646,1.0193981013177,0.0333013077386825,0.999839703250713,1.00342039453905,1.02063517672983,1.07972809023759
6054.29301617067,212,0.998219375086373,0.990283575511021,0.0253825088919341,0.920136254213279,0.990480523742978,1.00081690872609,1.01351145115596
8684.77880283868,212,1.04884628207247,1.11031800289428,0.172853102269723,1.00109286322673,1.01527523920192,1.13455241376787,1.37340673269817
12458.1652478298,212,1.04352814643969,1.10118381067545,0.151622849226541,1.00074820052305,1.01447678035486,1.12716509611169,1.35346672416757
17871.0229547244,212,1.04159330944698,1.098629128082,0.141629077527298,1.00039425671633,1.01441617532593,1.11982550495644,1.34664051921557
25635.6738809449,212,1.07126775561124,1.18198092538311,0.278578262360334,1.00321881893817,1.01937126327337,1.23092615973343,1.82010274969768
