"ensemble","time","slope_mean","slope_median","slope_sd","slope_min","slope_max","slope_q25","slope_q75","n_sims"
"Unexploited",1975,-1.05211151944905,-1.05165359753076,0.0138674216966013,-1.09703394058876,-1.0142811565572,-1.06085058840261,-1.04364852234675,212
"Unexploited",1976,-1.05068341714188,-1.05021633684393,0.0141403131461755,-1.09620283997653,-1.011856436067,-1.05986295834961,-1.0419518438686,212
"Unexploited",1977,-1.05100909497602,-1.05066684719229,0.0142089040924942,-1.09634569503479,-1.01168544507006,-1.06018642553615,-1.04187079194328,212
"Unexploited",1978,-1.05052647617167,-1.05020486146664,0.014345422732883,-1.09616622454745,-1.01084513921891,-1.06004053149051,-1.04144917986986,212
"Unexploited",1979,-1.04984810877083,-1.0493319469733,0.014742156768907,-1.09590209133746,-1.00870820325159,-1.0595454166931,-1.04085122519977,212
"Unexploited",1980,-1.05327865158837,-1.05255508285648,0.0141204387477925,-1.10153391110982,-1.01436690508801,-1.06193169267812,-1.04517385626067,212
"Unexploited",1981,-1.04976556815634,-1.04929316669844,0.0148651091241617,-1.09640232382882,-1.0089756315093,-1.05922658904473,-1.04069940027415,212
"Unexploited",1982,-1.05109455955384,-1.0508164094219,0.0144373630125037,-1.09672099586863,-1.01059349074782,-1.06038260996592,-1.04274396803259,212
"Unexploited",1983,-1.05217009852258,-1.0516346981658,0.0143368145782269,-1.09769467830855,-1.01236492834823,-1.06147517349374,-1.0433876468377,212
"Unexploited",1984,-1.05243771835163,-1.05178944804102,0.014234918989282,-1.10068804375606,-1.01339004747716,-1.06159237654994,-1.04428229826113,212
"Unexploited",1985,-1.0504462817616,-1.05028848341395,0.0146124092587999,-1.09655688241749,-1.01021017944541,-1.06007299656051,-1.04135905933924,212
"Unexploited",1986,-1.05257625877487,-1.05225111328096,0.0141090281644137,-1.09777361862704,-1.01358840928625,-1.06147296472628,-1.04456941826483,212
"Unexploited",1987,-1.04977127610204,-1.04936891821605,0.0150252855905824,-1.09637551076753,-1.00826358339804,-1.05944056548686,-1.04088708028958,212
"Unexploited",1988,-1.05110023812066,-1.05075797325388,0.0144865246179292,-1.09690885256556,-1.01057662314303,-1.06042137095742,-1.04296460851586,212
"Unexploited",1989,-1.05205675606835,-1.05133985115537,0.0143774584432101,-1.09986227856721,-1.01245418098201,-1.0612647037703,-1.04374793557051,212
"Unexploited",1990,-1.05396321816892,-1.05310940502669,0.0140457648947313,-1.10423650701027,-1.01598355239034,-1.06281261351626,-1.04592218333738,212
"Unexploited",1991,-1.05039565539073,-1.05009183732169,0.0145117595752196,-1.09672016961903,-1.01082641447126,-1.05969955644829,-1.04125733485974,212
"Unexploited",1992,-1.05233971227162,-1.05179823054338,0.0139304676775406,-1.09801156464568,-1.01405598899018,-1.06119343264743,-1.04457560813576,212
"Unexploited",1993,-1.05322050015359,-1.0523613660461,0.0138275621744329,-1.10361815043507,-1.01636309462818,-1.06192927555477,-1.04529236013537,212
"Unexploited",1994,-1.0541379191901,-1.05342749562796,0.0136738175342625,-1.10536095600521,-1.01823718066048,-1.06261351307511,-1.04636216685916,212
"Unexploited",1995,-1.05254782306969,-1.05182809946037,0.0137128913019668,-1.09939601527972,-1.01587744828631,-1.06134376425423,-1.0443199034733,212
"Unexploited",1996,-1.05210048707955,-1.05145761896992,0.0136086068349434,-1.09873704207944,-1.01539693293326,-1.06059279008282,-1.04435034322021,212
"Unexploited",1997,-1.05348041113689,-1.05287771582581,0.0135147617617726,-1.10223512336981,-1.01778195024797,-1.06165313081816,-1.04561963826711,212
"Unexploited",1998,-1.05208715939711,-1.05122290469943,0.0136279057980473,-1.10075593672889,-1.01582221166099,-1.0605556237217,-1.04426483419447,212
"Unexploited",1999,-1.05353874012345,-1.0529735797252,0.0134474915931192,-1.10266622204861,-1.01816224998092,-1.06175722616581,-1.04573779607806,212
"Unexploited",2000,-1.05168465686297,-1.05103350235483,0.0137258790426886,-1.09723849076565,-1.01486608112874,-1.06044680965497,-1.04303196284248,212
"Unexploited",2001,-1.04982674895304,-1.04948126140237,0.0143368332663984,-1.09616112546245,-1.00995212929544,-1.05893528304904,-1.04118226189968,212
"Unexploited",2002,-1.05285275829583,-1.05242910926944,0.0138915171761225,-1.09837765301931,-1.01427299702382,-1.06137471234131,-1.04495720891994,212
"Unexploited",2003,-1.04777613578133,-1.04789089104061,0.0157296920099764,-1.09591084254861,-1.00421597164304,-1.05799253798757,-1.03956809079119,212
"Unexploited",2004,-1.05211312718849,-1.05124518639221,0.0141350977165017,-1.09988254060713,-1.01237411043728,-1.06085043253124,-1.04453304110557,212
"Unexploited",2005,-1.05398251006335,-1.05314337712838,0.0139927538516159,-1.10571764158216,-1.01638450156203,-1.06278689514203,-1.04611871524798,212
"Unexploited",2006,-1.05000803592044,-1.04961076348545,0.0145523504805703,-1.09698049873266,-1.01029454114922,-1.05936013144299,-1.04133562899182,212
"Unexploited",2007,-1.0525934704302,-1.05223150350517,0.0138599627807703,-1.09803452279965,-1.01432670713196,-1.06135665450664,-1.04502778881478,212
"Unexploited",2008,-1.04951159645845,-1.04907599162214,0.0150125158343656,-1.09662814055393,-1.00801591747716,-1.05904818169215,-1.04118023118625,212
"Unexploited",2009,-1.05242032875164,-1.05188610256799,0.0142895191322481,-1.0984680131766,-1.01209233375538,-1.06156789011527,-1.04453808253405,212
"Unexploited",2010,-1.05302060740443,-1.05211168708251,0.0142351159296847,-1.10275873463711,-1.01391086707364,-1.06185336064542,-1.04533354397165,212
"Unexploited",2011,-1.05326737599729,-1.05245256588002,0.0139826983129926,-1.10375551637924,-1.01536190355773,-1.06199790120857,-1.04571546185453,212
