V1 V2 V3 V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64 V65 V66 V67 V68 V69 V70 V71 V72 V73 V74 V75 V76 V77 V78 V79 V80 V81 V82 V83 V84 V85 V86 V87 V88 V89 V90 V91 V92 V93 V94 V95 V96 V97 V98 V99 V100 V101 V102 V103 V104 V105 V106 V107 V108 V109 V110 V111 V112 V113 V114 V115 V116 V117 V118 V119 V120 V121 V122 V123 V124 V125 V126 V127 V128 V129 V130 V131 V132 V133 V134 V135 V136 V137 V138 V139 V140 V141 V142
1 27.1424742223487 26.9880841321811 26.8336940420134 26.6793039518458 26.5249138616782 26.3705237715105 26.2161336813429 26.0617435911753 25.9073535010076 25.75296341084 25.5985733206724 25.4441832305047 25.2897931403371 25.1354030501695 24.9810129600018 24.8266228698342 24.6722327796666 24.5178426894989 24.3634525993313 24.2090625091636 24.054672418996 23.9002823288284 23.7458922386607 23.5915021484931 23.4371120583255 23.2827219681578 23.1283318779902 22.9739417878226 22.8195516976549 22.6651616074873 22.5107715173197 22.356381427152 22.2019913369844 22.0476012468168 21.8932111566491 21.7388210664815 21.5844309763139 21.4300408861462 21.2756507959786 21.121260705811 20.9668706156433 20.8124805254757 20.6580904353081 20.5037003451404 20.3493102549728 20.1949201648051 20.0405300746375 19.8861399844699 19.7317498943022 19.5773598041346 19.422969713967 19.2685796237993 19.1141895336317 18.9597994434641 18.8054093532964 18.6510192631288 18.4966291729612 18.3422390827935 18.1878489926259 18.0334589024583 17.8790688122906 17.724678722123 17.5702886319554 17.4158985417877 17.2615084516201 17.1071183614525 16.9527282712848 16.7983381811172 16.6439480909496 16.4895580007819 16.3351679106143 16.1807778204466 16.026387730279 15.8719976401114 15.7176075499437 15.5632174597761 15.4088273696085 15.2544372794408 15.1000471892732 14.9456570991056 14.7912670089379 14.6368769187703 14.4824868286027 14.328096738435 14.1737066482674 14.0193165580998 13.8649264679321 13.7105363777645 13.5561462875969 13.4017561974292 13.2473661072616 13.092976017094 12.9385859269263 12.7841958367587 12.629805746591 12.4754156564234 12.3210255662558 12.1666354760881 12.0122453859205 11.8578552957529 11.7034652055852 11.5490751154176 11.39468502525 11.2402949350823 11.0859048449147 10.9315147547471 10.7771246645794 10.6227345744118 10.4683444842442 10.3139543940765 10.1595643039089 10.0051742137413 9.85078412357363 9.69639403340599 9.54200394323836 9.38761385307072 9.23322376290309 9.07883367273545 8.92444358256782 8.77005349240018 8.61566340223255 8.46127331206491 8.30688322189728 8.15249313172965 7.99810304156201 7.84371295139438 7.68932286122674 7.53493277105911 7.38054268089147 7.22615259072384 7.0717625005562 6.91737241038857 6.76298232022093 6.6085922300533 6.45420213988566 6.29981204971803 6.14542195955039 5.99103186938276 5.83664177921512 5.68225168904749 5.52786159887985 5.37347150871222
2 27.120540404447 26.9664269893985 26.8123135743501 26.6582001593016 26.5040867442532 26.3499733292048 26.1958599141563 26.0417464991079 25.8876330840594 25.733519669011 25.5794062539625 25.4252928389141 25.2711794238656 25.1170660088172 24.9629525937687 24.8088391787203 24.6547257636718 24.5006123486234 24.3464989335749 24.1923855185265 24.038272103478 23.8841586884296 23.7300452733811 23.5759318583327 23.4218184432842 23.2677050282358 23.1135916131873 22.9594781981389 22.8053647830904 22.651251368042 22.4971379529935 22.3430245379451 22.1889111228966 22.0347977078482 21.8806842927997 21.7265708777513 21.5724574627028 21.4183440476544 21.2642306326059 21.1101172175575 20.956003802509 20.8018903874606 20.6477769724121 20.4936635573637 20.3395501423152 20.1854367272668 20.0313233122183 19.8772098971699 19.7230964821214 19.568983067073 19.4148696520245 19.2607562369761 19.1066428219276 18.9525294068792 18.7984159918307 18.6443025767823 18.4901891617338 18.3360757466854 18.1819623316369 18.0278489165885 17.87373550154 17.7196220864916 17.5655086714431 17.4113952563947 17.2572818413462 17.1031684262978 16.9490550112493 16.7949415962009 16.6408281811524 16.486714766104 16.3326013510555 16.1784879360071 16.0243745209586 15.8702611059102 15.7161476908617 15.5620342758133 15.4079208607648 15.2538074457164 15.0996940306679 14.9455806156195 14.791467200571 14.6373537855226 14.4832403704741 14.3291269554257 14.1750135403773 14.0209001253288 13.8667867102804 13.7126732952319 13.5585598801835 13.404446465135 13.2503330500866 13.0962196350381 12.9421062199897 12.7879928049412 12.6338793898928 12.4797659748443 12.3256525597959 12.1715391447474 12.017425729699 11.8633123146505 11.7091988996021 11.5550854845536 11.4009720695052 11.2468586544567 11.0927452394083 10.9386318243598 10.7845184093114 10.6304049942629 10.4762915792145 10.322178164166 10.1680647491176 10.0139513340691 9.85983791902067 9.70572450397222 9.55161108892377 9.39749767387532 9.24338425882687 9.08927084377842 8.93515742872997 8.78104401368152 8.62693059863307 8.47281718358462 8.31870376853617 8.16459035348772 8.01047693843928 7.85636352339083 7.70225010834238 7.54813669329393 7.39402327824548 7.23990986319703 7.08579644814858 6.93168303310013 6.77756961805168 6.62345620300323 6.46934278795478 6.31522937290633 6.16111595785788 6.00700254280943 5.85288912776098 5.69877571271253 5.54466229766408 5.39054888261563
3 27.0978767162121 26.9437190804157 26.7895614446194 26.635403808823 26.4812461730266 26.3270885372303 26.1729309014339 26.0187732656375 25.8646156298412 25.7104579940448 25.5563003582484 25.4021427224521 25.2479850866557 25.0938274508594 24.939669815063 24.7855121792666 24.6313545434703 24.4771969076739 24.3230392718775 24.1688816360812 24.0147240002848 23.8605663644884 23.7064087286921 23.5522510928957 23.3980934570993 23.243935821303 23.0897781855066 22.9356205497103 22.7814629139139 22.6273052781175 22.4731476423212 22.3189900065248 22.1648323707284 22.0106747349321 21.8565170991357 21.7023594633393 21.548201827543 21.3940441917466 21.2398865559503 21.0857289201539 20.9315712843575 20.7774136485612 20.6232560127648 20.4690983769684 20.3149407411721 20.1607831053757 20.0066254695793 19.852467833783 19.6983101979866 19.5441525621903 19.3899949263939 19.2358372905975 19.0816796548012 18.9275220190048 18.7733643832084 18.6192067474121 18.4650491116157 18.3108914758193 18.156733840023 18.0025762042266 17.8484185684303 17.6942609326339 17.5401032968375 17.3859456610412 17.2317880252448 17.0776303894484 16.9234727536521 16.7693151178557 16.6151574820593 16.460999846263 16.3068422104666 16.1526845746703 15.9985269388739 15.8443693030775 15.6902116672812 15.5360540314848 15.3818963956884 15.2277387598921 15.0735811240957 14.9194234882993 14.765265852503 14.6111082167066 14.4569505809103 14.3027929451139 14.1486353093175 13.9944776735212 13.8403200377248 13.6861624019284 13.5320047661321 13.3778471303357 13.2236894945393 13.069531858743 12.9153742229466 12.7612165871502 12.6070589513539 12.4529013155575 12.2987436797612 12.1445860439648 11.9904284081684 11.8362707723721 11.6821131365757 11.5279555007793 11.373797864983 11.2196402291866 11.0654825933902 10.9113249575939 10.7571673217975 10.6030096860012 10.4488520502048 10.2946944144084 10.1405367786121 9.9863791428157 9.83222150701934 9.67806387122297 9.52390623542661 9.36974859963025 9.21559096383388 9.06143332803752 8.90727569224115 8.75311805644479 8.59896042064843 8.44480278485206 8.2906451490557 8.13648751325934 7.98232987746297 7.82817224166661 7.67401460587024 7.51985697007388 7.36569933427752 7.21154169848115 7.05738406268479 6.90322642688843 6.74906879109206 6.5949111552957 6.44075351949933 6.28659588370297 6.13243824790661 5.97828061211024 5.82412297631388 5.66996534051751 5.51580770472115 5.36165006892479
4 27.0956555074701 26.9418182909833 26.7879810744966 26.6341438580099 26.4803066415231 26.3264694250364 26.1726322085497 26.018794992063 25.8649577755762 25.7111205590895 25.5572833426028 25.403446126116 25.2496089096293 25.0957716931426 24.9419344766558 24.7880972601691 24.6342600436824 24.4804228271957 24.3265856107089 24.1727483942222 24.0189111777355 23.8650739612487 23.711236744762 23.5573995282753 23.4035623117885 23.2497250953018 23.0958878788151 22.9420506623283 22.7882134458416 22.6343762293549 22.4805390128682 22.3267017963814 22.1728645798947 22.019027363408 21.8651901469212 21.7113529304345 21.5575157139478 21.403678497461 21.2498412809743 21.0960040644876 20.9421668480008 20.7883296315141 20.6344924150274 20.4806551985407 20.3268179820539 20.1729807655672 20.0191435490805 19.8653063325937 19.711469116107 19.5576318996203 19.4037946831335 19.2499574666468 19.0961202501601 18.9422830336734 18.7884458171866 18.6346086006999 18.4807713842132 18.3269341677264 18.1730969512397 18.019259734753 17.8654225182662 17.7115853017795 17.5577480852928 17.403910868806 17.2500736523193 17.0962364358326 16.9423992193459 16.7885620028591 16.6347247863724 16.4808875698857 16.3270503533989 16.1732131369122 16.0193759204255 15.8655387039387 15.711701487452 15.5578642709653 15.4040270544785 15.2501898379918 15.0963526215051 14.9425154050184 14.7886781885316 14.6348409720449 14.4810037555582 14.3271665390714 14.1733293225847 14.019492106098 13.8656548896112 13.7118176731245 13.5579804566378 13.4041432401511 13.2503060236643 13.0964688071776 12.9426315906909 12.7887943742041 12.6349571577174 12.4811199412307 12.3272827247439 12.1734455082572 12.0196082917705 11.8657710752837 11.711933858797 11.5580966423103 11.4042594258236 11.2504222093368 11.0965849928501 10.9427477763634 10.7889105598766 10.6350733433899 10.4812361269032 10.3273989104164 10.1735616939297 10.019724477443 9.86588726095625 9.71205004446951 9.55821282798278 9.40437561149605 9.25053839500932 9.09670117852259 8.94286396203586 8.78902674554913 8.6351895290624 8.48135231257567 8.32751509608894 8.17367787960221 8.01984066311548 7.86600344662875 7.71216623014202 7.55832901365529 7.40449179716856 7.25065458068183 7.0968173641951 6.94298014770836 6.78914293122163 6.6353057147349 6.48146849824817 6.32763128176144 6.17379406527471 6.01995684878798 5.86611963230125 5.71228241581452 5.55844519932779 5.40460798284106
5 27.0699826368305 26.9163145686287 26.762646500427 26.6089784322252 26.4553103640234 26.3016422958216 26.1479742276198 25.994306159418 25.8406380912162 25.6869700230144 25.5333019548127 25.3796338866109 25.2259658184091 25.0722977502073 24.9186296820055 24.7649616138037 24.6112935456019 24.4576254774002 24.3039574091984 24.1502893409966 23.9966212727948 23.842953204593 23.6892851363912 23.5356170681894 23.3819489999877 23.2282809317859 23.0746128635841 22.9209447953823 22.7672767271805 22.6136086589787 22.4599405907769 22.3062725225752 22.1526044543734 21.9989363861716 21.8452683179698 21.691600249768 21.5379321815662 21.3842641133644 21.2305960451627 21.0769279769609 20.9232599087591 20.7695918405573 20.6159237723555 20.4622557041537 20.3085876359519 20.1549195677501 20.0012514995484 19.8475834313466 19.6939153631448 19.540247294943 19.3865792267412 19.2329111585394 19.0792430903376 18.9255750221359 18.7719069539341 18.6182388857323 18.4645708175305 18.3109027493287 18.1572346811269 18.0035666129251 17.8498985447234 17.6962304765216 17.5425624083198 17.388894340118 17.2352262719162 17.0815582037144 16.9278901355126 16.7742220673109 16.6205539991091 16.4668859309073 16.3132178627055 16.1595497945037 16.0058817263019 15.8522136581001 15.6985455898984 15.5448775216966 15.3912094534948 15.237541385293 15.0838733170912 14.9302052488894 14.7765371806876 14.6228691124858 14.4692010442841 14.3155329760823 14.1618649078805 14.0081968396787 13.8545287714769 13.7008607032751 13.5471926350733 13.3935245668716 13.2398564986698 13.086188430468 12.9325203622662 12.7788522940644 12.6251842258626 12.4715161576608 12.3178480894591 12.1641800212573 12.0105119530555 11.8568438848537 11.7031758166519 11.5495077484501 11.3958396802483 11.2421716120466 11.0885035438448 10.934835475643 10.7811674074412 10.6274993392394 10.4738312710376 10.3201632028358 10.1664951346341 10.0128270664323 9.85915899823048 9.7054909300287 9.55182286182691 9.39815479362512 9.24448672542334 9.09081865722155 8.93715058901977 8.78348252081798 8.62981445261619 8.47614638441441 8.32247831621262 8.16881024801084 8.01514217980905 7.86147411160726 7.70780604340548 7.55413797520369 7.4004699070019 7.24680183880012 7.09313377059833 6.93946570239655 6.78579763419476 6.63212956599297 6.47846149779119 6.3247934295894 6.17112536138762 6.01745729318583 5.86378922498404 5.71012115678226 5.55645308858047 5.40278502037868
6 27.1122169667735 26.9581346576711 26.8040523485687 26.6499700394662 26.4958877303638 26.3418054212614 26.187723112159 26.0336408030565 25.8795584939541 25.7254761848517 25.5713938757493 25.4173115666469 25.2632292575445 25.109146948442 24.9550646393396 24.8009823302372 24.6469000211348 24.4928177120323 24.3387354029299 24.1846530938275 24.0305707847251 23.8764884756227 23.7224061665203 23.5683238574178 23.4142415483154 23.260159239213 23.1060769301106 22.9519946210081 22.7979123119057 22.6438300028033 22.4897476937009 22.3356653845985 22.1815830754961 22.0275007663936 21.8734184572912 21.7193361481888 21.5652538390864 21.4111715299839 21.2570892208815 21.1030069117791 20.9489246026767 20.7948422935743 20.6407599844718 20.4866776753694 20.332595366267 20.1785130571646 20.0244307480622 19.8703484389597 19.7162661298573 19.5621838207549 19.4081015116525 19.2540192025501 19.0999368934476 18.9458545843452 18.7917722752428 18.6376899661404 18.483607657038 18.3295253479355 18.1754430388331 18.0213607297307 17.8672784206283 17.7131961115259 17.5591138024234 17.405031493321 17.2509491842186 17.0968668751162 16.9427845660138 16.7887022569113 16.6346199478089 16.4805376387065 16.3264553296041 16.1723730205017 16.0182907113992 15.8642084022968 15.7101260931944 15.556043784092 15.4019614749896 15.2478791658871 15.0937968567847 14.9397145476823 14.7856322385799 14.6315499294775 14.477467620375 14.3233853112726 14.1693030021702 14.0152206930678 13.8611383839654 13.7070560748629 13.5529737657605 13.3988914566581 13.2448091475557 13.0907268384533 12.9366445293508 12.7825622202484 12.628479911146 12.4743976020436 12.3203152929412 12.1662329838387 12.0121506747363 11.8580683656339 11.7039860565315 11.5499037474291 11.3958214383266 11.2417391292242 11.0876568201218 10.9335745110194 10.779492201917 10.6254098928145 10.4713275837121 10.3172452746097 10.1631629655073 10.0090806564049 9.85499834730244 9.70091603820002 9.5468337290976 9.39275141999518 9.23866911089276 9.08458680179034 8.93050449268792 8.7764221835855 8.62233987448308 8.46825756538066 8.31417525627824 8.16009294717582 8.0060106380734 7.85192832897098 7.69784601986856 7.54376371076614 7.38968140166372 7.2355990925613 7.08151678345888 6.92743447435646 6.77335216525404 6.61926985615162 6.4651875470492 6.31110523794678 6.15702292884436 6.00294061974194 5.84885831063952 5.6947760015371 5.54069369243468 5.38661138333226
7 27.0919202631013 26.9381178669309 26.7843154707605 26.6305130745901 26.4767106784198 26.3229082822494 26.169105886079 26.0153034899086 25.8615010937383 25.7076986975679 25.5538963013975 25.4000939052271 25.2462915090568 25.0924891128864 24.938686716716 24.7848843205456 24.6310819243753 24.4772795282049 24.3234771320345 24.1696747358641 24.0158723396938 23.8620699435234 23.708267547353 23.5544651511826 23.4006627550123 23.2468603588419 23.0930579626715 22.9392555665011 22.7854531703308 22.6316507741604 22.47784837799 22.3240459818196 22.1702435856493 22.0164411894789 21.8626387933085 21.7088363971381 21.5550340009678 21.4012316047974 21.247429208627 21.0936268124566 20.9398244162863 20.7860220201159 20.6322196239455 20.4784172277751 20.3246148316048 20.1708124354344 20.017010039264 19.8632076430936 19.7094052469233 19.5556028507529 19.4018004545825 19.2479980584121 19.0941956622418 18.9403932660714 18.786590869901 18.6327884737306 18.4789860775603 18.3251836813899 18.1713812852195 18.0175788890491 17.8637764928788 17.7099740967084 17.556171700538 17.4023693043676 17.2485669081973 17.0947645120269 16.9409621158565 16.7871597196861 16.6333573235158 16.4795549273454 16.325752531175 16.1719501350046 16.0181477388343 15.8643453426639 15.7105429464935 15.5567405503231 15.4029381541528 15.2491357579824 15.095333361812 14.9415309656416 14.7877285694713 14.6339261733009 14.4801237771305 14.3263213809601 14.1725189847898 14.0187165886194 13.864914192449 13.7111117962786 13.5573094001083 13.4035070039379 13.2497046077675 13.0959022115971 12.9420998154268 12.7882974192564 12.634495023086 12.4806926269156 12.3268902307453 12.1730878345749 12.0192854384045 11.8654830422341 11.7116806460638 11.5578782498934 11.404075853723 11.2502734575526 11.0964710613823 10.9426686652119 10.7888662690415 10.6350638728711 10.4812614767008 10.3274590805304 10.17365668436 10.0198542881896 9.86605189201926 9.71224949584888 9.55844709967851 9.40464470350813 9.25084230733776 9.09703991116738 8.94323751499701 8.78943511882663 8.63563272265626 8.48183032648588 8.32802793031551 8.17422553414513 8.02042313797476 7.86662074180438 7.71281834563401 7.55901594946363 7.40521355329326 7.25141115712288 7.09760876095251 6.94380636478213 6.79000396861176 6.63620157244138 6.48239917627101 6.32859678010063 6.17479438393026 6.02099198775988 5.86718959158951 5.71338719541913 5.55958479924876 5.40578240307838
8 27.1053552339195 26.9512514234687 26.7971476130179 26.6430438025671 26.4889399921163 26.3348361816655 26.1807323712147 26.0266285607639 25.8725247503132 25.7184209398624 25.5643171294116 25.4102133189608 25.25610950851 25.1020056980592 24.9479018876084 24.7937980771576 24.6396942667068 24.485590456256 24.3314866458052 24.1773828353545 24.0232790249037 23.8691752144529 23.7150714040021 23.5609675935513 23.4068637831005 23.2527599726497 23.0986561621989 22.9445523517481 22.7904485412973 22.6363447308465 22.4822409203957 22.328137109945 22.1740332994942 22.0199294890434 21.8658256785926 21.7117218681418 21.557618057691 21.4035142472402 21.2494104367894 21.0953066263386 20.9412028158878 20.787099005437 20.6329951949863 20.4788913845355 20.3247875740847 20.1706837636339 20.0165799531831 19.8624761427323 19.7083723322815 19.5542685218307 19.4001647113799 19.2460609009291 19.0919570904783 18.9378532800275 18.7837494695768 18.629645659126 18.4755418486752 18.3214380382244 18.1673342277736 18.0132304173228 17.859126606872 17.7050227964212 17.5509189859704 17.3968151755196 17.2427113650688 17.0886075546181 16.9345037441673 16.7803999337165 16.6262961232657 16.4721923128149 16.3180885023641 16.1639846919133 16.0098808814625 15.8557770710117 15.7016732605609 15.5475694501101 15.3934656396593 15.2393618292086 15.0852580187578 14.931154208307 14.7770503978562 14.6229465874054 14.4688427769546 14.3147389665038 14.160635156053 14.0065313456022 13.8524275351514 13.6983237247006 13.5442199142499 13.3901161037991 13.2360122933483 13.0819084828975 12.9278046724467 12.7737008619959 12.6195970515451 12.4654932410943 12.3113894306435 12.1572856201927 12.0031818097419 11.8490779992911 11.6949741888404 11.5408703783896 11.3867665679388 11.232662757488 11.0785589470372 10.9244551365864 10.7703513261356 10.6162475156848 10.462143705234 10.3080398947832 10.1539360843324 9.99983227388165 9.84572846343086 9.69162465298007 9.53752084252928 9.38341703207849 9.2293132216277 9.0752094111769 8.92110560072611 8.76700179027532 8.61289797982453 8.45879416937374 8.30469035892295 8.15058654847216 7.99648273802136 7.84237892757057 7.68827511711978 7.53417130666899 7.3800674962182 7.22596368576741 7.07185987531662 6.91775606486583 6.76365225441503 6.60954844396424 6.45544463351345 6.30134082306266 6.14723701261187 5.99313320216108 5.83902939171028 5.68492558125949 5.5308217708087 5.37671796035791
9 27.1117970460664 26.9577386195253 26.8036801929842 26.6496217664431 26.4955633399021 26.341504913361 26.1874464868199 26.0333880602788 25.8793296337377 25.7252712071966 25.5712127806555 25.4171543541144 25.2630959275733 25.1090375010322 24.9549790744911 24.80092064795 24.6468622214089 24.4928037948678 24.3387453683267 24.1846869417856 24.0306285152445 23.8765700887034 23.7225116621623 23.5684532356212 23.4143948090801 23.260336382539 23.106277955998 22.9522195294569 22.7981611029158 22.6441026763747 22.4900442498336 22.3359858232925 22.1819273967514 22.0278689702103 21.8738105436692 21.7197521171281 21.565693690587 21.4116352640459 21.2575768375048 21.1035184109637 20.9494599844226 20.7954015578815 20.6413431313404 20.4872847047993 20.3332262782582 20.1791678517171 20.025109425176 19.8710509986349 19.7169925720939 19.5629341455528 19.4088757190117 19.2548172924706 19.1007588659295 18.9467004393884 18.7926420128473 18.6385835863062 18.4845251597651 18.330466733224 18.1764083066829 18.0223498801418 17.8682914536007 17.7142330270596 17.5601746005185 17.4061161739774 17.2520577474363 17.0979993208952 16.9439408943541 16.789882467813 16.6358240412719 16.4817656147309 16.3277071881898 16.1736487616487 16.0195903351076 15.8655319085665 15.7114734820254 15.5574150554843 15.4033566289432 15.2492982024021 15.095239775861 14.9411813493199 14.7871229227788 14.6330644962377 14.4790060696966 14.3249476431555 14.1708892166144 14.0168307900733 13.8627723635322 13.7087139369911 13.55465551045 13.4005970839089 13.2465386573678 13.0924802308268 12.9384218042857 12.7843633777446 12.6303049512035 12.4762465246624 12.3221880981213 12.1681296715802 12.0140712450391 11.860012818498 11.7059543919569 11.5518959654158 11.3978375388747 11.2437791123336 11.0897206857925 10.9356622592514 10.7816038327103 10.6275454061692 10.4734869796281 10.319428553087 10.1653701265459 10.0113117000048 9.85725327346375 9.70319484692265 9.54913642038156 9.39507799384046 9.24101956729937 9.08696114075827 8.93290271421718 8.77884428767608 8.62478586113498 8.47072743459389 8.31666900805279 8.1626105815117 8.00855215497061 7.85449372842951 7.70043530188841 7.54637687534732 7.39231844880622 7.23826002226513 7.08420159572403 6.93014316918294 6.77608474264184 6.62202631610075 6.46796788955965 6.31390946301855 6.15985103647746 6.00579260993636 5.85173418339527 5.69767575685417 5.54361733031308 5.38955890377198
10 27.1328578483655 26.9785954562724 26.8243330641792 26.6700706720861 26.5158082799929 26.3615458878998 26.2072834958066 26.0530211037135 25.8987587116203 25.7444963195272 25.590233927434 25.4359715353409 25.2817091432478 25.1274467511546 24.9731843590615 24.8189219669683 24.6646595748752 24.510397182782 24.3561347906889 24.2018723985957 24.0476100065026 23.8933476144094 23.7390852223163 23.5848228302231 23.43056043813 23.2762980460368 23.1220356539437 22.9677732618505 22.8135108697574 22.6592484776643 22.5049860855711 22.350723693478 22.1964613013848 22.0421989092917 21.8879365171985 21.7336741251054 21.5794117330122 21.4251493409191 21.2708869488259 21.1166245567328 20.9623621646396 20.8080997725465 20.6538373804533 20.4995749883602 20.345312596267 20.1910502041739 20.0367878120808 19.8825254199876 19.7282630278945 19.5740006358013 19.4197382437082 19.265475851615 19.1112134595219 18.9569510674287 18.8026886753356 18.6484262832424 18.4941638911493 18.3399014990561 18.185639106963 18.0313767148698 17.8771143227767 17.7228519306835 17.5685895385904 17.4143271464973 17.2600647544041 17.105802362311 16.9515399702178 16.7972775781247 16.6430151860315 16.4887527939384 16.3344904018452 16.1802280097521 16.0259656176589 15.8717032255658 15.7174408334726 15.5631784413795 15.4089160492863 15.2546536571932 15.1003912651 14.9461288730069 14.7918664809138 14.6376040888206 14.4833416967275 14.3290793046343 14.1748169125412 14.020554520448 13.8662921283549 13.7120297362617 13.5577673441686 13.4035049520754 13.2492425599823 13.0949801678891 12.940717775796 12.7864553837028 12.6321929916097 12.4779305995165 12.3236682074234 12.1694058153303 12.0151434232371 11.860881031144 11.7066186390508 11.5523562469577 11.3980938548645 11.2438314627714 11.0895690706782 10.9353066785851 10.7810442864919 10.6267818943988 10.4725195023056 10.3182571102125 10.1639947181193 10.0097323260262 9.85546993393305 9.7012075418399 9.54694514974675 9.39268275765361 9.23842036556046 9.08415797346731 8.92989558137416 8.77563318928102 8.62137079718787 8.46710840509472 8.31284601300158 8.15858362090843 8.00432122881528 7.85005883672214 7.69579644462899 7.54153405253584 7.3872716604427 7.23300926834955 7.0787468762564 6.92448448416325 6.77022209207011 6.61595969997696 6.46169730788381 6.30743491579067 6.15317252369752 5.99891013160437 5.84464773951122 5.69038534741808 5.53612295532493 5.38186056323178
