Year,Sector,region,SAUP,FGroup,Reported,IUU,Discards
2003,industrial,Prydz.Bay,36,benthopelagic>=90cm,2.558870084,0.00264,0.11199
2003,industrial,Prydz.Bay,36,rays<90cm,0.00014,1E-05,9E-05
2003,industrial,Prydz.Bay,528,demersal<30cm,5.724499817,0.356130011,3.420389994
2003,industrial,Prydz.Bay,528,rays<90cm,0.00071,0,0.00045
2004,industrial,Prydz.Bay,36,benthopelagic>=90cm,0.069360001,7E-05,0.00556
2004,industrial,Prydz.Bay,36,rays<90cm,0.00032,1E-05,0.0002
2004,industrial,Prydz.Bay,152,benthopelagic>=90cm,32.79598847,0.02672,0.86846002
2004,industrial,Prydz.Bay,392,benthopelagic>=90cm,4.626399994,0.25830999,0.092529997
2004,industrial,Prydz.Bay,410,benthopelagic>=90cm,1.152470004,0.00327,0.02326
2004,industrial,Prydz.Bay,528,demersal<30cm,30.59024939,2.231200032,17.14149942
2004,industrial,Prydz.Bay,528,benthopelagic>=90cm,0.00219,0,4E-05
2004,industrial,Prydz.Bay,724,demersal<30cm,0.049769999,0.00165,0.01608
2004,industrial,Prydz.Bay,724,demersal30-90cm,0.00023,0,8E-05
2004,industrial,Prydz.Bay,724,bathydemersal>=90cm,0.0416,0.00057,0.00083
2004,industrial,Prydz.Bay,724,benthopelagic>=90cm,0.05938,5E-05,0.00149
2004,industrial,Prydz.Bay,724,rays<90cm,0.166680001,0.00303,0.103840002
2004,industrial,Prydz.Bay,858,benthopelagic>=90cm,0.00447,0,9E-05
