"","date","tos","date_tidy"
"544","Apr_2006",-0.613512825538486,2006-04-01
"545","May_2006",-1.07640846901143,2006-05-01
"546","Jun_2006",-1.39394890552431,2006-06-01
"547","Jul_2006",-1.59742472821767,2006-07-01
"548","Aug_2006",-1.73844073688293,2006-08-01
"549","Sep_2006",-1.75644550753561,2006-09-01
"550","Oct_2006",-1.76063641068816,2006-10-01
"551","Nov_2006",-1.6748583138885,2006-11-01
"552","Dec_2006",-1.38114376183638,2006-12-01
"553","Jan_2007",-0.682288784465157,2007-01-01
"554","Feb_2007",-0.127210496762438,2007-02-01
"555","Mar_2007",-0.420302738681869,2007-03-01
"556","Apr_2007",-0.893271803691273,2007-04-01
"557","May_2007",-1.17310718985147,2007-05-01
"558","Jun_2007",-1.48915965419257,2007-06-01
"559","Jul_2007",-1.63050318107245,2007-07-01
"560","Aug_2007",-1.71259735176395,2007-08-01
"561","Sep_2007",-1.74017823172991,2007-09-01
"562","Oct_2007",-1.70151557028399,2007-10-01
"563","Nov_2007",-1.55973202742613,2007-11-01
"564","Dec_2007",-1.16461789016245,2007-12-01
"565","Jan_2008",0.0549696231005739,2008-01-01
"566","Feb_2008",0.258858332327574,2008-02-01
"567","Mar_2008",-0.341310628573396,2008-03-01
"568","Apr_2008",-0.87592113805516,2008-04-01
"569","May_2008",-1.12939427709605,2008-05-01
"570","Jun_2008",-1.45274473887725,2008-06-01
"571","Jul_2008",-1.61090494783431,2008-07-01
"572","Aug_2008",-1.68626357833647,2008-08-01
"573","Sep_2008",-1.70496467917631,2008-09-01
"574","Oct_2008",-1.70575845511477,2008-10-01
"575","Nov_2008",-1.5981655769272,2008-11-01
"576","Dec_2008",-1.20939136252861,2008-12-01
"577","Jan_2009",-0.187959672476408,2009-01-01
"578","Feb_2009",0.47522679600693,2009-02-01
"579","Mar_2009",0.17675655908742,2009-03-01
"580","Apr_2009",-0.466143883497351,2009-04-01
"581","May_2009",-1.04773069166487,2009-05-01
"582","Jun_2009",-1.4021344122004,2009-06-01
"583","Jul_2009",-1.57242179098251,2009-07-01
"584","Aug_2009",-1.68893075656689,2009-08-01
"585","Sep_2009",-1.72722016319373,2009-09-01
"586","Oct_2009",-1.70458595359761,2009-10-01
"587","Nov_2009",-1.56221297961591,2009-11-01
"588","Dec_2009",-0.935578784442713,2009-12-01
"589","Jan_2010",0.445988984585369,2010-01-01
"590","Feb_2010",0.707347488020745,2010-02-01
"591","Mar_2010",0.0282564360438681,2010-03-01
"592","Apr_2010",-0.602415416972128,2010-04-01
"593","May_2010",-1.11313723116042,2010-05-01
"594","Jun_2010",-1.41981343388171,2010-06-01
"595","Jul_2010",-1.58376542772021,2010-07-01
"596","Aug_2010",-1.64031574347656,2010-08-01
"597","Sep_2010",-1.68440538302039,2010-09-01
"598","Oct_2010",-1.73493523379124,2010-10-01
"599","Nov_2010",-1.66004285654815,2010-11-01
"600","Dec_2010",-1.23262510106089,2010-12-01
