"sim_index","valid_sim_index","rmse","cor_raw","cor_log","rank","pass_corr"
278,278,1.74803702843298,0.887013651586754,0.910650396749186,210,TRUE
891,891,1.74808439241884,0.256240425350564,0.91020214296244,211,TRUE
689,689,1.74833560580866,0.706356038142228,0.913979636569287,212,TRUE
814,814,1.74839551223718,0.204351589178529,0.910146180515564,213,TRUE
1812,1812,1.748412919399,0.0238822450814684,0.913657014979535,214,TRUE
1860,1860,1.74853381893932,0.944220983552927,0.920318926313727,215,TRUE
178,178,1.74884398383343,0.780872142205615,0.909252965553061,216,TRUE
1862,1862,1.74884559502507,0.921131063241679,0.910290418865077,217,TRUE
1497,1497,1.74912521150758,0.873610218688196,0.910075500276821,218,TRUE
687,687,1.75018883065741,0.945439177819726,0.909195606356802,219,TRUE
555,555,1.75020680864514,0.741521197980682,0.909910583081518,220,TRUE
1291,1291,1.75035864058576,0.906336810599876,0.909907627178238,221,TRUE
21,21,1.75074406447194,0.916949506303868,0.910164067596739,222,TRUE
1219,1219,1.75106241708691,0.359400261146585,0.909115972124095,223,TRUE
1521,1521,1.75146574824907,0.0900934333353288,0.909758852514134,224,TRUE
478,478,1.7516273245575,0.275908209771938,0.90966444481315,225,TRUE
712,712,1.75166718540594,0.961366745551944,0.911088277478736,226,TRUE
1385,1385,1.75192729213646,0.968334999423467,0.909163503111725,227,TRUE
319,319,1.75198412607653,0.915062655712708,0.909439423966546,228,TRUE
683,683,1.75198627829574,0.880399387561946,0.909811503174181,229,TRUE
999,999,1.75210441355323,0.959684394508535,0.910914317976486,230,TRUE
195,195,1.75223252401486,0.0477912762373198,0.909125962286763,231,TRUE
1368,1368,1.75244511914046,0.179068657023249,0.910475522423006,232,TRUE
628,628,1.75248544351888,0.397169321221577,0.918102505152462,233,TRUE
1265,1265,1.7531516346078,0.879056326131063,0.908912718606304,234,TRUE
1120,1120,1.75325356507819,0.939890204957879,0.908772815331054,235,TRUE
554,554,1.75355658850548,0.721978719292393,0.91235325073243,236,TRUE
868,868,1.75374666442273,0.984115069956078,0.911330388339972,237,TRUE
685,685,1.75408887101608,0.155384346498657,0.913499530417523,238,TRUE
1322,1322,1.75413971002181,0.132709002791526,0.909036206535026,239,TRUE
1800,1800,1.754275253762,0.94173293672681,0.919625664574681,240,TRUE
938,938,1.75439761070629,0.700882218587974,0.909803517221796,241,TRUE
152,152,1.75458665467122,0.925788245134762,0.908661867493125,242,TRUE
56,56,1.75472900260687,0.0485852904584181,0.911678341863753,243,TRUE
1415,1415,1.75503964261271,0.0374564147095739,0.908878288987982,244,TRUE
434,434,1.75535871662867,0.873392038603938,0.909703795490922,245,TRUE
526,526,1.75556082984194,0.343214076723574,0.912133244155025,246,TRUE
1573,1573,1.75570374288307,0.0325015718736157,0.910780167750823,247,TRUE
589,589,1.75580733372986,0.90013011320537,0.909227515635919,248,TRUE
1671,1671,1.75614306569155,0.930082336648531,0.90845624199177,249,TRUE
123,123,1.75683892570982,0.0301021683658451,0.914283613674792,250,TRUE
458,458,1.75713665123388,0.0295976423722485,0.911363279194508,251,TRUE
59,59,1.75744468815899,0.0390554749509477,0.911033204872681,252,TRUE
588,588,1.75783992523078,0.383987392745683,0.908961052464385,253,TRUE
343,343,1.75792642969556,0.100986619738726,0.908288601976051,254,TRUE
1588,1588,1.75857803435223,0.924228001682496,0.908262482572302,255,TRUE
275,275,1.75867688832819,0.228811474565651,0.912538806398237,256,TRUE
1762,1762,1.75894248005822,0.0241328186714029,0.913943193169233,257,TRUE
