"year","size_class","median","q05","q25","q75","q95"
1844,"10g-100g",0.0863492984641126,0.0459413244453464,0.0713188569909985,0.108452551058415,0.134858254911768
1844,"100g-1kg",0.229896642786478,0.0927903705717661,0.184064115465548,0.275008409669585,0.354096016659068
1844,"1kg-10kg",0.212153845217818,0.0986071117771967,0.181253441049238,0.244414538425986,0.27832561332943
1844,"10kg-100kg",0.0106398185840517,0.00574750465416186,0.00896889335834515,0.0124361712687707,0.0174954226379341
1844,">100kg",0.201056367962824,0.0744629912761508,0.141575207227067,0.493075945533823,2.00776365764946
1845,"1g-10g",0.781928814283812,0.250140481106824,0.480100281314621,1.32277323821132,1.84739553729536
1845,"10g-100g",0.0839797666897574,0.0447801505409447,0.0694534246928941,0.106387998572589,0.133444532307167
1845,"100g-1kg",0.230722062805559,0.0917721290142126,0.184738760549515,0.276886189207687,0.355550439059398
1845,"1kg-10kg",0.212095726230393,0.0986688736623906,0.181085992684953,0.244243784210082,0.278169411691577
1845,"10kg-100kg",0.0106407410775779,0.00575854740428703,0.00896229805757141,0.0124410043336418,0.0175033090176204
1845,">100kg",0.20091725869798,0.0744188414235628,0.141537656606308,0.492500439902287,2.00495558203402
1846,"1g-10g",0.767575594097697,0.242526075348569,0.467409064676245,1.30869555159243,1.83830423866455
1846,"10g-100g",0.0834701249181168,0.0442768115599575,0.0684182178625855,0.105580605285211,0.132473182560611
1846,"100g-1kg",0.230691952834236,0.0918091156518782,0.184678475900206,0.276474342891402,0.355351876940114
1846,"1kg-10kg",0.211947183393709,0.098772183618117,0.181013439682352,0.244120873243683,0.278071680505405
1846,"10kg-100kg",0.0106341614518905,0.00575947130484857,0.00895513307899037,0.012433731386918,0.0175022515094889
1846,">100kg",0.200778769141669,0.0743909554229222,0.141495304257097,0.491904228124472,2.00182850643546
1847,"1g-10g",0.750869544054455,0.232115208226757,0.45282545306216,1.30166329745415,1.84349909978502
1847,"10g-100g",0.0824913090951982,0.0436935945309413,0.0672912242001517,0.105040649029551,0.132095878148232
1847,"100g-1kg",0.229453948628565,0.0923398825795821,0.183754722743673,0.275508072379099,0.354039701911184
1847,"1kg-10kg",0.211943158698452,0.0990774663930643,0.180955629463982,0.244151247932923,0.278093305769561
1847,"10kg-100kg",0.0106391152464775,0.00577799924108971,0.00895754908822499,0.0124487432962782,0.0175199875811146
1847,">100kg",0.200603439295543,0.0743406137045727,0.141450934016036,0.49100826006408,1.99716893592753
1848,"1g-10g",0.751203828936432,0.23093666066084,0.45150961841888,1.29950233242787,1.84806254666883
1848,"10g-100g",0.0830729207473484,0.0435242818784139,0.0675520996723098,0.105369797641257,0.132556678642312
1848,"100g-1kg",0.228077018921397,0.091328222856048,0.182266134819577,0.273446235678652,0.352706753276227
1848,"1kg-10kg",0.211787609146869,0.0992353667988593,0.180912426591872,0.244036420348359,0.278020687840453
1848,"10kg-100kg",0.0106310525359211,0.00577310865816335,0.00894110071926278,0.0124300348263822,0.0175063651002769
1848,">100kg",0.200472567085087,0.0743197210721577,0.141420945280389,0.489959171967539,1.99253032766819
1849,"1g-10g",0.762540313504779,0.233223895577524,0.459090735160395,1.31335606511741,1.85939601051471
1849,"10g-100g",0.0845164548929209,0.0442833208112128,0.0688261055404683,0.106821131016172,0.133859602790893
1849,"100g-1kg",0.227752799812607,0.0925391459257378,0.182757542751012,0.272663001544696,0.352187578270968
1849,"1kg-10kg",0.211612983452784,0.0993823869315521,0.18087994641062,0.243922506435199,0.277950255330726
1849,"10kg-100kg",0.0106152983383404,0.00576491344621983,0.0089263177300705,0.0124125339639222,0.0174871662034524
1849,">100kg",0.200229055288696,0.0743043525618702,0.141394552357906,0.48914233174428,1.98790667273929
1850,"1g-10g",0.764213556393313,0.235412499883773,0.463314681730659,1.3127481026676,1.85307117513014
1850,"10g-100g",0.0847432555132306,0.0446148983097259,0.0693952003788579,0.106927894120442,0.133925355196961
1850,"100g-1kg",0.227775058045243,0.0913360944429008,0.18287814429428,0.272612227811887,0.351981338079364
1850,"1kg-10kg",0.211445961625886,0.0994477163968688,0.180744805426213,0.243697370127781,0.277808221466457
1850,"10kg-100kg",0.0105827457996621,0.00575611622556955,0.00890715107428195,0.0123771195573455,0.017463900838085
1850,">100kg",0.20011010005778,0.0742905076388522,0.141360755971506,0.488179424107855,1.98329465035496
1851,"1g-10g",0.768242081614208,0.237578668703709,0.466401104111858,1.31346455309651,1.84768525975851
1851,"10g-100g",0.0848628590956401,0.0448431858669433,0.0696166712544599,0.106865236349909,0.133739803459091
1851,"100g-1kg",0.228854688457626,0.0918690153575621,0.183563218373652,0.273435489558894,0.352594961486967
1851,"1kg-10kg",0.21132452451821,0.099542872261247,0.180633872362879,0.243540776278258,0.277696680863736
1851,"10kg-100kg",0.0105694065876666,0.00575904957337902,0.00890131908207515,0.0123570584474945,0.0174544813089092
1851,">100kg",0.199984636874589,0.0742684948288406,0.141321915741619,0.487623479157605,1.97869324738288
1852,"1g-10g",0.77930026753949,0.242250373551454,0.47555247373465,1.32050278845656,1.85333233508771
1852,"10g-100g",0.085691456968225,0.0456387375850829,0.0704282992606255,0.107706345268458,0.134216355303474
1852,"100g-1kg",0.230043393465028,0.0929942213328885,0.184540126884701,0.274958863997239,0.35329353372853
1852,"1kg-10kg",0.211289494705328,0.0996567816215677,0.180569721051268,0.243414589650291,0.277566300914017
1852,"10kg-100kg",0.0105580014710783,0.00574228524682164,0.00890417512891884,0.0123433324397369,0.0174498845530827
1852,">100kg",0.199853799911891,0.0742486946424454,0.141284871066192,0.487069278303855,1.97410681332884
1853,"1g-10g",0.793191083220422,0.248066271537198,0.485365792389365,1.33155734897203,1.8588367975575
1853,"10g-100g",0.0861096514942135,0.0463914279266921,0.0711626696810458,0.108406028948087,0.134645183233007
1853,"100g-1kg",0.232158712454792,0.0937155689251673,0.185812347593043,0.276767316922412,0.354437863441918
1853,"1kg-10kg",0.211190978939022,0.0997840900080285,0.180492629885851,0.243423248270064,0.277483170365755
1853,"10kg-100kg",0.0105638927799715,0.00575502424780913,0.00892088463328749,0.0123270915563119,0.0174459386605162
1853,">100kg",0.199616089518304,0.074233085506391,0.141157686859524,0.486517156113346,1.96787025287483
1854,"1g-10g",0.787936626381836,0.248816840563884,0.486244421262607,1.32823968634756,1.85232715556079
1854,"10g-100g",0.0855799509055136,0.0462013033562332,0.0707435995684403,0.107803458853886,0.134171960991514
1854,"100g-1kg",0.233894790912692,0.0955479726786096,0.188024663762005,0.279217821537355,0.356171024727678
1854,"1kg-10kg",0.211385281637346,0.100094119549572,0.180574094336165,0.243635634761744,0.277745059058229
1854,"10kg-100kg",0.0105886416079464,0.00579195104897156,0.00895978313316156,0.0123397303935958,0.0174640615406709
1854,">100kg",0.19950340701888,0.0742020353892043,0.14109131538244,0.485970619037161,1.95913638547404
1855,"1g-10g",0.779273615421575,0.244816624209738,0.477750042777548,1.32116256656882,1.84436619105475
1855,"10g-100g",0.0846354901984375,0.0456191073590889,0.0698987076587787,0.107110454715336,0.133462896167743
1855,"100g-1kg",0.235069645534816,0.0968386350192761,0.189274682261327,0.280757726969565,0.358001167359005
1855,"1kg-10kg",0.21174621801991,0.10054111155518,0.180805008421001,0.24398004267268,0.278095571587296
1855,"10kg-100kg",0.0106155937938394,0.00585108715379199,0.00899808621283099,0.0123758530551453,0.0174936654956288
1855,">100kg",0.19938473820738,0.0741629514037726,0.141021398561766,0.485426661422941,1.94883042898573
1856,"1g-10g",0.773411079883738,0.24120326276881,0.472995964377921,1.3186481330708,1.84548832605764
1856,"10g-100g",0.0847714541573282,0.0454506717120683,0.0695041822849522,0.107240985969409,0.133523050617356
1856,"100g-1kg",0.235172442302025,0.097103567971783,0.189511401098061,0.281140487532874,0.357829932713364
1856,"1kg-10kg",0.21203358896833,0.100974399118336,0.18109750917624,0.244250861956584,0.278312830058715
1856,"10kg-100kg",0.0106507786214084,0.00588809793720854,0.00903888414016851,0.0123977697203887,0.0175174550527703
1856,">100kg",0.199127870964876,0.0741442222629965,0.140901087782538,0.484884331619649,1.93456962253742
1857,"1g-10g",0.758811957404161,0.234796622982357,0.462123830792079,1.30793551999439,1.84381120339447
1857,"10g-100g",0.0833861216606423,0.0446285496929681,0.068334238673927,0.106150251493662,0.132829633063641
1857,"100g-1kg",0.233737453498975,0.0963050493000993,0.188352706488952,0.280041218299413,0.357122411270082
1857,"1kg-10kg",0.212442893838374,0.101488316680083,0.181443374426222,0.244629270995205,0.278627410559901
1857,"10kg-100kg",0.0106888674662199,0.0059308820383377,0.00906802137205264,0.0124355040313031,0.0175452989342739
1857,">100kg",0.198753048625324,0.0740991287927549,0.140685813456318,0.484339097087013,1.92586417742246
1858,"1g-10g",0.746603438084679,0.228182381927913,0.450534697811299,1.29498750666141,1.83621797449064
1858,"10g-100g",0.081882989749961,0.0436162129955452,0.0668257125602891,0.104556906605943,0.131557951647261
1858,"100g-1kg",0.230097573833295,0.0916164362661444,0.184522971823343,0.276560715432955,0.35434932271585
1858,"1kg-10kg",0.212560163790302,0.101625216306653,0.181547341646788,0.244695037209546,0.278649557128597
1858,"10kg-100kg",0.010699671254897,0.00594410901598082,0.00908112833915187,0.0124502319800102,0.0175390803893775
1858,">100kg",0.198377425784346,0.0740635546375249,0.140459595476,0.483775622170523,1.91760161703849
1859,"1g-10g",0.736604020826879,0.221257416640572,0.440256907887437,1.28648365864176,1.83345144878054
1859,"10g-100g",0.0810854263737187,0.042486070544674,0.065719175327651,0.103414091444821,0.130779807203588
1859,"100g-1kg",0.225532150003042,0.0875312787956093,0.179818132616498,0.272052530497822,0.350903992571718
1859,"1kg-10kg",0.212473088786688,0.101505591548107,0.181568097745701,0.244661252903577,0.278561665384813
1859,"10kg-100kg",0.0106921165201887,0.00595693435782451,0.00906056792221125,0.01245910675365,0.0175254268439465
1859,">100kg",0.198028470223477,0.0740178227542249,0.140354597777033,0.483162449215751,1.90936630386491
1860,"1g-10g",0.7476510408773,0.222935028399323,0.449172133835848,1.30111139356308,1.85007289862297
1860,"10g-100g",0.0827632582392273,0.0433555461548997,0.0672673776759766,0.104903430847844,0.132098452405316
1860,"100g-1kg",0.222556679033682,0.0884743494995958,0.17787462865919,0.26872754726241,0.348774329773125
1860,"1kg-10kg",0.212217615145563,0.101269453283433,0.181526612288453,0.244506544729546,0.278347976376199
1860,"10kg-100kg",0.0106649894106515,0.00592015992816882,0.00902416411753726,0.0124310065644939,0.0175067952036589
1860,">100kg",0.197771266341498,0.0739825672891517,0.140283542417674,0.482553622432856,1.90256660794569
1861,"1g-10g",0.760338682645978,0.227326470928195,0.458415652126651,1.31402155283788,1.87377737443951
1861,"10g-100g",0.0836648937679509,0.0442402362354227,0.0683459161745725,0.106219454295781,0.13360094316346
1861,"100g-1kg",0.221366024588403,0.0890952584853674,0.177364426151117,0.267641123696927,0.348083224905594
1861,"1kg-10kg",0.211942429961461,0.100968984508064,0.181264520103162,0.244128677238034,0.278035649701669
1861,"10kg-100kg",0.0106330513525858,0.00587475656928496,0.00898653890217094,0.012395797232919,0.0174893333011996
1861,">100kg",0.197417116178136,0.0739382522643711,0.140213609833617,0.481764114289438,1.90024528216219
1862,"1g-10g",0.776199917705037,0.237492590871889,0.472018318887441,1.32463722040852,1.87112530979174
1862,"10g-100g",0.0853931062776394,0.0451590026068064,0.0699575385860889,0.107312336592145,0.134535838880623
1862,"100g-1kg",0.222488403930008,0.0908942474183176,0.179008982677824,0.268706445915481,0.349082039034627
1862,"1kg-10kg",0.211441262748687,0.100542487938798,0.180768822856085,0.243626904643734,0.277621079150906
1862,"10kg-100kg",0.0105822465360307,0.00583746238640801,0.00892863767713992,0.0123595421825388,0.0174611304879574
1862,">100kg",0.197265692285516,0.073897825270318,0.140136941820654,0.481207072740018,1.89793246084444
1863,"1g-10g",0.795006487712684,0.244856872806049,0.486686060246752,1.34139262190929,1.883562465088
1863,"10g-100g",0.086931702910524,0.0463860379040435,0.0716069798712065,0.108933990095313,0.135902161192633
1863,"100g-1kg",0.226302652146256,0.0931580694958593,0.182083722681679,0.271977639875078,0.35220599193507
1863,"1kg-10kg",0.211049474624109,0.100279480493294,0.180382104254638,0.243245419652955,0.277325880781084
1863,"10kg-100kg",0.0105398727690644,0.00581948067402023,0.00888979882051372,0.0123184635780605,0.0174439588542772
1863,">100kg",0.197069012807125,0.0738545174818744,0.140063558575711,0.480581112808541,1.89562598601458
1864,"1g-10g",0.801436258570742,0.250266375355542,0.495867797370095,1.34463203253437,1.88279408435912
1864,"10g-100g",0.0868485447868265,0.0466972068305933,0.0718013704646695,0.10928052546433,0.135752827051427
1864,"100g-1kg",0.231181149818138,0.0961651968531461,0.18638929097365,0.276663257127827,0.356366777991547
1864,"1kg-10kg",0.210816122429754,0.100321759230801,0.180175249426156,0.243122344061247,0.277311525088924
1864,"10kg-100kg",0.0105329284360855,0.00583036395961361,0.00888219893916735,0.0123156122442062,0.0174471292427574
1864,">100kg",0.196560864203125,0.0738068485932445,0.139999103801881,0.47996140498226,1.89333037101444
1865,"1g-10g",0.782330245338109,0.244272093001995,0.480068706513204,1.32479312644497,1.85304271973979
1865,"10g-100g",0.0844360240257444,0.0454603516540212,0.0698270221676447,0.106948744949313,0.133943464678215
1865,"100g-1kg",0.233389959881034,0.0953517171089754,0.187892436305543,0.279208066245838,0.358753154786193
1865,"1kg-10kg",0.210629132421662,0.100441403254331,0.180060806300319,0.243064600947607,0.277384230955342
1865,"10kg-100kg",0.0105433179024657,0.00585077131934215,0.00888988400237592,0.0123266724590875,0.0174517745380932
1865,">100kg",0.19605370659737,0.0737574958045371,0.139932617256894,0.479338808745291,1.88947768005151
1866,"1g-10g",0.763197423539992,0.23735190217625,0.467172729786853,1.31057593542964,1.83908436038528
1866,"10g-100g",0.0838975530565508,0.0447873780008256,0.0685671204575548,0.106049449195989,0.132793675575735
1866,"100g-1kg",0.234023063553099,0.0955050299838051,0.188273515146747,0.279560433658958,0.358798804191016
1866,"1kg-10kg",0.210729927589785,0.10065285227398,0.180126203111376,0.243187302931095,0.277586271785635
1866,"10kg-100kg",0.0105649411053866,0.00587891493450835,0.00891896378494056,0.0123403779422652,0.0174513943508538
1866,">100kg",0.19585036273986,0.0737373455664302,0.139877194104843,0.478717292832072,1.88544959610448
1867,"1g-10g",0.748165180101346,0.227880603081166,0.451041030623981,1.30107464847541,1.84166581867991
1867,"10g-100g",0.0826998659917475,0.0441187802566833,0.0673645986504637,0.105419158138465,0.13231578160012
1867,"100g-1kg",0.232771135228585,0.0961955318482588,0.187370291589995,0.278373934896974,0.357237822915909
1867,"1kg-10kg",0.211039303532652,0.10100703900401,0.180376490240073,0.243533852887406,0.277935748684815
1867,"10kg-100kg",0.010607136504646,0.00591777761024729,0.00894828941285986,0.0123756857665029,0.0174663209980107
1867,">100kg",0.195707797768655,0.0737054029948115,0.139832703003114,0.478092567300238,1.88142664836015
1868,"1g-10g",0.748121913631267,0.224665902134948,0.451008939262244,1.29837044483276,1.84102308280424
1868,"10g-100g",0.0833320701480501,0.0440903370648098,0.0676458370386227,0.105866920245889,0.132808147309471
1868,"100g-1kg",0.231072804944667,0.0952804110946596,0.185549325819792,0.276103798023502,0.355131417390544
1868,"1kg-10kg",0.211300658752873,0.101276761723376,0.180622772376796,0.243764535103773,0.278162425602504
1868,"10kg-100kg",0.0106306720915022,0.00593858200397591,0.00896840855946851,0.0123793904968154,0.0174590240084194
1868,">100kg",0.195562454736912,0.0736976251607036,0.139796246370403,0.477408604892287,1.87741441558594
1869,"1g-10g",0.75508529826014,0.226977081774562,0.457082692831401,1.30990637777941,1.85574706477422
1869,"10g-100g",0.0847511013904887,0.0448778812627263,0.0688431772164758,0.107199451588837,0.134078948740316
1869,"100g-1kg",0.230228464635556,0.0956383640347245,0.185558254542655,0.275217210592088,0.353614137170651
1869,"1kg-10kg",0.211480004257826,0.101582394976246,0.180857930342351,0.243978987206585,0.278279840213553
1869,"10kg-100kg",0.0106493920696908,0.0059578836572359,0.0089976310370208,0.012386386402615,0.017447962721055
1869,">100kg",0.195420239922047,0.0736906435281437,0.139760219870395,0.476556421292418,1.8734093657193
1870,"1g-10g",0.760912836084614,0.230457917190538,0.46150401727061,1.31074531200611,1.85026686232907
1870,"10g-100g",0.0849712776827149,0.0450753433414095,0.0694162545384876,0.107220096816377,0.134019492251877
1870,"100g-1kg",0.22997119269664,0.0951570842498385,0.185599965988259,0.274942972744207,0.353046513585489
1870,"1kg-10kg",0.211547860653669,0.101819785642727,0.1810280035886,0.243998817439725,0.278286331123649
1870,"10kg-100kg",0.0106433310350186,0.00596906881936225,0.00901883204704577,0.0123695056660851,0.0174327456994596
1870,">100kg",0.195032080010525,0.0736800698894473,0.139722803408968,0.475798879585788,1.86940822422895
1871,"1g-10g",0.765145209322978,0.232928384375645,0.464838726882769,1.31174391057505,1.84473977878816
1871,"10g-100g",0.0850162233996318,0.045361743471801,0.0696936030737293,0.107145763696017,0.133828019639061
1871,"100g-1kg",0.230524750848405,0.095533638512407,0.186153898518599,0.275259658509032,0.35345044390214
1871,"1kg-10kg",0.211639430175167,0.102035721133846,0.181171259976833,0.244035143849165,0.278294592312439
1871,"10kg-100kg",0.0106442568697994,0.00598071213774729,0.0090345920336514,0.0123723316974301,0.0174272915719619
1871,">100kg",0.194600791176618,0.0736600048053652,0.139690238059793,0.475211549098245,1.86541847884674
1872,"1g-10g",0.775261635058784,0.237943503090518,0.473923857093997,1.31739949509629,1.85061785795362
1872,"10g-100g",0.0858077518007929,0.0461207524529609,0.0704691306822851,0.108176864254433,0.134216289386041
1872,"100g-1kg",0.231513154627158,0.096411577463828,0.187038824012031,0.275983629438583,0.354059561717657
1872,"1kg-10kg",0.211690999705789,0.102225307682827,0.181347989980191,0.244055215669517,0.27830561226825
1872,"10kg-100kg",0.0106503668441498,0.00596006016450497,0.00904930951093303,0.0123687451257559,0.0174294802169831
1872,">100kg",0.194480447643542,0.0736408655159341,0.13966351937406,0.474596395204042,1.86144406715695
1873,"1g-10g",0.783809017263563,0.243427295206962,0.484082355093193,1.32559621362343,1.85744726463083
1873,"10g-100g",0.0864459431024732,0.046611620049316,0.0712499941254415,0.108748743863975,0.134584771612065
1873,"100g-1kg",0.233048568689607,0.0972109958832348,0.188376467690815,0.278054500434384,0.355169292513209
1873,"1kg-10kg",0.211825485350221,0.102390748035155,0.181426683500742,0.244130661043242,0.278343572079708
1873,"10kg-100kg",0.0106429834676783,0.00598766272421181,0.00906044984824718,0.012362174594629,0.0174325258074637
1873,">100kg",0.194366605596489,0.0736256299991123,0.139642513235264,0.47398684487896,1.85748421631028
1874,"1g-10g",0.782490073771214,0.244167870700883,0.484021654099777,1.32103382676988,1.84839588717172
1874,"10g-100g",0.0858502370360681,0.0464445788860093,0.0707900823704867,0.108424442334181,0.13426967940536
1874,"100g-1kg",0.235117541945886,0.0990737704858634,0.190236291086071,0.28040966953456,0.356846821057994
1874,"1kg-10kg",0.21222152151188,0.102558937162341,0.181714799111742,0.244339823880652,0.278508833421265
1874,"10kg-100kg",0.0106665185524608,0.00603343134632519,0.00909311944043809,0.0123810324673764,0.0174433184832657
1874,">100kg",0.194254765667755,0.0735998074854058,0.139612346572264,0.473385549121015,1.85353954262189
1875,"1g-10g",0.770597539237307,0.24121032885904,0.475123048747341,1.32002263318314,1.84213750080809
1875,"10g-100g",0.0849477873375948,0.0460090118817448,0.0698851174645728,0.10752310978278,0.133505695609004
1875,"100g-1kg",0.235707013286426,0.100238382213919,0.191082268793747,0.281670150019214,0.358319215182616
1875,"1kg-10kg",0.21258808541505,0.10286702893706,0.182018625691165,0.244676748013417,0.278753338336108
1875,"10kg-100kg",0.0107070676884797,0.00608623312510845,0.00912984423889246,0.0124202359746471,0.0174662312650166
1875,">100kg",0.194143362312108,0.0735704614906754,0.139578570451062,0.472554156037983,1.84960991623282
1876,"1g-10g",0.766622679110502,0.237456480060717,0.470577929401118,1.31621781151189,1.84139618366449
1876,"10g-100g",0.0849337451535781,0.0457821254150368,0.0695511277261469,0.107754217131366,0.133568156732079
1876,"100g-1kg",0.235873069523184,0.100497992389173,0.191288423355664,0.281887321168506,0.358306032983044
1876,"1kg-10kg",0.212950800979297,0.103273287059729,0.182335103896276,0.244922225669251,0.278891144655492
1876,"10kg-100kg",0.0107428443626094,0.00612831333178096,0.00916614668132667,0.012442394887701,0.017487505811956
1876,">100kg",0.194041513422987,0.0735613510903696,0.139541012668314,0.471543671082983,1.84569606293893
1877,"1g-10g",0.756038235346349,0.230494569345441,0.46153391175856,1.30585770784085,1.83667831426762
1877,"10g-100g",0.0837660849125779,0.0449743615788933,0.0682735046292752,0.106652458400609,0.132799286273571
1877,"100g-1kg",0.234570333506571,0.0994007577259894,0.190301891826655,0.28089262155205,0.357617558017508
1877,"1kg-10kg",0.213310704426052,0.103739749228583,0.182770397092969,0.245418162075017,0.279132786339952
1877,"10kg-100kg",0.0107817131666679,0.00616380849001376,0.00920612908781508,0.0124823422010949,0.0175198414494021
1877,">100kg",0.193926301030705,0.0735302021467339,0.139511781761826,0.470507366396208,1.84029187821887
1878,"1g-10g",0.7422359132822,0.222686088882022,0.449845864329927,1.294305291695,1.82555893995192
1878,"10g-100g",0.0820805423081311,0.0438044670237153,0.0668688632376338,0.104854214111771,0.131516630372851
1878,"100g-1kg",0.23092949436787,0.0946339805494482,0.186390899210946,0.277503328237543,0.354877529500827
1878,"1kg-10kg",0.213440748588265,0.103982315670247,0.182854417161098,0.245531329944797,0.279174709288481
1878,"10kg-100kg",0.0107844620848494,0.00615062306848394,0.00921103702528787,0.0124867557662401,0.0175218924940373
1878,">100kg",0.19380462450509,0.0735064107750082,0.13946862585231,0.469427612962492,1.83468843152026
1879,"1g-10g",0.733699721453781,0.216760495893398,0.439574185681575,1.28461566104927,1.82207926608196
1879,"10g-100g",0.0812090829789126,0.0429610190689077,0.0658317221868101,0.103824706619807,0.130832498024233
1879,"100g-1kg",0.226284939677843,0.0910420897471851,0.182181629561563,0.273047601454605,0.351537412914397
1879,"1kg-10kg",0.213393359207628,0.104024265489823,0.182720782774573,0.245520105799774,0.27913152753162
1879,"10kg-100kg",0.0107718782732508,0.00617667791948971,0.00919302230951715,0.0124789609625463,0.0175174708949118
1879,">100kg",0.193670098225367,0.0734718176325231,0.139422887902476,0.46807970502428,1.82908649103704
1880,"1g-10g",0.743808392593706,0.219668293154349,0.447355868562164,1.29512298756848,1.8480204613589
1880,"10g-100g",0.0830006794853689,0.0440370717768852,0.0671913392033655,0.105461170995217,0.132228586288314
1880,"100g-1kg",0.223144234394502,0.0911215967614584,0.179922976494046,0.269477349035806,0.349131187969563
1880,"1kg-10kg",0.213211108764306,0.103964077846706,0.182549177072585,0.245390890595657,0.278883221731508
1880,"10kg-100kg",0.0107346693058335,0.00613010069830301,0.00914759983035258,0.0124599494706636,0.0174977636593983
1880,">100kg",0.193537296515351,0.0734361044193306,0.139309513832332,0.466734527319679,1.82350423872073
1881,"1g-10g",0.754290528885814,0.221011924501351,0.456131518717331,1.31171770175145,1.87298952258272
1881,"10g-100g",0.0838950371223405,0.0446759970355614,0.0683498460934012,0.106553722149996,0.133794827165911
1881,"100g-1kg",0.221871085523129,0.0913581507746223,0.179478816050486,0.268343922475021,0.348356458220226
1881,"1kg-10kg",0.212854564128127,0.103768956046492,0.182131401185763,0.24507820986688,0.278502404440188
1881,"10kg-100kg",0.0106892177555851,0.00607807734177331,0.00908261328224928,0.0124171333359947,0.0174779976203803
1881,">100kg",0.193396501821537,0.0733919417052988,0.139226908897513,0.465383544962116,1.81792998359611
1882,"1g-10g",0.77172489991904,0.230788668466384,0.470367574689904,1.31961478013629,1.87050840939977
1882,"10g-100g",0.0854347684899054,0.0456393259359041,0.0699967743690103,0.107464123823337,0.134700347353027
1882,"100g-1kg",0.223088432067171,0.0932730271948927,0.180711811631899,0.269470004737279,0.349360198719607
1882,"1kg-10kg",0.212351416866498,0.103464613962201,0.18157896485627,0.244581504087147,0.278011611725169
1882,"10kg-100kg",0.010653182070878,0.00603469075746123,0.00902801888128464,0.012379937574372,0.0174362232220456
1882,">100kg",0.193268967756848,0.0733608552757922,0.139162598955121,0.464039520818757,1.81238881547208
1883,"1g-10g",0.786231116862943,0.240194636991284,0.486925268353563,1.33458357781474,1.88094043042285
1883,"10g-100g",0.0870744733125938,0.0469927952304721,0.071625063384865,0.109266362888496,0.135956917136048
1883,"100g-1kg",0.226685132359365,0.0960238398111486,0.183778569301533,0.272671608862925,0.352655629028712
1883,"1kg-10kg",0.212013816872998,0.103275436849239,0.181130235649237,0.244143308101099,0.277632384513753
1883,"10kg-100kg",0.0106070002028474,0.00601524139352405,0.00899533853838021,0.0123450703087817,0.0174135322486977
1883,">100kg",0.193014720636458,0.0733284700765482,0.139100924497826,0.462701102810288,1.80686946454607
1884,"1g-10g",0.795672752152761,0.245651552032436,0.49421878514434,1.34009950303043,1.87776494630873
1884,"10g-100g",0.0872171346746271,0.0474331749081912,0.0718862960430216,0.109640346931136,0.135908541068264
1884,"100g-1kg",0.231735169067691,0.0992202860189686,0.188125821754103,0.277646061736665,0.356688223606596
1884,"1kg-10kg",0.211766593012864,0.103226628383437,0.180817265336924,0.243987120463526,0.277569533194371
1884,"10kg-100kg",0.0105972333512537,0.00603348340152759,0.00898310494341046,0.0123385979483171,0.0174212789955246
1884,">100kg",0.192781444715798,0.0732933235283041,0.139046970459605,0.461559936159466,1.8013696569106
1885,"1g-10g",0.776504114324396,0.237287317205528,0.478850830792851,1.3227410313095,1.84976815698916
1885,"10g-100g",0.0846398025153905,0.0459196735372798,0.0698797622464957,0.107141043277157,0.134068192440128
1885,"100g-1kg",0.234173499714382,0.0985523809748662,0.189643776028367,0.280278063352865,0.359096082425672
1885,"1kg-10kg",0.211603339511076,0.103247314096504,0.18071009478125,0.243905751200397,0.277643734114871
