"Year","Species","min_yield_t","median_yield_t","max_yield_t","q05_yield_t","q95_yield_t","ObsYield_t"
1963,"antarctic krill",0,0,0,0,0,NA
1963,"baleen whales",0.00434755533705887,1122.11051912088,95587.082537335,48.7668782890766,19902.6983994098,7063.996749
1963,"bathypelagic fishes",0,0,0,0,0,NA
1963,"minke whales",0.00051126046508474,6.57965965535931,98251.1065063069,0.314026691253041,4091.23642979988,15.5908375
1963,"orca",0,0,0,0,0,NA
1963,"shelf and coastal fishes",0.000486991520239516,28.9651984131936,99058.3564998103,0.653777896325768,745.452716096853,109.2777581
1963,"sperm whales",0.411825698966323,44.9919384071955,43223.4386340667,12.3422986266509,2757.71344278812,8364.836976
1963,"squids",0,0,0,0,0,NA
1963,"toothfishes",0,0,0,0,0,NA
1964,"antarctic krill",0,0,0,0,0,NA
1964,"baleen whales",0.00376290269882157,967.106551851672,81621.7594846174,43.4216729466952,17171.9258701978,4256.375955
1964,"bathypelagic fishes",0,0,0,0,0,NA
1964,"minke whales",0.0169306317962824,217.766034962256,3240496.28031556,10.4228705819684,134910.071780635,19.3487845
1964,"orca",0,0,0,0,0,NA
1964,"shelf and coastal fishes",9.23369753566759e-05,5.52551494182494,18717.9819698305,0.124337682941514,141.530644237838,7.007080064
1964,"sperm whales",0.561142098712397,59.3112836470143,56540.6796074775,16.9936655429985,3646.51598434767,10862.857479
1964,"squids",0,0,0,0,0,NA
1964,"toothfishes",0,0,0,0,0,NA
1965,"antarctic krill",0,0,0,0,0,NA
1965,"baleen whales",0.000637131248251331,163.227194464213,13656.612716246,7.35034314696947,2899.01298637313,787.6691429
1965,"bathypelagic fishes",0,0,0,0,0,NA
1965,"minke whales",0.012595939828543,160.677934085987,2353779.09522703,7.76365459576474,98551.8045501083,14.393814
1965,"orca",0,0,0,0,0,NA
1965,"shelf and coastal fishes",0.000196835621317229,11.8505366964816,40353.717028964,0.265415863903308,302.103954804252,5.90212001
1965,"sperm whales",0.077802168042847,7.82023316436927,7419.30831859348,2.25489291220731,467.932679812751,2004.639852
1965,"squids",0,0,0,0,0,NA
1965,"toothfishes",0,0,0,0,0,NA
1966,"antarctic krill",0,0,0,0,0,NA
1966,"baleen whales",0.00120259735639905,307.670013881916,25692.8702655442,13.8735500478646,5462.29847605975,1159.9493
1966,"bathypelagic fishes",0,0,0,0,0,NA
1966,"minke whales",0,0,0,0,0,NA
1966,"orca",0,0,0,0,0,NA
1966,"shelf and coastal fishes",0.000423856167848389,25.6093273339503,87549.9618344931,0.572887585033605,651.49814359382,24.23924051
1966,"sperm whales",0.166134443415315,17.0244210051157,15703.0242800764,5.26477193742194,989.143717342426,1829.87468
1966,"squids",0,0,0,0,0,NA
1966,"toothfishes",0,0,0,0,0,NA
1967,"antarctic krill",0,0,0,0,0,NA
1967,"baleen whales",0.0116606200367124,2978.34081895386,247921.788778776,134.511727107614,52859.029486729,29542.100256
1967,"bathypelagic fishes",0,0,0,0,0,NA
1967,"minke whales",0.0139181299515154,176.696036686164,2543817.60886206,8.61285278735345,106877.108951976,185.632928
1967,"orca",0,0,0,0,0,NA
1967,"shelf and coastal fishes",5.13539382857353e-05,3.10508909093484,10592.568960745,0.0694411744648953,79.0065946055702,211.0274416
1967,"sperm whales",0.416994652148775,43.1193527812141,38739.1411087769,13.8838428936016,2448.62594609849,10753.348097
1967,"squids",0,0,0,0,0,NA
1967,"toothfishes",0,0,0,0,0,NA
1968,"antarctic krill",0,0,0,0,0,NA
1968,"baleen whales",0.00157058994121423,395.294250183061,32288.55025335,18.1035823465076,7008.62301011653,2698.18751
1968,"bathypelagic fishes",0,0,0,0,0,NA
1968,"minke whales",0,0,0,0,0,NA
1968,"orca",0,0,0,0,0,NA
1968,"shelf and coastal fishes",0.000138986507892345,8.40099164654554,29009.4735376088,0.187963216446087,213.959773608272,93.44936009
1968,"sperm whales",0.381795164508141,38.2282839501839,34030.1924711962,12.2721331655366,2198.52706427776,8579.760851
1968,"squids",0,0,0,0,0,NA
1968,"toothfishes",0,0,0,0,0,NA
1969,"antarctic krill",0,0,0,0,0,NA
1969,"baleen whales",0.000893661826787476,224.35081624285,18265.0839831323,10.2999945685627,3975.1374829203,1429.331992
1969,"bathypelagic fishes",0,0,0,0,0,NA
1969,"minke whales",0,0,0,0,0,NA
1969,"orca",0,0,0,0,0,NA
1969,"shelf and coastal fishes",5.0959914298136e-05,3.08347989056645,10727.4642897281,0.0689279894479362,78.5007204341542,19.17019947
1969,"sperm whales",0.185294513782442,18.0265535956412,15898.7626739698,5.7894872418809,1042.32006633033,4781.9172
1969,"squids",0,0,0,0,0,NA
1969,"toothfishes",0,0,0,0,0,NA
1970,"antarctic krill",0,0,0,0,0,NA
1970,"baleen whales",0.000739312805117133,185.330855336125,15050.5002846755,8.52067689699763,3280.49606877011,912.786554
1970,"bathypelagic fishes",0,0,0,0,0,NA
1970,"minke whales",0.0119667789363805,151.319303847003,2131159.93309534,7.42393113345806,89392.0172197113,13.684356
1970,"orca",0,0,0,0,0,NA
1970,"shelf and coastal fishes",5.85591089340877e-05,3.54535054234823,12465.8693893778,0.0792271150888404,90.2486829068831,1.517550003
1970,"sperm whales",0.421245784769116,41.3188512456836,35455.2948323987,13.5449239979021,2299.94162473212,10874.967878
1970,"squids",0,0,0,0,0,NA
1970,"toothfishes",0,0,0,0,0,NA
1971,"antarctic krill",0,0,0,0,0,NA
1971,"baleen whales",0,0,0,0,0,NA
1971,"bathypelagic fishes",0,0,0,0,0,NA
1971,"minke whales",0,0,0,0,0,NA
1971,"orca",0,0,0,0,0,NA
1971,"shelf and coastal fishes",0.000300759338764693,18.2246586705951,64677.8641644697,0.407086582826005,463.732716165444,49.50315993
1971,"sperm whales",0,0,0,0,0,NA
1971,"squids",0,0,0,0,0,NA
1971,"toothfishes",0.00134627965785686,62.4039033475599,209378.733080044,1.3984837885582,1095.23468554582,11.25989999
1972,"antarctic krill",0,0,0,0,0,NA
1972,"baleen whales",8.41521841533008e-05,21.0688507646716,1704.48185085686,0.989938498093107,371.998426348421,43.1751168
1972,"bathypelagic fishes",0,0,0,0,0,NA
1972,"minke whales",0.431792509117176,5411.47355733233,75320362.5429053,268.420043386049,3155783.80373893,19356.62752
1972,"orca",8.70798148385121e-06,7.03151622479955,1132.8314792531,0.257249304200065,42.6099573145819,7.41048671
1972,"shelf and coastal fishes",0.00126462586659295,76.8100497789985,272136.580249777,1.71274786967912,1951.29181845786,363.0021847
1972,"sperm whales",0.205253282360491,20.0852655205046,16544.1879444971,6.8137671211173,1063.67531755953,5494.689847
1972,"squids",0,0,0,0,0,NA
1972,"toothfishes",0.000555884138274878,25.4583758562704,78783.6758291106,0.570302074078836,449.247979009981,9.733960078
1973,"antarctic krill",0,0,0,0,0,NA
1973,"baleen whales",0.000454172345313137,113.689883046699,9183.16395637863,5.34306884619104,2004.54102502446,491.2573146
1973,"bathypelagic fishes",0,0,0,0,0,NA
1973,"minke whales",0.680164010765118,6001.76306659977,70902487.1692919,411.977906394828,3693166.44506845,23036.145053
1973,"orca",0.00020795399167823,167.759276212685,26850.7519749008,6.14126564614376,1012.60980095026,21.21769168
1973,"shelf and coastal fishes",0.000113444180638631,6.90318923024972,23586.9934962644,0.153778265979119,175.210612915864,10.85778995
1973,"sperm whales",0.368083698012459,35.95230398027,29047.618390407,12.3152623607866,1862.33174408574,6628.966716
1973,"squids",0,0,0,0,0,NA
1973,"toothfishes",0.000202319303940504,9.15918628212372,27401.0101558448,0.204840871205036,162.927225938088,2.806100007
1974,"antarctic krill",0.0128414257399148,1595.52341806757,1019324.12786245,20.1530623551822,35240.6147201792,190.4045609
1974,"baleen whales",0,0,0,0,0,NA
1974,"bathypelagic fishes",0,0,0,0,0,NA
1974,"minke whales",0.323421785777303,2148.47424672968,18407830.8232038,227.732393766355,1163921.62298185,13471.457125
1974,"orca",0,0,0,0,0,NA
1974,"shelf and coastal fishes",0.000383561970376475,23.3857734381985,80350.1624337263,0.52044033305223,593.450254551811,378.6250077
1974,"sperm whales",0.0903328344842638,8.5702175639687,6871.34543246804,2.89770243296858,446.801124726717,2492.237977
1974,"squids",0,0,0,0,0,NA
1974,"toothfishes",0.00101153890549429,45.1843268851852,133918.001960515,1.01090781383823,809.143500517562,2.300480022
1975,"antarctic krill",0.201813621899474,26345.527700293,16866208.4700457,330.848377797054,582825.039584487,3074.573266
1975,"baleen whales",0,0,0,0,0,NA
1975,"bathypelagic fishes",0,0,0,0,0,NA
1975,"minke whales",0.126106269423739,1056.60936853346,7352416.2498985,136.012185664923,550123.738050439,12291.900241
1975,"orca",0,0,0,0,0,NA
1975,"shelf and coastal fishes",0.000140904619872299,8.60764592038847,29435.1416449031,0.191313400042795,218.360558734449,19.47029973
1975,"sperm whales",0.114333397672182,11.0872032985956,8610.00984631046,3.83300616359589,564.114126808654,3155.740794
1975,"squids",0,0,0,0,0,NA
1975,"toothfishes",0.00147863168895477,65.4838606029334,183026.342221052,1.45825938935036,1173.09833210855,0.8189600008
1976,"antarctic krill",0.377128682958372,51482.7842780448,31520855.4001223,646.850260850351,1076532.49779118,6242.022427
1976,"baleen whales",0,0,0,0,0,NA
1976,"bathypelagic fishes",0,0,0,0,0,NA
1976,"minke whales",0.0683129855816894,761.510854775254,4926897.63469463,111.019760725798,352075.223627618,10889.887165
1976,"orca",4.88125178840496e-05,38.6905120285624,5619.79579751025,1.43939296546254,214.001070671308,4.975610155
1976,"shelf and coastal fishes",0.00016678761687633,10.1982393352527,35052.3695068951,0.226553232864224,258.927665761886,32.23384029
1976,"sperm whales",0.108612313582092,10.6748613391414,8078.19819304225,3.73637506449373,534.366409085747,2752.834938
1976,"squids",0,0,0,0,0,NA
1976,"toothfishes",0.000166817788699332,7.2678985520056,18800.6522604498,0.161972038114283,131.53388375989,2.043819986
1977,"antarctic krill",0.681639067962472,98658.8903586254,54685988.9873909,1201.59047701017,2010775.8048157,11754.143945
1977,"baleen whales",0,0,0,0,0,NA
1977,"bathypelagic fishes",0,0,0,0,0,NA
1977,"minke whales",0.0766545628863883,1233.50639873607,8055064.07666095,197.332743313254,528218.872165679,15253.019515
1977,"orca",8.52764228295588e-05,67.3577012795321,9549.06023656055,2.51379548603703,364.623388118696,72.4542794
1977,"shelf and coastal fishes",0.000442989457872585,27.1000429282541,93489.8096062911,0.601640010004604,688.306457742971,111.0914871
1977,"sperm whales",0.32926158183942,32.5864995014201,24201.8551790977,11.6241365382669,1609.98313666985,8531.623148
1977,"squids",0,0,0,0,0,NA
1977,"toothfishes",0.000778389253736199,33.4323445019084,86343.9643077818,0.744767043901303,608.513448649532,2.290699999
1978,"antarctic krill",1.23672597712193,188340.394971265,88902961.160263,2278.02772603367,3513644.80918623,22682.889698
1978,"baleen whales",0.000181779590849737,45.3795024243492,3643.34747341776,2.13817124796536,796.011262483897,21.4220288
1978,"bathypelagic fishes",0,0,0,0,0,NA
1978,"minke whales",0.0593850237838594,1580.53463745877,10926745.6007723,292.106346084524,695737.270078919,20159.034618
1978,"orca",6.06697573019738e-06,4.76602807081276,648.556668236424,0.178746114961737,24.8347770069276,5.153158216
1978,"shelf and coastal fishes",0.00178576038950469,109.101880469967,374392.970706563,2.4230990343419,2772.19278005341,98.35187018
1978,"sperm whales",0.569659384619899,55.3073763876221,40508.942850174,19.2547146379766,2684.03745921264,15540.076339
1978,"squids",0,0,0,0,0,NA
1978,"toothfishes",0.000324567958917371,13.7568816852003,34291.5430804469,0.305663863938647,250.768792843635,4.099960026
1979,"antarctic krill",1.91624264627357,301913.153475803,107310222.77521,3628.46618409277,4546462.79071672,35205.874337
1979,"baleen whales",0,0,0,0,0,NA
1979,"bathypelagic fishes",0,0,0,0,0,NA
1979,"minke whales",0.0155315128064456,702.896993530757,5478944.92027787,164.659399676418,282483.069778527,12171.111837
1979,"orca",0,0,0,0,0,NA
1979,"shelf and coastal fishes",0.000121977448775245,7.41967626527329,24196.3920210293,0.165274870286387,188.863405017217,6.678670056
1979,"sperm whales",0.113658464947444,10.2686582837184,7725.44936167275,3.42167503829047,499.184665224033,3142.329586
1979,"squids",3.89970468470513e-05,2.13902345318953,7208.42549325184,0.0425499206127067,53.4554177005533,0.5304599938
1979,"toothfishes",1.77477290739791e-05,0.740928074236709,1836.0647904714,0.016452922042675,13.5631345663749,0.0607299994
1980,"antarctic krill",0.0363945114190337,5683.76889828607,1824460.91975934,69.9242965723485,69104.0663780621,1156.892186
1980,"baleen whales",0,0,0,0,0,NA
1980,"bathypelagic fishes",0,0,0,0,0,NA
1980,"minke whales",0.0132547785695704,1047.46328660659,7983847.22335687,273.173432850964,379723.581823164,20473.311172
1980,"orca",0.00195778973113287,1532.57278786711,207439.617647671,57.6532735917645,7989.27554226562,1662.000686
1980,"shelf and coastal fishes",0.000145720154613742,8.81758320363037,29071.9857258361,0.197160724680215,225.172982106345,109.4125181
1980,"sperm whales",0,0,0,0,0,NA
1980,"squids",0,0,0,0,0,NA
1980,"toothfishes",0.000457888169292181,18.8082259950297,47141.5193868596,0.417173531418338,345.495704171845,3.726210007
1981,"antarctic krill",0.0402366589640512,6597.02993931401,2199945.51137003,79.8838742825605,89535.045838767,1487.227576
1981,"baleen whales",0,0,0,0,0,NA
1981,"bathypelagic fishes",0,0,0,0,0,NA
1981,"minke whales",0.00356910075198507,544.817505407699,4703918.93696565,166.858704410476,182556.826518568,12543.83246
1981,"orca",0,0,0,0,0,NA
1981,"shelf and coastal fishes",0.000184171472603787,11.1169653623466,36940.7926727849,0.248855578472129,284.035812850209,15.39609003
1981,"sperm whales",0,0,0,0,0,NA
1981,"squids",3.03060767160609e-06,0.166708318483638,558.09168544922,0.00331468807631919,4.14402055012459,0.03310000049
1981,"toothfishes",0.00055907530007868,22.7280137851759,56097.9368583157,0.500596169910163,416.416337710442,2.131250004
1982,"antarctic krill",0.153376545587506,26452.1300651217,9316705.69474446,316.136934106955,404808.264663854,2974.835736
1982,"baleen whales",0,0,0,0,0,NA
1982,"bathypelagic fishes",0,0,0,0,0,NA
1982,"minke whales",0.000427633731449426,122.136413462213,1052914.43142125,40.3782828772503,34382.9628135381,2928.160142
1982,"orca",0,0,0,0,0,NA
1982,"shelf and coastal fishes",0.000439673032196199,26.5020416835794,88598.6360730994,0.592928494950287,677.004412604417,485.0080704
1982,"sperm whales",0,0,0,0,0,NA
1982,"squids",0.000105730984956577,5.85718552069049,19622.4847181262,0.115918806896095,144.571169979208,1.04436999
1982,"toothfishes",0.000335274964626693,13.4822000736504,32674.8666233782,0.294978972479464,246.30765746186,1.386470006
1983,"antarctic krill",0.117487775248083,21113.2900077384,7645175.05478695,249.934026482252,339573.641518271,2044.500027
1983,"baleen whales",0,0,0,0,0,NA
1983,"bathypelagic fishes",0,0,0,0,0,NA
1983,"minke whales",0.000294590123391796,171.788101132348,1214811.31263612,53.3800774685634,36341.262287164,3446.25529
1983,"orca",0,0,0,0,0,NA
1983,"shelf and coastal fishes",0.000300055426674123,18.0676088939572,60227.9116188621,0.404426514382864,461.515393212661,89.96643833
1983,"sperm whales",0,0,0,0,0,NA
1983,"squids",1.66363595467795e-05,0.924719701500243,2946.15655785977,0.0182702320890437,22.7281482323638,0.1866500038
1983,"toothfishes",8.15522143578934e-05,3.23495205891956,7819.81654837209,0.070501213393749,59.0522113807096,1.366409988
1984,"antarctic krill",0.190251872183089,35351.254610242,14448592.8908063,416.181949092064,582944.592097148,2709.84866
1984,"baleen whales",0,0,0,0,0,NA
1984,"bathypelagic fishes",0,0,0,0,0,NA
1984,"minke whales",0.000147855242199945,206.66046462667,1262917.92630747,58.7000889392952,35008.386740928,3665.390159
1984,"orca",0,0,0,0,0,NA
1984,"shelf and coastal fishes",0.000386581036645797,23.2505029359546,77780.4454916434,0.521435414409521,594.757926082975,106.6215284
1984,"sperm whales",0,0,0,0,0,NA
1984,"squids",5.44676607201875e-07,0.0301547667646296,95.963276467112,0.000595075812752826,0.740088264397289,0.004459999989
1984,"toothfishes",0.000256212301007622,9.98780870782777,24439.335644258,0.217277749527129,182.316976979773,0.8970200067
1985,"antarctic krill",0.0064929866128895,1442.46572810617,649683.960465745,16.941467671935,24202.5360013057,519.1204781
1985,"baleen whales",0,0,0,0,0,NA
1985,"bathypelagic fishes",0,0,0,0,0,NA
1985,"minke whales",5.26120305700487e-05,179.603401691054,981798.577725823,48.247597800076,25883.8784112128,2918.84628
1985,"orca",0,0,0,0,0,NA
1985,"shelf and coastal fishes",0.00054019841919073,32.5113422294424,108660.240062467,0.728118436504392,831.373910786766,593.029211
1985,"sperm whales",0,0,0,0,0,NA
1985,"squids",3.05436094915518e-05,1.69534853806627,5427.67734411341,0.0334055766152259,41.5689128733917,0.2605699965
1985,"toothfishes",8.3606311589117e-06,0.320623976971712,788.638515129336,0.00696507646034313,5.84801072698982,0.4367699997
1986,"antarctic krill",0.00591308936619066,1569.70770829647,810054.248542358,18.4218780980281,27392.0209826147,612.8385115
1986,"baleen whales",0,0,0,0,0,NA
1986,"bathypelagic fishes",0,0,0,0,0,NA
1986,"minke whales",1.42137253797262e-05,121.11632714374,603706.249810575,31.726677959259,15366.9638985132,1830.754771
1986,"orca",0,0,0,0,0,NA
1986,"shelf and coastal fishes",0.00023560757303113,14.1789136667705,47134.6479392859,0.31706349825037,362.591953715169,879.5133491
1986,"sperm whales",0,0,0,0,0,NA
1986,"squids",3.67672074662905e-05,2.04368924341604,6481.92391404642,0.0401981170831243,50.0642379929497,0.3249499991
1986,"toothfishes",4.03189271698463e-06,0.152547520008656,380.693517810555,0.00330019794585993,2.76425683380846,0.2850599979
1987,"antarctic krill",0.0224147960020515,7192.52350955842,4095545.32709911,84.1086434435763,132976.631278776,3478.806415
1987,"baleen whales",0,0,0,0,0,NA
1987,"bathypelagic fishes",0,0,0,0,0,NA
1987,"minke whales",1.1764671320925e-05,251.985825029417,1129955.22907567,61.1986612782746,28258.6739749076,3473.88366
1987,"orca",0,0,0,0,0,NA
1987,"shelf and coastal fishes",0.000134952657810586,8.11272537449236,27161.359591538,0.181146351855993,207.592152453479,300.1093111
1987,"sperm whales",0,0,0,0,0,NA
1987,"squids",0,0,0,0,0,NA
1987,"toothfishes",1.15755716603565e-05,0.432243518171051,1095.68052281299,0.00932818298553618,7.77739609770068,0.02718999982
1988,"antarctic krill",0.00133525468900368,512.721563490597,315681.048254874,5.99281532815086,10223.8457824173,291.8726803
1988,"baleen whales",0,0,0,0,0,NA
1988,"bathypelagic fishes",0,0,0,0,0,NA
1988,"minke whales",0,0,0,0,0,NA
1988,"orca",0,0,0,0,0,NA
1988,"shelf and coastal fishes",0.000289381379999273,17.3625072722318,58835.3212184565,0.386734609901179,444.607490737075,843.5801861
1988,"sperm whales",0,0,0,0,0,NA
1988,"squids",0,0,0,0,0,NA
1988,"toothfishes",7.92255970254466e-08,0.00290787052324625,7.48735703731791,6.27538020568737e-05,0.0520199178174188,0.01544999983
1989,"antarctic krill",0.00212713643028534,978.348749766704,635436.989504676,11.4098964983429,20035.2447763472,357.907489
1989,"baleen whales",0,0,0,0,0,NA
1989,"bathypelagic fishes",0,0,0,0,0,NA
1989,"minke whales",1.63026712105321e-07,29.5047113345099,111352.869673374,6.32334717083765,2697.33673622911,381.9965695
1989,"orca",0,0,0,0,0,NA
1989,"shelf and coastal fishes",0.00111948430587139,66.9239006889131,228764.71167134,1.49249383347316,1717.36722738572,105.377348
1989,"sperm whales",0,0,0,0,0,NA
1989,"squids",0,0,0,0,0,NA
1989,"toothfishes",8.23963730358299e-08,0.00297244869471143,7.77313317324758,6.4152419277572e-05,0.0529089032790169,0.00563999985
1990,"antarctic krill",0.00248050284498795,1342.82208229658,904933.886845863,15.3451184754231,28065.8100039964,312.9948106
1990,"baleen whales",0,0,0,0,0,NA
1990,"bathypelagic fishes",0,0,0,0,0,NA
1990,"minke whales",7.63630060351809e-08,40.2388781479677,138554.466366176,8.06038367270966,3332.06652860292,477.860466
1990,"orca",0,0,0,0,0,NA
1990,"shelf and coastal fishes",0.000267963680651732,16.0225328074298,53449.6788051277,0.357384917669994,410.869847229205,2374.424925
1990,"sperm whales",0,0,0,0,0,NA
1990,"squids",2.06547899725178e-06,0.114324374959929,370.098595238698,0.00224196329623953,2.83575357327212,0.00638999997
1990,"toothfishes",3.36239578470071e-07,0.0119523067657075,31.6385204603441,0.000257349034310236,0.21137777494196,0.02411999987
1991,"antarctic krill",0.00134553655510634,848.982382891944,591244.17509255,9.70945127288721,18166.3040766827,129.4829007
1991,"baleen whales",0,0,0,0,0,NA
1991,"bathypelagic fishes",0.00377567129990561,2441.44206075221,4423888.28413048,19.5894955842716,52048.1553801803,0.0006900000262
1991,"minke whales",6.5780936941707e-08,99.589827790676,318552.93035582,18.8921890826512,7557.54587671227,218.872255
1991,"orca",0,0,0,0,0,NA
1991,"shelf and coastal fishes",1.21043341547846e-06,0.0724912166470181,243.303587604665,0.00161550480055974,1.85710945835437,0.0766799977
1991,"sperm whales",0,0,0,0,0,NA
1991,"squids",0,0,0,0,0,NA
1991,"toothfishes",8.33915936508082e-07,0.0291658171822492,78.2375212738,0.000627804855326636,0.514823821356211,0.000390000012
1992,"antarctic krill",0.00176572658381744,1311.47288743137,922059.593274181,14.6096133284509,29189.2944503651,197.4575535
1992,"baleen whales",0,0,0,0,0,NA
1992,"bathypelagic fishes",0,0,0,0,0,NA
1992,"minke whales",9.21096373863984e-08,417.038736156457,1261189.90315001,76.2844357707108,29714.5948540136,874.4692575
1992,"orca",0,0,0,0,0,NA
1992,"shelf and coastal fishes",2.49554677398627e-07,0.0149810956833541,51.0454805514271,0.00033337846207184,0.383216318401521,0.1292200051
1992,"sperm whales",0,0,0,0,0,NA
1992,"squids",0,0,0,0,0,NA
1992,"toothfishes",0,0,0,0,0,NA
1993,"antarctic krill",0.000314651694367664,272.152209092309,190624.156699171,3.02065741751467,6225.68144916262,39.91374024
1993,"baleen whales",0,0,0,0,0,NA
1993,"bathypelagic fishes",3.3716353842598e-07,0.222231871956151,193.278033030659,0.0017718760062393,4.92260962168682,NA
1993,"minke whales",0,0,0,0,0,NA
1993,"orca",0,0,0,0,0,NA
1993,"shelf and coastal fishes",9.52483616464584e-08,0.00573356069365815,19.8298473631537,0.000127484756176537,0.146482471214545,0.05741999857
1993,"sperm whales",0,0,0,0,0,NA
1993,"squids",3.42806615853342e-05,1.88122492854433,6180.62136353494,0.0369986185607674,47.8896606743368,0.01541000019
1993,"toothfishes",0,0,0,0,0,NA
1994,"antarctic krill",0.00117171152043121,1159.15586960712,811667.787943236,12.8628946619796,26794.9144261546,170.7674989
1994,"baleen whales",0,0,0,0,0,NA
1994,"bathypelagic fishes",0,0,0,0,0,NA
1994,"minke whales",7.58615837868932e-09,341.728886979993,964502.866274797,60.6972409927744,22376.0356973462,688.886386
1994,"orca",0,0,0,0,0,NA
1994,"shelf and coastal fishes",6.07729602205312e-08,0.00367087647286555,12.8726946841351,8.16961059935137e-05,0.0937363014596523,0.03061999939
1994,"sperm whales",0,0,0,0,0,NA
1994,"squids",0,0,0,0,0,NA
1994,"toothfishes",0,0,0,0,0,NA
1995,"antarctic krill",2.46755878658798e-05,27.9628149935274,19561.6335244012,0.311286032169859,656.730276497649,142.1750183
1995,"baleen whales",0,0,0,0,0,NA
1995,"bathypelagic fishes",0,0,0,0,0,NA
1995,"minke whales",1.85931168469476e-09,230.671676077931,648047.119384502,41.7663327780159,14622.4270142024,472.888556
1995,"orca",0,0,0,0,0,NA
1995,"shelf and coastal fishes",1.15069858219505e-06,0.0698360828023001,247.608823194875,0.0015556272002469,1.78205646868724,0.9738699796
1995,"sperm whales",0,0,0,0,0,NA
1995,"squids",0,0,0,0,0,NA
1995,"toothfishes",0,0,0,0,0,NA
1996,"antarctic krill",9.14337644179817e-07,1.19722739385307,832.816775334757,0.0132659116632541,28.3303138208581,0.08643000084
1996,"baleen whales",0,0,0,0,0,NA
1996,"bathypelagic fishes",0,0,0,0,0,NA
1996,"minke whales",1.65070639019819e-09,615.577646417296,1679655.84066171,110.419134487132,36520.9654054761,1245.152311
1996,"orca",0,0,0,0,0,NA
1996,"shelf and coastal fishes",0,0,0,0,0,NA
1996,"sperm whales",0,0,0,0,0,NA
1996,"squids",0,0,0,0,0,NA
1996,"toothfishes",0,0,0,0,0,NA
1997,"antarctic krill",0,0,0,0,0,NA
1997,"baleen whales",0,0,0,0,0,NA
1997,"bathypelagic fishes",0,0,0,0,0,NA
1997,"minke whales",6.06442696473824e-11,66.3617587811297,189882.617519263,12.9033488994347,3566.70132667328,145.9225225
1997,"orca",0,0,0,0,0,NA
1997,"shelf and coastal fishes",0,0,0,0,0,NA
1997,"sperm whales",0,0,0,0,0,NA
1997,"squids",0,0,0,0,0,NA
1997,"toothfishes",0.000247101734518217,7.6576048753766,21726.4787390583,0.164529954206077,136.766274786413,0.7753400006
1998,"antarctic krill",0,0,0,0,0,NA
1998,"baleen whales",0,0,0,0,0,NA
1998,"bathypelagic fishes",0,0,0,0,0,NA
1998,"minke whales",1.31660125982576e-10,431.745978746838,1157791.93345649,79.3972562908002,21515.2604409561,896.178509
1998,"orca",0,0,0,0,0,NA
1998,"shelf and coastal fishes",0,0,0,0,0,NA
1998,"sperm whales",0,0,0,0,0,NA
1998,"squids",0,0,0,0,0,NA
1998,"toothfishes",0,0,0,0,0,NA
1999,"antarctic krill",0,0,0,0,0,NA
1999,"baleen whales",0,0,0,0,0,NA
1999,"bathypelagic fishes",0,0,0,0,0,NA
1999,"minke whales",4.96343973798813e-12,47.7467108511862,128787.832580107,9.05714404012775,2324.8105319354,102.4018305
1999,"orca",0,0,0,0,0,NA
1999,"shelf and coastal fishes",2.2263260979033e-06,0.137474074196718,500.734629076428,0.00303757488672605,3.50711755831302,0.04433000042
1999,"sperm whales",0,0,0,0,0,NA
1999,"squids",0,0,0,0,0,NA
1999,"toothfishes",2.52887336314561e-05,0.747736784848026,2119.16048869191,0.0159947184294944,13.4434812599121,0.0276800006
2000,"antarctic krill",0,0,0,0,0,NA
2000,"baleen whales",0,0,0,0,0,NA
2000,"bathypelagic fishes",0,0,0,0,0,NA
2000,"minke whales",6.09368811288625e-12,154.426722397078,389735.820606505,27.6596555788407,6940.46655441653,311.770658
2000,"orca",0,0,0,0,0,NA
2000,"shelf and coastal fishes",3.30068888469868e-07,0.0203764017704839,74.6728191962457,0.00045018383900553,0.521381066879099,0.003080000053
2000,"sperm whales",0,0,0,0,0,NA
2000,"squids",0,0,0,0,0,NA
2000,"toothfishes",0.000421278473671129,12.1944507854249,34681.130090214,0.260388742938124,219.866965236493,0.1998500044
2001,"antarctic krill",0,0,0,0,0,NA
2001,"baleen whales",0,0,0,0,0,NA
2001,"bathypelagic fishes",0,0,0,0,0,NA
2001,"minke whales",3.42278676124464e-12,221.106293898533,533318.854205295,38.3554077118719,9274.84449260948,431.588399
2001,"orca",0,0,0,0,0,NA
2001,"shelf and coastal fishes",9.98726525077803e-05,6.16301501926841,22674.2973175985,0.136065228443599,158.71252044987,3.300429834
2001,"sperm whales",0,0,0,0,0,NA
2001,"squids",0,0,0,0,0,NA
2001,"toothfishes",2.95283890207693e-05,0.838160820062843,2360.14288428027,0.0178742338559323,15.1668304478907,1.440319999
2002,"antarctic krill",0,0,0,0,0,NA
2002,"baleen whales",0,0,0,0,0,NA
2002,"bathypelagic fishes",0,0,0,0,0,NA
2002,"minke whales",1.66814665145943e-12,295.981220315067,694876.229352942,50.7559008256223,11599.9885548679,570.6544375
2002,"orca",0,0,0,0,0,NA
2002,"shelf and coastal fishes",0,0,0,0,0,NA
2002,"sperm whales",0,0,0,0,0,NA
2002,"squids",0,0,0,0,0,NA
2002,"toothfishes",0,0,0,0,0,NA
2003,"antarctic krill",0,0,0,0,0,NA
2003,"baleen whales",0,0,0,0,0,NA
