"Year","Species","min_yield_t","median_yield_t","max_yield_t","q05_yield_t","q95_yield_t","ObsYield_t"
1906,"shelf and coastal fishes",0,0,0,0,0,NA
1906,"sperm whales",0,0,0,0,0,NA
1906,"squids",0,0,0,0,0,NA
1906,"toothfishes",0,0,0,0,0,NA
1907,"antarctic krill",0,0,0,0,0,NA
1907,"baleen whales",0,0,0,0,0,NA
1907,"bathypelagic fishes",0,0,0,0,0,NA
1907,"minke whales",0,0,0,0,0,NA
1907,"orca",0,0,0,0,0,NA
1907,"shelf and coastal fishes",0,0,0,0,0,NA
1907,"sperm whales",0,0,0,0,0,NA
1907,"squids",0,0,0,0,0,NA
1907,"toothfishes",0,0,0,0,0,NA
1908,"antarctic krill",0,0,0,0,0,NA
1908,"baleen whales",0,0,0,0,0,NA
1908,"bathypelagic fishes",0,0,0,0,0,NA
1908,"minke whales",0,0,0,0,0,NA
1908,"orca",0,0,0,0,0,NA
1908,"shelf and coastal fishes",0,0,0,0,0,NA
1908,"sperm whales",0,0,0,0,0,NA
1908,"squids",0,0,0,0,0,NA
1908,"toothfishes",0,0,0,0,0,NA
1909,"antarctic krill",0,0,0,0,0,NA
1909,"baleen whales",0,0,0,0,0,NA
1909,"bathypelagic fishes",0,0,0,0,0,NA
1909,"minke whales",0,0,0,0,0,NA
1909,"orca",0,0,0,0,0,NA
1909,"shelf and coastal fishes",0,0,0,0,0,NA
1909,"sperm whales",0,0,0,0,0,NA
1909,"squids",0,0,0,0,0,NA
1909,"toothfishes",0,0,0,0,0,NA
1910,"antarctic krill",0,0,0,0,0,NA
1910,"baleen whales",0,0,0,0,0,NA
1910,"bathypelagic fishes",0,0,0,0,0,NA
1910,"minke whales",0,0,0,0,0,NA
1910,"orca",0,0,0,0,0,NA
1910,"shelf and coastal fishes",0,0,0,0,0,NA
1910,"sperm whales",0,0,0,0,0,NA
1910,"squids",0,0,0,0,0,NA
1910,"toothfishes",0,0,0,0,0,NA
1911,"antarctic krill",0,0,0,0,0,NA
1911,"baleen whales",0,0,0,0,0,NA
1911,"bathypelagic fishes",0,0,0,0,0,NA
1911,"minke whales",0,0,0,0,0,NA
1911,"orca",0,0,0,0,0,NA
1911,"shelf and coastal fishes",0,0,0,0,0,NA
1911,"sperm whales",0,0,0,0,0,NA
1911,"squids",0,0,0,0,0,NA
1911,"toothfishes",0,0,0,0,0,NA
1912,"antarctic krill",0,0,0,0,0,NA
1912,"baleen whales",0,0,0,0,0,NA
1912,"bathypelagic fishes",0,0,0,0,0,NA
1912,"minke whales",0,0,0,0,0,NA
1912,"orca",0,0,0,0,0,NA
1912,"shelf and coastal fishes",0,0,0,0,0,NA
1912,"sperm whales",0,0,0,0,0,NA
1912,"squids",0,0,0,0,0,NA
1912,"toothfishes",0,0,0,0,0,NA
1913,"antarctic krill",0,0,0,0,0,NA
1913,"baleen whales",0,0,0,0,0,NA
1913,"bathypelagic fishes",0,0,0,0,0,NA
1913,"minke whales",0,0,0,0,0,NA
1913,"orca",0,0,0,0,0,NA
1913,"shelf and coastal fishes",0,0,0,0,0,NA
1913,"sperm whales",0,0,0,0,0,NA
1913,"squids",0,0,0,0,0,NA
1913,"toothfishes",0,0,0,0,0,NA
1914,"antarctic krill",0,0,0,0,0,NA
1914,"baleen whales",0,0,0,0,0,NA
1914,"bathypelagic fishes",0,0,0,0,0,NA
1914,"minke whales",0,0,0,0,0,NA
1914,"orca",0,0,0,0,0,NA
1914,"shelf and coastal fishes",0,0,0,0,0,NA
1914,"sperm whales",0,0,0,0,0,NA
1914,"squids",0,0,0,0,0,NA
1914,"toothfishes",0,0,0,0,0,NA
1915,"antarctic krill",0,0,0,0,0,NA
1915,"baleen whales",0,0,0,0,0,NA
1915,"bathypelagic fishes",0,0,0,0,0,NA
1915,"minke whales",0,0,0,0,0,NA
1915,"orca",0,0,0,0,0,NA
1915,"shelf and coastal fishes",0,0,0,0,0,NA
1915,"sperm whales",0,0,0,0,0,NA
1915,"squids",0,0,0,0,0,NA
1915,"toothfishes",0,0,0,0,0,NA
1916,"antarctic krill",0,0,0,0,0,NA
1916,"baleen whales",0,0,0,0,0,NA
1916,"bathypelagic fishes",0,0,0,0,0,NA
1916,"minke whales",0,0,0,0,0,NA
1916,"orca",0,0,0,0,0,NA
1916,"shelf and coastal fishes",0,0,0,0,0,NA
1916,"sperm whales",0,0,0,0,0,NA
1916,"squids",0,0,0,0,0,NA
1916,"toothfishes",0,0,0,0,0,NA
1917,"antarctic krill",0,0,0,0,0,NA
1917,"baleen whales",0,0,0,0,0,NA
1917,"bathypelagic fishes",0,0,0,0,0,NA
1917,"minke whales",0,0,0,0,0,NA
1917,"orca",0,0,0,0,0,NA
1917,"shelf and coastal fishes",0,0,0,0,0,NA
1917,"sperm whales",0,0,0,0,0,NA
1917,"squids",0,0,0,0,0,NA
1917,"toothfishes",0,0,0,0,0,NA
1918,"antarctic krill",0,0,0,0,0,NA
1918,"baleen whales",0,0,0,0,0,NA
1918,"bathypelagic fishes",0,0,0,0,0,NA
1918,"minke whales",0,0,0,0,0,NA
1918,"orca",0,0,0,0,0,NA
1918,"shelf and coastal fishes",0,0,0,0,0,NA
1918,"sperm whales",0,0,0,0,0,NA
1918,"squids",0,0,0,0,0,NA
1918,"toothfishes",0,0,0,0,0,NA
1919,"antarctic krill",0,0,0,0,0,NA
1919,"baleen whales",0,0,0,0,0,NA
1919,"bathypelagic fishes",0,0,0,0,0,NA
1919,"minke whales",0,0,0,0,0,NA
1919,"orca",0,0,0,0,0,NA
1919,"shelf and coastal fishes",0,0,0,0,0,NA
1919,"sperm whales",0,0,0,0,0,NA
1919,"squids",0,0,0,0,0,NA
1919,"toothfishes",0,0,0,0,0,NA
1920,"antarctic krill",0,0,0,0,0,NA
1920,"baleen whales",0,0,0,0,0,NA
1920,"bathypelagic fishes",0,0,0,0,0,NA
1920,"minke whales",0,0,0,0,0,NA
1920,"orca",0,0,0,0,0,NA
1920,"shelf and coastal fishes",0,0,0,0,0,NA
1920,"sperm whales",0,0,0,0,0,NA
1920,"squids",0,0,0,0,0,NA
1920,"toothfishes",0,0,0,0,0,NA
1921,"antarctic krill",0,0,0,0,0,NA
1921,"baleen whales",0,0,0,0,0,NA
1921,"bathypelagic fishes",0,0,0,0,0,NA
1921,"minke whales",0,0,0,0,0,NA
1921,"orca",0,0,0,0,0,NA
1921,"shelf and coastal fishes",0,0,0,0,0,NA
1921,"sperm whales",0,0,0,0,0,NA
1921,"squids",0,0,0,0,0,NA
1921,"toothfishes",0,0,0,0,0,NA
1922,"antarctic krill",0,0,0,0,0,NA
1922,"baleen whales",0,0,0,0,0,NA
1922,"bathypelagic fishes",0,0,0,0,0,NA
1922,"minke whales",0,0,0,0,0,NA
1922,"orca",0,0,0,0,0,NA
1922,"shelf and coastal fishes",0,0,0,0,0,NA
1922,"sperm whales",0,0,0,0,0,NA
1922,"squids",0,0,0,0,0,NA
1922,"toothfishes",0,0,0,0,0,NA
1923,"antarctic krill",0,0,0,0,0,NA
1923,"baleen whales",0,0,0,0,0,NA
1923,"bathypelagic fishes",0,0,0,0,0,NA
1923,"minke whales",0,0,0,0,0,NA
1923,"orca",0,0,0,0,0,NA
1923,"shelf and coastal fishes",0,0,0,0,0,NA
1923,"sperm whales",0,0,0,0,0,NA
1923,"squids",0,0,0,0,0,NA
1923,"toothfishes",0,0,0,0,0,NA
1924,"antarctic krill",0,0,0,0,0,NA
1924,"baleen whales",0,0,0,0,0,NA
1924,"bathypelagic fishes",0,0,0,0,0,NA
1924,"minke whales",0,0,0,0,0,NA
1924,"orca",0,0,0,0,0,NA
1924,"shelf and coastal fishes",0,0,0,0,0,NA
1924,"sperm whales",0,0,0,0,0,NA
1924,"squids",0,0,0,0,0,NA
1924,"toothfishes",0,0,0,0,0,NA
1925,"antarctic krill",0,0,0,0,0,NA
1925,"baleen whales",0,0,0,0,0,NA
1925,"bathypelagic fishes",0,0,0,0,0,NA
1925,"minke whales",0,0,0,0,0,NA
1925,"orca",0,0,0,0,0,NA
1925,"shelf and coastal fishes",0,0,0,0,0,NA
1925,"sperm whales",0,0,0,0,0,NA
1925,"squids",0,0,0,0,0,NA
1925,"toothfishes",0,0,0,0,0,NA
1926,"antarctic krill",0,0,0,0,0,NA
1926,"baleen whales",0,0,0,0,0,NA
1926,"bathypelagic fishes",0,0,0,0,0,NA
1926,"minke whales",0,0,0,0,0,NA
1926,"orca",0,0,0,0,0,NA
1926,"shelf and coastal fishes",0,0,0,0,0,NA
1926,"sperm whales",0,0,0,0,0,NA
1926,"squids",0,0,0,0,0,NA
1926,"toothfishes",0,0,0,0,0,NA
1927,"antarctic krill",0,0,0,0,0,NA
1927,"baleen whales",0,0,0,0,0,NA
1927,"bathypelagic fishes",0,0,0,0,0,NA
1927,"minke whales",0,0,0,0,0,NA
1927,"orca",0,0,0,0,0,NA
1927,"shelf and coastal fishes",0,0,0,0,0,NA
1927,"sperm whales",0,0,0,0,0,NA
1927,"squids",0,0,0,0,0,NA
1927,"toothfishes",0,0,0,0,0,NA
1928,"antarctic krill",0,0,0,0,0,NA
1928,"baleen whales",0,0,0,0,0,NA
1928,"bathypelagic fishes",0,0,0,0,0,NA
1928,"minke whales",0,0,0,0,0,NA
1928,"orca",0,0,0,0,0,NA
1928,"shelf and coastal fishes",0,0,0,0,0,NA
1928,"sperm whales",0,0,0,0,0,NA
1928,"squids",0,0,0,0,0,NA
1928,"toothfishes",0,0,0,0,0,NA
1929,"antarctic krill",0,0,0,0,0,NA
1929,"baleen whales",0,0,0,0,0,NA
1929,"bathypelagic fishes",0,0,0,0,0,NA
1929,"minke whales",0,0,0,0,0,NA
1929,"orca",0,0,0,0,0,NA
1929,"shelf and coastal fishes",0,0,0,0,0,NA
1929,"sperm whales",0,0,0,0,0,NA
1929,"squids",0,0,0,0,0,NA
1929,"toothfishes",0,0,0,0,0,NA
1930,"antarctic krill",0,0,0,0,0,NA
1930,"baleen whales",0.0142704667390844,14136.0605291253,7864779.43805821,177.924223472293,405207.720645284,50155.68813
1930,"bathypelagic fishes",0,0,0,0,0,NA
1930,"minke whales",0,0,0,0,0,NA
1930,"orca",0,0,0,0,0,NA
1930,"shelf and coastal fishes",0,0,0,0,0,NA
1930,"sperm whales",0,0,0,0,0,NA
1930,"squids",0,0,0,0,0,NA
1930,"toothfishes",0,0,0,0,0,NA
1931,"antarctic krill",0,0,0,0,0,NA
1931,"baleen whales",0.0670326283638166,65268.3725090171,31218599.4172191,834.869652412119,1774878.64871573,335374
1931,"bathypelagic fishes",0,0,0,0,0,NA
1931,"minke whales",0,0,0,0,0,NA
1931,"orca",0,0,0,0,0,NA
1931,"shelf and coastal fishes",0,0,0,0,0,NA
1931,"sperm whales",0,0,0,0,0,NA
1931,"squids",0,0,0,0,0,NA
1931,"toothfishes",0,0,0,0,0,NA
1932,"antarctic krill",0,0,0,0,0,NA
1932,"baleen whales",0.0468372642277452,41603.0448856343,10182670.2686182,580.492659325019,891493.305736802,306612
1932,"bathypelagic fishes",0,0,0,0,0,NA
1932,"minke whales",0,0,0,0,0,NA
1932,"orca",0,0,0,0,0,NA
1932,"shelf and coastal fishes",0,0,0,0,0,NA
1932,"sperm whales",0.0210127768186219,141.253115361553,88384.138020178,5.846127572281,7830.21765816744,142.0751168
1932,"squids",0,0,0,0,0,NA
1932,"toothfishes",0,0,0,0,0,NA
1933,"antarctic krill",0,0,0,0,0,NA
1933,"baleen whales",0.0847428415315073,71140.6576885074,11759516.5672369,1046.70259033859,1362053.23585868,496515
1933,"bathypelagic fishes",0,0,0,0,0,NA
1933,"minke whales",0,0,0,0,0,NA
1933,"orca",0,0,0,0,0,NA
1933,"shelf and coastal fishes",0,0,0,0,0,NA
1933,"sperm whales",0.435076212339808,2904.697305078,1814584.72375211,120.970148953672,160974.806826984,3108.915827
1933,"squids",0,0,0,0,0,NA
1933,"toothfishes",0,0,0,0,0,NA
1934,"antarctic krill",0,0,0,0,0,NA
1934,"baleen whales",0.0556773542550998,42120.9949054687,6109268.68652708,683.450343667083,675575.978056121,279493
1934,"bathypelagic fishes",0,0,0,0,0,NA
1934,"minke whales",0,0,0,0,0,NA
1934,"orca",0,0,0,0,0,NA
1934,"shelf and coastal fishes",0,0,0,0,0,NA
1934,"sperm whales",0.711042218377673,4119.20106617296,2561345.88333007,196.864245632961,235533.461233111,5993.267003
1934,"squids",0,0,0,0,0,NA
1934,"toothfishes",0,0,0,0,0,NA
1935,"antarctic krill",0,0,0,0,0,NA
1935,"baleen whales",0.0434663571300672,27693.9134778792,4083065.71910094,531.374882654228,450893.623162347,220991
1935,"bathypelagic fishes",0,0,0,0,0,NA
1935,"minke whales",0,0,0,0,0,NA
1935,"orca",0,0,0,0,0,NA
1935,"shelf and coastal fishes",0,0,0,0,0,NA
1935,"sperm whales",0.488715028225639,2247.53012225292,1388142.11105878,134.414264128953,141343.400793391,3701.390973
1935,"squids",0,0,0,0,0,NA
1935,"toothfishes",0,0,0,0,0,NA
1936,"antarctic krill",0,0,0,0,0,NA
1936,"baleen whales",0.0380922792318802,22415.6803981686,3167896.52922047,464.20555304409,358584.840751849,184531
1936,"bathypelagic fishes",0,0,0,0,0,NA
1936,"minke whales",0,0,0,0,0,NA
1936,"orca",0,0,0,0,0,NA
1936,"shelf and coastal fishes",0,0,0,0,0,NA
1936,"sperm whales",0.484263391196276,1899.56790450654,1166892.03083569,132.565172158138,127507.953139965,4019.223651
1936,"squids",0,0,0,0,0,NA
1936,"toothfishes",0,0,0,0,0,NA
1937,"antarctic krill",0,0,0,0,0,NA
1937,"baleen whales",0.039264683297119,21397.1434687144,2934090.86110206,477.1373909933,338795.512298227,198882
1937,"bathypelagic fishes",0,0,0,0,0,NA
1937,"minke whales",0,0,0,0,0,NA
1937,"orca",0,0,0,0,0,NA
1937,"shelf and coastal fishes",0,0,0,0,0,NA
1937,"sperm whales",0.47177821756438,1579.28534463261,965822.640346334,128.489270364323,114639.397096615,3685.440062
1937,"squids",0,0,0,0,0,NA
1937,"toothfishes",0,0,0,0,0,NA
1938,"antarctic krill",0,0,0,0,0,NA
1938,"baleen whales",0.0188908985564918,9437.5163479247,1264368.47772806,228.891157224445,151427.024545148,100816
1938,"bathypelagic fishes",0,0,0,0,0,NA
1938,"minke whales",0,0,0,0,0,NA
1938,"orca",0,0,0,0,0,NA
1938,"shelf and coastal fishes",0,0,0,0,0,NA
1938,"sperm whales",0.281543969929783,810.84251573493,491657.815099826,76.0809204738224,61794.6238847798,1668.498793
1938,"squids",0,0,0,0,0,NA
1938,"toothfishes",0,0,0,0,0,NA
1939,"antarctic krill",0,0,0,0,0,NA
1939,"baleen whales",0.0377714037411994,18151.9537073782,2395281.40433088,456.995897504512,293749.435165622,175933
1939,"bathypelagic fishes",0,0,0,0,0,NA
1939,"minke whales",0,0,0,0,0,NA
1939,"orca",0,0,0,0,0,NA
1939,"shelf and coastal fishes",0,0,0,0,0,NA
1939,"sperm whales",1.70501627281546,4483.30764879966,2705605.48089786,458.696297913939,348966.888268434,12378.212374
1939,"squids",0,0,0,0,0,NA
1939,"toothfishes",0,0,0,0,0,NA
1940,"antarctic krill",0,0,0,0,0,NA
1940,"baleen whales",0.0189952624298198,8487.37650031258,1083424.49649501,229.188396723461,138563.063132168,91089.607711
1940,"bathypelagic fishes",0,0,0,0,0,NA
1940,"minke whales",0,0,0,0,0,NA
1940,"orca",0,0,0,0,0,NA
1940,"shelf and coastal fishes",0,0,0,0,0,NA
1940,"sperm whales",1.26214600725991,2084.54714595,1143931.43859937,329.629787397152,190022.932486465,10394.602302
1940,"squids",0,0,0,0,0,NA
1940,"toothfishes",0,0,0,0,0,NA
1941,"antarctic krill",0,0,0,0,0,NA
1941,"baleen whales",0,0,0,0,0,NA
1941,"bathypelagic fishes",0,0,0,0,0,NA
1941,"minke whales",0,0,0,0,0,NA
1941,"orca",0,0,0,0,0,NA
1941,"shelf and coastal fishes",0,0,0,0,0,NA
1941,"sperm whales",0,0,0,0,0,NA
1941,"squids",0,0,0,0,0,NA
1941,"toothfishes",0,0,0,0,0,NA
1942,"antarctic krill",0,0,0,0,0,NA
1942,"baleen whales",0,0,0,0,0,NA
1942,"bathypelagic fishes",0,0,0,0,0,NA
1942,"minke whales",0,0,0,0,0,NA
1942,"orca",0,0,0,0,0,NA
1942,"shelf and coastal fishes",0,0,0,0,0,NA
1942,"sperm whales",0,0,0,0,0,NA
1942,"squids",0,0,0,0,0,NA
1942,"toothfishes",0,0,0,0,0,NA
1943,"antarctic krill",0,0,0,0,0,NA
1943,"baleen whales",0,0,0,0,0,NA
1943,"bathypelagic fishes",0,0,0,0,0,NA
1943,"minke whales",0,0,0,0,0,NA
1943,"orca",0,0,0,0,0,NA
1943,"shelf and coastal fishes",0,0,0,0,0,NA
1943,"sperm whales",0,0,0,0,0,NA
1943,"squids",0,0,0,0,0,NA
1943,"toothfishes",0,0,0,0,0,NA
1944,"antarctic krill",0,0,0,0,0,NA
1944,"baleen whales",0,0,0,0,0,NA
1944,"bathypelagic fishes",0,0,0,0,0,NA
1944,"minke whales",0,0,0,0,0,NA
1944,"orca",0,0,0,0,0,NA
1944,"shelf and coastal fishes",0,0,0,0,0,NA
1944,"sperm whales",0,0,0,0,0,NA
1944,"squids",0,0,0,0,0,NA
1944,"toothfishes",0,0,0,0,0,NA
1945,"antarctic krill",0,0,0,0,0,NA
1945,"baleen whales",0,0,0,0,0,NA
1945,"bathypelagic fishes",0,0,0,0,0,NA
1945,"minke whales",0,0,0,0,0,NA
1945,"orca",0,0,0,0,0,NA
1945,"shelf and coastal fishes",0,0,0,0,0,NA
1945,"sperm whales",0,0,0,0,0,NA
1945,"squids",0,0,0,0,0,NA
1945,"toothfishes",0,0,0,0,0,NA
1946,"antarctic krill",0,0,0,0,0,NA
1946,"baleen whales",0.00207334370392318,896.882198044232,111156.558414233,24.9798405184898,14520.3176944098,15053.021635
1946,"bathypelagic fishes",0,0,0,0,0,NA
1946,"minke whales",0,0,0,0,0,NA
1946,"orca",0,0,0,0,0,NA
1946,"shelf and coastal fishes",0,0,0,0,0,NA
1946,"sperm whales",0.0436178706645595,56.3290331363998,26671.5859106288,11.1819034021366,4697.15722731951,482.1626474
1946,"squids",0,0,0,0,0,NA
1946,"toothfishes",0,0,0,0,0,NA
1947,"antarctic krill",0,0,0,0,0,NA
1947,"baleen whales",0.0290271948823867,12478.5611720291,1544904.38998231,349.654170530351,202362.134342844,206013
1947,"bathypelagic fishes",0,0,0,0,0,NA
1947,"minke whales",0,0,0,0,0,NA
1947,"orca",0,0,0,0,0,NA
1947,"shelf and coastal fishes",0,0,0,0,0,NA
1947,"sperm whales",1.66495735265057,2135.9039291685,1011004.38240228,426.776618542655,176461.183556141,16878.522088
1947,"squids",0,0,0,0,0,NA
1947,"toothfishes",0,0,0,0,0,NA
1948,"antarctic krill",0,0,0,0,0,NA
1948,"baleen whales",0.0491254771568617,19430.5317301629,2409368.84813815,590.52248662802,326870.393758028,318264
1948,"bathypelagic fishes",0,0,0,0,0,NA
1948,"minke whales",0,0,0,0,0,NA
1948,"orca",0,0,0,0,0,NA
1948,"shelf and coastal fishes",0,0,0,0,0,NA
1948,"sperm whales",2.95292994046886,2851.96492189418,1446136.89254371,735.336356423368,227220.324336945,25569.17179
1948,"squids",0,0,0,0,0,NA
1948,"toothfishes",0,0,0,0,0,NA
1949,"antarctic krill",0,0,0,0,0,NA
1949,"baleen whales",0.00268406295211048,965.949663655726,114802.575484477,32.1511110853247,16349.0276358543,17742.070725
1949,"bathypelagic fishes",0,0,0,0,0,NA
1949,"minke whales",0,0,0,0,0,NA
1949,"orca",0,0,0,0,0,NA
1949,"shelf and coastal fishes",0,0,0,0,0,NA
1949,"sperm whales",0.719606571091672,413.699252013093,253142.907399237,123.733894407485,29831.2130498268,8682.212655
1949,"squids",0,0,0,0,0,NA
1949,"toothfishes",0,0,0,0,0,NA
1950,"antarctic krill",0,0,0,0,0,NA
1950,"baleen whales",0.0154573766339702,5523.94663783022,655234.665880287,185.127629445635,93509.8060580819,87701.53158
1950,"bathypelagic fishes",0,0,0,0,0,NA
1950,"minke whales",0,0,0,0,0,NA
1950,"orca",0,0,0,0,0,NA
1950,"shelf and coastal fishes",6.27059057470952e-05,3.60816777522723,13808.6356697125,0.0826305326558137,91.8872588608401,4.036099966
1950,"sperm whales",0.898202916581383,455.091625815267,294615.151689826,133.791060661595,33102.1829834973,7771.174865
1950,"squids",0,0,0,0,0,NA
1950,"toothfishes",0,0,0,0,0,NA
1951,"antarctic krill",0,0,0,0,0,NA
1951,"baleen whales",0.0186831563607178,6498.74283860688,757664.262127563,223.517613345761,109759.525274167,128915
1951,"bathypelagic fishes",0,0,0,0,0,NA
1951,"minke whales",0,0,0,0,0,NA
1951,"orca",0,0,0,0,0,NA
1951,"shelf and coastal fishes",9.37243445356654e-05,5.40127356791052,20675.4207247064,0.12407309324932,137.804888755152,4.305559992
1951,"sperm whales",2.30904882813171,1011.10755217602,694462.963132314,273.540253422118,75434.8218602661,28387.881599
1951,"squids",0,0,0,0,0,NA
1951,"toothfishes",0,0,0,0,0,NA
1952,"antarctic krill",0,0,0,0,0,NA
1952,"baleen whales",0.0329287600202733,11216.81722353,1266220.17658599,393.427275687149,188925.403138492,198748
1952,"bathypelagic fishes",0,0,0,0,0,NA
1952,"minke whales",0,0,0,0,0,NA
1952,"orca",0,0,0,0,0,NA
1952,"shelf and coastal fishes",0.00074267769715173,43.059663902705,163973.876704469,0.988158206895194,1095.82213262313,1028.560304
1952,"sperm whales",0.636201828440993,198.077406489996,153652.044305567,43.8100172961976,14864.9443202132,6699.980412
1952,"squids",0,0,0,0,0,NA
1952,"toothfishes",0,0,0,0,0,NA
1953,"antarctic krill",0,0,0,0,0,NA
1953,"baleen whales",0.0280791906023181,8976.19877485604,984498.158983569,334.701295253016,157046.750118939,156104
1953,"bathypelagic fishes",0,0,0,0,0,NA
1953,"minke whales",0,0,0,0,0,NA
1953,"orca",0,0,0,0,0,NA
1953,"shelf and coastal fishes",0.000106153049887299,6.17763024378938,22927.8205099368,0.141937567432882,157.164460322123,17.06770019
1953,"sperm whales",0.546128994788648,157.931880196895,123970.817138075,34.1214249483822,11343.8408868058,5013.270129
1953,"squids",0,0,0,0,0,NA
1953,"toothfishes",0,0,0,0,0,NA
1954,"antarctic krill",0,0,0,0,0,NA
1954,"baleen whales",0.0218458132998043,6843.64366480659,707767.15234298,242.27560378928,118149.989429,144307
1954,"bathypelagic fishes",0,0,0,0,0,NA
1954,"minke whales",0,0,0,0,0,NA
1954,"orca",0,0,0,0,0,NA
1954,"shelf and coastal fishes",7.92134177752631e-05,4.63766780750576,17125.3659290452,0.106379088589621,119.026682021177,13.50466005
1954,"sperm whales",1.30839055261726,348.521078333395,281557.267387517,76.4136758859677,25641.185959026,20808.238347
1954,"squids",0,0,0,0,0,NA
1954,"toothfishes",0,0,0,0,0,NA
1955,"antarctic krill",0,0,0,0,0,NA
1955,"baleen whales",0.0143817649866786,4362.47676990791,438005.920323255,152.636417245866,75685.8149263904,97295.574128
1955,"bathypelagic fishes",0,0,0,0,0,NA
1955,"minke whales",0,0,0,0,0,NA
1955,"orca",0,0,0,0,0,NA
1955,"shelf and coastal fishes",0.000284193787564784,16.8079176264432,61537.8912923124,0.382629227518178,437.153317961944,16.55664005
1955,"sperm whales",0.921721878002813,205.722843973154,174935.714534127,40.7959238971821,13024.939846085,13679.438042
1955,"squids",0,0,0,0,0,NA
1955,"toothfishes",0,0,0,0,0,NA
1956,"antarctic krill",0,0,0,0,0,NA
1956,"baleen whales",0.0249053521278712,7362.39579952539,727850.561343129,268.132090181379,127098.175498891,166682
1956,"bathypelagic fishes",0,0,0,0,0,NA
1956,"minke whales",0,0,0,0,0,NA
1956,"orca",0,0,0,0,0,NA
1956,"shelf and coastal fishes",0.000407024238774787,24.1945199003896,87639.8689752778,0.54906573522734,627.525863515678,179.1310525
1956,"sperm whales",1.27134807575202,251.102384576456,220712.563315773,49.1444872056065,15633.5914250196,20109.307023
1956,"squids",0,0,0,0,0,NA
1956,"toothfishes",0,0,0,0,0,NA
1957,"antarctic krill",0,0,0,0,0,NA
1957,"baleen whales",0.00385025438601649,1104.79682788362,104893.004069814,38.7803405045762,19026.1337466174,26705.144668
1957,"bathypelagic fishes",0,0,0,0,0,NA
1957,"minke whales",0,0,0,0,0,NA
1957,"orca",0,0,0,0,0,NA
1957,"shelf and coastal fishes",0.000240581302968122,14.3394297163152,51267.3096125158,0.324837466537235,371.335780271041,55.2719095
1957,"sperm whales",0.811714330155535,135.253487675051,124707.194950548,25.2637554095638,8888.55066528941,12429.81494
1957,"squids",0,0,0,0,0,NA
1957,"toothfishes",0,0,0,0,0,NA
1958,"antarctic krill",0,0,0,0,0,NA
1958,"baleen whales",0.019211272346334,5498.81283007699,517043.854400387,209.337997458507,94343.3238545263,122735
1958,"bathypelagic fishes",0,0,0,0,0,NA
1958,"minke whales",0,0,0,0,0,NA
1958,"orca",0,0,0,0,0,NA
1958,"shelf and coastal fishes",0.000138011453147496,8.22628358278677,29288.7290655932,0.186326582681898,212.899714685544,22.6134497
1958,"sperm whales",1.40546148516709,211.465696702547,199574.15921449,41.0191878599318,13297.1224529507,18632.872271
1958,"squids",0,0,0,0,0,NA
1958,"toothfishes",0,0,0,0,0,NA
1959,"antarctic krill",0,0,0,0,0,NA
1959,"baleen whales",0.0255506548977381,7128.79229644083,651172.655014862,267.372340882123,120618.811895447,160885
1959,"bathypelagic fishes",0,0,0,0,0,NA
1959,"minke whales",0,0,0,0,0,NA
1959,"orca",0,0,0,0,0,NA
1959,"shelf and coastal fishes",0.00141456818976737,84.1576222010827,300186.414813506,1.90791813598171,2178.00015244776,290.1297697
1959,"sperm whales",0.927996922503766,117.792149770271,115132.344768178,21.9896173093309,7502.06296645826,12506.243442
1959,"squids",0,0,0,0,0,NA
1959,"toothfishes",0,0,0,0,0,NA
1960,"antarctic krill",0,0,0,0,0,NA
1960,"baleen whales",0.0175646563479886,4703.62284215611,416579.185380413,174.372911575895,81598.378999324,109491
1960,"bathypelagic fishes",0,0,0,0,0,NA
1960,"minke whales",0,0,0,0,0,NA
1960,"orca",0,0,0,0,0,NA
1960,"shelf and coastal fishes",0.000545375693026329,32.3870571691895,110657.711661074,0.733819133723733,837.671672717143,97.99004698
1960,"sperm whales",0.325902455811364,36.3802712864178,36957.8355165034,7.31834928626786,2408.15297287648,4321.950203
1960,"squids",0,0,0,0,0,NA
1960,"toothfishes",0,0,0,0,0,NA
1961,"antarctic krill",0,0,0,0,0,NA
1961,"baleen whales",0.00252236755385888,654.900353242918,56907.5263625254,25.0046162958707,11618.3667641709,11301.651637
1961,"bathypelagic fishes",0,0,0,0,0,NA
1961,"minke whales",0,0,0,0,0,NA
1961,"orca",0,0,0,0,0,NA
1961,"shelf and coastal fishes",8.50412401818544e-05,5.04563078569857,17061.1254348816,0.114111240539384,130.326684575431,8.979049869
1961,"sperm whales",0.132336102900718,14.5381290432904,14526.6619206649,3.27760310418045,934.373636632365,1744.977606
1961,"squids",0,0,0,0,0,NA
1961,"toothfishes",0,0,0,0,0,NA
1962,"antarctic krill",0,0,0,0,0,NA
1962,"baleen whales",0.0057235170092021,1482.71699679429,128037.874230665,61.2000189932581,26298.1575787329,23373.902453
1962,"bathypelagic fishes",0,0,0,0,0,NA
1962,"minke whales",0,0,0,0,0,NA
1962,"orca",0,0,0,0,0,NA
1962,"shelf and coastal fishes",0.000190464633117973,11.2961534560653,38508.4991962439,0.255392107524767,291.54851607065,179.5776608
1962,"sperm whales",0.306624242344447,34.0937180408992,33187.3603001544,8.65036572316723,2127.05251132529,6934.246047
1962,"squids",0,0,0,0,0,NA
1962,"toothfishes",0,0,0,0,0,NA
