"sim_id","species","gamma","catchability","abundance_scaling"
15,"bathypelagic fishes",1.63038088218756e-10,0.000145910969436119,11.0382303068306
15,"shelf and coastal fishes",1.42314398327422e-09,9.21548902523484e-06,7.50132498471301
15,"flying birds",3.45313274214385e-10,0,3.21914371491675
15,"small divers",6.66290980333534e-12,0,0.990749156166186
15,"squids",4.15034493184643e-10,0.000132850832574512,1.25887082370124
15,"toothfishes",2.05365629132012e-10,0.000605695188680087,1.43275970205864
15,"leopard seals",6.55265939174283e-09,0,3.94523292519241
15,"medium divers",1.96954763153545e-09,0,4.45317906790813
15,"large divers",1.28022651813284e-09,0,0.5
15,"minke whales",1.14992251685083e-09,0.285958125586204,0.5
15,"orca",3.34791440779851e-09,0.249598435522,0.5
15,"sperm whales",1.09131047338419e-10,1,0.5
15,"baleen whales",3.92543680753919e-09,0.0414502229549787,0.5
16,"mesozooplankton",4.96367733251556e-13,0,0.702396349710661
16,"other krill",1.06374548712549e-12,0,1.70293242968229
16,"other macrozooplankton",6.49200376636304e-12,0,0.5
16,"antarctic krill",1.69245887831531e-12,0.0482970052709553,1.99253675797255
16,"salps",6.25669345211333e-11,0,4.59777841065387
16,"mesopelagic fishes",4.05061543651499e-11,0,0.5
16,"bathypelagic fishes",6.71423233708929e-11,0.000274401056879407,0.5
16,"shelf and coastal fishes",1.0267332094471e-09,2.66449761922246e-06,375.276412572813
16,"flying birds",3.45313274214385e-10,0,664.019771322316
16,"small divers",1.93233255130696e-10,0,430.873784088813
16,"squids",4.15034493184643e-10,7.32225003638538e-06,0.53868414114524
16,"toothfishes",1.91009669821496e-10,0.000536362648875437,0.5
16,"leopard seals",5.64876469788373e-10,0,0.5
16,"medium divers",3.02726622106308e-10,0,0.5
16,"large divers",2.51886632475462e-09,0,0.5
16,"minke whales",5.4595654501122e-10,0.399572151075025,2.74692963433023
16,"orca",7.87040636743818e-09,0.314892351493833,0.5
16,"sperm whales",1.09131047338419e-10,0.411940499919414,1.52916229864276
16,"baleen whales",3.11919162271451e-09,0.149741894559173,0.5
17,"mesozooplankton",1.2431285248267e-12,0,45541.5926124496
17,"other krill",2.54488606526016e-12,0,0.5
17,"other macrozooplankton",1.12625504113832e-12,0,0.5
17,"antarctic krill",2.33756704900349e-11,0.0140423075082705,0.5
17,"salps",7.32918782922745e-12,0,0.5
17,"mesopelagic fishes",8.64820865330464e-12,0,0.578796688172461
17,"bathypelagic fishes",7.67549989317749e-12,0.000717967730513518,0.5
17,"shelf and coastal fishes",2.04492835494462e-10,0.000120318161948272,471.234663205539
17,"flying birds",3.45313274214385e-10,0,37.8518180806796
17,"small divers",6.66290980333534e-12,0,0.5
17,"squids",4.15034493184643e-10,1.38700495781317e-05,6.27840882823204
17,"toothfishes",8.33607185507934e-11,0.000717554229593935,12.8338826083134
17,"leopard seals",1.34310954884276e-10,0,0.5
