"Year","Species","min_biomass_t","median_biomass_t","max_biomass_t","q05_biomass_t","q95_biomass_t","ObsBiomass_t"
1878,"bathypelagic fishes",341644.967466713,2377722.83329605,7671785.82879898,986345.466457984,4503047.22353064,1769209
1878,"flying birds",3958.28790273518,6023.43992046139,6617.7501721991,5440.68112189212,6302.90295533947,4423.023
1878,"large divers",2182.98733377126,18661.3355445613,3675364.34887664,5675.11573349981,281603.914470138,16217.75
1878,"leopard seals",505.198995855501,3292.20058678066,35836.2317770871,1878.4592332389,4656.43962425406,2948.682
1878,"medium divers",62632.5927870163,417068.302537207,1678905.68646924,156050.995667826,863472.670019538,390700.4
1878,"mesopelagic fishes",26140.905084707,1765338.25995575,4650058.51664234,524696.2791991,3584570.00548968,1769209
1878,"mesozooplankton",4648485.86906666,16900037.9877576,28093948.6984907,8135950.49430629,24122595.7840338,12974200
1878,"minke whales",2061.18387345655,26984.2057794418,209697500.371213,7128.57736993819,21240227.4944148,20640.77
1878,"orca",4555.35096463967,8951.22376626919,325710.921805882,6888.24558979626,19166.2562358543,8846.046
1878,"other krill",179593.977631584,11180960.4975114,126644645.494508,1380412.29107152,77834534.111538,2801248
1878,"other macrozooplankton",1446533.57754928,17912170.2551991,37006209.5919243,7506438.2885193,27098894.7999723,14743410
1878,"salps",107042.535127436,1049650.1145683,2883190.80013814,402440.417040212,2057261.48554422,961270.3
1878,"shelf and coastal fishes",1251252.19075705,4913707.66959432,7573440.44702577,2585527.55076708,6284167.88808378,4027900
1878,"small divers",11171.3372058114,37814.8093404323,48258.4536449151,22291.1906825521,42842.1005267054,23589.46
1878,"sperm whales",10856.5589431124,24587.7669396736,13798578.8925456,14584.1353260603,2762955.43378244,16217.75
1878,"squids",40717.5727641215,142198.437218891,430929.575242047,90938.9317093211,300018.613933819,221151.2
1878,"toothfishes",2304.2317170099,1022257.63499399,2770292.57405159,149622.898384637,1832837.09467022,1105756
1879,"antarctic krill",141809.70058377,12711396.1980093,57551923.3961463,1674377.57783273,36028306.3467059,5897364
1879,"baleen whales",107742.53860701,875238.077401653,111461932.403049,177167.682375057,19023318.3888725,187241.3
1879,"bathypelagic fishes",328639.570618395,2332207.01582715,7654767.02606084,956467.069986948,4465750.14430384,1769209
1879,"flying birds",3956.47258417745,6020.98735617001,6616.86723299626,5430.31899362479,6300.53054482002,4423.023
1879,"large divers",2193.06965312708,18658.3174290165,3655407.85113129,5677.1753350009,279826.13969214,16217.75
1879,"leopard seals",509.501633070482,3292.79905735628,35528.6261309255,1885.24348528447,4656.93757878948,2948.682
1879,"medium divers",62880.132624134,417081.96627647,1672671.87794309,156439.914808959,861466.612472291,390700.4
1879,"mesopelagic fishes",24271.6824974097,1724523.435931,4632040.4265656,502133.371418325,3557893.07726348,1769209
1879,"mesozooplankton",4028244.22300721,16531032.5252202,27983493.8113606,7359456.86631755,23978765.4800005,12974200
1879,"minke whales",2066.10019370672,26960.6568763408,209002687.046266,7164.41501559021,21166617.256512,20640.77
1879,"orca",4564.43608806356,8951.70161575367,324848.299618389,6892.28382353757,19137.8812679556,8846.046
1879,"other krill",172743.020805079,11117794.6493117,128315095.300946,1314264.75922621,78738959.5026367,2801248
1879,"other macrozooplankton",1343651.17892745,17623769.9368274,36749968.8485928,7292280.06442105,26616792.5198753,14743410
1879,"salps",103734.254725028,1037191.35030796,2873430.73453956,392975.143786477,2049508.25042903,961270.3
1879,"shelf and coastal fishes",1236902.94029423,4901650.09600388,7567512.23307888,2564411.73083656,6277074.2699397,4027900
1879,"small divers",11112.9638141954,37761.0444831234,48244.3079199293,22215.3132062513,42806.6836226528,23589.46
1879,"sperm whales",10864.5336722458,24573.6619739959,13773676.1937239,14588.6967539216,2757992.66208447,16217.75
1879,"squids",40853.5118533115,141872.0398404,431014.405853319,90643.7977771534,300219.65040624,221151.2
1879,"toothfishes",2265.20419419091,1021735.65714219,2770321.0041864,150249.443939729,1832448.37172459,1105756
1880,"antarctic krill",143668.627313911,13121043.5800853,58022705.4028237,1707869.63860235,36507654.8184922,5897364
1880,"baleen whales",107818.853467389,874386.590783579,111319618.818729,177195.38697752,18999237.8972101,187241.3
1880,"bathypelagic fishes",319714.781353402,2319111.69250231,7646778.38614515,956222.598922629,4454599.55522323,1769209
1880,"flying birds",3957.31147476466,6021.75719502874,6616.3023866789,5432.6342380391,6300.12907829832,4423.023
1880,"large divers",2202.63190519446,18627.1454906564,3635548.26568701,5684.53812411689,278055.634701477,16217.75
1880,"leopard seals",513.842094349539,3296.95873950713,35224.0045485796,1890.54571790302,4657.49681580523,2948.682
1880,"medium divers",63114.7064236598,417057.048002834,1666468.04785291,156602.401385112,859404.32794556,390700.4
1880,"mesopelagic fishes",23193.5986025403,1718006.92664673,4635628.08123207,500330.576686656,3546293.08375049,1769209
1880,"mesozooplankton",5771790.65375586,17929389.7322893,30022658.1285423,9574884.64160489,25600946.1320393,12974200
1880,"minke whales",2069.24247232069,26943.6529254237,208310183.046172,7193.64673278223,21093253.5653659,20640.77
1880,"orca",4573.65902605787,8951.47386432574,323988.067785591,6896.32042445344,19110.0699218926,8846.046
1880,"other krill",190656.165893503,12094596.7411758,130553298.901389,1435607.45933091,81644090.3382185,2801248
1880,"other macrozooplankton",1353666.98442394,19267422.3064013,39065040.2302059,7718164.92431636,29201347.8876561,14743410
1880,"salps",103952.549350681,1057083.76206478,2878804.51089222,405034.245688662,2059617.30064874,961270.3
1880,"shelf and coastal fishes",1237143.83038675,4887980.80252377,7563582.76396534,2559059.19302493,6269811.96555162,4027900
1880,"small divers",11099.6737637318,37766.9471626033,48233.9114632856,22190.643604868,42805.5426119573,23589.46
1880,"sperm whales",10872.5472700628,24559.9091268851,13748818.9499028,14593.6620049684,2753039.63663438,16217.75
1880,"squids",40797.9236988501,141568.092419501,431208.488680403,90334.5354957269,300204.534886293,221151.2
1880,"toothfishes",2252.93185770376,1022716.39766451,2770299.32607872,150927.54775834,1832066.66381892,1105756
1881,"antarctic krill",143155.087352159,13141317.8229204,58151432.9032918,1708976.50522452,36657712.0557433,5897364
1881,"baleen whales",107890.038736503,873536.219444307,111177480.718773,177217.708046339,18975187.4177056,187241.3
1881,"bathypelagic fishes",314150.294297093,2321867.03716111,7653313.32004497,947957.670820992,4467319.06128767,1769209
1881,"flying birds",3956.08826792699,6020.35720201385,6615.48900352941,5427.3873204928,6298.79400991494,4423.023
1881,"large divers",2212.69066963907,18623.937712613,3615782.94298129,5697.16600280081,276297.608651896,16217.75
1881,"leopard seals",518.359925731745,3296.07280050128,34922.0533260427,1896.79321110951,4657.29931551409,2948.682
1881,"medium divers",63357.6500828086,417052.708807926,1660297.18100887,156695.400448837,858360.279260467,390700.4
1881,"mesopelagic fishes",22480.7025898631,1720760.41403682,4653363.47117726,490788.579826958,3552571.22637586,1769209
1881,"mesozooplankton",4413953.58061772,16739918.192502,27973016.6212127,7333901.70830534,24006836.4600512,12974200
1881,"minke whales",2074.19567078726,26944.8023186449,207619952.23587,7225.30022434395,21020130.5408567,20640.77
1881,"orca",4582.65730213203,8950.89338903909,323130.173040663,6900.02208793048,19081.9983038303,8846.046
1881,"other krill",194513.861298655,11546790.4126917,129043616.585703,1420189.27232775,79380232.0848594,2801248
1881,"other macrozooplankton",1332316.84681469,18773187.8371554,37974926.1255161,7790485.83780205,27818184.578947,14743410
1881,"salps",103088.470243142,1059011.32588969,2883328.02199694,404608.520371637,2065184.51851934,961270.3
1881,"shelf and coastal fishes",1232940.18918245,4872885.57834071,7562026.63956026,2551697.08271546,6261466.7103293,4027900
1881,"small divers",11058.2509132583,37753.0720505551,48222.6849998884,22145.4276701512,42792.1658223128,23589.46
1881,"sperm whales",10880.5566006296,24545.9488051095,13724006.3503837,14598.3896868073,2748094.91407986,16217.75
