"Year","Species","n","min_t","q05_t","q25_t","median_t","q75_t","q95_t","max_t","ObsYield_t"
1864,"baleen whales",2111,0,0,0,0,0,0,0,NA
1865,"mesozooplankton",2111,0,0,0,0,0,0,0,NA
1865,"other krill",2111,0,0,0,0,0,0,0,NA
1865,"other macrozooplankton",2111,0,0,0,0,0,0,0,NA
1865,"antarctic krill",2111,0,0,0,0,0,0,0,NA
1865,"salps",2111,0,0,0,0,0,0,0,NA
1865,"mesopelagic fishes",2111,0,0,0,0,0,0,0,NA
1865,"bathypelagic fishes",2111,0,0,0,0,0,0,0,NA
1865,"shelf and coastal fishes",2111,0,0,0,0,0,0,0,NA
1865,"flying birds",2111,0,0,0,0,0,0,0,NA
1865,"small divers",2111,0,0,0,0,0,0,0,NA
1865,"squids",2111,0,0,0,0,0,0,0,NA
1865,"toothfishes",2111,0,0,0,0,0,0,0,NA
1865,"leopard seals",2111,0,0,0,0,0,0,0,NA
1865,"medium divers",2111,0,0,0,0,0,0,0,NA
1865,"large divers",2111,0,0,0,0,0,0,0,NA
1865,"minke whales",2111,0,0,0,0,0,0,0,NA
1865,"orca",2111,0,0,0,0,0,0,0,NA
1865,"sperm whales",2111,0,0,0,0,0,0,0,NA
1865,"baleen whales",2111,0,0,0,0,0,0,0,NA
1866,"mesozooplankton",2111,0,0,0,0,0,0,0,NA
1866,"other krill",2111,0,0,0,0,0,0,0,NA
1866,"other macrozooplankton",2111,0,0,0,0,0,0,0,NA
1866,"antarctic krill",2111,0,0,0,0,0,0,0,NA
1866,"salps",2111,0,0,0,0,0,0,0,NA
1866,"mesopelagic fishes",2111,0,0,0,0,0,0,0,NA
1866,"bathypelagic fishes",2111,0,0,0,0,0,0,0,NA
1866,"shelf and coastal fishes",2111,0,0,0,0,0,0,0,NA
1866,"flying birds",2111,0,0,0,0,0,0,0,NA
1866,"small divers",2111,0,0,0,0,0,0,0,NA
1866,"squids",2111,0,0,0,0,0,0,0,NA
1866,"toothfishes",2111,0,0,0,0,0,0,0,NA
1866,"leopard seals",2111,0,0,0,0,0,0,0,NA
1866,"medium divers",2111,0,0,0,0,0,0,0,NA
1866,"large divers",2111,0,0,0,0,0,0,0,NA
1866,"minke whales",2111,0,0,0,0,0,0,0,NA
1866,"orca",2111,0,0,0,0,0,0,0,NA
1866,"sperm whales",2111,0,0,0,0,0,0,0,NA
1866,"baleen whales",2111,0,0,0,0,0,0,0,NA
1867,"mesozooplankton",2111,0,0,0,0,0,0,0,NA
1867,"other krill",2111,0,0,0,0,0,0,0,NA
1867,"other macrozooplankton",2111,0,0,0,0,0,0,0,NA
1867,"antarctic krill",2111,0,0,0,0,0,0,0,NA
1867,"salps",2111,0,0,0,0,0,0,0,NA
1867,"mesopelagic fishes",2111,0,0,0,0,0,0,0,NA
1867,"bathypelagic fishes",2111,0,0,0,0,0,0,0,NA
1867,"shelf and coastal fishes",2111,0,0,0,0,0,0,0,NA
1867,"flying birds",2111,0,0,0,0,0,0,0,NA
1867,"small divers",2111,0,0,0,0,0,0,0,NA
1867,"squids",2111,0,0,0,0,0,0,0,NA
1867,"toothfishes",2111,0,0,0,0,0,0,0,NA
1867,"leopard seals",2111,0,0,0,0,0,0,0,NA
1867,"medium divers",2111,0,0,0,0,0,0,0,NA
1867,"large divers",2111,0,0,0,0,0,0,0,NA
1867,"minke whales",2111,0,0,0,0,0,0,0,NA
1867,"orca",2111,0,0,0,0,0,0,0,NA
1867,"sperm whales",2111,0,0,0,0,0,0,0,NA
1867,"baleen whales",2111,0,0,0,0,0,0,0,NA
1868,"mesozooplankton",2111,0,0,0,0,0,0,0,NA
1868,"other krill",2111,0,0,0,0,0,0,0,NA
1868,"other macrozooplankton",2111,0,0,0,0,0,0,0,NA
1868,"antarctic krill",2111,0,0,0,0,0,0,0,NA
1868,"salps",2111,0,0,0,0,0,0,0,NA
1868,"mesopelagic fishes",2111,0,0,0,0,0,0,0,NA
1868,"bathypelagic fishes",2111,0,0,0,0,0,0,0,NA
1868,"shelf and coastal fishes",2111,0,0,0,0,0,0,0,NA
1868,"flying birds",2111,0,0,0,0,0,0,0,NA
1868,"small divers",2111,0,0,0,0,0,0,0,NA
1868,"squids",2111,0,0,0,0,0,0,0,NA
1868,"toothfishes",2111,0,0,0,0,0,0,0,NA
1868,"leopard seals",2111,0,0,0,0,0,0,0,NA
1868,"medium divers",2111,0,0,0,0,0,0,0,NA
1868,"large divers",2111,0,0,0,0,0,0,0,NA
1868,"minke whales",2111,0,0,0,0,0,0,0,NA
1868,"orca",2111,0,0,0,0,0,0,0,NA
1868,"sperm whales",2111,0,0,0,0,0,0,0,NA
1868,"baleen whales",2111,0,0,0,0,0,0,0,NA
1869,"mesozooplankton",2111,0,0,0,0,0,0,0,NA
1869,"other krill",2111,0,0,0,0,0,0,0,NA
1869,"other macrozooplankton",2111,0,0,0,0,0,0,0,NA
1869,"antarctic krill",2111,0,0,0,0,0,0,0,NA
1869,"salps",2111,0,0,0,0,0,0,0,NA
1869,"mesopelagic fishes",2111,0,0,0,0,0,0,0,NA
1869,"bathypelagic fishes",2111,0,0,0,0,0,0,0,NA
1869,"shelf and coastal fishes",2111,0,0,0,0,0,0,0,NA
1869,"flying birds",2111,0,0,0,0,0,0,0,NA
1869,"small divers",2111,0,0,0,0,0,0,0,NA
1869,"squids",2111,0,0,0,0,0,0,0,NA
1869,"toothfishes",2111,0,0,0,0,0,0,0,NA
1869,"leopard seals",2111,0,0,0,0,0,0,0,NA
1869,"medium divers",2111,0,0,0,0,0,0,0,NA
1869,"large divers",2111,0,0,0,0,0,0,0,NA
1869,"minke whales",2111,0,0,0,0,0,0,0,NA
1869,"orca",2111,0,0,0,0,0,0,0,NA
1869,"sperm whales",2111,0,0,0,0,0,0,0,NA
1869,"baleen whales",2111,0,0,0,0,0,0,0,NA
1870,"mesozooplankton",2111,0,0,0,0,0,0,0,NA
1870,"other krill",2111,0,0,0,0,0,0,0,NA
1870,"other macrozooplankton",2111,0,0,0,0,0,0,0,NA
1870,"antarctic krill",2111,0,0,0,0,0,0,0,NA
1870,"salps",2111,0,0,0,0,0,0,0,NA
1870,"mesopelagic fishes",2111,0,0,0,0,0,0,0,NA
1870,"bathypelagic fishes",2111,0,0,0,0,0,0,0,NA
1870,"shelf and coastal fishes",2111,0,0,0,0,0,0,0,NA
1870,"flying birds",2111,0,0,0,0,0,0,0,NA
1870,"small divers",2111,0,0,0,0,0,0,0,NA
1870,"squids",2111,0,0,0,0,0,0,0,NA
1870,"toothfishes",2111,0,0,0,0,0,0,0,NA
1870,"leopard seals",2111,0,0,0,0,0,0,0,NA
1870,"medium divers",2111,0,0,0,0,0,0,0,NA
1870,"large divers",2111,0,0,0,0,0,0,0,NA
1870,"minke whales",2111,0,0,0,0,0,0,0,NA
1870,"orca",2111,0,0,0,0,0,0,0,NA
1870,"sperm whales",2111,0,0,0,0,0,0,0,NA
1870,"baleen whales",2111,0,0,0,0,0,0,0,NA
1871,"mesozooplankton",2111,0,0,0,0,0,0,0,NA
1871,"other krill",2111,0,0,0,0,0,0,0,NA
1871,"other macrozooplankton",2111,0,0,0,0,0,0,0,NA
1871,"antarctic krill",2111,0,0,0,0,0,0,0,NA
1871,"salps",2111,0,0,0,0,0,0,0,NA
1871,"mesopelagic fishes",2111,0,0,0,0,0,0,0,NA
1871,"bathypelagic fishes",2111,0,0,0,0,0,0,0,NA
1871,"shelf and coastal fishes",2111,0,0,0,0,0,0,0,NA
1871,"flying birds",2111,0,0,0,0,0,0,0,NA
1871,"small divers",2111,0,0,0,0,0,0,0,NA
1871,"squids",2111,0,0,0,0,0,0,0,NA
1871,"toothfishes",2111,0,0,0,0,0,0,0,NA
1871,"leopard seals",2111,0,0,0,0,0,0,0,NA
1871,"medium divers",2111,0,0,0,0,0,0,0,NA
1871,"large divers",2111,0,0,0,0,0,0,0,NA
1871,"minke whales",2111,0,0,0,0,0,0,0,NA
1871,"orca",2111,0,0,0,0,0,0,0,NA
1871,"sperm whales",2111,0,0,0,0,0,0,0,NA
1871,"baleen whales",2111,0,0,0,0,0,0,0,NA
1872,"mesozooplankton",2111,0,0,0,0,0,0,0,NA
1872,"other krill",2111,0,0,0,0,0,0,0,NA
1872,"other macrozooplankton",2111,0,0,0,0,0,0,0,NA
1872,"antarctic krill",2111,0,0,0,0,0,0,0,NA
1872,"salps",2111,0,0,0,0,0,0,0,NA
1872,"mesopelagic fishes",2111,0,0,0,0,0,0,0,NA
1872,"bathypelagic fishes",2111,0,0,0,0,0,0,0,NA
1872,"shelf and coastal fishes",2111,0,0,0,0,0,0,0,NA
1872,"flying birds",2111,0,0,0,0,0,0,0,NA
1872,"small divers",2111,0,0,0,0,0,0,0,NA
1872,"squids",2111,0,0,0,0,0,0,0,NA
1872,"toothfishes",2111,0,0,0,0,0,0,0,NA
1872,"leopard seals",2111,0,0,0,0,0,0,0,NA
1872,"medium divers",2111,0,0,0,0,0,0,0,NA
1872,"large divers",2111,0,0,0,0,0,0,0,NA
1872,"minke whales",2111,0,0,0,0,0,0,0,NA
1872,"orca",2111,0,0,0,0,0,0,0,NA
1872,"sperm whales",2111,0,0,0,0,0,0,0,NA
1872,"baleen whales",2111,0,0,0,0,0,0,0,NA
1873,"mesozooplankton",2111,0,0,0,0,0,0,0,NA
1873,"other krill",2111,0,0,0,0,0,0,0,NA
1873,"other macrozooplankton",2111,0,0,0,0,0,0,0,NA
1873,"antarctic krill",2111,0,0,0,0,0,0,0,NA
1873,"salps",2111,0,0,0,0,0,0,0,NA
1873,"mesopelagic fishes",2111,0,0,0,0,0,0,0,NA
1873,"bathypelagic fishes",2111,0,0,0,0,0,0,0,NA
1873,"shelf and coastal fishes",2111,0,0,0,0,0,0,0,NA
1873,"flying birds",2111,0,0,0,0,0,0,0,NA
1873,"small divers",2111,0,0,0,0,0,0,0,NA
1873,"squids",2111,0,0,0,0,0,0,0,NA
1873,"toothfishes",2111,0,0,0,0,0,0,0,NA
1873,"leopard seals",2111,0,0,0,0,0,0,0,NA
1873,"medium divers",2111,0,0,0,0,0,0,0,NA
1873,"large divers",2111,0,0,0,0,0,0,0,NA
1873,"minke whales",2111,0,0,0,0,0,0,0,NA
1873,"orca",2111,0,0,0,0,0,0,0,NA
1873,"sperm whales",2111,0,0,0,0,0,0,0,NA
1873,"baleen whales",2111,0,0,0,0,0,0,0,NA
1874,"mesozooplankton",2111,0,0,0,0,0,0,0,NA
1874,"other krill",2111,0,0,0,0,0,0,0,NA
1874,"other macrozooplankton",2111,0,0,0,0,0,0,0,NA
1874,"antarctic krill",2111,0,0,0,0,0,0,0,NA
1874,"salps",2111,0,0,0,0,0,0,0,NA
1874,"mesopelagic fishes",2111,0,0,0,0,0,0,0,NA
1874,"bathypelagic fishes",2111,0,0,0,0,0,0,0,NA
1874,"shelf and coastal fishes",2111,0,0,0,0,0,0,0,NA
1874,"flying birds",2111,0,0,0,0,0,0,0,NA
1874,"small divers",2111,0,0,0,0,0,0,0,NA
1874,"squids",2111,0,0,0,0,0,0,0,NA
1874,"toothfishes",2111,0,0,0,0,0,0,0,NA
1874,"leopard seals",2111,0,0,0,0,0,0,0,NA
1874,"medium divers",2111,0,0,0,0,0,0,0,NA
1874,"large divers",2111,0,0,0,0,0,0,0,NA
1874,"minke whales",2111,0,0,0,0,0,0,0,NA
1874,"orca",2111,0,0,0,0,0,0,0,NA
1874,"sperm whales",2111,0,0,0,0,0,0,0,NA
1874,"baleen whales",2111,0,0,0,0,0,0,0,NA
1875,"mesozooplankton",2111,0,0,0,0,0,0,0,NA
1875,"other krill",2111,0,0,0,0,0,0,0,NA
1875,"other macrozooplankton",2111,0,0,0,0,0,0,0,NA
1875,"antarctic krill",2111,0,0,0,0,0,0,0,NA
1875,"salps",2111,0,0,0,0,0,0,0,NA
1875,"mesopelagic fishes",2111,0,0,0,0,0,0,0,NA
1875,"bathypelagic fishes",2111,0,0,0,0,0,0,0,NA
1875,"shelf and coastal fishes",2111,0,0,0,0,0,0,0,NA
1875,"flying birds",2111,0,0,0,0,0,0,0,NA
1875,"small divers",2111,0,0,0,0,0,0,0,NA
1875,"squids",2111,0,0,0,0,0,0,0,NA
1875,"toothfishes",2111,0,0,0,0,0,0,0,NA
1875,"leopard seals",2111,0,0,0,0,0,0,0,NA
1875,"medium divers",2111,0,0,0,0,0,0,0,NA
1875,"large divers",2111,0,0,0,0,0,0,0,NA
1875,"minke whales",2111,0,0,0,0,0,0,0,NA
1875,"orca",2111,0,0,0,0,0,0,0,NA
1875,"sperm whales",2111,0,0,0,0,0,0,0,NA
1875,"baleen whales",2111,0,0,0,0,0,0,0,NA
1876,"mesozooplankton",2111,0,0,0,0,0,0,0,NA
1876,"other krill",2111,0,0,0,0,0,0,0,NA
1876,"other macrozooplankton",2111,0,0,0,0,0,0,0,NA
1876,"antarctic krill",2111,0,0,0,0,0,0,0,NA
1876,"salps",2111,0,0,0,0,0,0,0,NA
1876,"mesopelagic fishes",2111,0,0,0,0,0,0,0,NA
1876,"bathypelagic fishes",2111,0,0,0,0,0,0,0,NA
1876,"shelf and coastal fishes",2111,0,0,0,0,0,0,0,NA
1876,"flying birds",2111,0,0,0,0,0,0,0,NA
1876,"small divers",2111,0,0,0,0,0,0,0,NA
1876,"squids",2111,0,0,0,0,0,0,0,NA
1876,"toothfishes",2111,0,0,0,0,0,0,0,NA
1876,"leopard seals",2111,0,0,0,0,0,0,0,NA
1876,"medium divers",2111,0,0,0,0,0,0,0,NA
1876,"large divers",2111,0,0,0,0,0,0,0,NA
1876,"minke whales",2111,0,0,0,0,0,0,0,NA
1876,"orca",2111,0,0,0,0,0,0,0,NA
1876,"sperm whales",2111,0,0,0,0,0,0,0,NA
1876,"baleen whales",2111,0,0,0,0,0,0,0,NA
1877,"mesozooplankton",2111,0,0,0,0,0,0,0,NA
1877,"other krill",2111,0,0,0,0,0,0,0,NA
1877,"other macrozooplankton",2111,0,0,0,0,0,0,0,NA
1877,"antarctic krill",2111,0,0,0,0,0,0,0,NA
1877,"salps",2111,0,0,0,0,0,0,0,NA
1877,"mesopelagic fishes",2111,0,0,0,0,0,0,0,NA
1877,"bathypelagic fishes",2111,0,0,0,0,0,0,0,NA
1877,"shelf and coastal fishes",2111,0,0,0,0,0,0,0,NA
1877,"flying birds",2111,0,0,0,0,0,0,0,NA
1877,"small divers",2111,0,0,0,0,0,0,0,NA
1877,"squids",2111,0,0,0,0,0,0,0,NA
1877,"toothfishes",2111,0,0,0,0,0,0,0,NA
1877,"leopard seals",2111,0,0,0,0,0,0,0,NA
1877,"medium divers",2111,0,0,0,0,0,0,0,NA
1877,"large divers",2111,0,0,0,0,0,0,0,NA
1877,"minke whales",2111,0,0,0,0,0,0,0,NA
1877,"orca",2111,0,0,0,0,0,0,0,NA
1877,"sperm whales",2111,0,0,0,0,0,0,0,NA
1877,"baleen whales",2111,0,0,0,0,0,0,0,NA
1878,"mesozooplankton",2111,0,0,0,0,0,0,0,NA
1878,"other krill",2111,0,0,0,0,0,0,0,NA
1878,"other macrozooplankton",2111,0,0,0,0,0,0,0,NA
1878,"antarctic krill",2111,0,0,0,0,0,0,0,NA
1878,"salps",2111,0,0,0,0,0,0,0,NA
1878,"mesopelagic fishes",2111,0,0,0,0,0,0,0,NA
1878,"bathypelagic fishes",2111,0,0,0,0,0,0,0,NA
1878,"shelf and coastal fishes",2111,0,0,0,0,0,0,0,NA
1878,"flying birds",2111,0,0,0,0,0,0,0,NA
1878,"small divers",2111,0,0,0,0,0,0,0,NA
1878,"squids",2111,0,0,0,0,0,0,0,NA
1878,"toothfishes",2111,0,0,0,0,0,0,0,NA
1878,"leopard seals",2111,0,0,0,0,0,0,0,NA
1878,"medium divers",2111,0,0,0,0,0,0,0,NA
1878,"large divers",2111,0,0,0,0,0,0,0,NA
1878,"minke whales",2111,0,0,0,0,0,0,0,NA
1878,"orca",2111,0,0,0,0,0,0,0,NA
1878,"sperm whales",2111,0,0,0,0,0,0,0,NA
1878,"baleen whales",2111,0,0,0,0,0,0,0,NA
1879,"mesozooplankton",2111,0,0,0,0,0,0,0,NA
1879,"other krill",2111,0,0,0,0,0,0,0,NA
1879,"other macrozooplankton",2111,0,0,0,0,0,0,0,NA
1879,"antarctic krill",2111,0,0,0,0,0,0,0,NA
1879,"salps",2111,0,0,0,0,0,0,0,NA
1879,"mesopelagic fishes",2111,0,0,0,0,0,0,0,NA
1879,"bathypelagic fishes",2111,0,0,0,0,0,0,0,NA
1879,"shelf and coastal fishes",2111,0,0,0,0,0,0,0,NA
1879,"flying birds",2111,0,0,0,0,0,0,0,NA
1879,"small divers",2111,0,0,0,0,0,0,0,NA
1879,"squids",2111,0,0,0,0,0,0,0,NA
1879,"toothfishes",2111,0,0,0,0,0,0,0,NA
1879,"leopard seals",2111,0,0,0,0,0,0,0,NA
1879,"medium divers",2111,0,0,0,0,0,0,0,NA
1879,"large divers",2111,0,0,0,0,0,0,0,NA
1879,"minke whales",2111,0,0,0,0,0,0,0,NA
1879,"orca",2111,0,0,0,0,0,0,0,NA
1879,"sperm whales",2111,0,0,0,0,0,0,0,NA
1879,"baleen whales",2111,0,0,0,0,0,0,0,NA
1880,"mesozooplankton",2111,0,0,0,0,0,0,0,NA
1880,"other krill",2111,0,0,0,0,0,0,0,NA
1880,"other macrozooplankton",2111,0,0,0,0,0,0,0,NA
1880,"antarctic krill",2111,0,0,0,0,0,0,0,NA
1880,"salps",2111,0,0,0,0,0,0,0,NA
1880,"mesopelagic fishes",2111,0,0,0,0,0,0,0,NA
1880,"bathypelagic fishes",2111,0,0,0,0,0,0,0,NA
1880,"shelf and coastal fishes",2111,0,0,0,0,0,0,0,NA
1880,"flying birds",2111,0,0,0,0,0,0,0,NA
1880,"small divers",2111,0,0,0,0,0,0,0,NA
1880,"squids",2111,0,0,0,0,0,0,0,NA
1880,"toothfishes",2111,0,0,0,0,0,0,0,NA
1880,"leopard seals",2111,0,0,0,0,0,0,0,NA
1880,"medium divers",2111,0,0,0,0,0,0,0,NA
1880,"large divers",2111,0,0,0,0,0,0,0,NA
1880,"minke whales",2111,0,0,0,0,0,0,0,NA
1880,"orca",2111,0,0,0,0,0,0,0,NA
1880,"sperm whales",2111,0,0,0,0,0,0,0,NA
1880,"baleen whales",2111,0,0,0,0,0,0,0,NA
1881,"mesozooplankton",2111,0,0,0,0,0,0,0,NA
1881,"other krill",2111,0,0,0,0,0,0,0,NA
1881,"other macrozooplankton",2111,0,0,0,0,0,0,0,NA
1881,"antarctic krill",2111,0,0,0,0,0,0,0,NA
1881,"salps",2111,0,0,0,0,0,0,0,NA
1881,"mesopelagic fishes",2111,0,0,0,0,0,0,0,NA
1881,"bathypelagic fishes",2111,0,0,0,0,0,0,0,NA
1881,"shelf and coastal fishes",2111,0,0,0,0,0,0,0,NA
1881,"flying birds",2111,0,0,0,0,0,0,0,NA
1881,"small divers",2111,0,0,0,0,0,0,0,NA
1881,"squids",2111,0,0,0,0,0,0,0,NA
1881,"toothfishes",2111,0,0,0,0,0,0,0,NA
1881,"leopard seals",2111,0,0,0,0,0,0,0,NA
1881,"medium divers",2111,0,0,0,0,0,0,0,NA
1881,"large divers",2111,0,0,0,0,0,0,0,NA
1881,"minke whales",2111,0,0,0,0,0,0,0,NA
1881,"orca",2111,0,0,0,0,0,0,0,NA
1881,"sperm whales",2111,0,0,0,0,0,0,0,NA
1881,"baleen whales",2111,0,0,0,0,0,0,0,NA
1882,"mesozooplankton",2111,0,0,0,0,0,0,0,NA
1882,"other krill",2111,0,0,0,0,0,0,0,NA
1882,"other macrozooplankton",2111,0,0,0,0,0,0,0,NA
1882,"antarctic krill",2111,0,0,0,0,0,0,0,NA
1882,"salps",2111,0,0,0,0,0,0,0,NA
1882,"mesopelagic fishes",2111,0,0,0,0,0,0,0,NA
1882,"bathypelagic fishes",2111,0,0,0,0,0,0,0,NA
1882,"shelf and coastal fishes",2111,0,0,0,0,0,0,0,NA
1882,"flying birds",2111,0,0,0,0,0,0,0,NA
1882,"small divers",2111,0,0,0,0,0,0,0,NA
1882,"squids",2111,0,0,0,0,0,0,0,NA
1882,"toothfishes",2111,0,0,0,0,0,0,0,NA
1882,"leopard seals",2111,0,0,0,0,0,0,0,NA
1882,"medium divers",2111,0,0,0,0,0,0,0,NA
1882,"large divers",2111,0,0,0,0,0,0,0,NA
1882,"minke whales",2111,0,0,0,0,0,0,0,NA
1882,"orca",2111,0,0,0,0,0,0,0,NA
1882,"sperm whales",2111,0,0,0,0,0,0,0,NA
1882,"baleen whales",2111,0,0,0,0,0,0,0,NA
1883,"mesozooplankton",2111,0,0,0,0,0,0,0,NA
1883,"other krill",2111,0,0,0,0,0,0,0,NA
1883,"other macrozooplankton",2111,0,0,0,0,0,0,0,NA
1883,"antarctic krill",2111,0,0,0,0,0,0,0,NA
1883,"salps",2111,0,0,0,0,0,0,0,NA
1883,"mesopelagic fishes",2111,0,0,0,0,0,0,0,NA
1883,"bathypelagic fishes",2111,0,0,0,0,0,0,0,NA
1883,"shelf and coastal fishes",2111,0,0,0,0,0,0,0,NA
1883,"flying birds",2111,0,0,0,0,0,0,0,NA
1883,"small divers",2111,0,0,0,0,0,0,0,NA
1883,"squids",2111,0,0,0,0,0,0,0,NA
1883,"toothfishes",2111,0,0,0,0,0,0,0,NA
1883,"leopard seals",2111,0,0,0,0,0,0,0,NA
1883,"medium divers",2111,0,0,0,0,0,0,0,NA
1883,"large divers",2111,0,0,0,0,0,0,0,NA
1883,"minke whales",2111,0,0,0,0,0,0,0,NA
1883,"orca",2111,0,0,0,0,0,0,0,NA
1883,"sperm whales",2111,0,0,0,0,0,0,0,NA
1883,"baleen whales",2111,0,0,0,0,0,0,0,NA
1884,"mesozooplankton",2111,0,0,0,0,0,0,0,NA
1884,"other krill",2111,0,0,0,0,0,0,0,NA
1884,"other macrozooplankton",2111,0,0,0,0,0,0,0,NA
1884,"antarctic krill",2111,0,0,0,0,0,0,0,NA
1884,"salps",2111,0,0,0,0,0,0,0,NA
1884,"mesopelagic fishes",2111,0,0,0,0,0,0,0,NA
1884,"bathypelagic fishes",2111,0,0,0,0,0,0,0,NA
1884,"shelf and coastal fishes",2111,0,0,0,0,0,0,0,NA
1884,"flying birds",2111,0,0,0,0,0,0,0,NA
1884,"small divers",2111,0,0,0,0,0,0,0,NA
1884,"squids",2111,0,0,0,0,0,0,0,NA
1884,"toothfishes",2111,0,0,0,0,0,0,0,NA
1884,"leopard seals",2111,0,0,0,0,0,0,0,NA
1884,"medium divers",2111,0,0,0,0,0,0,0,NA
1884,"large divers",2111,0,0,0,0,0,0,0,NA
1884,"minke whales",2111,0,0,0,0,0,0,0,NA
1884,"orca",2111,0,0,0,0,0,0,0,NA
1884,"sperm whales",2111,0,0,0,0,0,0,0,NA
1884,"baleen whales",2111,0,0,0,0,0,0,0,NA
1885,"mesozooplankton",2111,0,0,0,0,0,0,0,NA
1885,"other krill",2111,0,0,0,0,0,0,0,NA
1885,"other macrozooplankton",2111,0,0,0,0,0,0,0,NA
1885,"antarctic krill",2111,0,0,0,0,0,0,0,NA
1885,"salps",2111,0,0,0,0,0,0,0,NA
1885,"mesopelagic fishes",2111,0,0,0,0,0,0,0,NA
1885,"bathypelagic fishes",2111,0,0,0,0,0,0,0,NA
1885,"shelf and coastal fishes",2111,0,0,0,0,0,0,0,NA
1885,"flying birds",2111,0,0,0,0,0,0,0,NA
1885,"small divers",2111,0,0,0,0,0,0,0,NA
1885,"squids",2111,0,0,0,0,0,0,0,NA
1885,"toothfishes",2111,0,0,0,0,0,0,0,NA
1885,"leopard seals",2111,0,0,0,0,0,0,0,NA
1885,"medium divers",2111,0,0,0,0,0,0,0,NA
1885,"large divers",2111,0,0,0,0,0,0,0,NA
1885,"minke whales",2111,0,0,0,0,0,0,0,NA
1885,"orca",2111,0,0,0,0,0,0,0,NA
1885,"sperm whales",2111,0,0,0,0,0,0,0,NA
1885,"baleen whales",2111,0,0,0,0,0,0,0,NA
1886,"mesozooplankton",2111,0,0,0,0,0,0,0,NA
1886,"other krill",2111,0,0,0,0,0,0,0,NA
1886,"other macrozooplankton",2111,0,0,0,0,0,0,0,NA
1886,"antarctic krill",2111,0,0,0,0,0,0,0,NA
1886,"salps",2111,0,0,0,0,0,0,0,NA
1886,"mesopelagic fishes",2111,0,0,0,0,0,0,0,NA
1886,"bathypelagic fishes",2111,0,0,0,0,0,0,0,NA
1886,"shelf and coastal fishes",2111,0,0,0,0,0,0,0,NA
1886,"flying birds",2111,0,0,0,0,0,0,0,NA
1886,"small divers",2111,0,0,0,0,0,0,0,NA
1886,"squids",2111,0,0,0,0,0,0,0,NA
1886,"toothfishes",2111,0,0,0,0,0,0,0,NA
1886,"leopard seals",2111,0,0,0,0,0,0,0,NA
1886,"medium divers",2111,0,0,0,0,0,0,0,NA
1886,"large divers",2111,0,0,0,0,0,0,0,NA
1886,"minke whales",2111,0,0,0,0,0,0,0,NA
1886,"orca",2111,0,0,0,0,0,0,0,NA
1886,"sperm whales",2111,0,0,0,0,0,0,0,NA
1886,"baleen whales",2111,0,0,0,0,0,0,0,NA
1887,"mesozooplankton",2111,0,0,0,0,0,0,0,NA
1887,"other krill",2111,0,0,0,0,0,0,0,NA
1887,"other macrozooplankton",2111,0,0,0,0,0,0,0,NA
1887,"antarctic krill",2111,0,0,0,0,0,0,0,NA
1887,"salps",2111,0,0,0,0,0,0,0,NA
1887,"mesopelagic fishes",2111,0,0,0,0,0,0,0,NA
1887,"bathypelagic fishes",2111,0,0,0,0,0,0,0,NA
1887,"shelf and coastal fishes",2111,0,0,0,0,0,0,0,NA
1887,"flying birds",2111,0,0,0,0,0,0,0,NA
1887,"small divers",2111,0,0,0,0,0,0,0,NA
1887,"squids",2111,0,0,0,0,0,0,0,NA
1887,"toothfishes",2111,0,0,0,0,0,0,0,NA
1887,"leopard seals",2111,0,0,0,0,0,0,0,NA
1887,"medium divers",2111,0,0,0,0,0,0,0,NA
1887,"large divers",2111,0,0,0,0,0,0,0,NA
1887,"minke whales",2111,0,0,0,0,0,0,0,NA
1887,"orca",2111,0,0,0,0,0,0,0,NA
1887,"sperm whales",2111,0,0,0,0,0,0,0,NA
1887,"baleen whales",2111,0,0,0,0,0,0,0,NA
1888,"mesozooplankton",2111,0,0,0,0,0,0,0,NA
1888,"other krill",2111,0,0,0,0,0,0,0,NA
1888,"other macrozooplankton",2111,0,0,0,0,0,0,0,NA
1888,"antarctic krill",2111,0,0,0,0,0,0,0,NA
1888,"salps",2111,0,0,0,0,0,0,0,NA
1888,"mesopelagic fishes",2111,0,0,0,0,0,0,0,NA
1888,"bathypelagic fishes",2111,0,0,0,0,0,0,0,NA
1888,"shelf and coastal fishes",2111,0,0,0,0,0,0,0,NA
1888,"flying birds",2111,0,0,0,0,0,0,0,NA
1888,"small divers",2111,0,0,0,0,0,0,0,NA
1888,"squids",2111,0,0,0,0,0,0,0,NA
1888,"toothfishes",2111,0,0,0,0,0,0,0,NA
1888,"leopard seals",2111,0,0,0,0,0,0,0,NA
1888,"medium divers",2111,0,0,0,0,0,0,0,NA
1888,"large divers",2111,0,0,0,0,0,0,0,NA
1888,"minke whales",2111,0,0,0,0,0,0,0,NA
1888,"orca",2111,0,0,0,0,0,0,0,NA
1888,"sperm whales",2111,0,0,0,0,0,0,0,NA
1888,"baleen whales",2111,0,0,0,0,0,0,0,NA
1889,"mesozooplankton",2111,0,0,0,0,0,0,0,NA
1889,"other krill",2111,0,0,0,0,0,0,0,NA
1889,"other macrozooplankton",2111,0,0,0,0,0,0,0,NA
1889,"antarctic krill",2111,0,0,0,0,0,0,0,NA
1889,"salps",2111,0,0,0,0,0,0,0,NA
1889,"mesopelagic fishes",2111,0,0,0,0,0,0,0,NA
